feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t61	1.655	-1.256	1.205	0.319	-0.408	1.63	1.163	-1.82	-0.514	-0.316	-0.903	-1.166	-0.437	-1.026	1.371	-2.176	2.121	-0.061	-0.493	-0.576	0.817	0.109	1.322	-0.04	-0.774	1.81	0.206	-2.48	0.565	0.141
t171	2.06	-1.157	0.391	0.352	-0.355	1.507	-0.221	-1.797	-0.174	-0.082	-0.665	-0.433	-0.244	-0.914	1.245	-2.153	2.627	-0.753	0.15	-0.027	1.521	0.162	0.686	-0.144	-0.149	0.877	0.207	-2.368	-0.506	0.343
t57	1.916	-1.236	0.583	0.316	-0.378	1.303	1.106	-1.876	-0.172	-0.303	-0.698	-0.455	-0.16	-1.208	1.161	-1.944	2.473	-0.677	0.028	0.028	0.965	0.095	0.494	0.22	-0.029	0.827	0.139	-2.545	-0.467	0.481
t184	1.909	-1.119	0.828	0.45	-0.265	1.766	0.182	-1.568	-0.183	-0.054	-0.878	-0.784	-0.511	-1.098	1.414	-2.763	2.64	-0.265	-0.123	-0.548	1.262	-0.112	1.002	0.007	-0.626	1.175	0.399	-2.396	0	0.243
t20	1.699	-1.201	1.14	0.411	-0.309	1.864	0.613	-1.578	-0.154	-0.185	-1.021	-1.072	-0.357	-1.215	1.448	-2.711	2.373	-0.038	-0.277	-0.673	0.975	-0.169	1.316	0.154	-0.962	1.365	0.349	-2.418	0.518	0.14
t143	1.689	-1.125	0.583	0.271	-0.514	1.646	0.51	-2.045	0.313	-0.154	-0.819	-0.789	0.077	-1.03	1.293	-1.747	2.346	-0.516	-0.256	-0.429	1.233	0.272	1.198	-0.397	-0.456	0.613	0.094	-2.296	0.076	0.352
t22	1.89	-1.354	0.675	0.241	-0.429	1.035	2.051	-2.059	-0.588	-0.504	-0.59	-0.482	-0.283	-1.232	1.002	-1.608	2.269	-0.743	0.068	0.373	0.714	0.071	0.409	0.321	0.135	1.063	0.049	-2.687	-0.417	0.594
t67	1.471	-1.096	0.821	0.21	-0.619	1.754	0.497	-2.187	0.531	-0.234	-0.917	-1.186	0.395	-1.018	1.35	-1.35	2.15	-0.39	-0.59	-0.677	1.154	0.46	1.293	-0.737	-0.679	0.862	0.033	-2.228	0.589	0.324
t97	1.727	-1.117	1.412	0.473	-0.271	2.067	0.135	-1.496	-0.516	-0.041	-1.025	-1.346	-1.138	-0.981	1.588	-2.691	2.35	0.204	-0.412	-0.854	1.132	-0.31	1.636	-0.132	-1.315	1.93	0.449	-2.399	0.964	-0.041
t141	1.795	-1.254	1.367	0.477	-0.162	1.623	1.199	-1.403	-0.778	-0.28	-0.968	-1.068	-0.686	-1.25	1.465	-2.716	2.328	0.166	-0.459	-0.637	0.57	-0.29	0.805	0.558	-0.825	2.131	0.432	-2.674	0.392	0.123
t53	2.081	-1.225	0.749	0.38	-0.305	1.54	0.472	-1.7	-0.978	-0.12	-0.653	-0.671	-1.227	-0.563	1.334	-3.006	2.542	-0.366	0.028	-0.298	1.375	0.274	1.162	-0.057	-0.291	1.886	0.334	-2.32	-0.508	0.116
