V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t82	-1.284	-0.785	-0.352	0.989	0.571	-0.053	0.473	-0.038	-0.543	-0.546	0.901	-1.927	1.146	-0.515	-1.16	-1.36	2.217	0.608	-0.492	2.526	-0.359	1.485	-0.868	-0.274	1.807	-0.308	-0.215	-0.779	-0.587	-0.281
t166	-0.309	-2.182	-1.211	2.942	0.026	-1.935	1.33	-0.116	-1.133	2.727	1.024	-1.672	0.991	1.271	-1.287	-2.53	3.042	0.152	0.182	0.717	1.759	1.652	-1.63	-0.134	1.044	-1.671	0.828	-0.291	-2.84	-0.754
t148	0.096	-2.414	-0.5	3.139	-0.08	-2.035	0.067	-0.277	-1.152	2.091	1.527	-1.508	1.027	1.206	-1.225	-2.94	3.337	0.056	0.49	0.279	2.118	1.775	-1.729	-0.068	1.243	-1.96	0.963	0.343	-3.01	-0.869
t179	-0.932	-1.634	0.262	2.021	0.093	-1.043	-0.412	0.443	-0.759	0.827	0.639	-1.839	0.922	0.628	-0.718	-1.976	2.605	0.354	-0.369	1.695	1.021	1.463	-1.286	0.433	1.364	-0.536	0.129	-0.677	-2.192	-0.53
t36	-0.7	-1.763	-0.343	2.258	0.139	-1.283	0.292	0.155	-0.876	1.336	0.851	-1.768	0.978	0.728	-0.985	-2.148	2.758	0.297	-0.143	1.385	1.178	1.549	-1.378	0.118	1.307	-0.972	0.37	-0.493	-2.263	-0.587
t176	-0.386	-2.182	-2.159	3.064	0.108	-2.129	2.731	-0.198	-1.229	3.684	0.815	-1.725	0.994	1.478	-1.513	-2.422	2.984	0.157	0.153	0.72	1.73	1.632	-1.664	-0.385	0.823	-1.832	0.95	-0.588	-2.892	-0.734
t24	-0.248	-2.003	-0.698	2.616	0.125	-1.579	0.498	-0.265	-1.019	1.605	1.352	-1.615	1.066	0.794	-1.275	-2.53	3.059	0.194	0.259	0.833	1.489	1.706	-1.521	-0.213	1.347	-1.608	0.704	0.024	-2.389	-0.713
t162	-1.875	-0.758	-0.328	0.981	0.427	-0.143	0.915	0.698	-0.501	0.382	-0.084	-2.167	0.935	0.007	-0.752	-0.951	1.865	0.669	-1.062	3.012	-0.326	1.23	-0.844	0.311	1.406	0.409	-0.476	-1.728	-1.059	-0.193
t144	-0.763	-1.833	-1.25	2.481	0.159	-1.561	1.647	0.125	-0.995	2.464	0.604	-1.823	0.959	1.052	-1.173	-2.081	2.718	0.283	-0.176	1.326	1.255	1.522	-1.446	-0.055	1.037	-1.142	0.518	-0.804	-2.459	-0.594
t4	-0.992	-1.774	-0.579	2.333	0.056	-1.406	0.868	0.492	-0.895	2.112	0.328	-1.898	0.874	1.076	-0.85	-1.942	2.578	0.322	-0.419	1.587	1.215	1.422	-1.388	0.355	1.042	-0.688	0.293	-1.021	-2.547	-0.557
t18	0.167	-2.447	-0.295	3.159	-0.114	-2.026	-0.271	-0.297	-1.147	1.9	1.633	-1.479	1.035	1.173	-1.199	-3.013	3.384	0.043	0.541	0.21	2.167	1.796	-1.739	-0.031	1.3	-1.99	0.972	0.474	-3.024	-0.892
t17	0.607	-2.711	-1.573	3.661	-0.037	-2.531	1.256	-0.856	-1.392	3.052	2.012	-1.352	1.139	1.42	-1.738	-3.342	3.673	-0.07	0.972	-0.405	2.485	1.957	-1.928	-0.65	1.149	-2.859	1.459	0.789	-3.199	-1.011
t84	1.339	-3.723	-0.455	4.799	-0.541	-3.568	-0.614	-0.616	-1.621	3.754	2.263	-1.106	0.973	2.4	-1.316	-4.314	4.33	-0.405	1.405	-1.614	4.107	2.062	-2.419	-0.014	0.921	-3.404	1.93	1.496	-4.831	-1.346
t194	0.13	-2.371	-0.174	3.021	-0.054	-1.908	-0.434	-0.298	-1.099	1.588	1.649	-1.479	1.045	1.035	-1.17	-2.965	3.361	0.064	0.519	0.309	2.067	1.793	-1.695	-0.045	1.366	-1.911	0.906	0.486	-2.888	-0.856
t158	-0.631	-1.5	-0.049	1.879	0.266	-0.844	-0.263	-0.133	-0.772	0.2	1.284	-1.714	1.099	0.139	-1.111	-2.107	2.744	0.362	-0.032	1.527	0.739	1.627	-1.233	-0.107	1.658	-0.991	0.261	-0.143	-1.613	-0.547
t111	-0.907	-1.394	0.183	1.718	0.238	-0.715	-0.398	0.164	-0.698	0.154	0.939	-1.812	1.029	0.175	-0.908	-1.892	2.566	0.416	-0.288	1.835	0.613	1.523	-1.166	0.144	1.597	-0.598	0.07	-0.483	-1.627	-0.482
t108	-0.725	-1.718	-0.611	2.252	0.16	-1.273	0.677	0.089	-0.897	1.514	0.847	-1.785	0.997	0.718	-1.084	-2.099	2.722	0.312	-0.146	1.412	1.085	1.552	-1.364	0.018	1.285	-1.022	0.391	-0.548	-2.181	-0.583
t154	-2.551	-0.204	-0.607	0.307	0.621	0.424	1.688	0.979	-0.32	0.14	-0.674	-2.404	0.909	-0.329	-0.684	-0.255	1.355	0.875	-1.582	3.917	-1.159	1.045	-0.561	0.341	1.39	1.129	-0.909	-2.507	-0.415	0.034
t26	-0.495	-1.886	0.124	2.368	0.044	-1.319	-0.496	0.096	-0.882	0.97	1.118	-1.688	0.992	0.702	-0.927	-2.365	2.901	0.249	0.004	1.16	1.363	1.609	-1.427	0.206	1.421	-1.095	0.426	-0.155	-2.364	-0.658
t133	0.442	-2.719	-0.514	3.525	-0.166	-2.385	-0.101	-0.431	-1.265	2.402	1.791	-1.391	1.037	1.434	-1.291	-3.296	3.603	-0.056	0.76	-0.207	2.577	1.867	-1.891	-0.121	1.205	-2.37	1.217	0.699	-3.385	-0.986
t130	1.103	-3.172	-0.968	4.161	-0.233	-2.95	0.138	-0.934	-1.494	3.011	2.411	-1.17	1.121	1.699	-1.63	-3.899	4.07	-0.236	1.323	-1.078	3.21	2.075	-2.15	-0.491	1.179	-3.275	1.727	1.394	-3.8	-1.186
t153	-0.794	-1.899	-0.026	2.403	-0.002	-1.434	-0.036	0.465	-0.879	1.626	0.569	-1.81	0.879	1.026	-0.744	-2.159	2.735	0.271	-0.28	1.384	1.427	1.476	-1.435	0.459	1.165	-0.77	0.326	-0.684	-2.659	-0.608
t197	0.294	-2.823	-0.74	3.7	-0.244	-2.605	0.374	-0.185	-1.314	3.165	1.407	-1.466	0.948	1.801	-1.191	-3.224	3.534	-0.071	0.603	-0.177	2.757	1.785	-1.951	0.055	0.959	-2.249	1.228	0.343	-3.748	-0.988
t34	-0.327	-1.798	-0.309	2.297	0.188	-1.239	-0.051	-0.285	-0.91	0.794	1.465	-1.621	1.104	0.437	-1.226	-2.417	2.977	0.256	0.208	1.062	1.179	1.706	-1.4	-0.204	1.551	-1.415	0.536	0.104	-2.008	-0.657
t151	-2.021	-0.942	1.2	1.018	0.145	-0.151	-1.065	1.357	-0.38	-0.188	-0.424	-2.202	0.754	0.261	-0.074	-1.017	1.847	0.637	-1.318	3.102	0.072	1.106	-0.881	1.159	1.389	1.008	-0.726	-1.824	-1.631	-0.215
t116	0.255	-2.719	-0.057	3.469	-0.251	-2.342	-0.591	-0.103	-1.204	2.314	1.502	-1.455	0.951	1.545	-1.02	-3.196	3.503	-0.039	0.556	-0.028	2.624	1.778	-1.871	0.222	1.148	-2.02	1.062	0.473	-3.56	-0.959
t170	-0.557	-2.166	0.376	2.699	-0.147	-1.678	-0.711	0.494	-0.934	1.666	0.722	-1.727	0.849	1.236	-0.634	-2.45	2.932	0.18	-0.129	1.034	1.851	1.522	-1.56	0.628	1.154	-0.939	0.454	-0.407	-3.055	-0.708
t163	-1.401	-0.756	0.359	0.864	0.483	0.093	-0.445	0.221	-0.451	-1.051	0.785	-1.956	1.089	-0.556	-0.883	-1.311	2.153	0.628	-0.634	2.683	-0.361	1.428	-0.825	0.062	1.871	0.024	-0.391	-0.825	-0.64	-0.263
t104	-0.071	-2.136	0.083	2.689	0.002	-1.579	-0.709	-0.216	-0.989	1.02	1.577	-1.536	1.054	0.761	-1.093	-2.75	3.198	0.145	0.363	0.646	1.715	1.747	-1.562	0.014	1.486	-1.608	0.698	0.363	-2.544	-0.777
t115	-1.647	-0.895	-0.518	1.189	0.404	-0.316	1.04	0.499	-0.581	0.584	0.154	-2.093	0.974	0.074	-0.895	-1.15	2.016	0.613	-0.863	2.72	-0.147	1.306	-0.925	0.16	1.41	0.084	-0.299	-1.48	-1.159	-0.264
t140	0.035	-2.559	-0.951	3.381	-0.119	-2.336	0.8	-0.144	-1.237	3	1.224	-1.553	0.961	1.589	-1.223	-2.93	3.33	0.021	0.421	0.203	2.353	1.725	-1.819	-0.024	0.983	-2	1.059	0.061	-3.383	-0.884
t193	0.226	-2.667	-1.419	3.585	-0.099	-2.529	1.339	-0.378	-1.335	3.417	1.407	-1.497	1.007	1.676	-1.439	-3.075	3.452	-0.025	0.605	-0.057	2.479	1.796	-1.895	-0.265	0.94	-2.356	1.256	0.219	-3.446	-0.938
t165	1.04	-3.104	-0.813	4.053	-0.224	-2.84	-0.049	-0.887	-1.453	2.783	2.387	-1.187	1.119	1.612	-1.579	-3.838	4.022	-0.212	1.268	-0.97	3.113	2.059	-2.108	-0.441	1.225	-3.159	1.651	1.364	-3.707	-1.162
t156	0.511	-2.381	-0.562	3.075	0.064	-1.908	-0.197	-0.85	-1.168	1.315	2.266	-1.335	1.197	0.746	-1.554	-3.202	3.575	0.027	0.904	-0.026	2.011	1.964	-1.72	-0.55	1.566	-2.474	1.134	1.036	-2.561	-0.915
t79	-0.088	-2.334	-0.793	3.069	-0.034	-2.022	0.608	-0.171	-1.144	2.412	1.266	-1.581	0.999	1.272	-1.223	-2.766	3.214	0.092	0.344	0.466	2.006	1.713	-1.696	-0.069	1.133	-1.817	0.904	0.041	-2.992	-0.816
t46	0.74	-2.881	-1.744	3.898	-0.081	-2.77	1.442	-0.897	-1.469	3.468	2.043	-1.315	1.127	1.627	-1.779	-3.49	3.785	-0.128	1.072	-0.638	2.741	1.985	-2.024	-0.677	1.055	-3.059	1.601	0.86	-3.458	-1.066
