V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t122	-0.062	0.354	0.047	-1.413	-1.251	-0.078	1.343	2.874	-1.418	-0.168	0.828	-0.948	1.575	0.898	-1.369	-0.314	0.714	0.94	0.115	0.579	0.068	-1.943	-0.496	-0.223	0.232	-0.151	-1.408	0.195	-0.47	0.947
t30	-2.895	0.546	1.355	1.436	0.788	-0.013	1.583	0.998	-4.031	-0.446	2.483	-2.034	3.812	-1.72	0.049	0.937	-1.43	-3.186	-1.888	2.377	0.69	1.38	-2.676	-0.938	1.769	0.834	-1.312	3.378	0.17	-2.039
t66	1.664	-0.351	-0.923	-2.242	-1.542	1.272	1.586	3.922	-0.346	-0.161	0.889	-0.542	0.202	1.124	-1.724	-0.456	1.798	0.567	1.413	-0.096	-0.712	-3.733	0.157	0.1	-0.296	-0.363	-1.523	-0.398	-0.779	1.482
t88	0.85	-0.145	-1.961	-2.876	-1.814	0.551	1.584	3.98	0.098	0.886	-0.24	-0.431	0.724	2.588	-1.637	-0.861	1.921	0.203	0.117	0.541	0.132	-3.804	0.746	0.402	0.203	-0.991	-0.909	-1.049	-0.393	1.575
t193	-0.473	-0.017	1.352	0.346	0.394	1.174	1.517	2.1	-2.626	-1.265	2.768	-1.422	1.188	-2.274	-0.722	0.352	-0.426	-0.174	0.397	1.072	-0.261	0.388	-2.122	-1.165	0.49	1.033	-1.864	1.977	-0.517	-1.225
t187	2.282	-0.111	-1.402	-2.767	-1.844	0.615	1.491	4.228	0.144	-0.023	0.45	-0.196	0.056	1.935	-2.011	-0.987	2.289	0.936	1.675	-0.426	-0.535	-3.933	0.779	0.267	-0.582	-0.622	-1.429	-1.151	-0.843	1.704
t64	-2.676	0.619	1.995	1.996	0.907	-0.858	1.35	0.693	-4.496	-1.165	3.288	-2.104	3.299	-2.581	0.033	0.944	-1.685	-0.684	-0.453	1.625	0.545	1.368	-3.311	-1.309	1.52	1.354	-2.059	3.997	-0.212	-1.969
t141	-0.923	-0.572	0.803	0.853	1.265	2.239	1.824	2.02	-2.682	-0.938	3.318	-1.608	0.716	-3.231	-0.148	0.656	-0.739	-2.326	0.033	1.841	-0.134	0.928	-2.642	-1.367	1.121	1.293	-1.779	3.072	-0.321	-2.582
t96	-0.582	0.87	-0.318	-2.508	-2.618	-1.648	0.971	2.918	-1.198	0.297	-0.653	-0.76	2.865	3.189	-2.009	-0.709	1.187	4.326	-0.7	0.169	0.573	-3.074	0.359	0.35	-0.028	-1.026	-1.034	-1.645	-0.363	2.784
t176	1.406	0.084	-1.509	-2.884	-1.983	-0.111	1.37	3.949	0.072	0.437	-0.042	-0.351	0.438	2.573	-1.899	-1.054	1.887	1.424	1.04	-0.065	0.017	-3.845	0.709	0.348	-0.19	-0.809	-1.306	-1.122	-0.664	2.068
t3	-1.547	0.354	0.554	-0.095	-0.265	0.038	1.446	1.962	-2.708	-0.367	1.614	-1.425	2.88	-0.432	-0.753	0.3	-0.197	-0.416	-1.048	1.435	0.428	-0.222	-1.553	-0.585	0.91	0.295	-1.271	1.38	-0.122	-0.593
t197	1.931	-0.296	-2.082	-4.168	-2.624	1.378	1.513	4.733	1.354	0.949	-1.134	-0.065	-0.514	3.479	-2.259	-1.252	2.586	1.478	0.225	0.29	-0.2	-4.47	1.707	0.587	-0.497	-1.369	-0.726	-2.682	-0.546	2.624
t4	-0.297	-0.583	-0.333	-1.122	-0.545	2.075	1.746	3.024	-1.324	-0.033	1.436	-1.157	0.712	-0.358	-0.933	0.239	0.594	-0.421	-0.243	1.272	-0.267	-1.912	-1.019	-0.454	0.657	0.077	-1.287	0.896	-0.336	-0.108
t8	-0.294	-0.8	1.456	0.092	0.735	3.944	1.937	2.536	-1.814	-0.95	2.641	-1.615	-0.804	-3.076	-0.405	0.724	-0.624	-1.791	-0.313	2.147	-0.784	0.476	-2.082	-1.442	0.727	1.073	-1.537	2.073	-0.371	-1.869
t75	-0.797	-0.375	1.36	0.148	0.477	2.668	1.755	2.238	-2.248	-0.862	2.379	-1.595	0.519	-2.343	-0.513	0.63	-0.606	-1.367	-0.678	1.97	-0.373	0.536	-2.007	-1.215	0.786	0.882	-1.446	1.893	-0.272	-1.546
t173	-0.76	-0.262	0.225	-1.469	-0.771	2.278	1.626	2.828	-1.125	0.095	0.528	-1.241	0.535	0.134	-1.09	-0.005	0.178	0.966	-1.745	2.042	0.073	-0.795	-0.655	-0.595	0.599	-0.233	-0.77	-0.309	-0.08	-0.204
t71	0.274	-0.601	-0.883	-2.672	-1.363	2.536	1.699	3.743	0.222	0.693	-0.173	-0.868	-0.777	1.313	-1.364	-0.414	1.015	0.776	-0.852	1.643	-0.061	-2.596	0.188	-0.193	0.398	-0.652	-0.779	-0.966	-0.252	0.96
t50	-0.497	-0.462	0.254	-0.603	-0.126	2.307	1.809	2.751	-1.703	-0.277	1.723	-1.344	0.894	-1.011	-0.719	0.448	0.191	-1.674	-0.507	1.617	-0.324	-1.082	-1.321	-0.652	0.764	0.33	-1.255	1.325	-0.254	-0.607
t52	-1.741	0.234	1.193	0.345	0.224	1.019	1.602	1.807	-2.889	-0.588	1.923	-1.638	2.534	-1.411	-0.48	0.6	-0.605	-1.66	-1.469	1.984	0.216	0.651	-1.893	-0.91	1.038	0.589	-1.18	1.785	-0.025	-1.263
t189	0.297	0.267	-0.428	-2.132	-1.482	0.38	1.427	3.302	-0.667	0.262	0.11	-0.79	0.941	1.679	-1.511	-0.611	1	0.631	-0.257	0.852	0.141	-2.331	0.123	-0.044	0.193	-0.548	-1.049	-0.659	-0.37	1.272
t196	0.701	-0.151	-2.749	-4.292	-2.889	-0.232	1.319	4.399	1.162	1.673	-1.532	-0.197	0.088	4.403	-2.062	-1.391	2.285	3.122	0.104	0.282	0.611	-5.181	1.449	0.746	0.135	-1.61	-0.838	-2.266	-0.437	3.268
t59	0.461	-0.468	-1.032	-3.144	-1.676	2.371	1.661	3.97	0.636	0.903	-0.612	-0.7	-0.846	1.871	-1.52	-0.645	1.249	0.624	-0.927	1.571	-0.004	-2.756	0.602	-0.077	0.272	-0.834	-0.656	-1.426	-0.247	1.371
t182	0.339	0.396	0.388	-0.906	-0.807	0.46	1.439	2.725	-1.704	-0.518	1.154	-1.039	1.311	0.379	-1.3	-0.283	0.463	0.296	-0.118	0.903	-0.109	-1.122	-0.56	-0.36	0.149	-0.041	-1.324	0.254	-0.435	-0.033
t36	0.786	0.17	-1.682	-2.705	-2.079	-0.667	1.332	3.732	-0.31	0.547	-0.088	-0.411	1.381	2.763	-1.817	-0.896	1.952	1.649	0.716	-0.088	0.227	-3.997	0.59	0.444	-0.009	-0.883	-1.238	-0.989	-0.56	2.119
t131	-0.794	0.207	0.545	-0.086	-0.394	-0.124	1.364	2.133	-2.657	-0.735	2.099	-1.314	2.177	-0.693	-0.939	0.19	0.014	1.249	0.254	0.674	0.079	-0.965	-1.671	-0.633	0.579	0.456	-1.777	1.566	-0.477	-0.329
t195	-0.171	0.636	-0.176	-1.874	-1.636	-1.045	1.095	2.806	-1.174	0.056	0.17	-0.849	1.38	1.874	-1.625	-0.816	0.647	3.408	-0.116	0.541	0.579	-1.949	-0.167	-0.149	0.164	-0.487	-1.328	-0.675	-0.455	1.33
t108	0.918	0.017	-1.312	-3.516	-2.421	0.837	1.411	4.04	0.631	0.961	-1.109	-0.5	-0.287	3.294	-1.945	-1.049	1.644	2.296	-0.428	0.832	0.13	-3.779	1.158	0.353	-0.04	-1.265	-0.767	-2.05	-0.399	2.328
t124	-2.165	0.044	2.321	2.706	1.667	0.17	1.462	0.663	-4.918	-2.058	4.741	-2.13	2.749	-4.611	0.133	1.254	-1.718	-0.146	0.693	1.157	-0.04	1.812	-4.162	-1.778	1.26	2.06	-2.582	4.723	-0.505	-2.917
t44	-0.787	-0.036	1.763	1.719	1.106	0.456	1.475	1.443	-3.808	-1.871	4.114	-1.741	1.496	-3.614	-0.307	0.736	-0.991	0.329	1.41	0.736	-0.315	0.69	-3.226	-1.485	0.752	1.667	-2.54	3.66	-0.708	-2.147
t159	0.193	0.147	-1.476	-2.988	-2.44	-0.196	1.333	3.642	-0.252	0.875	-0.677	-0.603	1.518	3.297	-1.851	-0.697	1.694	2.079	-0.332	0.419	0.283	-4.104	0.716	0.567	0.162	-1.179	-0.932	-1.36	-0.367	2.515
t134	0.105	-0.661	-1.04	-2.809	-1.446	2.763	1.772	3.824	0.323	0.931	-0.339	-0.865	-0.684	1.486	-1.313	-0.36	1.093	0.319	-1.156	1.786	-0.063	-2.789	0.29	-0.131	0.521	-0.77	-0.633	-0.977	-0.17	0.985
t10	0.461	-0.08	-1.742	-3.266	-2.129	0.315	1.419	3.9	0.407	1.115	-0.767	-0.518	0.135	3.05	-1.709	-0.989	1.605	1.834	-0.147	0.743	0.42	-3.827	0.785	0.328	0.279	-1.099	-0.916	-1.392	-0.374	2.143
t19	0.023	-0.485	0.119	-1.731	-0.768	3.016	1.776	3.272	-0.573	0.122	0.568	-1.138	-0.379	0.055	-1.102	0	0.452	-0.478	-1.141	1.951	-0.321	-1.327	-0.409	-0.539	0.452	-0.183	-0.85	-0.183	-0.205	0.004
t54	0.4	-0.67	-1.178	-2.206	-1.035	2.513	1.844	3.708	-0.102	0.703	0.333	-0.896	-0.352	1.038	-1.142	-0.218	1.084	-1.175	-0.53	1.572	-0.182	-2.744	0.007	-0.078	0.587	-0.518	-0.887	-0.101	-0.253	0.474
t82	-1.055	0.695	1.672	0.788	0.203	-0.306	1.319	1.546	-3.355	-1.25	2.484	-1.542	2.605	-1.54	-0.72	0.31	-0.72	-0.2	-0.276	1.156	0.168	0.926	-2.054	-0.983	0.606	0.87	-1.743	2.045	-0.362	-1.292
t168	0.335	-0.575	0.388	-0.529	0.395	2.512	1.74	2.866	-1.298	-0.724	2.219	-1.162	-0.666	-1.909	-0.755	0.019	0.065	-0.911	0.398	1.489	-0.323	-0.102	-1.466	-1.106	0.455	0.768	-1.589	1.312	-0.491	-1.359
t190	0.565	0.246	-0.823	-2.193	-1.4	-0.255	1.319	3.364	-0.495	0.238	0.336	-0.621	0.549	1.638	-1.549	-0.91	1.119	1.408	0.525	0.467	0.331	-2.382	0.057	-0.111	0.133	-0.41	-1.347	-0.479	-0.534	1.211
t154	-1.156	-0.404	0.071	-0.923	-0.417	2.395	1.816	2.688	-1.525	0.286	1.004	-1.448	1.081	-0.236	-0.663	0.476	0.03	-1.791	-1.618	2.214	-0.017	-1.083	-1.062	-0.494	1.068	-0.023	-0.878	1.034	-0.002	-0.427
t60	-0.558	-0.525	0.24	-0.959	-0.465	2.381	1.712	2.799	-1.477	-0.194	1.373	-1.341	0.384	-0.673	-0.891	0.299	0.166	0.58	-0.682	1.625	-0.275	-1.355	-1.184	-0.681	0.668	0.127	-1.229	0.725	-0.286	-0.305
