V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t21	0.088	1.359	0.708	-0.313	-0.57	0.351	2.374	0.354	-0.2	-0.073	0.278	-0.99	-0.727	-1.488	-0.577	-1.878	-0.206	0.846	0.274	1.061	-0.224	-1.088	-0.11	-0.451	-0.377	-0.606	1.471	-1.565	1.865	0.411
t123	1.006	2.507	0.123	1.205	0.634	-0.269	2.187	-0.578	-0.326	-0.373	-0.698	0.031	1.307	-0.719	0.271	-2.54	-1.357	-1.159	-0.383	-0.133	-1.597	-1.364	0.854	-0.855	-1.14	0.562	2.196	-2.123	0.94	1.788
t34	-0.763	0.298	1.249	-1.715	-1.687	0.927	2.547	1.216	-0.084	0.204	1.181	-1.933	-2.604	-2.2	-1.359	-1.267	0.855	2.693	0.881	2.165	1.044	-0.832	-0.999	-0.079	0.328	-1.686	0.8	-1.049	2.721	-0.857
t176	-0.634	0.458	1.167	-1.503	-1.518	0.84	2.52	1.086	-0.101	0.162	1.044	-1.79	-2.319	-2.092	-1.241	-1.36	0.694	2.413	0.789	1.998	0.853	-0.871	-0.865	-0.136	0.222	-1.522	0.901	-1.127	2.591	-0.665
t183	-0.596	0.508	1.142	-1.438	-1.467	0.814	2.512	1.046	-0.107	0.149	1.002	-1.746	-2.231	-2.059	-1.204	-1.388	0.644	2.326	0.761	1.947	0.794	-0.882	-0.822	-0.153	0.189	-1.473	0.932	-1.151	2.552	-0.604
t69	-0.15	1.063	0.859	-0.704	-0.883	0.513	2.422	0.595	-0.168	0.004	0.53	-1.253	-1.249	-1.687	-0.794	-1.708	0.089	1.358	0.443	1.369	0.13	-1.016	-0.357	-0.348	-0.18	-0.907	1.283	-1.421	2.104	0.06
t97	-0.411	0.738	1.025	-1.133	-1.225	0.689	2.475	0.858	-0.132	0.089	0.806	-1.541	-1.823	-1.905	-1.034	-1.521	0.414	1.923	0.629	1.707	0.518	-0.938	-0.629	-0.234	0.036	-1.238	1.078	-1.263	2.366	-0.328
t137	1.281	2.847	-0.05	1.655	0.995	-0.456	2.132	-0.855	-0.364	-0.462	-0.989	0.334	1.908	-0.49	0.521	-2.736	-1.696	-1.748	-0.578	-0.487	-2.005	-1.447	1.138	-0.974	-1.367	0.908	2.412	-2.289	0.664	2.192
t45	0.569	1.96	0.402	0.481	0.061	0.026	2.276	-0.134	-0.266	-0.23	-0.233	-0.455	0.337	-1.085	-0.133	-2.225	-0.808	-0.202	-0.07	0.436	-0.943	-1.233	0.394	-0.662	-0.776	0.005	1.851	-1.857	1.381	1.131
t122	-0.452	0.687	1.051	-1.201	-1.279	0.717	2.483	0.9	-0.126	0.102	0.85	-1.587	-1.914	-1.939	-1.072	-1.491	0.465	2.013	0.658	1.76	0.579	-0.925	-0.672	-0.216	0.07	-1.29	1.045	-1.238	2.407	-0.39
