feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t75	0.028	1.052	1.876	-0.377	-1.276	-1.217	-0.187	-0.094	0.501	-0.207	0.189	-1.429	-1.276	-1.167	-0.717	1.826	0.585	-0.786	-0.629	0.784	0.01	0.28	1.452	1.293	-0.114	-0.105	-0.986	-0.094	1.801	-1.019
t125	0.486	0.61	2.327	-0.287	-0.971	-1.018	-0.093	-0.373	0.015	-0.088	-0.287	-1.273	-1.004	-0.761	-1.499	1.355	0.875	-0.262	-0.966	0.052	-0.024	0.245	0.689	1.241	0.749	-0.412	-1.214	0.136	2.352	-0.608
t72	0.576	-0.071	2.36	-0.385	-0.264	-0.957	0.255	-0.565	-0.549	-0.013	-0.654	-1.503	-0.33	-1.198	-0.411	0.917	0.928	-0.117	-0.828	-0.627	0.051	0.26	0.798	1.46	0.807	-1.201	-0.894	0.597	1.751	-0.197
t38	0.34	0.703	2.266	-0.35	-1.755	-1.172	-0.448	-0.568	0.835	-0.174	0.026	-1.025	-1.838	-0.909	-2.334	1.766	0.822	-0.268	-0.66	1.112	-0.091	0.191	0.819	1.453	0.597	0.357	-0.984	-0.431	2.532	-0.834
t146	0.258	1.532	2.31	-0.03	-0.462	-1.461	0.263	0.214	0.622	-0.281	-0.361	-1.387	-1.228	-0.465	-1.122	0.92	1.014	-0.639	-1.011	0.371	0.052	-0.052	1.385	1.169	-0.273	-1.133	-1.137	0.062	1.794	-0.93
t116	0.073	0.698	1.812	-0.267	-0.111	-1.368	0.183	-0.001	0.124	-0.119	-0.035	-1.439	-1.04	-1.002	-0.197	1.655	0.874	-0.845	-0.834	0.228	0.598	-0.012	1.352	1.123	-0.214	-1.046	-0.763	0.125	1.27	-0.83
t55	0.408	1.201	2.166	-0.264	-1.483	-1.342	-0.37	-0.184	0.88	-0.2	0.22	-1.139	-1.955	-1.342	-1.906	1.764	0.809	-0.648	-0.667	1.145	0.088	0.165	1.45	1.221	-0.003	0.382	-1.114	-0.425	2.182	-1.046
t65	0.741	0.546	2.426	-0.257	0.051	-1.201	0.226	-0.449	-0.138	0.141	-0.471	-1.444	-0.845	-1.36	-0.85	0.99	1	-0.3	-0.868	-0.139	0.374	0.162	0.946	0.773	0.298	-0.952	-0.894	0.35	1.623	-0.482
t49	0.078	1.139	2.058	-0.265	-0.938	-1.436	0.19	0.11	0.737	-0.418	-0.27	-1.585	-1.109	-1.541	-0.194	1.181	0.734	-0.777	-0.526	0.593	-0.179	0.153	2.171	1.61	-0.463	-0.899	-0.759	0.111	1.362	-0.876
t164	0.44	0.448	2.292	-0.251	-0.112	-1.11	0.315	-0.375	-0.246	-0.088	-0.581	-1.429	-0.543	-0.498	-0.633	0.912	0.999	-0.291	-1.015	-0.541	0.137	0.082	0.776	1.335	0.538	-1.43	-0.98	0.46	1.819	-0.436
t54	0.222	1.408	2.035	-0.241	-0.665	-1.334	0.133	0.189	0.37	-0.215	-0.077	-1.595	-1.008	-1.205	-0.322	1.321	0.706	-0.814	-0.75	0.39	0.068	0.204	1.703	1.084	-0.425	-0.727	-1.121	0.146	1.502	-0.991
t73	0.021	1.286	1.942	-0.226	-0.833	-1.418	0.147	0.229	0.716	-0.38	-0.105	-1.538	-1.145	-1.148	-0.309	1.47	0.712	-0.887	-0.703	0.585	0	0.119	1.909	1.289	-0.439	-0.859	-0.927	0.07	1.45	-1.031
t152	0.205	0.359	2.062	-0.419	-1.324	-1.078	-0.151	-0.57	0.339	-0.261	-0.136	-1.174	-1.167	-0.709	-1.225	1.61	0.8	-0.319	-0.805	0.367	-0.038	0.16	0.768	1.869	0.733	-0.435	-0.896	-0.096	2.188	-0.664
t113	0.409	0.266	2.396	-0.429	-1.167	-0.964	0.12	-0.512	0.026	-0.273	-0.6	-1.5	-0.536	-1.167	-0.621	0.895	0.755	-0.116	-0.649	-0.073	-0.539	0.362	1.086	1.878	0.722	-0.88	-0.954	0.423	2.02	-0.383
t195	0.427	0.347	2.464	-0.306	-0.835	-1.093	0.121	-0.443	0.119	-0.165	-0.576	-1.411	-0.827	-1.058	-1.151	0.912	0.928	-0.105	-0.726	0.056	-0.261	0.212	1.02	1.587	0.598	-0.893	-0.906	0.316	2.045	-0.402
t166	0.249	0.718	2.177	-0.179	-0.398	-1.354	0.258	-0.057	0.335	-0.279	-0.428	-1.383	-1.045	-0.875	-0.683	1.141	0.979	-0.528	-0.865	0.136	0.192	-0.009	1.355	1.447	0.079	-1.261	-0.812	0.168	1.588	-0.672
t192	0.288	0.141	1.936	-0.478	-0.78	-0.998	0.059	-0.489	-0.281	-0.222	-0.234	-1.423	-0.592	-1.05	-0.168	1.517	0.724	-0.435	-0.814	-0.347	0.149	0.265	0.983	1.761	0.698	-0.897	-0.85	0.28	1.76	-0.505
t30	0.649	0.377	2.458	-0.269	-0.397	-1.161	0.119	-0.514	0.031	-0.012	-0.499	-1.334	-0.977	-1.188	-1.237	1.024	1.027	-0.173	-0.839	-0.038	0.137	0.133	0.899	1.223	0.562	-0.873	-0.89	0.253	1.92	-0.417
t33	0.732	0.257	2.549	-0.249	-0.648	-1.076	-0.161	-0.708	0.149	0.134	-0.262	-1.073	-1.364	-0.903	-2.316	1.359	1.096	-0.032	-0.987	0.28	0.298	0.115	0.291	0.924	0.957	-0.233	-1.063	-0.001	2.42	-0.492
t149	0.27	1.165	1.928	-0.201	-0.367	-1.261	-0.06	-0.143	0.158	0.047	0.062	-1.237	-1.283	-0.537	-1.046	1.806	0.871	-0.781	-1.156	0.287	0.638	0.043	0.801	0.71	0.086	-0.476	-1.129	-0.091	1.899	-1.006
t23	0.294	0.593	2.342	-0.284	-0.832	-1.343	0.142	-0.315	0.59	-0.23	-0.434	-1.405	-1.199	-1.409	-0.93	1.017	0.912	-0.329	-0.5	0.587	-0.065	0.114	1.491	1.583	-0.004	-0.834	-0.647	0.076	1.624	-0.611
