feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t31	-1.295	0.167	0.534	-1.031	1.304	-0.127	-0.567	0.776	-0.25	-0.003	0.136	-1.152	3.168	-0.196	1.57	-0.133	-0.076	0.48	1.191	-0.186	2.201	-0.152	-1.125	-1.501	0.596	-0.595	-0.597	-1.071	-1.723	-0.346
t34	0.269	0.233	-1.05	0.042	0.352	-0.554	0.007	1.851	-1.255	-0.339	-0.05	0.026	0.181	-0.918	0.913	-0.067	0.429	0.211	-0.374	-0.742	1.473	-0.079	0.693	-1.483	-0.325	-0.911	-0.318	0.324	1.945	-0.482
t50	1.647	-0.253	0.622	-1.803	-0.651	-0.116	-0.541	0.464	-0.697	-0.854	-0.003	-0.346	-0.561	-0.373	1.949	0.002	0.492	0.389	-0.177	0.001	-0.684	-0.278	0.396	2.532	-1.934	0.281	0.017	0.913	-0.116	-0.314
t27	-0.24	0.085	-1.663	-0.54	-0.757	-0.132	0.583	2.071	0.511	-0.488	0.014	-1.421	-1.478	0.502	-1.429	0.095	-0.46	-0.141	0.554	0.725	0.102	-0.065	0.808	1.887	-1.017	-0.37	0.699	0.188	1.379	-0.004
t48	1.19	0.261	-0.542	-2.103	-0.07	0.439	0.712	0.146	-0.126	-0.248	-0.209	-0.351	2.075	-1.821	-1.067	0.343	0.273	0.531	-0.341	-0.015	2.019	0.422	-0.985	1.889	-1.882	-0.006	-0.356	-0.765	0.86	-0.277
t39	0.137	-0.399	-0.613	-0.788	-0.489	0.083	0.274	2.778	0.315	-0.292	0.315	0.327	-0.132	0.356	1.583	-0.13	-0.029	-0.015	-0.195	-0.061	-1.61	-0.511	-0.045	-0.621	0.325	-1.232	0.227	0.875	-0.194	-0.241
t24	-1.31	0.088	1.22	-1.267	-0.706	0.416	0.632	-0.687	-0.081	0.041	-0.122	-0.958	-0.06	0.938	1.85	-0.019	0.343	0.012	1.043	-0.713	-0.061	-0.407	-0.067	0.331	-0.765	0.685	-0.45	0.788	-0.056	-0.658
t49	1.728	-0.154	0.097	-0.423	-0.227	-0.304	-0.665	1.08	-0.436	-0.283	-0.296	0.105	-1.375	0.267	0.167	0.759	-0.841	0.101	0.033	-0.096	-2.024	-0.283	-0.43	1.802	-0.077	1.221	0.212	-0.489	1.798	-0.968
t41	1.554	-0.359	-0.248	-0.046	-0.813	0.086	-0.202	1.492	0.023	-0.126	-0.03	-1.717	-0.885	0.085	0.612	0.029	0.471	0.397	-0.659	0.74	-2.255	0.25	0.854	0.096	-0.156	1.264	0.684	-0.663	0.314	-0.792
t38	1.949	0.226	0.433	0.917	0.392	0.036	-0.062	2.565	-0.652	0.106	-0.354	-1.666	0.029	0.346	1.265	0.382	-0.502	0.436	-1.046	-0.509	-2.693	0.102	-1.774	0.981	-0.308	0.324	0.063	0.522	-0.843	-0.664
t11	0.446	-0.263	0.042	-2.026	-2.142	-0.107	0.955	0.726	-0.57	0.585	0.219	0.322	-3.845	1.018	0.918	0.084	0.697	0.777	1.185	0.082	0.934	-0.127	-0.178	1.575	-1.388	1.54	-0.071	0.29	-1.184	-0.493
t16	0.238	-0.098	1.606	-1.501	-0.501	-0.101	0.717	1.508	-0.441	-0.806	-0.006	-1.036	-0.68	0.136	0.277	-0.16	-0.4	0.724	0.625	-0.772	1.721	0.068	-0.055	0.069	0.284	-0.309	-0.184	-0.384	-0.671	0.134
t8	-0.672	-0.176	-0.92	0.346	-0.555	-0.447	-0.22	0.642	1.286	-0.063	-0.602	0.151	0.023	-1.068	-0.692	-0.833	-0.084	0.048	0.789	-0.16	2.544	-0.436	-0.333	0.457	2.214	-0.062	-0.177	-0.164	-0.427	-0.408
t4	-0.397	0.019	2.375	-2.948	-0.624	0.224	0.539	1.068	-0.383	-0.487	0.037	0.067	-0.646	-0.762	0.46	0.378	-0.444	0.337	0.517	-0.702	0.163	0.091	-0.088	0.693	-0.82	-0.759	-0.21	0.587	2.294	-0.574
t42	-1.16	0.193	0.961	-0.762	-1.004	0.695	0.024	1.305	0.146	-0.12	0.264	-0.522	-1.383	-0.657	1.255	-0.134	-0.494	0.518	0.999	-1.374	0.472	-0.182	-0.291	0.935	-1.465	0.324	-0.123	0.156	1.031	0.394
t28	0.275	0.143	-1.003	0.054	-0.438	-0.171	-0.3	0.655	1.476	0.297	0.781	1.006	-3.118	1.832	-0.477	-0.012	0.364	0.236	-0.445	0.595	1.359	0.147	0.115	-0.397	-0.148	1.493	0.319	-1.02	-3.303	-0.314
t17	-1.1	-0.137	-1.161	-0.695	-0.597	0.01	0.542	2.263	1.754	-0.414	-0.001	-0.89	-1.821	-0.244	1.093	-0.169	-0.01	0.885	-1.309	0.066	1.1	-0.157	0.044	0.821	-0.711	0.806	0.636	-0.775	0.891	-0.719
t3	2.044	-0.132	0.119	0.653	-1.113	-0.145	-0.829	2.597	0.035	-0.953	0.428	-1.094	0.379	1.427	0.509	0.132	-0.371	-0.139	0.261	0.056	-1.017	-0.595	0.773	-0.799	-1.087	-0.304	0.035	1.044	-0.738	-1.179
t20	-0.802	-0.363	-0.67	-0.286	0.479	-0.676	-0.571	2.225	-0.4	-0.755	-0.046	0.57	-0.404	0.978	-0.278	-0.154	-0.424	-0.612	0.856	-1.073	-0.009	-0.597	1.217	2.809	-0.216	-0.031	0.133	0.453	-0.34	-1.013
t30	-1.857	-0.366	-1.941	-0.379	-0.128	-0.171	0.197	2.627	0.624	-0.65	-0.16	-3.189	-0.101	0.241	0.45	0.303	0.395	-0.598	1.822	-0.553	-0.402	-0.096	0.425	2.502	-1.136	0.199	0.022	0.402	2.863	-1.346
t40	0.583	-0.169	-0.935	-0.322	-0.594	-0.108	-0.712	-0.679	-0.034	0.431	0.289	-0.087	2.085	-0.252	-2.7	-0.066	0.544	-0.217	-1.14	0.885	-0.638	0.436	-0.238	2.171	1.325	0.668	0.341	1.018	-1.707	-0.18
t37	-0.249	-0.418	-1.098	-0.861	-0.835	-0.596	-0.506	-0.089	0.715	0.137	0.051	1.087	1.831	-0.698	-0.385	-0.317	1.182	-0.196	-0.391	-0.567	-1.096	0.398	0.463	2.718	0.226	-0.265	0.37	0.034	-0.376	-0.27
t47	0.434	-0.147	-0.337	-0.478	0.29	-0.314	-0.391	0.741	0.275	-0.754	-0.413	-0.598	-1.337	0.456	0.57	0.039	-0.181	0.614	0.136	0.982	-1.645	-0.13	0.085	2.252	-0.426	0.096	-0.087	0.242	0.535	-0.507
t2	2.011	-0.276	0.06	-0.765	-0.356	-0.849	-0.48	1.514	0.025	0.317	-0.168	1.096	-1.381	0.07	1.887	-0.076	-0.02	-0.346	-1.017	1.054	0.116	-0.239	0.926	0.029	-0.8	0.481	-0.156	-0.067	-2.004	-0.588
t13	1.1	-0.348	0.355	-1.021	-0.788	-0.553	-0.966	0.809	0.405	0.039	-0.093	2.311	-1.162	0.143	-0.226	0.099	1.135	-0.186	-0.34	0.187	1.204	0.238	0.125	-1.191	0.038	0.493	-0.024	-0.41	-1.278	-0.096
t45	1.241	0.262	0.96	-1.22	0.489	0.321	1.338	-0.845	-0.814	-0.588	-1.114	0.577	-0.02	0.608	-1.606	0.147	-0.252	-0.037	0.863	-0.705	0.768	0.014	-0.406	0.402	-0.817	0.285	-0.534	0.318	0.156	0.21
t32	-1.393	0.053	-1.322	0.851	-0.505	-0.049	0.714	1.347	-0.208	-0.34	-1.065	0.308	-2.734	1.899	-0.106	-0.579	-0.186	-0.5	0.371	0.942	-0.122	-0.359	0.428	0.25	1.109	-0.274	0.194	-0.527	1.657	0.146
t21	-1.246	-0.174	-0.369	0.271	-0.542	-0.095	0.006	0.524	0.866	-0.208	-0.497	-0.865	1.442	0.419	-1.122	-0.262	-0.18	-0.302	1.798	0.122	1.262	-0.202	-1.054	-0.149	0.599	0.635	0.192	-0.749	0.01	-0.133
t10	1.196	-0.03	0.768	-1.18	-0.128	-0.177	-0.089	1.279	-0.172	-0.411	-0.617	0.31	-0.639	0.811	1.019	-0.109	0.374	0.187	-1.346	0.182	-3.068	-0.282	-0.681	3.03	-0.923	0.575	-0.015	0.391	0.444	-0.698
t7	0.448	-0.023	-0.527	0.425	0.34	-0.35	0.268	1.008	-0.541	-0.681	0.345	-2.35	-0.163	-0.56	0.375	0.262	0.829	0.701	-0.696	0.19	-2.386	0.064	-0.194	1.108	-0.071	0.957	0.293	-0.746	2.378	-0.703
t35	-1.049	-0.004	1.816	0.455	0.841	-0.279	0.562	0.911	0.307	-0.258	0.664	-1.292	-1.497	-0.611	0.593	-0.048	-0.049	-0.282	-1.171	-0.24	-2.357	0.392	0.449	3.087	-0.16	0.571	0.198	0.652	-1.629	-0.57
t22	-1.023	-0.202	0.665	1.725	-0.637	-0.162	0.184	0.785	0.539	-0.69	-0.415	2.155	1.514	-1.337	-0.374	-0.09	0.123	0.016	0.422	0.118	-0.495	-0.09	0.255	-1.72	-0.121	-0.756	0.308	0.692	-1.864	0.476
t12	1.089	-0.169	-0.28	-0.132	0.556	0.005	-0.974	1.054	0.651	-0.307	-0.464	-0.661	0.568	0.632	-1.564	0.033	0.175	-0.451	0.243	0.772	-2.024	0.156	-0.585	1.191	-0.397	0.393	-0.076	-0.207	1.691	-0.919
t29	0.075	-0.274	0.487	0.515	0.744	-0.277	-0.241	0.291	0.136	-0.59	-0.496	-0.794	-0.698	0.889	-0.44	-0.013	0.211	0.166	-0.745	0.39	-1.747	-0.816	0.655	1.427	-1.753	0.747	0.074	-0.744	3.588	-0.767
t6	2.202	0.31	0.509	-1.241	0.146	0.495	0.062	-0.724	0.17	-1.156	0.338	1.191	0.731	-1.354	-0.014	0.083	0.401	0.654	0.374	-0.378	0.371	-0.306	-0.292	0.482	-0.136	0.23	0.142	-0.312	-2.786	-0.195
t46	-0.709	0.424	-0.186	-2.775	-0.022	0.506	0.193	1.105	0.511	-0.067	0.265	0.703	0.315	-1.318	0.332	-0.374	0.925	0.525	0.748	0.261	-2.016	-0.216	-0.731	1.91	-0.382	0.36	0.297	-0.13	-0.631	0.178
t14	-1.004	-0.063	-1.496	0.023	-1.314	-0.248	0.087	1.183	0.87	0.322	-0.743	0.675	-0.962	2.554	-2.024	-0.152	-0.34	0.035	-0.225	0.711	0.619	-0.255	0.575	2.016	0.117	-0.092	-0.282	0.95	-1.398	-0.139
t23	0.478	0.001	-2.149	0.422	-1.339	0.068	-0.251	2.033	0.867	0.256	-0.056	-0.03	0.142	1.188	-1.824	-0.751	-0.897	-0.539	1.026	1.041	0.717	0.212	0.949	0.971	1.049	-0.533	-0.775	1.1	-3.836	0.462
t43	-0.375	-0.248	1.514	-0.281	0.426	0.153	-0.243	1.138	0.063	-0.411	-0.06	-0.344	-0.562	-1.417	-1.593	0.071	0.28	0.117	0.215	0.972	-0.207	0.228	0.563	-1.96	-0.336	-1.354	0.525	0.924	1.677	0.521
t5	-1.68	-0.212	0.073	1.608	-0.525	0.047	-0.621	1.332	0.004	-0.475	-0.171	1.497	1.865	-1.084	0.611	-0.788	-0.461	-0.04	0.487	0.747	-0.771	0.289	0.33	-0.812	-0.493	-0.46	0.461	-0.1	-1.004	0.347
