feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t23	-1.51	0.245	0.702	-1.146	0.957	1.032	0.19	-0.253	-0.388	-0.078	0.9	0.45	-1.119	-0.118	0.237	-0.169	-1.322	0.845	0.639	-0.435	0.007	-0.751	0.758	0.831	-1.503	-1.55	0.947	1.207	0.653	-0.265
t104	-0.863	-0.064	0.9	-0.427	0.526	1.037	-0.16	-0.162	-0.257	0.136	1.085	0.664	-0.926	-0.029	0.002	0.271	-1.088	0.997	0.432	-0.525	0.058	-0.744	0.864	1.636	-2.104	-1.451	-0.54	0.369	0.637	-0.281
t108	-0.782	-0.114	0.783	-1.01	0.724	0.873	0.029	-0.001	-0.334	0.227	0.925	0.506	-1.216	-0.08	-0.399	-0.269	-1.287	0.832	0.526	-0.734	0.011	-0.836	0.77	1.191	-1.691	-1.498	1.804	0.779	0.57	-0.306
t9	-0.32	-0.004	0.841	-0.917	0.794	1.006	0.139	-0.147	-0.197	0.338	0.928	0.645	-1.103	-0.076	-1.009	-0.369	-1.303	0.915	0.492	-0.873	-0.297	-0.775	0.775	1.307	-1.542	-1.486	1.323	0.228	0.847	-0.167
t16	-0.324	0.198	0.486	-1.183	0.902	0.884	0.674	0.032	-0.124	0.057	0.872	0.818	-1.009	0.043	-0.791	-0.308	-1.176	0.978	0.662	-1.398	0.394	-0.839	0.869	1.402	-2.095	-1.461	1.292	0.172	0.09	-0.124
t141	-0.718	0.207	0.476	-1.806	0.845	1.047	0.255	0.089	-0.32	0.049	0.92	0.442	-1.088	0.006	0.236	-0.004	-1.106	1.02	0.733	-0.635	0.937	-0.832	0.926	1.225	-2.448	-1.956	0.65	1.065	-0.163	-0.06
t84	-1.407	0.009	0.664	-0.538	0.79	1.144	0.217	0.018	-0.208	-0.194	0.927	0.697	-1.19	-0.087	0.028	-0.256	-1.267	0.767	0.682	-0.619	-0.308	-0.741	0.734	0.964	-1.452	-1.173	1.02	0.819	0.396	-0.44
t184	-0.542	-0.039	0.82	-0.737	0.599	0.877	-0.035	-0.046	-0.44	0.015	0.939	0.58	-1.098	-0.096	-0.166	-0.013	-1.28	0.915	0.401	-0.865	0.201	-0.85	0.771	1.223	-1.466	-1.472	0.894	0.497	0.749	-0.341
t2	-0.531	-0.015	0.944	-0.574	0.402	0.789	0.093	-0.292	-0.359	0.263	1.052	0.642	-1.03	0.011	-0.528	0.232	-1.162	1.061	0.437	-1.273	0.541	-0.945	0.845	1.592	-1.455	-1.768	0.988	0.181	0.364	-0.506
t93	-1.023	0.247	0.824	-0.886	0.853	0.681	0.091	-0.301	-0.477	-0.013	0.909	0.405	-1.181	-0.047	-0.242	-0.231	-1.345	0.835	0.564	-1.056	0.371	-0.879	0.78	0.95	-1.007	-1.381	1.467	0.722	0.6	-0.238
t150	-0.699	-0.003	1.081	-0.7	0.471	1.301	0.174	-0.494	-0.253	0.422	1.02	0.622	-1.141	-0.095	-0.863	-0.048	-1.297	1.078	0.568	-0.989	-0.164	-0.848	0.74	1.237	-0.646	-2.113	1.17	0.42	0.745	-0.704
t167	-0.973	0.058	0.652	-0.16	0.713	1.033	0.006	0.005	-0.301	-0.256	1.009	0.869	-0.898	-0.061	0.033	0.106	-1.18	0.877	0.267	-0.856	-0.094	-0.767	0.801	1.486	-1.737	-0.87	-0.419	-0.009	0.828	-0.168
t12	-0.767	-0.018	0.701	-0.858	0.812	0.663	0.029	0.015	-0.357	0.145	0.943	0.585	-1.014	-0.042	-0.208	-0.113	-1.216	0.854	0.398	-0.764	0.144	-0.797	0.828	1.447	-2.277	-1.232	0.946	0.574	0.659	-0.088
t15	-0.762	-0.019	0.946	-0.447	0.535	0.832	-0.324	-0.219	-0.474	0.224	1.073	0.47	-0.956	-0.025	0.009	0.241	-1.161	0.958	0.319	-0.817	0.476	-0.89	0.857	1.68	-1.763	-1.603	0.075	0.443	0.55	-0.234
t190	-0.775	0.166	0.552	-1.435	0.952	1.002	0.459	-0.016	-0.154	0.053	0.866	0.62	-1.118	-0.024	-0.387	-0.347	-1.207	0.923	0.781	-0.742	0.185	-0.731	0.841	1.064	-2.074	-1.585	1.184	0.891	0.228	-0.18
