feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t43	0.049	0.042	0.035	0.028	0.019	0.017	0.084	0.043	0.01	0.036	0.055	0.03	0.03	0.034	0.012	0.021	0.033	0.032	0.033	0.029	0.041	0.032	0.035	0.022	0.044	0.042	0.041	0.021	0.026	0.024
t26	0.028	0.056	0.03	0.038	0.018	0.028	0.044	0.049	0.017	0.03	0.055	0.015	0.032	0.041	0.018	0.02	0.037	0.033	0.033	0.032	0.04	0.033	0.053	0.035	0.052	0.037	0.029	0.022	0.022	0.024
t16	0.024	0.05	0.029	0.034	0.011	0.011	0.081	0.042	0.018	0.031	0.058	0.019	0.033	0.035	0.014	0.017	0.023	0.031	0.032	0.027	0.028	0.038	0.071	0.032	0.062	0.032	0.037	0.025	0.028	0.026
t45	0.046	0.032	0.028	0.035	0.021	0.029	0.061	0.035	0.013	0.034	0.055	0.029	0.039	0.042	0.015	0.017	0.039	0.031	0.032	0.03	0.034	0.036	0.053	0.033	0.041	0.039	0.028	0.022	0.024	0.028
t38	0.037	0.055	0.028	0.035	0.026	0.026	0.056	0.041	0.007	0.035	0.046	0.023	0.032	0.036	0.016	0.021	0.027	0.033	0.033	0.029	0.028	0.033	0.047	0.032	0.05	0.04	0.04	0.024	0.033	0.035
t46	0.042	0.044	0.03	0.026	0.014	0.028	0.059	0.036	0.008	0.033	0.045	0.031	0.037	0.031	0.014	0.016	0.029	0.033	0.032	0.026	0.029	0.039	0.057	0.029	0.071	0.041	0.032	0.019	0.041	0.025
t35	0.035	0.041	0.04	0.031	0.008	0.017	0.077	0.048	0.011	0.033	0.058	0.047	0.034	0.034	0.017	0.02	0.019	0.031	0.032	0.028	0.038	0.038	0.055	0.032	0.028	0.033	0.035	0.021	0.034	0.025
t36	0.039	0.053	0.024	0.03	0.028	0.018	0.049	0.047	0.01	0.031	0.048	0.011	0.032	0.039	0.016	0.019	0.036	0.034	0.032	0.029	0.033	0.04	0.064	0.033	0.041	0.037	0.038	0.019	0.04	0.029
t15	0.047	0.045	0.036	0.028	0.035	0.027	0.06	0.038	0.014	0.033	0.036	0.035	0.034	0.039	0.016	0.015	0.055	0.03	0.031	0.028	0.033	0.037	0.054	0.028	0.035	0.035	0.029	0.018	0.025	0.026
t10	0.039	0.033	0.032	0.03	0.028	0.024	0.075	0.046	0.016	0.033	0.05	0.012	0.036	0.032	0.016	0.013	0.036	0.03	0.03	0.029	0.036	0.036	0.073	0.028	0.048	0.037	0.04	0.018	0.02	0.022
t14	0.032	0.043	0.041	0.033	0.024	0.02	0.044	0.039	0.011	0.033	0.057	0.041	0.035	0.039	0.017	0.019	0.023	0.031	0.033	0.028	0.028	0.035	0.063	0.038	0.054	0.037	0.022	0.024	0.035	0.022
t25	0.041	0.044	0.028	0.028	0.014	0.019	0.073	0.041	0.019	0.034	0.043	0.014	0.036	0.045	0.019	0.023	0.028	0.032	0.032	0.029	0.032	0.038	0.07	0.029	0.034	0.038	0.042	0.023	0.025	0.028
t33	0.049	0.042	0.033	0.032	0.017	0.027	0.084	0.037	0.011	0.031	0.046	0.02	0.036	0.042	0.015	0.019	0.041	0.031	0.033	0.026	0.041	0.032	0.035	0.035	0.041	0.038	0.027	0.026	0.03	0.022
t9	0.038	0.04	0.032	0.036	0.017	0.035	0.075	0.039	0.011	0.033	0.038	0.017	0.032	0.041	0.021	0.023	0.043	0.03	0.032	0.028	0.029	0.033	0.053	0.034	0.03	0.038	0.035	0.025	0.04	0.023
t27	0.027	0.036	0.036	0.03	0.016	0.018	0.074	0.031	0.011	0.039	0.048	0.051	0.03	0.042	0.018	0.018	0.03	0.033	0.033	0.032	0.031	0.035	0.072	0.03	0.031	0.036	0.036	0.02	0.032	0.027
t23	0.032	0.067	0.026	0.036	0.017	0.024	0.058	0.04	0.009	0.039	0.048	0.022	0.039	0.037	0.018	0.018	0.033	0.034	0.033	0.027	0.034	0.035	0.06	0.025	0.04	0.038	0.03	0.025	0.033	0.021
t4	0.041	0.044	0.024	0.033	0.028	0.026	0.045	0.047	0.013	0.028	0.046	0.025	0.032	0.034	0.014	0.018	0.024	0.029	0.03	0.03	0.041	0.038	0.067	0.029	0.068	0.041	0.036	0.023	0.021	0.022
t41	0.035	0.057	0.02	0.032	0.016	0.021	0.061	0.048	0.014	0.031	0.053	0.018	0.034	0.034	0.018	0.016	0.05	0.03	0.031	0.027	0.028	0.031	0.063	0.028	0.061	0.037	0.028	0.021	0.033	0.027
t6	0.043	0.042	0.03	0.03	0.011	0.015	0.048	0.037	0.011	0.034	0.047	0.032	0.034	0.035	0.015	0.02	0.032	0.034	0.033	0.033	0.035	0.03	0.081	0.027	0.062	0.039	0.029	0.026	0.02	0.035
t24	0.035	0.042	0.022	0.029	0.02	0.015	0.069	0.058	0.015	0.027	0.055	0.023	0.036	0.036	0.019	0.02	0.044	0.033	0.034	0.034	0.038	0.042	0.048	0.036	0.025	0.036	0.036	0.025	0.022	0.026
t39	0.053	0.045	0.03	0.03	0.018	0.026	0.061	0.045	0.013	0.033	0.043	0.01	0.034	0.041	0.015	0.016	0.068	0.031	0.031	0.029	0.035	0.03	0.049	0.03	0.041	0.034	0.025	0.02	0.036	0.025
t42	0.029	0.042	0.036	0.031	0.013	0.019	0.047	0.062	0.016	0.035	0.045	0.036	0.029	0.032	0.018	0.021	0.019	0.033	0.033	0.027	0.034	0.038	0.061	0.027	0.041	0.037	0.045	0.035	0.022	0.035
t1	0.045	0.027	0.025	0.032	0.024	0.016	0.057	0.039	0.015	0.042	0.058	0.025	0.035	0.034	0.023	0.022	0.027	0.033	0.033	0.03	0.045	0.045	0.049	0.026	0.044	0.037	0.031	0.026	0.035	0.023
t40	0.042	0.043	0.024	0.033	0.025	0.024	0.045	0.032	0.014	0.032	0.052	0.044	0.028	0.034	0.015	0.016	0.029	0.028	0.031	0.027	0.029	0.033	0.065	0.036	0.066	0.037	0.041	0.019	0.033	0.025
t47	0.037	0.028	0.027	0.034	0.03	0.033	0.08	0.041	0.018	0.034	0.044	0.024	0.031	0.039	0.013	0.015	0.027	0.033	0.032	0.03	0.028	0.031	0.065	0.032	0.038	0.044	0.032	0.018	0.042	0.02
t8	0.029	0.04	0.034	0.037	0.016	0.023	0.073	0.038	0.016	0.033	0.056	0.055	0.028	0.04	0.015	0.015	0.029	0.03	0.03	0.026	0.033	0.031	0.05	0.03	0.064	0.035	0.027	0.021	0.024	0.024
t30	0.038	0.05	0.024	0.035	0.014	0.023	0.06	0.039	0.012	0.036	0.044	0.036	0.022	0.037	0.012	0.014	0.022	0.031	0.03	0.03	0.025	0.037	0.05	0.035	0.088	0.034	0.049	0.018	0.031	0.02
t12	0.033	0.049	0.023	0.033	0.016	0.017	0.057	0.049	0.021	0.032	0.057	0.016	0.031	0.038	0.017	0.02	0.038	0.03	0.031	0.024	0.026	0.041	0.046	0.028	0.092	0.038	0.031	0.022	0.021	0.022
t17	0.034	0.056	0.041	0.03	0.017	0.02	0.071	0.046	0.021	0.027	0.045	0.02	0.037	0.034	0.01	0.019	0.047	0.03	0.032	0.03	0.037	0.032	0.05	0.033	0.039	0.031	0.029	0.025	0.032	0.026
t13	0.078	0.041	0.025	0.038	0.029	0.015	0.064	0.032	0.013	0.03	0.048	0.021	0.026	0.033	0.016	0.017	0.034	0.03	0.031	0.029	0.033	0.036	0.044	0.027	0.046	0.036	0.035	0.028	0.046	0.021
t31	0.028	0.045	0.027	0.033	0.019	0.02	0.071	0.042	0.021	0.036	0.039	0.009	0.032	0.035	0.018	0.018	0.054	0.03	0.031	0.028	0.033	0.033	0.053	0.026	0.058	0.042	0.031	0.026	0.038	0.026
t37	0.032	0.057	0.034	0.031	0.027	0.022	0.053	0.039	0.009	0.034	0.04	0.019	0.033	0.032	0.019	0.019	0.03	0.033	0.033	0.032	0.039	0.036	0.052	0.031	0.052	0.042	0.037	0.028	0.03	0.029
t18	0.043	0.05	0.027	0.038	0.02	0.028	0.06	0.045	0.022	0.038	0.05	0.021	0.028	0.037	0.016	0.017	0.018	0.033	0.034	0.027	0.036	0.034	0.054	0.028	0.058	0.035	0.024	0.02	0.033	0.028
t7	0.055	0.049	0.029	0.033	0.015	0.032	0.058	0.039	0.016	0.034	0.048	0.02	0.033	0.034	0.018	0.015	0.036	0.032	0.032	0.023	0.032	0.034	0.044	0.028	0.048	0.043	0.042	0.018	0.033	0.026
t49	0.036	0.039	0.032	0.028	0.016	0.03	0.057	0.049	0.017	0.031	0.052	0.012	0.037	0.04	0.013	0.021	0.015	0.032	0.034	0.029	0.042	0.037	0.048	0.04	0.05	0.044	0.05	0.021	0.025	0.024
t22	0.042	0.063	0.033	0.027	0.017	0.027	0.068	0.038	0.027	0.036	0.055	0.018	0.026	0.033	0.015	0.017	0.043	0.031	0.031	0.028	0.034	0.035	0.052	0.022	0.039	0.033	0.031	0.023	0.028	0.029
t21	0.037	0.051	0.03	0.032	0.016	0.024	0.043	0.057	0.012	0.036	0.046	0.016	0.035	0.039	0.02	0.017	0.044	0.031	0.032	0.031	0.035	0.035	0.05	0.024	0.039	0.037	0.039	0.025	0.047	0.023
t48	0.041	0.041	0.025	0.036	0.038	0.012	0.073	0.043	0.018	0.043	0.049	0.027	0.033	0.036	0.016	0.015	0.032	0.032	0.033	0.027	0.038	0.035	0.039	0.029	0.04	0.04	0.039	0.024	0.023	0.026
t3	0.042	0.035	0.031	0.031	0.019	0.017	0.095	0.037	0.012	0.033	0.035	0.023	0.028	0.041	0.026	0.015	0.046	0.03	0.032	0.029	0.044	0.036	0.048	0.03	0.044	0.034	0.032	0.023	0.023	0.027
