V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t35	-0.489	-0.925	0.86	0.103	-1.274	-1.228	-0.204	2.517	-1.418	1.394	-1.527	-0.739	1.619	0.422	1.303	1.218	-0.703	0.532	-0.269	-1.682	-0.621	0.596	-1.843	0.418	1.649	-1.523	0.466	0.765	0.556	0.023
t42	-0.963	-2.001	1.183	0.069	0.209	0.059	-1.436	2.025	-0.425	0.735	-1.243	-0.491	0.266	-0.414	1.574	0.254	-0.951	-1.006	1.39	-1.88	0.403	2.499	0.195	0.245	1.311	-2.381	-0.615	0.645	1.921	-1.179
t57	-0.344	-0.953	0.501	0.845	-0.809	-1.774	0.393	2.364	-1.841	1.673	-1.709	-1.274	0.883	0.642	0.358	1.234	-0.686	0.612	-0.839	-0.976	-1.331	0.607	-1.873	1.141	1.771	-1.417	1.353	1.351	0.119	-0.023
t11	0.168	-0.246	-0.327	1.465	-1.896	-3.345	2.222	2.815	-2.657	2.564	-2.495	-1.827	1.872	1.63	-2.138	2.284	-0.598	1.042	-2.164	-0.52	-2.798	-1.38	-2.641	3.468	2.247	-0.467	2.867	1.69	-2.088	1.231
t143	-0.75	-1.301	1.14	-0.507	-1.3	-0.41	-0.93	2.563	-0.64	1.01	-1.462	-0.188	2.009	0.044	1.523	1.018	-0.846	-0.38	0.922	-2.44	0.261	0.988	-0.772	0.427	1.488	-1.811	-0.645	0.142	1.025	-0.181
t100	-0.041	-0.388	0.162	1.044	-1.517	-2.691	1.302	2.627	-2.381	2.158	-1.982	-1.567	1.457	1.127	-0.312	1.785	-0.568	1.286	-1.887	-0.686	-2.135	-0.519	-2.897	1.836	2.005	-0.874	2.272	1.592	-0.878	0.665
t125	-0.233	-0.389	0.7	0.323	-1.694	-1.977	0.401	2.629	-2.079	1.749	-1.561	-1.069	1.788	0.771	1.482	1.541	-0.539	1.567	-1.404	-1.257	-1.289	-0.092	-3.171	0.236	1.796	-1.158	1.297	1.121	0.096	0.411
t134	-1.421	-2.791	1.554	-0.824	0.169	1.546	-2.548	2.109	0.916	0.066	-1.307	0.497	1.064	-0.884	1.195	0.019	-1.261	-2.941	3.8	-3.281	1.922	3.129	2.645	0.667	1.081	-2.876	-2.697	-0.569	2.435	-1.433
t191	-0.157	-0.907	0.051	1.477	-0.769	-2.382	1.199	2.379	-2.228	2.027	-2.094	-1.681	0.742	1.061	-1.166	1.523	-0.698	0.51	-1.223	-0.538	-2.043	0.162	-1.701	2.379	1.967	-1.15	2.081	1.682	-0.772	0.264
t16	-0.394	-0.982	0.552	0.527	-1.156	-1.565	0.283	2.508	-1.575	1.602	-1.802	-0.995	1.46	0.645	0.165	1.364	-0.739	0.276	-0.383	-1.417	-1.037	0.386	-1.503	1.403	1.766	-1.389	0.887	0.968	-0.012	0.152
t136	-0.325	-1.067	0.303	1.033	-0.661	-1.929	0.629	2.357	-1.721	1.786	-1.888	-1.407	0.718	0.657	-0.448	1.247	-0.742	0.189	-0.79	-0.844	-1.538	0.557	-1.507	2.028	1.822	-1.361	1.613	1.484	-0.197	-0.002
t127	-1.002	-1.507	1.67	-1.008	-0.866	0.353	-1.971	2.363	-0.232	0.548	-0.917	0.128	1.563	-0.554	3.425	0.45	-0.836	-0.271	1.332	-2.671	1.032	1.955	-0.904	-1.212	1.215	-2.273	-1.347	0.002	2.346	-0.816
t64	-0.62	-0.971	1.199	-0.24	-1.072	-0.835	-0.826	2.413	-1.218	1.141	-1.165	-0.568	1.373	0.047	2.646	0.886	-0.67	0.761	-0.172	-1.794	-0.186	1.116	-2.155	-0.673	1.484	-1.771	0.112	0.716	1.381	-0.343
t20	-0.113	-0.38	0.269	0.506	-2.124	-2.375	1.125	2.868	-1.992	2.044	-2.09	-1.115	2.408	1.14	-0.468	2.001	-0.633	0.863	-1.254	-1.378	-1.682	-0.898	-2.462	2.08	1.998	-0.814	1.568	0.99	-1.059	0.971
t49	-0.31	-0.645	0.692	0.548	-1.044	-1.877	0.232	2.417	-1.932	1.676	-1.453	-1.234	0.998	0.518	1.512	1.201	-0.574	1.295	-1.372	-0.946	-1.319	0.493	-2.889	0.265	1.726	-1.362	1.502	1.423	0.451	0.003
t188	-0.837	-1.62	1.117	-0.224	-0.636	-0.237	-1.092	2.336	-0.518	0.913	-1.406	-0.333	1.253	-0.137	1.363	0.704	-0.903	-0.746	1.135	-2.18	0.277	1.612	-0.279	0.511	1.426	-2.039	-0.58	0.374	1.33	-0.587
t101	-0.318	-0.921	0.453	0.859	-0.866	-1.864	0.485	2.391	-1.837	1.731	-1.764	-1.307	0.929	0.675	0.21	1.28	-0.687	0.58	-0.894	-0.956	-1.4	0.508	-1.93	1.366	1.795	-1.362	1.435	1.377	-0.002	0.032
t139	-0.233	-0.855	0.323	1.173	-0.735	-2.14	0.758	2.332	-2.13	1.862	-1.806	-1.548	0.655	0.813	-0.008	1.315	-0.65	0.83	-1.263	-0.629	-1.74	0.463	-2.165	1.446	1.851	-1.292	1.848	1.642	-0.167	0.048
t156	0.075	-0.461	-0.165	1.674	-1.233	-3.07	1.843	2.53	-2.737	2.377	-2.235	-1.944	1.046	1.43	-1.426	1.892	-0.585	1.197	-2.107	-0.237	-2.658	-0.583	-2.645	2.612	2.13	-0.774	2.8	1.926	-1.398	0.713
t32	-0.073	-0.971	-0.311	1.758	-0.822	-2.738	1.746	2.468	-2.156	2.271	-2.465	-1.856	0.825	1.252	-2.643	1.737	-0.773	-0.063	-1.215	-0.421	-2.436	-0.236	-1.18	3.875	2.104	-0.943	2.488	1.785	-1.541	0.52
