feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t190	-0.557	-0.34	0.323	0.254	0.363	1.621	-1.288	-1.427	-1.066	0.811	0.054	0.167	0.742	-1.573	2.071	-0.154	-0.035	-0.417	0.364	-0.061	-0.233	-1.128	-0.612	-0.406	-0.406	1.349	0.36	-0.485	1.295	0.411
t132	-0.379	-0.589	0.515	0.425	0.292	1.752	-1.889	-0.976	-1.102	0.981	0.222	0.102	1.074	-1.271	1.99	0.045	0.083	-0.639	0.037	-0.117	-0.74	-0.642	-0.359	-0.921	-0.507	1.273	0.469	-0.518	1.159	0.225
t175	-0.543	0.1	0.428	0.396	0.391	1.182	-1.449	-1.352	-1.423	0.834	0.055	0.548	0.752	-1.083	1.639	-0.076	0.53	-0.538	0.307	-0.062	-1.303	-0.97	-0.166	-1.181	-0.371	1.188	0.733	-0.112	1.185	0.357
t29	-0.439	-0.509	0.423	0.396	0.318	1.577	-1.798	-0.82	-1.212	1.048	0.174	0.209	1.033	-1.244	1.821	-0.01	0.295	-0.588	-0.003	0.121	-0.982	-0.704	-0.359	-1.075	-0.486	1.302	0.585	-0.471	1.102	0.291
t185	-0.537	0.141	0.466	0.411	0.372	1.03	-1.53	-1.142	-1.537	0.936	0.013	0.763	0.799	-0.786	1.37	-0.043	0.782	-0.556	0.195	0.232	-1.656	-0.957	0.116	-1.872	-0.36	1.028	0.931	0.028	1.04	0.318
t3	-0.58	-0.086	0.377	0.364	0.418	1.192	-1.428	-0.726	-1.535	0.874	0.158	0.645	0.692	-1.049	1.528	-0.122	0.711	-0.605	0.283	-0.467	-1.606	-0.815	-0.06	-0.99	-0.424	1.184	0.679	-0.069	1.09	0.361
t38	-0.551	-0.526	0.341	0.284	0.358	1.648	-1.385	-1.229	-1.032	0.912	0.095	0.067	0.776	-1.641	2.085	-0.082	-0.013	-0.486	0.27	-0.1	-0.411	-1.042	-0.675	-0.137	-0.417	1.459	0.316	-0.576	1.298	0.389
t120	-0.526	0.038	0.456	0.435	0.388	1.183	-1.564	-1.131	-1.521	0.839	0.121	0.541	0.75	-1.025	1.555	-0.052	0.641	-0.648	0.281	-0.146	-1.614	-0.694	-0.064	-1.23	-0.409	1.174	0.805	-0.032	1.154	0.294
t40	-0.699	0.257	0.275	0.16	0.406	1.122	-0.931	-1.448	-1.463	0.677	-0.168	0.839	0.614	-0.971	1.439	-0.4	0.303	-0.278	0.558	0.521	-0.737	-1.285	-0.146	-1.746	-0.339	0.944	0.867	0.128	1.064	0.433
t6	-0.768	-0.119	0.142	0.019	0.427	1.581	-0.537	-2.239	-0.958	0.529	-0.192	0.191	0.402	-1.905	2.089	-0.465	-0.428	-0.159	0.847	0.366	0.427	-1.307	-0.917	-0.136	-0.324	1.375	0.412	-0.331	1.458	0.513
t140	-0.414	-0.698	0.439	0.425	0.319	1.722	-1.917	-0.878	-1.082	1.124	0.223	0.008	1.015	-1.487	2.024	0.118	0.301	-0.616	-0.04	-0.069	-0.847	-0.746	-0.492	-0.577	-0.478	1.457	0.355	-0.684	1.186	0.305
t148	-0.39	-0.337	0.583	0.424	0.274	1.759	-1.637	-1.679	-1.014	0.741	0.141	-0.022	0.971	-1.382	2.167	-0.014	-0.34	-0.636	0.274	-0.093	-0.293	-0.718	-0.501	-0.715	-0.473	1.252	0.521	-0.417	1.353	0.195
t194	-0.554	-0.246	0.359	0.268	0.329	1.476	-1.348	-1.305	-1.167	0.868	-0.027	0.339	0.851	-1.262	1.798	-0.176	0.029	-0.414	0.262	0.516	-0.495	-1.091	-0.428	-1.199	-0.402	1.186	0.631	-0.311	1.15	0.362
t70	-0.216	-0.314	0.751	0.67	0.254	1.584	-2.229	-1.249	-1.143	1.046	0.338	0.106	1.275	-0.925	1.908	0.254	0.29	-0.852	-0.189	-0.344	-1.416	-0.344	-0.11	-1.405	-0.527	1.229	0.688	-0.443	1.215	0.088
t118	-0.34	-0.421	0.566	0.557	0.301	1.453	-2.122	-0.786	-1.275	1.159	0.252	0.248	1.135	-1.023	1.739	0.201	0.589	-0.739	-0.181	-0.026	-1.539	-0.589	-0.136	-1.337	-0.482	1.279	0.652	-0.446	1.088	0.217
t159	-0.369	-0.593	0.487	0.492	0.317	1.63	-2.08	-0.506	-1.311	1.064	0.329	0.19	1.122	-1.18	1.815	0.082	0.452	-0.728	-0.088	-0.281	-1.381	-0.404	-0.242	-1.014	-0.544	1.308	0.594	-0.459	1.068	0.224
t112	-0.632	-0.036	0.309	0.25	0.393	1.317	-1.213	-1.379	-1.36	0.741	-0.044	0.491	0.636	-1.304	1.732	-0.213	0.259	-0.406	0.479	0.198	-0.736	-1.122	-0.344	-0.972	-0.356	1.186	0.66	-0.138	1.189	0.413
t7	-0.569	0.102	0.417	0.386	0.402	1.148	-1.322	-1.528	-1.377	0.808	0.022	0.496	0.646	-1.164	1.657	-0.072	0.478	-0.554	0.374	0.001	-1.313	-0.948	-0.232	-0.998	-0.346	1.242	0.727	-0.098	1.247	0.364
t95	-0.564	-0.051	0.393	0.307	0.386	1.424	-1.276	-1.634	-1.254	0.715	0.038	0.355	0.671	-1.352	1.86	-0.169	0.159	-0.484	0.482	-0.132	-0.699	-0.883	-0.385	-0.781	-0.395	1.233	0.598	-0.199	1.295	0.339
t62	-0.468	0.053	0.525	0.485	0.377	1.258	-1.619	-1.422	-1.4	0.83	0.164	0.419	0.787	-1.11	1.753	0.024	0.534	-0.667	0.273	-0.472	-1.412	-0.736	-0.143	-0.954	-0.406	1.236	0.704	-0.161	1.268	0.277
t130	-0.589	-0.354	0.318	0.242	0.365	1.517	-1.299	-1.152	-1.176	0.851	0.029	0.301	0.756	-1.427	1.874	-0.181	0.084	-0.43	0.328	0.114	-0.522	-1.067	-0.492	-0.695	-0.41	1.288	0.507	-0.366	1.193	0.396
t58	-0.614	0.509	0.426	0.336	0.401	0.835	-1.336	-1.409	-1.765	0.756	-0.12	1.077	0.699	-0.567	1.067	-0.219	0.905	-0.448	0.422	0.633	-1.771	-0.865	0.324	-2.677	-0.336	0.787	1.258	0.405	0.952	0.308
t187	-0.307	-0.543	0.564	0.609	0.295	1.421	-2.498	0.064	-1.572	1.282	0.368	0.412	1.254	-0.778	1.498	0.227	1.015	-0.844	-0.361	-0.146	-2.115	-0.312	0.152	-1.773	-0.56	1.174	0.775	-0.34	0.869	0.165
t37	-0.741	0.055	0.232	0.13	0.424	1.272	-0.788	-1.657	-1.292	0.615	-0.144	0.513	0.422	-1.476	1.755	-0.348	0.054	-0.305	0.704	0.269	-0.399	-1.311	-0.487	-0.67	-0.308	1.206	0.599	-0.08	1.267	0.486
t23	-0.949	0.134	0.009	-0.047	0.51	1.041	-0.394	-1.446	-1.454	0.624	-0.315	0.817	0.104	-1.546	1.544	-0.498	0.376	-0.111	0.902	0.493	-0.461	-1.773	-0.465	-0.526	-0.2	1.205	0.537	0.04	1.17	0.673
t109	-0.626	-0.103	0.372	0.24	0.399	1.428	-1.124	-1.623	-1.255	0.675	0.005	0.377	0.539	-1.437	1.864	-0.19	0.114	-0.469	0.598	-0.198	-0.57	-0.999	-0.381	-0.526	-0.364	1.234	0.519	-0.169	1.306	0.359
t92	-0.667	-0.494	0.219	0.217	0.42	1.477	-1.189	-0.811	-1.2	0.917	0.079	0.271	0.587	-1.638	1.919	-0.159	0.256	-0.453	0.349	-0.238	-0.722	-1.214	-0.614	0.076	-0.385	1.475	0.271	-0.467	1.216	0.495
t119	-0.442	-0.26	0.481	0.458	0.345	1.36	-1.866	-0.729	-1.455	1.022	0.204	0.51	0.99	-0.933	1.541	0.022	0.687	-0.653	0.027	-0.061	-1.611	-0.56	0.003	-1.595	-0.472	1.136	0.781	-0.197	1.012	0.249
t33	-0.559	-0.025	0.368	0.349	0.403	1.258	-1.452	-1.174	-1.429	0.853	0.08	0.568	0.748	-1.134	1.6	-0.111	0.601	-0.504	0.311	-0.041	-1.296	-0.864	-0.153	-1.251	-0.399	1.173	0.714	-0.131	1.13	0.362
t87	-0.694	-0.172	0.219	0.182	0.427	1.392	-0.965	-1.371	-1.244	0.704	-0.022	0.371	0.521	-1.549	1.841	-0.291	0.074	-0.383	0.574	0.009	-0.586	-1.092	-0.582	-0.343	-0.368	1.339	0.507	-0.233	1.271	0.461
t167	-0.844	0.337	0.175	0.069	0.468	0.947	-0.653	-1.464	-1.62	0.575	-0.251	0.975	0.289	-1.139	1.308	-0.447	0.477	-0.239	0.818	0.561	-0.923	-1.365	-0.114	-1.45	-0.252	0.974	0.894	0.297	1.075	0.518
