V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t190	-0.591	-0.54	0.208	0.101	0.357	1.989	-0.913	-1.892	-0.651	0.684	0.018	-0.19	0.66	-2.114	2.619	-0.282	-0.691	-0.227	0.532	-0.277	1.061	-1.555	-1.148	0.605	-0.4	1.531	-0.087	-0.864	1.52	0.532
t132	-0.052	-1.244	0.816	0.6	0.121	2.465	-2.613	-0.939	-0.631	1.088	0.461	-0.546	1.625	-1.364	2.569	0.307	-0.688	-0.866	-0.344	-0.338	0.009	-0.22	-0.558	-0.696	-0.676	1.337	0.185	-1.012	1.231	-0.03
t175	-0.481	0.589	0.596	0.532	0.38	0.952	-1.463	-1.949	-1.481	0.696	0.021	0.627	0.782	-0.859	1.643	-0.006	0.494	-0.608	0.365	-0.192	-1.493	-1.077	-0.046	-1.396	-0.318	1.111	0.893	0.064	1.304	0.315
t29	-0.18	-1.535	0.469	0.528	0.206	2.273	-2.549	-0.245	-0.726	1.495	0.484	-0.6	1.62	-1.682	2.298	0.238	-0.013	-0.759	-0.658	0.116	-0.684	-0.059	-0.84	-0.512	-0.703	1.725	0.283	-1.286	1.135	0.156
t185	-0.542	0.903	0.627	0.576	0.403	0.192	-1.618	-0.891	-2.106	1.055	-0.066	1.634	0.801	0.259	0.497	0.04	1.832	-0.671	0.031	0.382	-3.339	-1.011	1.065	-3.669	-0.272	0.579	1.601	0.698	0.748	0.261
t3	-0.65	0.333	0.402	0.459	0.517	0.601	-1.362	0.153	-2.102	0.9	0.299	1.339	0.532	-0.402	0.894	-0.159	1.654	-0.794	0.251	-1.372	-3.213	-0.655	0.622	-1.456	-0.434	0.973	0.969	0.456	0.875	0.368
t38	-0.396	-1.498	0.345	0.342	0.308	2.454	-1.671	-1.517	-0.284	1.134	0.357	-1.034	0.995	-2.68	3.014	0.165	-0.704	-0.603	0.029	-0.686	0.536	-0.688	-1.58	1.909	-0.538	2.154	-0.367	-1.547	1.713	0.335
t120	-0.446	0.5	0.61	0.695	0.393	0.516	-2.185	-0.114	-2.234	1.07	0.198	1.245	0.965	0.019	0.705	0.123	1.785	-0.901	-0.113	0.039	-3.604	-0.424	0.839	-2.956	-0.42	0.812	1.425	0.536	0.722	0.194
t40	-0.83	0.986	0.207	0.084	0.433	0.382	-0.78	-0.816	-2.104	0.71	-0.445	1.909	0.664	0.139	0.449	-0.65	1.034	-0.079	0.501	1.522	-1.656	-1.735	0.657	-4.101	-0.266	0.302	1.563	0.891	0.523	0.501
t6	-0.891	-0.829	-0.151	-0.319	0.432	2.398	0.216	-3.356	-0.062	0.384	-0.309	-0.753	0.269	-3.245	2.964	-0.756	-1.715	0.191	1.176	0.704	2.59	-1.336	-2.158	1.647	-0.37	1.93	-0.15	-1.08	1.936	0.634
t140	-0.418	-1.303	0.262	0.416	0.316	1.759	-2.451	0.51	-1.155	1.678	0.263	0.051	1.242	-1.475	1.822	0.286	0.939	-0.552	-0.589	0.531	-1.317	-0.998	-0.478	-0.826	-0.495	1.61	0.16	-1.052	0.812	0.449
t148	0.015	-0.786	1.059	0.649	0.019	2.663	-2.197	-2.717	-0.277	0.54	0.307	-1.056	1.545	-1.672	3.134	0.232	-1.948	-0.912	0.107	-0.141	1.31	-0.235	-0.98	-0.29	-0.642	1.304	0.308	-0.901	1.731	-0.175
t194	-0.337	-0.592	0.578	0.314	0.138	2.054	-1.578	-1.916	-0.606	0.812	-0.054	-0.282	1.29	-1.417	2.343	-0.115	-1.155	-0.437	0.081	1.164	0.878	-1.036	-0.825	-1.328	-0.491	1.162	0.543	-0.673	1.297	0.183
t70	0.43	-1.014	1.344	1.29	0.054	2.309	-3.785	-1.546	-0.562	1.485	0.958	-0.959	2.22	-0.959	2.587	1.011	0.083	-1.503	-1.107	-1.264	-1.938	1.048	-0.199	-1.183	-0.809	1.608	0.535	-1.244	1.51	-0.407
t118	0.17	-1.238	0.958	1.053	0.152	2.036	-3.562	-0.577	-0.84	1.722	0.777	-0.661	1.927	-1.163	2.232	0.899	0.708	-1.267	-1.091	-0.601	-2.196	0.536	-0.253	-1.041	-0.714	1.713	0.46	-1.251	1.243	-0.137
t159	-0.186	-1.605	0.455	0.629	0.299	2.366	-2.685	-0.032	-0.917	1.301	0.775	-0.754	1.413	-2.031	2.493	0.323	0.202	-0.991	-0.421	-1.19	-1.296	0.476	-0.907	0.788	-0.756	1.961	0.107	-1.254	1.31	0.123
t112	-0.919	0.52	0.138	0.011	0.47	0.999	-0.297	-2.189	-1.458	0.311	-0.404	0.698	0.082	-1.555	1.767	-0.521	-0.118	-0.136	1.132	0.528	-0.002	-1.917	-0.574	-0.428	-0.156	1.135	0.688	0.205	1.362	0.627
t7	-0.79	0.8	0.358	0.289	0.488	0.656	-0.518	-2.492	-1.491	0.446	-0.271	0.708	0.102	-1.272	1.613	-0.235	0.329	-0.435	0.917	0.129	-1.174	-1.562	-0.346	-0.481	-0.135	1.249	0.825	0.285	1.48	0.527
t95	-0.565	0.327	0.496	0.266	0.385	1.507	-0.88	-2.854	-1.081	0.33	-0.05	0.252	0.499	-1.49	2.125	-0.285	-0.419	-0.432	0.918	-0.38	0.038	-0.858	-0.514	-0.524	-0.355	1.148	0.594	-0.052	1.585	0.264
t62	-0.411	1.131	0.699	0.738	0.435	0.367	-1.983	-1.301	-2.232	0.852	0.158	1.42	0.899	0.129	0.742	0.07	1.878	-0.8	0.145	-0.436	-3.486	-0.376	0.973	-3.343	-0.375	0.687	1.613	0.704	0.938	0.157
t130	-0.757	0.198	0.198	0.083	0.399	0.981	-0.997	-0.943	-1.633	0.804	-0.273	1.124	0.715	-0.731	1.079	-0.477	0.585	-0.163	0.431	1.177	-0.994	-1.343	0.06	-2.648	-0.339	0.778	1.155	0.261	0.806	0.46
t58	-0.805	1.897	0.41	0.268	0.471	-0.361	-1.071	-1.449	-2.793	0.617	-0.567	2.651	0.603	0.961	-0.508	-0.552	2.2	-0.197	0.615	2.198	-3.452	-0.946	1.664	-6.547	-0.193	-0.208	2.631	1.778	0.333	0.288
t187	-0.206	-0.599	0.688	0.767	0.245	1.264	-3.09	0.941	-1.903	1.485	0.476	0.558	1.467	-0.364	1.208	0.401	1.492	-1.055	-0.701	-0.059	-2.924	-0.093	0.545	-2.449	-0.615	1.043	0.991	-0.211	0.625	0.068
t37	-1.048	0.559	0.045	-0.16	0.495	0.975	0.224	-2.394	-1.361	0.191	-0.517	0.754	-0.144	-1.716	1.706	-0.714	-0.371	-0.009	1.363	0.745	0.402	-2.029	-0.694	-0.311	-0.127	1.106	0.648	0.292	1.396	0.69
t23	-1.359	-0.051	-0.455	-0.461	0.663	1	0.62	-1.266	-1.39	0.516	-0.569	0.893	-0.581	-2.29	1.706	-0.831	0.263	0.262	1.426	0.439	0.377	-2.763	-0.994	1.195	-0.031	1.493	-0.045	-0.09	1.248	1.071
t109	-0.735	-0.508	0.246	0.094	0.449	1.747	-0.79	-1.609	-1.006	0.613	0.048	0.044	0.26	-2.08	2.324	-0.238	-0.244	-0.429	0.839	-0.896	0.167	-1.267	-0.832	1.194	-0.347	1.55	-0.08	-0.495	1.512	0.465
t92	-0.647	-1.544	0.062	0.205	0.433	2.035	-1.42	0.327	-0.819	1.266	0.382	-0.384	0.664	-2.411	2.547	0.006	0.061	-0.562	0.015	-1.175	-0.354	-1.372	-1.282	2.334	-0.487	2.098	-0.615	-1.302	1.303	0.629
t119	-0.17	0.023	0.736	0.815	0.272	0.814	-3.105	0.879	-2.265	1.529	0.43	1.444	1.77	0.705	0.301	0.238	2.193	-0.927	-0.858	0.499	-4.142	0.36	1.362	-5.142	-0.646	0.464	1.814	0.397	0.221	-0.031
t33	-0.571	-0.013	0.235	0.453	0.454	0.795	-1.999	0.277	-1.938	1.288	0.132	1.126	0.94	-0.553	0.925	0.018	1.787	-0.513	-0.184	0.396	-2.848	-0.932	0.344	-2.389	-0.395	1.074	0.969	0.005	0.637	0.478
t87	-0.909	0.185	0.09	-0.068	0.494	1.4	0.017	-2.529	-1.06	0.2	-0.254	0.339	0.035	-1.977	2.098	-0.623	-0.694	-0.15	1.292	-0.067	0.496	-1.453	-0.971	0.535	-0.255	1.349	0.379	-0.048	1.583	0.564
t167	-1.424	1.21	-0.209	-0.436	0.647	0.285	1.038	-2.322	-1.953	-0.074	-0.849	1.632	-0.759	-1.428	1.013	-1.064	0.213	0.259	1.937	1.117	-0.107	-2.602	-0.271	-0.855	0.078	0.79	1.007	1.032	1.18	0.912
t146	0.055	-0.509	1.024	0.908	0.179	2.065	-2.71	-2.303	-0.701	1.074	0.567	-0.668	1.514	-1.376	2.539	0.58	-0.051	-1.112	-0.308	-0.984	-0.994	0.291	-0.395	-0.683	-0.632	1.534	0.477	-0.898	1.669	-0.158
t123	-0.603	-1.808	0.021	0.108	0.364	2.135	-1.856	0.536	-1.053	1.417	0.247	-0.16	0.911	-2.134	1.973	-0.038	0.475	-0.443	-0.126	0.395	-0.595	-0.571	-0.806	0.064	-0.56	1.716	0.08	-1.059	0.906	0.461
