V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t60	0.357	0.567	-1.299	-0.02	-0.297	-0.868	-0.873	-0.593	-0.855	-0.524	-0.237	-1.381	0.057	-0.697	-0.226	0.597	0.281	-0.418	0.868	0.187	0.639	1.01	0.965	1.029	0.936	-0.143	-2.025	0.395	0.512	2.055
t15	0.171	1.553	-0.882	-0.067	-0.872	-1.276	-0.526	-0.818	-1.075	0.248	-0.425	-1.794	-1.054	-0.413	-0.732	0.245	1.191	0.238	0.422	0.428	-0.113	1.607	1.29	0.206	0.845	0.265	-0.876	0.348	0.427	1.437
t102	0.436	0.079	-1.702	0.057	0.061	-0.749	-1.042	-0.488	-0.372	-0.921	-0.176	-1.398	0.446	-0.797	0.077	0.81	-0.15	-0.526	1.222	0.083	0.811	0.712	0.794	1.427	0.991	-0.502	-2.533	0.402	0.631	2.315
t101	0.577	-0.63	-2.047	0.063	0.419	-0.666	-1.277	-0.337	-0.301	-1.462	-0.025	-1.003	1.489	-0.996	0.381	1.055	-0.778	-1.062	1.34	-0.094	1.505	0.329	0.575	1.993	1.055	-0.698	-3.329	0.462	0.647	2.812
t109	0.613	-0.881	-2.19	0.058	0.521	-0.531	-1.356	-0.296	-0.224	-1.656	0.026	-0.853	1.804	-1.059	0.474	1.112	-0.99	-1.234	1.425	-0.15	1.741	0.192	0.503	2.166	1.07	-0.796	-3.582	0.473	0.664	2.953
t198	0.257	0.979	-1.018	-0.088	-0.643	-0.745	-0.723	-0.71	-1.101	-0.195	-0.298	-1.358	-0.45	-0.6	-0.506	0.363	0.667	-0.249	0.701	0.288	0.456	1.256	1.119	0.627	0.876	0.066	-1.528	0.362	0.44	1.752
t149	0.388	0.433	-1.462	0.012	-0.174	-1.017	-0.916	-0.56	-0.699	-0.62	-0.224	-1.412	0.255	-0.72	-0.138	0.691	0.168	-0.437	0.894	0.155	0.697	0.944	0.916	1.148	0.959	-0.231	-2.158	0.409	0.535	2.164
t135	0.343	0.591	-1.341	-0.096	-0.476	-1.054	-0.83	-0.64	-1.047	-0.462	-0.21	-1.093	0.41	-0.692	-0.396	0.516	0.361	-0.562	0.525	0.188	0.97	1.107	1.013	0.907	0.915	0.027	-1.902	0.427	0.408	2.092
t177	0.79	-1.837	-2.672	0.16	1.179	-0.101	-1.706	-0.064	0.25	-2.439	0.18	-0.694	2.64	-1.31	1.057	1.499	-1.886	-1.69	2.067	-0.373	2.217	-0.422	0.166	3.004	1.172	-1.329	-4.71	0.496	0.831	3.505
t151	0.864	-2.146	-2.976	0.222	1.449	-0.317	-1.813	0.017	0.547	-2.685	0.218	-0.766	3.052	-1.365	1.265	1.689	-2.158	-1.754	2.164	-0.445	2.332	-0.59	0.05	3.292	1.22	-1.51	-5.048	0.525	0.897	3.736
t186	0.61	-0.728	-2.274	0.194	0.722	-0.804	-1.336	-0.274	0.219	-1.571	-0.066	-1.456	1.275	-0.981	0.623	1.237	-0.897	-0.799	1.675	-0.106	1.115	0.217	0.495	2.178	1.101	-0.988	-3.473	0.443	0.798	2.846
t142	-0.182	3.596	0.231	-0.13	-1.94	-2.014	0.157	-1.229	-1.744	1.854	-0.82	-2.712	-3.514	0.119	-1.671	-0.408	2.993	1.519	-0.371	0.905	-1.785	2.771	1.93	-1.38	0.672	1.11	1.347	0.243	0.247	0.193
t78	-0.111	2.986	0.194	-0.281	-1.954	-1.312	-0.021	-1.164	-2.196	1.416	-0.629	-1.768	-2.503	-0.104	-1.637	-0.439	2.483	0.695	-0.388	0.75	-0.716	2.466	1.801	-1.053	0.666	1.135	0.72	0.283	0.126	0.549
t95	0.784	-1.576	-2.816	0.245	1.227	-0.894	-1.617	-0.087	0.522	-2.226	0.093	-1.16	2.486	-1.194	1.036	1.588	-1.642	-1.302	1.848	-0.313	1.812	-0.238	0.22	2.875	1.191	-1.299	-4.406	0.516	0.861	3.447
t40	0.274	1.311	-1.155	0.037	-0.516	-1.843	-0.623	-0.711	-0.809	0.052	-0.409	-2.053	-0.626	-0.45	-0.472	0.521	0.95	0.248	0.433	0.36	-0.148	1.473	1.172	0.539	0.915	0.137	-1.216	0.397	0.5	1.711
t17	0.269	1.008	-1.001	-0.094	-0.653	-0.958	-0.71	-0.708	-1.208	-0.154	-0.297	-1.328	-0.308	-0.601	-0.532	0.384	0.692	-0.292	0.548	0.285	0.516	1.293	1.129	0.621	0.88	0.146	-1.509	0.382	0.401	1.798
t93	0.699	-1.296	-2.456	0.192	0.987	-0.311	-1.536	-0.159	0.303	-2.046	0.054	-1.155	1.818	-1.143	0.888	1.37	-1.418	-1.192	2.01	-0.236	1.562	-0.138	0.316	2.623	1.139	-1.212	-4.132	0.455	0.859	3.144
t34	-0.153	3.623	0.159	-0.112	-1.896	-2.448	0.169	-1.216	-1.749	1.878	-0.826	-2.815	-3.302	0.145	-1.662	-0.341	3.023	1.554	-0.563	0.904	-1.8	2.82	1.93	-1.351	0.689	1.188	1.358	0.277	0.237	0.269
t74	0.375	0.296	-1.341	-0.058	-0.26	-0.411	-0.96	-0.563	-0.889	-0.734	-0.17	-1.07	0.283	-0.79	-0.165	0.59	0.046	-0.679	1.039	0.126	0.967	0.844	0.898	1.176	0.935	-0.243	-2.298	0.387	0.509	2.156
t13	0.054	2.161	-0.404	-0.181	-1.375	-1.367	-0.303	-0.972	-1.672	0.775	-0.501	-1.652	-1.526	-0.3	-1.166	-0.054	1.747	0.34	-0.053	0.556	-0.222	1.994	1.518	-0.353	0.764	0.696	-0.183	0.334	0.245	1.097
t187	0.21	1.604	-1.138	0.119	-0.517	-1.874	-0.541	-0.756	-0.454	0.259	-0.515	-2.527	-1.369	-0.343	-0.479	0.496	1.195	0.707	0.642	0.445	-0.752	1.588	1.234	0.345	0.906	0.005	-0.883	0.343	0.593	1.452
t146	-0.01	2.776	-0.436	0.01	-1.284	-2.16	-0.131	-1.024	-1.057	1.199	-0.711	-2.777	-2.619	-0.052	-1.139	0.022	2.257	1.281	0.041	0.717	-1.453	2.29	1.633	-0.645	0.782	0.605	0.438	0.29	0.417	0.733
t54	-0.202	3.801	0.32	-0.172	-2.108	-2.36	0.242	-1.279	-1.979	2.044	-0.84	-2.662	-3.431	0.171	-1.839	-0.476	3.198	1.531	-0.721	0.943	-1.742	2.942	2.011	-1.559	0.653	1.332	1.591	0.269	0.158	0.149
t174	0.195	1.35	-0.733	-0.198	-1.021	-0.991	-0.572	-0.814	-1.632	0.142	-0.322	-1.127	-0.453	-0.532	-0.842	0.162	1.028	-0.3	0.182	0.359	0.582	1.539	1.275	0.265	0.823	0.462	-1.088	0.383	0.269	1.606
t37	0.474	-0.144	-1.736	0.037	0.134	-0.585	-1.117	-0.445	-0.457	-1.085	-0.12	-1.183	0.761	-0.875	0.149	0.853	-0.352	-0.763	1.265	0.026	1.089	0.585	0.731	1.591	1.002	-0.537	-2.792	0.416	0.615	2.459
