V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t60	-3.403	-3.193	-5.059	-3.78	-4.057	-4.628	-4.633	-4.353	-4.615	-4.284	-3.997	-5.141	-3.703	-4.457	-3.986	-3.163	-3.479	-4.178	-2.892	-3.573	-3.121	-2.75	-2.795	-2.731	-2.824	-3.903	-5.785	-3.366	-3.248	-1.705
t15	-3.608	-2.226	-4.661	-3.846	-4.65	-5.055	-4.304	-4.597	-4.853	-3.531	-4.204	-5.572	-4.833	-4.191	-4.511	-3.534	-2.588	-3.54	-3.357	-3.351	-3.892	-2.172	-2.489	-3.572	-2.934	-3.514	-4.655	-3.431	-3.351	-2.342
t102	-3.422	-3.779	-5.559	-3.801	-3.797	-4.607	-4.9	-4.346	-4.23	-4.779	-4.034	-5.255	-3.412	-4.655	-3.78	-3.048	-4.007	-4.384	-2.636	-3.774	-3.047	-3.146	-3.064	-2.431	-2.867	-4.359	-6.39	-3.456	-3.227	-1.543
t101	-3.551	-4.758	-6.175	-4.065	-3.709	-4.794	-5.405	-4.465	-4.43	-5.59	-4.154	-5.132	-2.639	-5.124	-3.747	-3.073	-4.906	-5.19	-2.788	-4.222	-2.624	-3.8	-3.553	-2.136	-3.073	-4.826	-7.455	-3.667	-3.481	-1.316
t109	-3.625	-5.119	-6.428	-4.18	-3.718	-4.769	-5.594	-4.534	-4.463	-5.894	-4.212	-5.091	-2.435	-5.297	-3.764	-3.127	-5.228	-5.472	-2.814	-4.388	-2.497	-4.046	-3.736	-2.072	-3.168	-5.035	-7.818	-3.765	-3.575	-1.285
t198	-3.46	-2.737	-4.734	-3.805	-4.359	-4.462	-4.439	-4.426	-4.817	-3.912	-4.014	-5.074	-4.166	-4.317	-4.222	-3.354	-3.05	-3.966	-3.016	-3.429	-3.261	-2.461	-2.597	-3.089	-2.841	-3.651	-5.245	-3.355	-3.277	-1.965
t149	-3.402	-3.357	-5.252	-3.778	-3.964	-4.807	-4.706	-4.35	-4.489	-4.41	-4.014	-5.201	-3.535	-4.51	-3.928	-3.099	-3.622	-4.227	-2.896	-3.635	-3.093	-2.846	-2.874	-2.642	-2.831	-4.021	-5.948	-3.381	-3.255	-1.626
t135	-3.427	-3.179	-5.112	-3.867	-4.246	-4.825	-4.6	-4.411	-4.818	-4.233	-3.981	-4.864	-3.361	-4.463	-4.166	-3.254	-3.41	-4.333	-3.245	-3.583	-2.8	-2.664	-2.758	-2.863	-2.856	-3.744	-5.673	-3.344	-3.363	-1.679
t177	-3.949	-6.576	-7.41	-4.58	-3.56	-4.84	-6.446	-4.804	-4.49	-7.178	-4.559	-5.434	-2.1	-6.049	-3.683	-3.241	-6.625	-6.43	-2.673	-5.112	-2.522	-5.162	-4.574	-1.736	-3.568	-6.069	-9.437	-4.244	-3.909	-1.235
t151	-4.092	-7.101	-7.929	-4.733	-3.506	-5.272	-6.767	-4.938	-4.408	-7.638	-4.737	-5.722	-1.904	-6.32	-3.69	-3.267	-7.112	-6.709	-2.792	-5.4	-2.623	-5.545	-4.905	-1.663	-3.735	-6.465	-9.982	-4.431	-4.058	-1.22
t186	-3.57	-4.907	-6.453	-3.986	-3.458	-4.984	-5.515	-4.453	-3.961	-5.75	-4.245	-5.635	-2.905	-5.16	-3.556	-2.942	-5.076	-4.978	-2.504	-4.285	-3.064	-3.962	-3.684	-2.001	-3.079	-5.167	-7.65	-3.736	-3.382	-1.333
t142	-4.916	-1.138	-4.503	-4.864	-6.673	-6.747	-4.578	-5.964	-6.478	-2.881	-5.555	-7.445	-8.245	-4.615	-6.405	-5.142	-1.741	-3.216	-5.105	-3.83	-6.519	-1.964	-2.805	-6.114	-4.063	-3.625	-3.388	-4.492	-4.488	-4.542
t78	-4.466	-1.369	-4.162	-4.636	-6.309	-5.667	-4.376	-5.52	-6.55	-2.939	-4.984	-6.123	-6.858	-4.459	-5.992	-4.794	-1.872	-3.66	-4.744	-3.605	-5.071	-1.889	-2.554	-5.408	-3.689	-3.22	-3.635	-4.072	-4.229	-3.807
