V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t29	2.454	-0.17	1.093	1.413	-1.503	-1.187	-1.456	0.057	0.077	1.363	-2.139	-1.142	0.452	1.582	1.524	0.136	-1.64	0.304	-1.927	0.128	-1.544	0.135	0.367	-0.164	-1.146	0.002	1.774	1.418	-0.283	0.02
t177	0.999	0.394	0.773	0.598	-1.597	-2.038	-1.421	0.393	0.191	1.589	-0.927	-0.788	0.552	0.835	1.576	0.031	-0.483	0.583	-1.235	0.068	-1.065	0.912	0.103	0.033	-1.168	0.064	0.913	0.127	0.358	-0.372
t183	2.037	0.438	0.55	0.985	-1.669	-1.769	-1.897	-0.113	0.019	1.574	-0.79	-1.133	0.623	0.964	1.708	0.091	-0.892	0.634	-1.419	-0.132	-1.223	0.729	0.286	0.117	-1.102	-0.029	1.608	0.244	0.345	-0.785
t19	0.766	0.701	0.3	0.026	-1.641	-2.573	-1.806	0.274	0.088	1.683	-0.196	-0.403	0.469	0.333	1.69	0.066	0.046	0.608	-0.931	0.069	-0.772	1.27	0.189	0.384	-1.056	0.098	0.82	-0.514	0.668	-0.658
t68	0.483	-0.129	0.641	-0.802	-0.749	-2.636	-1.352	1.189	0.079	1.277	-2.675	1.229	-0.65	0.311	1.588	0.361	-0.534	-0.424	-1.393	1.226	-0.669	-0.103	0.634	0.262	-0.884	0.418	0.792	1.162	-0.109	1.452
t88	1.387	0.29	0.402	0.038	-0.602	-2.236	-1.692	0.887	0.068	1.396	-2.135	0.179	-0.348	0.33	1.973	0.378	-0.927	0.16	-1.349	0.712	-0.832	-0.67	0.498	-0.425	-0.989	0.204	1.598	0.793	0.559	0.348
t70	1.685	0.585	-0.739	-0.481	0.161	-2.821	-2.214	0.97	-0.027	1.472	-1.781	0.757	-0.869	-0.351	2.417	0.535	-0.552	0.331	-1.065	0.961	-0.368	-1.371	0.626	-0.858	-0.836	0.105	2.007	0.409	1.433	-0.127
t137	0.273	0.295	0.198	-1.024	-0.674	-3	-1.622	1.165	0.068	1.419	-1.87	1.199	-0.603	-0.132	1.795	0.354	-0.091	-0.136	-1.046	1.078	-0.434	0.018	0.552	0.196	-0.871	0.369	0.782	0.418	0.467	0.856
t187	0.561	-0.221	1.166	-0.336	-1.163	-2.225	-1.186	1.03	0.109	1.255	-2.747	0.724	-0.299	0.714	1.395	0.258	-0.817	-0.416	-1.564	0.995	-0.964	0.228	0.558	0.459	-0.974	0.414	0.745	1.324	-0.51	1.482
t36	1.455	0.665	0.159	0.105	-1.126	-2.4	-2.058	0.371	-0.01	1.569	-0.892	-0.255	0.091	0.216	1.972	0.266	-0.515	0.47	-1.11	0.262	-0.801	0.209	0.418	0.007	-0.985	0.117	1.54	-0.04	0.779	-0.481
t141	0.963	0.003	1.052	0.174	-1.513	-2.045	-1.367	0.573	0.098	1.388	-1.916	-0.031	0.154	0.884	1.421	0.147	-0.768	-0.02	-1.501	0.523	-1.091	0.677	0.409	0.449	-1.044	0.255	0.899	0.867	-0.29	0.65
t54	1.55	-0.558	2.38	1.718	-2.593	-0.772	-0.692	-0.003	0.237	1.322	-2.251	-1.572	1.125	2.352	0.817	-0.149	-1.615	0.077	-2.132	-0.107	-1.965	1.572	0.131	0.64	-1.32	0.134	0.756	1.645	-1.394	0.663
