feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t68	1.195	-0.551	-0.628	0.466	0.625	-0.633	0.933	0.848	0.576	1.15	0.193	0.922	-1.253	-2.535	1.442	-0.437	-0.336	-0.765	-2.394	2.386	0.969	-0.882	0.274	0.753	1.089	0.533	-1.556	-0.856	-0.867	-0.668
t66	0.909	-0.036	-1.825	0.506	-0.557	-0.654	0.736	1.027	0.856	1.447	-0.045	0.617	-0.905	-2.032	1.252	-0.341	-0.339	-0.574	-1.469	2.544	0.936	-0.699	0.301	1.4	0.816	0.568	-1.791	-0.631	-1.431	-0.594
t168	1.051	-0.244	-1.034	0.347	0.131	-0.641	0.769	0.91	0.731	1.372	0.043	0.76	-1.084	-2.368	1.367	-0.482	-0.383	-0.668	-2.025	2.495	0.894	-0.773	0.296	1.071	0.907	0.516	-1.504	-0.759	-1.063	-0.638
t49	0.927	-0.274	-1.021	0.726	-0.219	-0.683	0.738	0.914	0.769	1.405	-0.083	0.688	-0.999	-2.343	1.325	-0.358	-0.351	-0.643	-1.706	2.447	0.919	-0.716	0.27	0.924	0.908	0.515	-1.743	-0.674	-1.019	-0.65
t89	1.243	-0.442	-1.255	0.62	0.141	-0.627	1.058	0.93	0.629	1.105	0.214	0.864	-1.098	-2.24	1.35	-0.35	-0.239	-0.716	-1.995	2.392	1.142	-0.933	0.271	1.129	1.004	0.449	-1.748	-0.824	-1.449	-0.634
t126	1.435	-0.841	-0.441	0.772	0.417	-0.622	1.17	0.821	0.493	0.998	0.182	1.247	-1.431	-2.63	1.486	-0.491	-0.112	-0.879	-1.906	2.242	1.139	-0.88	0.251	0.541	1.201	0.201	-1.819	-1.005	-0.851	-0.693
t106	1.244	-0.437	-1.209	0.664	-0.205	-0.645	1.098	0.925	0.629	1.067	0.215	0.835	-1.175	-2.173	1.293	-0.301	-0.211	-0.735	-1.438	2.39	1.249	-0.868	0.247	1.258	0.921	0.258	-1.796	-0.857	-1.605	-0.646
t144	0.811	0.035	-1.563	0.578	-1.102	-0.685	0.801	1.078	0.959	1.535	-0.398	0.547	-0.511	-1.791	1.171	-0.272	-0.202	-0.546	-1.094	2.566	1.152	-0.793	0.297	1.448	0.647	0.318	-1.935	-0.569	-1.939	-0.555
t200	0.644	0.013	-1.403	0.485	-0.718	-0.711	0.379	0.949	0.954	1.582	-0.248	0.398	-0.814	-2.178	1.26	-0.325	-0.532	-0.471	-1.093	2.61	0.796	-0.586	0.296	1.229	0.731	0.596	-1.567	-0.444	-1.222	-0.616
t40	0.903	-0.335	-0.57	0.357	0.364	-0.683	0.552	0.833	0.687	1.407	0.099	0.643	-1.189	-2.601	1.397	-0.396	-0.512	-0.638	-2.268	2.54	0.639	-0.598	0.281	0.754	0.936	0.678	-1.417	-0.605	-0.59	-0.678
t199	0.797	-0.178	-1.093	0.532	-0.173	-0.685	0.533	0.912	0.836	1.519	-0.069	0.57	-0.972	-2.399	1.338	-0.342	-0.463	-0.564	-1.745	2.555	0.739	-0.574	0.297	0.863	0.882	0.599	-1.605	-0.549	-0.923	-0.641
t110	0.848	-0.123	-1.343	0.446	-0.308	-0.676	0.587	0.94	0.797	1.45	-0.031	0.547	-0.992	-2.284	1.323	-0.325	-0.494	-0.566	-1.744	2.539	0.828	-0.693	0.293	1.186	0.918	0.697	-1.676	-0.561	-0.957	-0.635
t76	0.978	-0.315	-0.986	0.511	0.068	-0.666	0.664	0.885	0.736	1.369	0.065	0.718	-1.131	-2.446	1.364	-0.402	-0.407	-0.638	-1.847	2.483	0.802	-0.647	0.282	0.942	0.92	0.534	-1.576	-0.677	-0.929	-0.66
t83	1.457	-0.358	-1.861	0.426	-0.133	-0.565	1.353	1.011	0.632	0.996	0.276	1.022	-1.085	-1.99	1.332	-0.427	-0.112	-0.76	-1.738	2.377	1.443	-1.139	0.296	1.588	1.03	0.276	-1.926	-0.986	-1.856	-0.586
t74	1.222	-0.361	-1.704	0.47	-0.048	-0.599	1.112	0.983	0.661	1.158	0.136	0.883	-1.076	-2.199	1.388	-0.284	-0.267	-0.712	-1.947	2.412	1.221	-1.023	0.301	1.165	1.149	0.558	-1.919	-0.858	-1.216	-0.615
t119	2.047	-1.197	-0.825	1.099	1.302	-0.52	1.915	0.812	0.194	0.451	0.814	1.619	-1.71	-2.681	1.583	-0.436	0.112	-1.058	-2.776	2.007	1.598	-1.299	0.23	0.66	1.511	0.052	-2.186	-1.339	-1.294	-0.706
t159	1.292	-0.41	-1.307	0.586	0.026	-0.606	1.179	0.933	0.63	1.044	0.23	0.855	-1.106	-2.208	1.345	-0.314	-0.239	-0.723	-1.757	2.37	1.297	-0.98	0.274	1.248	1.017	0.283	-1.72	-0.879	-1.745	-0.622
t60	0.733	0.126	-1.784	0.594	-0.802	-0.671	0.677	1.045	0.933	1.571	-0.194	0.411	-0.802	-2.066	1.221	-0.242	-0.445	-0.526	-1.432	2.56	0.935	-0.644	0.304	1.401	0.814	0.641	-1.832	-0.578	-1.367	-0.591
t125	1.358	-0.424	-1.128	0.6	0.28	-0.59	1.255	0.935	0.577	1.062	0.248	0.941	-1.147	-2.282	1.374	-0.417	-0.196	-0.772	-2.321	2.371	1.213	-1.011	0.282	1.193	1.063	0.356	-1.764	-0.93	-1.506	-0.624
t58	0.924	-0.224	-1.237	0.647	-0.528	-0.686	0.774	0.988	0.804	1.342	-0.123	0.649	-0.892	-2.067	1.244	-0.268	-0.267	-0.62	-1.311	2.49	1.031	-0.71	0.267	1.22	0.777	0.409	-1.81	-0.648	-1.567	-0.616
t13	1.225	-0.379	-1.572	0.681	-0.259	-0.631	1.115	0.99	0.68	1.103	0.155	0.881	-0.999	-1.972	1.265	-0.374	-0.142	-0.715	-1.593	2.384	1.255	-0.956	0.266	1.353	0.919	0.384	-1.887	-0.851	-1.725	-0.608
t181	1.277	-0.259	-2.043	0.75	-0.597	-0.598	1.303	1.045	0.717	1.086	0.142	0.902	-0.984	-1.852	1.246	-0.373	-0.105	-0.724	-1.341	2.352	1.458	-1.05	0.28	1.556	0.992	0.297	-2.049	-0.93	-1.929	-0.578
t137	1.2	-0.517	-0.92	0.566	0.275	-0.633	0.953	0.917	0.626	1.146	0.106	0.917	-1.131	-2.384	1.406	-0.349	-0.25	-0.722	-2.068	2.379	1.019	-0.852	0.278	0.925	1.05	0.468	-1.758	-0.788	-1.224	-0.644
t75	1.729	-0.838	-1.239	0.875	0.488	-0.558	1.629	0.895	0.388	0.692	0.503	1.339	-1.493	-2.369	1.46	-0.414	-0.008	-0.941	-2.074	2.152	1.545	-1.212	0.245	1.036	1.322	0.182	-2.091	-1.19	-1.399	-0.663
t122	0.662	-0.067	-1.212	0.745	-0.295	-0.723	0.382	0.889	0.877	1.581	-0.048	0.398	-0.968	-2.41	1.297	-0.318	-0.577	-0.502	-1.599	2.547	0.68	-0.518	0.273	0.978	0.804	0.696	-1.633	-0.454	-0.828	-0.665
t180	1.115	-0.349	-1.368	0.83	0.131	-0.65	0.967	0.914	0.659	1.204	0.219	0.8	-1.166	-2.301	1.346	-0.389	-0.313	-0.709	-2.025	2.388	1.066	-0.904	0.259	1.064	1.017	0.567	-1.862	-0.808	-1.05	-0.657
t177	0.862	0.183	-2.268	0.434	-1.207	-0.642	0.905	1.159	0.978	1.535	-0.325	0.545	-0.502	-1.609	1.145	-0.276	-0.201	-0.537	-1.202	2.604	1.191	-0.879	0.326	1.736	0.703	0.48	-1.97	-0.627	-2.035	-0.518
t28	1.025	-0.442	-0.771	0.769	-0.169	-0.681	0.802	0.912	0.707	1.275	-0.035	0.823	-1.129	-2.37	1.344	-0.347	-0.252	-0.7	-1.52	2.407	0.961	-0.665	0.257	0.848	0.935	0.355	-1.825	-0.723	-1.141	-0.659
