V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t35	1.269	1.049	0.248	3.739	0.006	-1.235	-1.528	0.816	1.514	-0.305	-1.41	0.48	-1.192	-0.676	-0.212	0.09	0.78	2.653	-0.194	1.469	-0.036	-1.563	-2.622	1.343	0.196	-1.257	-0.812	-1.729	0.5	-1.387
t87	2.767	1.64	-0.818	6.087	-1.691	-2.243	-2.308	1.33	3.997	0.607	-2.368	1.687	-2.247	-2.377	-1.062	0.685	2.071	4.865	-0.543	3.645	-2.323	-3.277	-4.114	1.685	2.447	-1.598	-2.42	-4.002	2.183	-2.482
t15	1.137	0.997	0.34	3.536	0.153	-1.147	-1.461	0.771	1.296	-0.385	-1.327	0.374	-1.101	-0.53	-0.139	0.038	0.666	2.459	-0.164	1.279	0.163	-1.413	-2.491	1.313	-0.001	-1.227	-0.671	-1.53	0.352	-1.292
t86	-0.333	0.415	1.373	1.256	1.803	-0.17	-0.707	0.264	-1.131	-1.282	-0.399	-0.808	-0.078	1.114	0.685	-0.549	-0.601	0.296	0.17	-0.844	2.387	0.255	-1.039	0.973	-2.2	-0.901	0.89	0.681	-1.295	-0.228
t157	0.863	0.889	0.53	3.132	0.457	-0.968	-1.322	0.677	0.85	-0.552	-1.156	0.157	-0.913	-0.238	0.013	-0.071	0.43	2.06	-0.104	0.893	0.571	-1.104	-2.221	1.25	-0.404	-1.168	-0.384	-1.124	0.048	-1.095
t186	0.497	0.746	0.783	2.594	0.862	-0.729	-1.138	0.552	0.254	-0.774	-0.93	-0.132	-0.663	0.15	0.216	-0.215	0.112	1.528	-0.023	0.382	1.115	-0.692	-1.862	1.166	-0.941	-1.089	-0.005	-0.581	-0.356	-0.832
t154	0.96	0.933	0.456	3.335	0.337	-1.041	-1.378	0.714	1.029	-0.49	-1.228	0.247	-0.989	-0.381	-0.045	-0.027	0.509	2.218	-0.129	1.069	0.406	-1.226	-2.327	1.275	-0.238	-1.192	-0.511	-1.287	0.169	-1.171
t11	1.779	1.253	-0.114	4.55	-0.572	-1.578	-1.793	0.994	2.364	0.007	-1.737	0.894	-1.551	-1.26	-0.5	0.295	1.219	3.41	-0.311	2.218	-0.816	-2.147	-3.131	1.461	0.967	-1.372	-1.363	-2.504	1.076	-1.759
t198	0.134	0.598	1.045	1.973	1.281	-0.479	-0.945	0.423	-0.364	-0.998	-0.691	-0.436	-0.401	0.596	0.423	-0.364	-0.197	0.979	0.064	-0.179	1.684	-0.27	-1.496	1.08	-1.506	-1.004	0.403	-0.018	-0.775	-0.564
t163	0.194	0.626	0.999	2.106	1.205	-0.525	-0.981	0.447	-0.251	-0.959	-0.736	-0.378	-0.449	0.502	0.387	-0.336	-0.149	1.078	0.048	-0.065	1.579	-0.347	-1.562	1.096	-1.4	-1.02	0.321	-0.121	-0.699	-0.612
t18	0.687	0.822	0.649	2.891	0.648	-0.855	-1.236	0.617	0.569	-0.658	-1.05	0.022	-0.795	-0.063	0.109	-0.139	0.276	1.808	-0.066	0.658	0.827	-0.908	-2.05	1.21	-0.656	-1.131	-0.207	-0.868	-0.143	-0.97
t109	1.122	0.993	0.346	3.549	0.164	-1.142	-1.457	0.767	1.281	-0.394	-1.322	0.368	-1.095	-0.538	-0.133	0.033	0.652	2.444	-0.163	1.275	0.175	-1.399	-2.478	1.31	-0.012	-1.227	-0.663	-1.517	0.341	-1.283
t56	1.834	1.273	-0.152	4.628	-0.632	-1.613	-1.82	1.012	2.451	0.04	-1.769	0.936	-1.588	-1.317	-0.531	0.316	1.267	3.487	-0.324	2.29	-0.896	-2.206	-3.181	1.473	1.046	-1.384	-1.415	-2.583	1.135	-1.797
t112	1.167	1.007	0.32	3.573	0.123	-1.165	-1.475	0.78	1.341	-0.368	-1.343	0.394	-1.12	-0.557	-0.155	0.048	0.693	2.499	-0.171	1.312	0.122	-1.443	-2.516	1.319	0.039	-1.234	-0.694	-1.571	0.383	-1.311
t138	-0.239	0.452	1.305	1.413	1.695	-0.234	-0.756	0.296	-0.973	-1.224	-0.459	-0.731	-0.145	1	0.631	-0.511	-0.521	0.435	0.147	-0.704	2.242	0.149	-1.131	0.995	-2.056	-0.922	0.791	0.537	-1.189	-0.296
t44	2.528	1.546	-0.646	5.715	-1.416	-2.079	-2.181	1.249	3.598	0.462	-2.211	1.494	-2.076	-2.106	-0.925	0.591	1.865	4.509	-0.486	3.295	-1.954	-2.997	-3.869	1.631	2.087	-1.542	-2.155	-3.635	1.913	-2.303
t33	0.565	0.768	0.744	2.627	0.8	-0.763	-1.165	0.572	0.343	-0.735	-0.961	-0.092	-0.699	0.124	0.183	-0.193	0.175	1.61	-0.033	0.436	1.036	-0.758	-1.921	1.179	-0.866	-1.099	-0.051	-0.662	-0.294	-0.875
t144	1.763	1.243	-0.1	4.5	-0.547	-1.562	-1.781	0.985	2.325	-0.005	-1.719	0.874	-1.535	-1.226	-0.49	0.285	1.207	3.375	-0.307	2.173	-0.781	-2.119	-3.105	1.456	0.931	-1.367	-1.328	-2.469	1.05	-1.742
