V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t76	-1.113	-0.579	-0.179	0.745	-0.672	-1.504	-0.743	0.639	0.722	1.533	0.121	0.293	-1.32	1.323	-0.438	1.864	-4.707	-0.896	0.228	0.425	-1.852	0.801	0.703	0.259	-1.202	1.056	-0.077	1.78	2.64	0.141
t65	-0.609	-0.985	-0.553	0.278	-0.591	-1.866	0.312	0.791	-0.089	1.257	-0.321	0.141	-0.154	1.4	-0.316	0.644	-1.112	-1.019	-1.346	1.154	-0.852	0.211	2.018	0.065	-1.492	-0.053	0.478	1.346	3.167	-1.907
t72	-0.396	3.549	-1.648	-0.343	0.316	-1.251	-1.57	1.64	2.185	0.644	-1.134	3.918	-5.382	0.059	-1.937	-0.568	-1.982	2.297	-4.034	-0.87	0.801	-2.083	3.488	-1.987	-2.71	-0.838	5.993	1.974	5.723	-4.192
t62	-0.536	-0.338	0.406	1.256	-0.486	-1.461	-2.758	0.136	-0.97	1.598	1.176	0.221	0.165	1.34	0.866	1.178	-2.454	-1.339	-1.373	1.612	-0.32	0.756	-1.448	1.148	-1.39	1.432	-0.988	1.296	2.072	-0.802
t90	0.834	-3.376	0.027	1.181	-1.842	-2.714	2.316	0.793	-1.47	1.352	0.962	-2.739	2.651	1.022	1.299	1.372	0.104	-4.202	1.815	2.099	-2.552	2.235	-0.032	1.811	-0.791	1.586	-4.596	0.89	-0.195	0.136
t112	-1.17	1.553	-1.196	0.152	0.174	-0.873	-2.779	1.34	1.868	1.237	-0.492	2.787	-3.94	0.792	-1.996	0.422	-3.41	1.443	-3.278	-0.553	0.689	-0.861	1.146	-0.761	-1.97	0.285	3.839	1.943	5.024	-1.46
t80	-0.313	-2.476	-0.254	0.597	-0.984	-2.115	0.803	1.061	-0.633	1.314	0.095	-0.888	1.13	1.062	-0.188	0.722	1.02	-2.86	-0.704	1.565	-0.914	0.947	1.81	0.558	-1.065	0.294	-1.461	1.099	2.358	-1.583
t150	-1.708	1.584	-1.319	0.054	-0.159	-0.877	-1.351	0.871	1.503	1.25	-0.409	2.511	-4.219	1.003	-2.451	1.187	-4.048	1.444	-1.672	-0.787	-0.87	-0.575	2.012	-0.909	-1.84	0.309	3.307	1.974	4.908	-0.762
t91	-0.709	1.264	-1.437	0.142	-0.208	-1.351	-1.925	1.362	1.453	1.057	-0.779	2.336	-3.446	0.896	-1.452	0.523	-2.657	1.24	-2.542	-0.462	0.354	-0.936	3.355	-0.702	-2.018	-0.44	3.409	1.867	4.583	-2.802
t55	-0.826	1.649	-0.94	-0.138	-0.748	-1.131	0.11	1.53	0.464	1.207	-0.752	1.894	-2.618	0.819	-1.433	1.05	-4.207	1.401	-0.581	-0.352	-0.848	-0.449	0.158	-1.216	-1.542	0.778	3.482	1.682	3.379	-1.834
t60	-1.807	-0.373	-0.603	0.358	-0.221	-1.509	0.624	0.321	0.563	1.37	0.128	0.665	-1.231	1.954	-0.837	1.04	-3.742	-0.429	-1.511	0.914	-2.016	0.209	2.163	0.004	-1.567	0	0.523	1.7	3.796	-0.494
t13	-0.475	0.287	-0.635	0.328	-0.619	-1.388	-1.045	1.387	-0.035	1.231	0.033	1.228	-1.511	0.398	-1.376	0.517	-0.362	-0.769	-1.381	0.488	-0.109	-0.003	1.032	-0.449	-1.483	0.661	1.294	1.327	3.469	-2.042
t140	-0.913	-2.821	-0.279	0.783	-0.995	-2.248	2.115	0.678	-0.287	1.457	0.351	-1.594	1.868	2.323	0.529	1.219	-2.891	-2.495	-0.139	1.984	-2.564	1.366	1.952	1.156	-0.967	0.155	-2.482	1.388	1.582	-0.239
t30	-0.188	-4.488	1.112	1.411	-1.2	-2.54	0.97	0.111	-1.586	1.633	0.856	-2.759	3.849	1.319	1.689	1.587	0.203	-5.384	0.505	3.236	-1.984	2.249	-0.44	1.5	-0.4	1.659	-4.357	0.849	0.931	-0.406
t175	-0.3	-1.588	0.539	1.065	-0.678	-1.793	-0.895	0.75	-1.289	1.518	1.11	-0.65	1.808	1.022	0.596	0.526	-0.071	-2.988	-1.205	2.32	-0.479	1.094	-0.95	0.943	-1.043	1.34	-2.125	0.934	1.758	-1.27
t168	-1.094	-2.48	0.695	0.958	-0.733	-1.79	0.263	0.22	-1.379	1.589	0.663	-0.944	1.807	1.305	0.191	1.266	0.028	-3.377	-0.573	2.336	-1.338	1.276	-0.225	0.572	-0.747	1.063	-2.015	1.024	2.357	-0.925
t104	-0.788	0.895	-0.772	0.211	-0.708	-1.415	0.225	0.784	0.15	1.159	-0.418	1.39	-2.207	0.873	-0.971	1.223	-2.955	0.325	-0.695	0.232	-1.228	-0.193	0.925	-0.79	-1.565	0.717	2.299	1.593	3.469	-1.77
t42	-1.858	6.592	-2.426	-0.527	0.3	-0.172	-6.75	0.916	1.969	0.648	-0.96	6.361	-9.298	-0.191	-3.525	0.263	-6.474	5.484	-4.599	-2.928	1.491	-3.254	1.872	-2.671	-3.357	-0.228	8.496	2.12	6.688	-3.981
t143	-1.865	2.223	-1.008	-0.208	0.048	-0.932	0.189	0.434	0.714	1.107	-0.357	2.72	-3.952	1.059	-2.144	0.683	-2.926	1.429	-2.254	-0.149	-1.278	-0.933	1.637	-1.43	-2.082	-0.027	3.747	1.8	5.197	-1.478
t26	0.548	-0.888	-0.94	-0.061	-1.053	-2.209	1.919	1.711	-0.027	0.998	-0.598	-0.242	0.003	0.887	-0.148	0.002	0.148	-1.013	-0.978	0.767	-0.728	0.214	1.554	0.036	-1.671	-0.071	0.6	1.238	2.106	-2.106
t126	-0.63	1.028	-0.905	0.529	-0.124	-1.531	-2.747	0.533	0.683	1.174	-0.307	1.875	-2.707	1.298	-0.29	0.794	-2.642	0.85	-2.533	0.137	0.248	-0.715	3.222	-0.017	-2.119	-0.563	2.333	1.792	4.189	-2.87
t48	-0.657	0.355	-1.454	0.342	-0.219	-1.44	-2.857	0.325	1.514	1.285	-0.658	1.589	-3.608	1.393	-1.127	1.305	-3.389	1.181	-1.724	-0.619	-0.153	-0.33	3.276	0.364	-2.139	-0.302	2.168	1.963	4.434	-0.839
t28	-0.682	-0.187	-0.654	0.672	-0.578	-1.362	-1.385	0.457	-0.129	1.519	0.782	0.414	-1.013	1.418	-0.566	1.05	-3.205	-0.41	-0.81	0.785	-1.112	0.698	-0.325	0.938	-1.566	1.311	-0.57	1.395	2.639	0.472
t7	-0.911	1.515	-0.458	0.881	-0.732	-1.135	-3.37	1.211	0.11	1.501	0.907	1.528	-1.878	0.989	-0.5	1.424	-4.913	0.143	-0.263	0.221	-0.706	0.203	0.952	0.171	-1.472	1.344	0.504	1.65	2.538	-1.468
t182	-1.315	-0.735	-0.305	0.823	-0.528	-1.441	-2.141	0.903	0.528	1.665	0.532	0.221	-0.363	1.897	-0.184	1.415	-4.857	-0.739	-0.666	0.913	-1.145	0.732	1.32	0.788	-1.247	0.755	-0.69	1.677	2.501	-0.325
t22	-1.311	2.265	-1.208	0	-0.174	-0.766	-1.62	1.343	0.476	1.147	-0.141	3.027	-3.636	0.532	-2.454	0.36	-1.959	1.286	-2.647	-0.301	0.217	-0.969	1.224	-1.296	-1.854	0.383	3.808	1.612	5.003	-2.377
t10	-2.633	3.793	-1.811	-0.627	0.483	-0.118	-3.138	1.852	2.79	1.034	-1.477	5.151	-6.89	0.314	-4.25	0.422	-5.073	3.499	-3.975	-1.962	0.849	-2.248	2.377	-3.006	-2.115	-0.197	7.618	2.247	7.174	-2.888
t69	-1.468	3.239	-1.829	-0.487	0.158	-0.738	-1.837	1.671	2.073	0.936	-1.269	4.061	-5.409	0.501	-2.973	0.225	-3.674	2.848	-3.233	-1.16	0.459	-1.863	3.123	-2.23	-2.215	-0.314	6.201	2.014	6.086	-3.295
t101	-0.696	3.456	-1.997	-0.481	-0.34	-0.996	-0.146	1.302	1.571	0.832	-1.222	3.461	-5.506	0.473	-2.437	0.626	-4.245	3.121	-1.767	-1.349	-0.618	-1.481	1.988	-1.836	-2.325	0.115	5.695	1.977	4.929	-2.313
t116	-0.836	-0.559	-0.377	0.315	-0.773	-1.712	2.576	0.816	-0.219	1.174	0.043	0.173	-0.649	1.024	-0.796	0.834	-1.397	-1.386	-0.678	1.018	-2.079	0.518	0.191	-0.329	-1.31	0.646	0.306	1.396	2.751	-0.686
t18	-0.802	2.688	-1.345	-0.083	-0.193	-1.028	-2.383	1.865	0.833	0.904	-0.62	3.434	-4.131	0.079	-2.25	0.023	-0.505	1.453	-3.13	-0.745	1.171	-1.548	3.227	-1.653	-2.112	-0.527	4.795	1.695	5.193	-4.393
t185	-0.996	0.343	-0.856	0.171	-0.34	-1.286	-1.477	1.98	0.471	1.187	-0.173	1.745	-1.575	0.608	-1.806	-0.002	-0.009	-0.447	-2.647	0.309	0.653	-0.504	2.648	-0.764	-1.518	-0.216	2.009	1.424	4.217	-3.161
t32	-0.68	-0.987	-0.149	0.699	-0.657	-1.343	-1.956	0.635	0.404	1.672	0.248	0.126	-0.989	1.153	-0.411	1.629	-3.592	-0.922	-0.32	0.457	-0.816	0.992	-1.301	0.739	-1.243	1.699	-0.142	1.574	2.542	0.933
