feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t76	-0.927	0.005	-0.512	0.561	-0.528	-1.476	-1.156	0.776	0.567	1.383	0.054	0.822	-1.6	1.228	-0.576	1.249	-3.605	-0.349	-0.875	0.422	-1.071	0.274	1.121	0.093	-1.507	0.665	0.75	1.674	3.111	-0.844
t65	-0.756	-0.23	-0.558	0.406	-0.506	-1.602	-0.653	0.808	0.199	1.295	-0.075	0.697	-1.06	1.216	-0.521	0.817	-2.172	-0.548	-1.402	0.757	-0.749	0.123	1.324	0.011	-1.566	0.358	0.854	1.489	3.252	-1.494
t72	-0.63	0.926	-0.763	0.281	-0.26	-1.459	-1.345	1.135	0.792	1.136	-0.259	1.68	-2.314	0.773	-0.884	0.425	-2.177	0.158	-2.17	0.28	-0.159	-0.477	1.712	-0.538	-1.861	0.155	2.237	1.632	3.874	-2.286
t62	-0.874	0.55	-0.427	0.709	-0.357	-1.342	-2.196	0.588	0.154	1.392	0.391	1.203	-1.613	1.257	-0.309	1.02	-3.27	-0.042	-1.658	0.63	-0.448	0.045	0.639	0.26	-1.671	0.69	0.934	1.595	3.216	-1.313
t90	-0.246	-1.322	-0.24	0.79	-0.994	-1.918	-0.091	0.805	-0.325	1.377	0.373	-0.477	0.138	1.097	0.156	1.211	-1.797	-1.865	-0.122	1.135	-1.333	0.959	0.481	0.705	-1.225	1.013	-1.116	1.329	1.94	-0.7
t112	-0.823	-0.019	-0.622	0.472	-0.379	-1.453	-1.371	0.925	0.69	1.328	-0.069	1.014	-1.638	1.13	-0.714	0.855	-2.786	-0.282	-1.669	0.464	-0.479	0.066	1.062	0.023	-1.602	0.506	1.178	1.63	3.436	-1.159
t80	-0.569	-1.037	-0.359	0.588	-0.702	-1.747	-0.736	1.025	-0.028	1.346	0.047	0.165	-0.268	1.084	-0.318	0.876	-1.305	-1.444	-1.104	0.992	-0.601	0.465	1.336	0.258	-1.317	0.483	-0.039	1.377	2.803	-1.582
t150	-1.004	-0.119	-0.686	0.451	-0.526	-1.488	-0.758	0.683	0.536	1.346	-0.018	0.787	-1.642	1.3	-0.803	1.192	-3.18	-0.292	-0.979	0.418	-1.17	0.24	1.395	0.081	-1.553	0.524	0.812	1.642	3.297	-0.746
t91	-0.7	-0.124	-0.598	0.553	-0.47	-1.501	-1.742	0.973	0.481	1.338	-0.044	0.957	-1.444	1.07	-0.604	0.918	-2.461	-0.425	-1.506	0.499	-0.289	0.084	1.42	0.091	-1.547	0.469	0.986	1.572	3.347	-1.566
t55	-0.65	-0.187	-0.42	0.477	-0.728	-1.575	-0.561	1.021	0.035	1.369	0.039	0.504	-0.778	1.194	-0.333	1.061	-2.876	-0.561	-0.684	0.698	-0.949	0.353	0.664	0.086	-1.396	0.722	0.587	1.492	2.654	-1.26
t60	-1.256	-0.071	-0.52	0.473	-0.351	-1.475	-0.798	0.685	0.527	1.369	0.053	0.876	-1.353	1.494	-0.612	1.023	-3.492	-0.33	-1.469	0.693	-1.118	0.121	1.533	-0.005	-1.55	0.336	0.879	1.655	3.467	-1.099
t13	-0.458	-0.34	-0.471	0.539	-0.631	-1.635	-1.035	0.907	0.11	1.312	0.107	0.544	-0.992	0.905	-0.501	0.868	-1.701	-0.966	-1.024	0.748	-0.659	0.33	1.012	0.163	-1.502	0.684	0.361	1.42	2.932	-1.333
t140	-0.807	-1.034	-0.451	0.7	-0.678	-1.778	-0.569	0.714	0.138	1.425	0.256	-0.071	-0.168	1.674	0.008	1.145	-3.181	-1.099	-0.833	1.092	-1.301	0.638	1.498	0.671	-1.369	0.457	-0.558	1.518	2.51	-0.831
t30	-0.417	-1.454	0.039	0.844	-0.806	-1.944	-0.233	0.627	-0.478	1.381	0.409	-0.438	0.548	1.093	0.315	1.075	-1.367	-2.296	-0.597	1.596	-1.205	0.87	0.663	0.54	-1.18	0.939	-1.089	1.255	2.264	-1.235
t175	-0.575	-0.193	-0.33	0.662	-0.522	-1.569	-1.346	0.874	-0.046	1.364	0.398	0.579	-0.649	1.104	-0.214	0.734	-2.142	-0.923	-1.425	0.998	-0.522	0.323	0.569	0.344	-1.506	0.759	0.14	1.4	2.789	-1.356
t168	-0.98	-0.648	-0.25	0.607	-0.551	-1.568	-0.755	0.604	-0.092	1.4	0.17	0.429	-0.649	1.249	-0.421	1.111	-2.091	-1.121	-1.102	1.007	-0.961	0.416	0.939	0.154	-1.355	0.618	0.197	1.446	3.095	-1.18
t104	-0.631	-0.638	-0.299	0.669	-0.722	-1.73	-0.49	0.653	-0.167	1.357	0.233	0.184	-0.451	1.238	-0.052	1.156	-2.231	-1.178	-0.703	1.039	-1.153	0.521	1.017	0.334	-1.382	0.705	-0.115	1.435	2.637	-1.222
t42	-0.963	1.726	-1.057	0.27	-0.411	-1.252	-3.001	0.809	0.588	1.104	-0.12	2.174	-3.429	0.717	-1.173	0.74	-3.679	1.022	-2.112	-0.384	-0.116	-0.739	1.195	-0.526	-2.124	0.344	2.56	1.636	3.819	-2.073
t143	-1.221	1.051	-0.737	0.238	-0.268	-1.247	-0.863	0.698	0.461	1.247	-0.076	1.697	-2.444	1.15	-1.133	0.829	-3.007	0.478	-1.779	0.27	-0.84	-0.342	1.276	-0.517	-1.799	0.307	2.106	1.665	3.965	-1.473
t26	-0.174	-0.297	-0.668	0.372	-0.707	-1.751	-0.602	1.077	0.162	1.238	-0.103	0.458	-0.903	0.972	-0.331	0.658	-1.665	-0.666	-1.121	0.655	-0.555	0.219	1.091	0.182	-1.62	0.517	0.629	1.41	2.752	-1.513
t126	-0.73	0.435	-0.579	0.539	-0.364	-1.514	-1.683	0.746	0.308	1.27	0.017	1.223	-1.678	1.175	-0.353	0.819	-2.588	-0.055	-1.837	0.559	-0.344	-0.169	1.598	0.004	-1.746	0.226	1.341	1.597	3.467	-1.987
