#OTU ID	BRA10151H	BRA10152H	BRA10521H	BRA10522H	BRA10523H	BRA10972H	BRA10974H	BRA11061H	BRA11062H	BRA11071H	BRA11072H	BRA11081H	BRA11082H	BRA11481H	BRA11623H	BRA11625H	BRA11631H	BRA11632H	BRA11671H	BRA11673H	BRA11674H	BRA11681H	BRA11682H	BRA11711H	BRA11712H	BRA11713H	BRA11721H	BRA11722H	BRA11723H	BRA11731H	BRA11732H	BRA11733H	BRA11741H	BRA11742H	BRA11743H	BRA11751H	BRA11752H	BRA11841H	BRA11842H	BRA11843H	BRA11851H	BRA11852H	BRA11853H	BRA11854H	BRA11861H	BRA11862H	BRA11863H	BRA11864H	BRA11872H	BRA11873H	BRA11874H	BRA11881H	BRA11883H	BRA11884H	BRA11971H	BRA11972H	BRA11973H	BRA11981H	BRA11993H	BRA11994H	BRA12001H	BRA12002H	BRA12011H	BRA12012H	BRA12013H	BRA12014H	BRA12021H	BRA12022H	BRA12023H	BRA12031H	BRA12032H	BRA12041H	BRA12042H	BRA12043H	BRA12051H	BRA12052H	BRA12053H	BRA12061H	BRA12062H	BRA12071H	BRA12111H	BRA12331H	BRA12332H	BRA12351H	BRA12353H	BRA12361H	BRA12362H	BRA12371H	BRA12381H	BRA12392H	BRA12531H	BRA12532H	BRA12533H	BRA12541H	BRA12542H	BRA12551H	BRA12552H	BRA12553H	BRA12571H	BRA12572H	BRA12573H	BRA12581H	BRA12582H	BRA12583H	BRA12591H	BRA12601H	BRA12602H	BRA12632H	BRA12641H	BRA12651H	BRA12661H	BRA12662H	BRA12671H	BRA12672H	BRA12681H	BRA12691H	BRA12791H	BRA12792H	BRA12801H	BRA12802H	BRA12811H	BRA12812H	BRA12813H	BRA12821H	BRA12822H	BRA12831H	BRA12832H	BRA12841H	BRA12851H	BRA12852H	BRA12861H	BRA12862H	BRA12871H	BRA12881H	BRA12882H	BRA12883H	BRA12891H	BRA12892H	BRA12901H	BRA12911H	BRA12913H	BRA12921H	BRA4611H	BRA4612H	BRA4613H	BRA4614H	BRA4631H	BRA4632H	BRA4635H	BRA4636H	BRA4751H	BRA4752H	BRA4782H	BRA4952H	BRA5182H	BRA5211H	BRA5212H	BRA5221H	BRA5222H	BRA5223H	BRA5224H	BRA5232H	BRA5233H	BRA5421H	BRA5422H	BRA5431H	BRA5433H	BRA5441H	BRA5442H	BRA5451H	BRA5452H	BRA5601H	BRA5621H	BRA5623H	BRA5672H	BRA5673H	BRA8221H	BRA8251H	BRA8252H	BRA8253H	BRA8272H	BRA8273H	BRA9742H	BRA9743H	BRA9744H	BRA9761H	BRA9762H	BRA9771H	BRA9772H	BRA9773H	BRA9781H	BRA9782H	BRA9783H	BRA9791H	BRA9792H	BRA9793H	BRA9811H	BRA9812H	BRA9813H	BRA9841H	BRA9851H	BRA9852H	BRA9855H	BRA9861H	BRA9872H	BRA9873H
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidetes vadinHA17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	7	33	0	0	0	0	35	24	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	12	3	0	0	11	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiotrichales;D_4__Thiotrichaceae	6	11	1	3	0	0	9	38	39	6	89	123	50	22	36	19	27	0	15	23	3	12	22	1290	12	314	12	0	0	10	5	0	8	8	0	0	4	7	2	0	0	0	1	0	0	0	0	33	61	23	36	9	9	3	0	2	6	13	1768	806	275	155	6	23	1	0	29	39	10	13	8	13	0	0	2	14	0	137	575	14	118	7	2	7	11	15	595	45	21	24	22	11	39	22	17	347	36	25	16	1	61	64	12	12	704	40	0	29	4	52	26	78	22	20	310	160	5537	1025	71	235	207	295	85	342	621	99	126	241	56	110	115	65	323	339	361	430	58	47	122	110	501	563	0	12	3	0	9	24	3	1	24	11	1	2	3	2	4	0	0	3	6	13	1	0	0	0	9	0	30	9	12	2	1	0	0	1	0	0	0	4	4	0	32	19	42	268	6	109	6	59	25	64	43	2	22	79	6	14	15	4	5	12	92	1178	182	5
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Rhodopirillaceae	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	7	0	0	0	2	0	0	5	1	0	0	0	0	0	6	1	5	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	13	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae	0	0	0	0	0	0	0	58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	3	8	0	1	0	0	1	0	0	0	1	2	1	0	2	4	3	0	11	8	103	3	7	10	6	4	0	0	3	1	0	13	0	15	0	8	0	59	30	27	14	0	0	0	1	0	3	0	0	11	8	39	0	0	0	33	0	2	0	1	0	6	0	0	0	1	3	21	2	7	6	3	2	36	2	89	212	378	379	0	52	23	481	36	2	128	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	0	54	14	0	0	0	5	0	0	4	20	0	3	2	0	0	4	5	1	0	0	1	2	0	0	0	0	0	0	0	0	4	0	6	4	0	0	0	0	2	0	0	0	11	1	1	1	0	0	0	1	0	0	0	1	5	0	3	2	2	5	3	0	1	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__uncultured;D_4__uncultured proteobacterium	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae	256	563	2841	1984	1367	62	411	865	805	3034	12518	7688	13608	1142	3912	6416	2562	2899	322	475	478	1467	560	239	2124	2366	430	399	363	860	123	40	174	119	160	546	301	761	33	282	53	203	38	353	545	2799	195	164	389	249	196	17	27	140	213	62	81	94	337	291	3087	2285	2093	1927	658	2506	437	217	399	216	69	58	54	165	797	854	963	1181	478	1209	148	3630	4659	23673	1305	4297	79	144	104	67	96	221	1037	264	146	145	369	585	331	312	1091	2062	2496	1081	532	465	231	2520	2108	1048	893	461	444	315	48	585	53	227	930	66	63	84	50	30	406	935	641	302	280	87	82	301	452	192	257	602	1522	420	410	614	394	300	360	90	90	96	65	61	125	659	29	127	55	23	56	535	212	883	224	408	232	447	112	51	13	110	34	153	1275	905	182	298	5199	2044	704	362	797	1460	495	2491	633	346	514	2173	705	508	181	434	674	661	842	989	1079	2284	3234	708	1639	3484	6640	290	550	9577	336	1105	269	566
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prolixibacteraceae	35	356	1994	1968	1846	4	20	0	0	1	11	15	48	209	84	452	100	11	1	2	2	18	20	0	30	36	2	0	0	43	0	5	39	107	36	2119	21267	649	26	3	38	10	3	2	60	16	2	0	0	27	24	0	9	220	33	25	35	2	0	24	172	1709	96	15	188	27	4462	65	33	98	39	1	1	9	89	24	398	45	17	220	0	16	113	0	92	2699	0	156	0	4	4	6	61	255	0	149	3	84	25	1	0	2	0	0	0	1	11	0	0	41	0	12	105	0	24	0	3	0	3	0	0	2	2	4	0	6	0	0	0	5	0	0	0	0	0	0	2	13	0	0	0	0	262	970	321	2109	785	58	958	39	2	0	145	3	1	91	241	1642	1610	197	415	101	38	1	1	47	103	9	27	5468	52	248	546	10527	125	27	0	20	788	1054	24	56	141	417	84	166	1	81	117	189	96	50	1925	1135	141	615	1095	37	136	40	14	75	69	1984	945	38
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__Saccharimonadaceae	0	2	0	0	0	0	0	8	1	0	67	0	8	2	3	1	2	11	0	0	0	2	18	50	32	207	1	8	9	9	2	1	23	17	4	2	3	0	0	0	4	99	28	0	42	10	62	8	9	3	0	0	0	1	225	13	21	5	16	1	30	0	2	0	0	0	0	22	5	0	0	0	0	1	0	0	11	0	0	0	25	0	0	0	4	0	0	0	0	3	0	0	0	4	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	10	0	9	1196	5	0	10	11	5	244	5	4	4	20	0	20	6	0	1	0	0	2	0	0	2	0	0	0	0	0	29	13	22	12	9	16	55	47	0	0	5	1	0	12	28	3	1	2	7	2	0	0	1	2	0	0	3	4	11	0	0	1	50	0	2	0	0	0	0	0	0	2	0	0	0	19	0	0	2	0	27	0	0	0	0	0	0	0	0	5	3	16	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bacteriovoracaceae	0	0	0	1	2	0	10	1	7	0	2	2	4	8	2	6	15	8	3	1	2	0	5	0	0	22	7	12	2	5	0	7	0	12	0	0	0	0	0	2	2	6	4	0	28	2	4	0	1	9	0	0	0	19	0	0	0	92	13	41	7	3	57	9	5	1	1	6	4	3	7	0	1	0	4	6	0	34	14	0	541	1	0	2	7	0	0	2	0	0	0	0	0	2	3	0	0	0	2	0	0	0	0	0	4	0	5	0	0	0	0	11	1	0	5	0	2	13	0	8	9	22	18	10	81	4	3	9	6	6	0	0	0	2	1	0	3	35	19	2	24	2	14	60	5	66	29	25	15	7	1	1	7	0	0	93	42	20	30	21	9	2	0	0	0	3	0	6	3	0	5	0	0	0	4	0	0	1	0	11	0	0	50	8	8	0	1	0	0	0	3	0	23	1	0	8	1	13	0	0	0	3	0	0	0	0
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031;D_4__A4b	0	2	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	11	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Shewanellaceae	2887	11999	445	218	276	18	2981	1	10	15	5	13	7	1583	1608	9918	43	61	65	24	8	62	350	2	25	19	30	8	7	7	53	5	346	46	79	66	196	73	76	139	459	2760	536	715	426	142	84	31	60	32	15	3	257	240	47	3	0	12	6	175	167	102	50	59	67	23	35	128	283	19	51	10	10	8	4	16	0	5	24	12	18	0	0	0	42	0	13	30	14	15	79	1	19	467	37	45	4	2	22	3	0	0	0	0	75	55	84	9	813	55	22	0	0	0	2	3	1	1	54	2	2	1	0	2	1	0	0	0	8	93	14	96	60	226	98	726	101	389	48	149	10	1	633	721	1429	2950	937	410	418	278	101	45	50	130	43	272	111	277	122	402	98	1973	801	45	2	53	22	11	10	794	1711	209	118	168	392	23	61	403	21	22	418	925	141	873	561	77	117	739	104	47	250	288	199	264	467	1542	282	112	406	243	48	164	426	116	215	65
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae	0	0	0	10	4	84	12	5	3	93	0	26	0	29	28	13	22	36	1028	7180	42540	14	54	0	300	3	15	4	171	1	1	2	69	0	0	10	5	3	2	3	69	386	111	35	296	77	32	4	3	2	0	0	74	25	159	51	33	9	45	169	440	23	11	101	20	12	9	79	10	9	327	92	11	18	177	4405	10	0	20	15	253	0	0	0	7	0	0	9	1	1	0	1	3	411	12	24	11	29	57	2	0	0	0	0	5	401	220	1	29	10	1	2	7	23	29	90	2	4	19	10	4	52	9	11	2	2	31	3	1	7	1	0	0	34	8	6	9	18	8	3	58	2	74	68	106	65	34	30	28	52	0	0	10	0	8	379	6	0	0	111	0	0	8	15	1	14	9	3	67	12	19	0	0	14	0	0	0	0	0	1	0	0	15	18	24	13	2	242	3	38	15	0	3	0	7	0	4	0	4	0	11	42	5	27	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiales Incertae Sedis	2	23	7	11	2	13	23	64	48	14	82	24	40	103	18	15	22	22	4	15	3	10	25	19	27	46	44	159	21	7	22	67	7	10	23	14	2	13	1	31	36	68	13	16	333	33	14	13	0	13	4	0	12	27	1027	27	26	34	55	8	3	55	43	40	12	197	2	15	20	50	6	0	1	27	117	31	22	166	160	25	44	62	80	83	215	5	197	3	69	16	32	16	11	76	7	6	8	5	9	1	28	2	3	5	104	8	25	3	13	16	1	6	35	16	17	6	36	31	17	84	33	32	38	175	21	21	19	74	184	157	77	59	54	8	8	23	88	20	5	35	17	7	19	12	20	41	6	2	5	2	15	36	31	28	9	7370	2950	126	154	451	112	22	8	0	1	43	16	0	31	15	11	69	0	30	471	2	0	13	10	32	5	3	51	95	18	37	5	171	10	422	23	26	874	6	38	59	62	63	15	0	14	9	7	67	48	18
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae	137	287	0	9	15	0	0	25	16	6	53	1	2	28	26	29	10	0	6	7	0	19	32	283	27	146	18	13	14	4	3	4	894	120	696	48	850	212	69	261	456	433	8806	88	1586	1071	3401	165	80	58	11	0	0	4	1	146	11	670	109	2	5	3	23	3	7	0	11	5	42	3	4	0	0	38	3	0	12	64	21	12	133	0	0	0	1	0	0	1	9	1	1	3	21	7	10	0	2	0	0	1	0	0	0	26	7	0	0	0	15	11	10	2	0	1	6	0	4	5	3	52	2	0	5	4	9	6	5	220	87	49	53	11	30	8	16	0	77	57	13	18	125	2	0	0	0	0	0	12	4	0	27	4	82	11	0	0	63	45	33	48	985	14	7	0	0	1	3	3	2	139	1019	163	1	35	9	1	79	5	19	26	56	36	47	54	24	125	23	205	24	745	52	26	1076	2	27	21	32	21	10	0	8	0	81	104	158	11
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Deltaproteobacteria Incertae Sedis;D_4__Unknown Family	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae	883	3781	17	12	30	256	30	107	14	4	8	292	42	22	95	95	27	4	86	12	16	33	55	22	29	20	31	17	20	7	21	8	175	58	180	30	348	0	6	37	14	10	12	28	19	11	5	12	4	7	165	3	5	26	15	8	3	0	113	12	5	7	38	19	10	2	7	0	13	1	7	6	0	24	23	11	24	496	493	462	168	52	90	458	49	221	28	308	16	11	5	109	361	56	13	66	0	8	29	8	84	121	119	63	28	45	12	138	21	36	62	4	0	6	6	0	5	7	20	9	21	3	14	0	4	1	5	4	12	30	20	8	28	54	19	23	43	22	23	41	254	74	33	32	19	182	36	1528	100	269	18	10	28	28	0	71	77	82	56	67	81	35	9	5	7	66	13	3	15	2443	539	299	20	163	101	63	56	78	37	91	143	104	275	188	57	55	58	198	309	37	353	21	45	1	26	11	33	103	33	24	70	33	176	92	180	31
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Anaerolineales;D_4__Anaerolineaceae	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	3	3	0	9	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	1	0	0	0	0	5	2	0	0	4	0	3	0	0	0	0	3	0	0	0	0	0	5	0	0	0	2	0	0	0	9	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Negativicutes;D_3__Selenomonadales;D_4__Veillonellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	21	5	0	0	0	38	0	46	35	1085	16	10	27	25	11	0	0	3	1	0	0	0	0	0	0	4	6	6	0	8	0	0	0	0	2	3	0	2	38	44	222	0	0	0	0	0	0	2	9	0	0	0	0	0	1	14	8	24	4	17	0	1	36	31	87	232	472	77	0	39	4	575	32	40	126	3	0	0	2	0	0	0	2	2	5	0	2	1	1	0	0	0	10	0	4	0	26	7	34	0	189	12	26	12	35	15	0	3	0	0	0	0	16	0	3	2	0	0	1	3	10	0	0	1	0	0	0	0	0	0	2	0	1	125	0	63	0	30	8	9835	127	0	42	2	0	0	30	6	6	0	0	0	0	0	0	0	0	0	7	6	15	14	0	6	10	0	2	0	0	1
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiales vadinBB60 group	0	0	0	0	0	0	0	44	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	3	21	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Microbulbiferaceae	2	0	1	2	6	0	1	7	7	8	7	4	23	6	11	4	5	0	2	2	1	0	2	9	6	4	1	2	0	2	60	5	2	2	2	0	0	1	1	0	3	26	0	5	3	3	11	0	1	3	0	0	10	0	6	0	11	3	3	1003	16	10	1	28	0	2	0	25	10	0	2	23	0	0	2	25	0	5	7	0	8	0	0	1	0	0	0	1	0	0	2	0	0	3	0	0	0	3	3	0	0	0	0	0	4	0	0	0	1	14	0	0	5	0	1	5	1	0	66	3	14	58	23	19	0	2	0	0	0	2	23	0	3	1	29	5	9	19	68	14	36	24	35	43	244	54	35	125	19	76	0	0	2	1	0	5	18	1	1	3	4	1	153	15	1	5	1	0	0	1	17	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	3	7	1	0	0	0	0	0	1	12	6	0	0	2	0	2	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae	13	15	8	5	9	0	27	70	2	20	22	15	68	80	188	234	48	264	22	10	2	34	166	16	46	28	8	6	4	3	92	7	4	0	39	1	0	3	0	0	6	15	5	0	23	2	5	0	0	30	2	0	9	79	31	25	6	54	23	222	418	13	47	31	70	3	231	338	2203	59	16	13	23	7	436	119	8	19	29	41	295	0	0	5	5	0	11	35	8	27	130	1029	61	52	23	35	10	2	131	26	6	9	2	0	24	100	113	5	11	63	10	9	16	0	207	50	8	24	456	24	34	116	43	29	8	21	15	3	6	122	52	15	25	124	58	38	62	306	169	68	68	75	410	1894	1172	716	2800	1408	686	505	22	15	392	114	14	466	59	166	175	172	314	296	93	1105	28	232	31	62	80	418	229	66	14	61	1108	20	0	50	37	93	8	10	140	14	71	277	20	250	36	56	60	24	486	13	54	441	47	33	16	2	66	18	18	481	422	15
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1	0	0	0	0	0	2	4	85	0	0	0	0	0	27	0	6	6	6	1	18	2	0	2	3	2	1	3	0	2	0	0	0	1	2	0	6	0	4	1	0	10	48	5	14	64	64	4	2	12	6	2	6	7	12	3	2	0	1	45	2	1	0	7	4	3	0	5	1	1	0	0	0	0	4	17	9	0	40	141	37	8	210	324	404	98	371	0	11	3	1	7	2	4	13	0	1	8	0	4	4	6	5	2	0	1	8	3	0	7	5	4	0	0	6	4	0	0	0	81	4	0	0	0	2	43	37	51	35	0	1	4	0	0	5	0	2	12	2	5	9	20	24	17	8	3	12	0	3	5	27	7	4	3	1	0	9	4	0	2	0	2	25	0	0	2	10	0	0	2	231	3	80	3	60	3	7939	110	2	59	6	5	1	47	36	26	11	0	3	0	3	1	0	0	0	0	4	20	22	13	3	23	2	0	0	0	2
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae	7	72	0	0	0	0	0	9	12	0	3	25	3	29	310	107	10	8	0	4	2	6	2	0	0	23	23	0	1	1	0	2	7	5	128	0	6	0	0	2	0	0	0	2	8	0	5	0	0	7	6	3	1	1	3	0	0	2	0	8	9	4	0	3	9	0	39	12	51	2	0	6	18	68	112	340	0	99	10	5	223	0	0	0	1	2	84	125	0	0	6	134	12	49	28	0	0	0	449	1	0	0	0	0	27	2	0	0	3	57	98	68	2	0	14	2	49	2	1	3	7	64	3	9	0	0	0	1	58	77	3	3	100	105	12	5	99	3576	47	39	8	0	29	39	32	34	856	715	24	28	4	0	48	1945	3	4	5	1	1	0	8	148	335	174	4	7	9	9	0	26	16	124	0	8	11	8	52	13	5	0	0	4	45	7	63	34	14	99	0	71	8	8	36	0	7	0	5	2	0	1	3	2	22	35	2	4
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinilabiliaceae	1	50	1493	20	100	0	8	0	0	0	0	2	3	27	0	0	55	1024	0	3	0	25	2	0	3	5	0	7	4	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	5	25	282	14596	95	1	7	19	0	7	109	0	14	10	118	2	32	6	28	188	440	5	68	8	7	9	0	0	0	20	4	0	0	6	4	0	0	5	0	0	1	0	2	1	0	1	3	57	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	22	53	24	709	158	45	22	4631	11	13	0	11	0	0	279	62	6	4	11	0	0	11	1714	18	10	0	9	0	29	20	139	3	33	35	7	0	17	203	111	5	24	35	53	546	10	0	10	125	842	68	22	153	167	103	345	517	17	59	3	16	186	118	469	4	30
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae	0	0	8	0	23	0	1409	61	65	0	0	10	1	50	73	100	61	148	56	4	4	83	53	2	0	1	24	1	3	0	886	24	13	1	0	1	2	8	3	3	14	329	78	28	32	19	1	0	0	0	0	0	19	19	90	15	0	1	14	66	9	1	29	3	0	8	31	59	25	2	33	6	27	7	22	15	24	844	526	185	20	111	99	231	27	32	0	3	14	9	11	0	6	17	3	5	6	2	19	13	10	0	0	0	264	25	10	0	3	14	6	1	0	3	0	1	0	5	29	3	17	9	13	1	0	0	2	3	0	75	30	16	39	433	239	75	13	143	41	54	8	8	294	1407	525	802	948	2304	763	191	29	5	99	2	0	2173	1	310	20	84	1	7	24	1	131	11	9	80	6	12	86	0	1	29	1	0	0	3	0	4	0	31	49	10	54	4	20	208	10	2	13	22	0	0	0	0	0	0	0	5	4	0	0	8	0	23
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Chromatiales;D_4__Sedimenticolaceae	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	10	24	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	1	5	0	3	7	0	0	0	4	0	0	0	9	0	0	0	141	2	0	1	0	0	0	0	0	0	0	0	0	1	5	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	16	10	0	0	0	0	0	0	0	1	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	15	159	229	20	53	115	10	93	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	21	0	0	0	7	0	0	0	0	0	0	0	29	3	0	158	0	0	1	0	0	3	8	0	12	41	5	0	4	0	0	0	0	69	17	1
