feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t7	0.02	0.01	0.022	0.031	0.011	0.019	0.041	0.17	0.029	0.016	0.021	0.009	0.052	0.021	0.048	0.029	0.03	0.021	0.026	0.049	0.03	0.047	0.025	0.027	0.047	0.035	0.03	0.027	0.036	0.021
t24	0.025	0.014	0.021	0.025	0.016	0.013	0.059	0.106	0.032	0.021	0.026	0.01	0.052	0.02	0.037	0.032	0.031	0.025	0.036	0.055	0.056	0.046	0.026	0.03	0.042	0.03	0.033	0.028	0.036	0.018
t16	0.021	0.011	0.02	0.028	0.028	0.013	0.064	0.143	0.026	0.014	0.026	0.01	0.046	0.025	0.045	0.044	0.03	0.024	0.025	0.034	0.038	0.034	0.028	0.029	0.048	0.028	0.033	0.028	0.037	0.02
t2	0.032	0.01	0.023	0.031	0.017	0.023	0.057	0.083	0.031	0.016	0.027	0.014	0.053	0.024	0.05	0.031	0.035	0.028	0.033	0.025	0.042	0.044	0.03	0.028	0.041	0.048	0.034	0.03	0.041	0.019
t28	0.027	0.011	0.018	0.028	0.025	0.025	0.052	0.102	0.032	0.018	0.025	0.014	0.049	0.021	0.051	0.025	0.032	0.02	0.027	0.042	0.041	0.051	0.027	0.032	0.037	0.057	0.031	0.028	0.034	0.017
t5	0.017	0.009	0.021	0.024	0.018	0.018	0.048	0.105	0.03	0.018	0.032	0.013	0.046	0.02	0.048	0.046	0.027	0.024	0.033	0.037	0.032	0.051	0.028	0.033	0.045	0.046	0.033	0.029	0.05	0.019
t46	0.025	0.013	0.019	0.023	0.011	0.025	0.04	0.137	0.028	0.008	0.025	0.01	0.04	0.028	0.038	0.034	0.029	0.025	0.027	0.049	0.045	0.052	0.025	0.029	0.051	0.04	0.031	0.029	0.049	0.015
t29	0.026	0.012	0.02	0.029	0.018	0.02	0.054	0.15	0.024	0.013	0.025	0.012	0.05	0.022	0.041	0.03	0.027	0.024	0.029	0.047	0.028	0.047	0.028	0.028	0.041	0.046	0.03	0.027	0.036	0.016
t27	0.019	0.011	0.016	0.027	0.024	0.035	0.057	0.174	0.029	0.012	0.027	0.014	0.036	0.021	0.053	0.043	0.031	0.022	0.028	0.019	0.026	0.038	0.028	0.03	0.035	0.027	0.032	0.028	0.037	0.02
t42	0.019	0.009	0.016	0.028	0.019	0.016	0.047	0.138	0.028	0.015	0.025	0.014	0.05	0.025	0.02	0.04	0.027	0.022	0.033	0.047	0.036	0.044	0.028	0.03	0.042	0.061	0.031	0.029	0.04	0.02
t22	0.024	0.01	0.02	0.029	0.017	0.027	0.058	0.104	0.031	0.013	0.027	0.014	0.044	0.02	0.04	0.036	0.036	0.025	0.032	0.026	0.034	0.049	0.026	0.033	0.038	0.057	0.033	0.031	0.048	0.018
t1	0.019	0.009	0.021	0.022	0.018	0.017	0.053	0.097	0.026	0.008	0.028	0.015	0.042	0.017	0.049	0.04	0.026	0.028	0.029	0.067	0.036	0.057	0.027	0.031	0.044	0.053	0.03	0.028	0.039	0.023
