V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t136	2.316	-0.399	-0.837	-0.009	0.813	0.155	0.637	-0.015	-0.467	0.235	0.302	-1.761	-1.006	1.371	-1.776	0.777	0.303	1.251	-0.762	-0.743	-1.062	0.74	1.005	-0.314	1.174	-1.404	0.16	-0.122	-0.909	0.343
t97	1.237	1.142	2.018	-0.733	0.339	-0.768	0.861	-0.074	-1.437	-1.755	0.289	0.978	-0.662	0.225	-2.691	2.033	1.431	0.135	-0.232	0.044	1.799	0.682	0.897	-0.929	0.222	0.362	-2.455	-0.263	-0.992	-1.709
t52	3.158	-0.932	-1.826	1.145	0.948	0.55	0.409	1.218	-1.388	1.261	0.19	-2.803	-1.898	1.716	-1.498	-0.033	-0.857	0.559	-1.211	-1.868	-3.361	1.427	1.693	0.476	1.695	-2.373	0.76	-0.221	0.727	2.328
t72	0.815	-0.512	0.351	-1.625	2.17	-0.066	1.078	-2.318	2.385	-1.044	0.325	-2.255	1.032	1.775	-1.937	2.039	0.217	2.241	0.114	0.993	1.21	-1.432	-0.886	-2.266	3.772	-0.884	1.655	-2.073	-2.62	-2.266
t151	2.485	-0.318	-0.791	0.24	0.666	0.152	0.584	0.39	-0.959	0.323	0.285	-1.614	-1.295	1.279	-1.803	0.66	0.247	0.937	-0.866	-1	-1.332	1.051	1.277	-0.069	0.905	-1.43	-0.133	-0.023	-0.511	0.66
t186	3.198	-0.657	-1.935	0.952	0.346	0.428	0.393	1.122	-1.67	1.173	0.268	-2.085	-2.03	1.409	-1.552	-0.037	-0.022	0.866	-1.258	-1.74	-2.753	1.736	1.892	0.673	0.398	-2.003	-0.023	0.742	0.057	2.103
t25	2.884	0.346	-0.432	0.69	-0.378	-0.085	0.433	1.441	-2.727	0.283	0.309	-0.229	-2.215	0.602	-2.032	0.451	1.001	0.264	-1.138	-1.528	-1.278	2.196	2.237	0.77	-1.236	-0.979	-1.972	1.221	0.031	1.064
t29	2.897	-2.077	-3.139	0.412	2.066	1.05	0.558	-0.472	1.356	1.806	0.252	-4.971	-0.704	2.768	-0.933	-0.06	-1.429	2.259	-0.996	-1.133	-3.587	0.007	0.462	-0.413	3.783	-3.186	3.548	-1.232	-0.771	1.839
t109	1.921	0.691	0.763	-0.231	0.083	-0.432	0.69	0.353	-1.694	-0.814	0.316	0.281	-1.209	0.476	-2.345	1.341	1.289	0.464	-0.599	-0.528	0.496	1.193	1.353	-0.271	-0.334	-0.273	-2.003	0.429	-0.808	-0.599
t120	3.969	0.556	-0.867	2.229	-1.218	-0.004	0.089	3.65	-5.412	1.049	0.197	0.257	-3.927	0.211	-2.074	-0.425	0.561	-1.24	-1.78	-3.085	-3.289	3.914	3.783	2.239	-2.615	-1.367	-3.329	2.252	2.214	3.359
