V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t141	-5.537	-4.166	-4.671	-2.741	-2.771	-3.456	-4.795	-4.398	-3.736	-4.207	-2.678	-2.624	-5.888	-1.071	-4.358	-5.088	-3.924	-6.458	-5.704	-5.275	-6.849	-6.143	-3.942	-3.226	-3.94	-2.219	-5.534	-5.001	-4.933	-4.664
t27	-5.567	-4.04	-5.8	-3.617	-3.69	-4.537	-3.252	-4.993	-4.073	-4.399	-3.214	-3.584	-3.179	-1.277	-5.276	-3.147	-2.686	-4.921	-5.039	-3.807	-4.934	-5.268	-5.213	-3.004	-3.112	-2.436	-5.524	-3.355	-3.931	-3.225
t46	-5.518	-4.129	-4.731	-2.789	-2.832	-3.537	-4.63	-4.419	-3.747	-4.199	-2.706	-2.705	-5.571	-1.065	-4.429	-4.877	-3.78	-6.286	-5.617	-5.108	-6.634	-6.006	-4.022	-3.178	-3.838	-2.216	-5.514	-4.824	-4.812	-4.504
t121	-5.491	-4.089	-4.864	-2.878	-2.917	-3.637	-4.415	-4.47	-3.759	-4.198	-2.74	-2.779	-5.259	-1.065	-4.528	-4.621	-3.608	-6.08	-5.511	-4.911	-6.387	-5.913	-4.148	-3.127	-3.712	-2.215	-5.481	-4.611	-4.668	-4.3
t82	-5.771	-4.503	-4.185	-2.423	-2.43	-3.012	-6.05	-4.256	-3.776	-4.336	-2.583	-2.266	-7.876	-1.191	-4.05	-6.595	-4.978	-7.706	-6.389	-6.477	-8.333	-6.957	-3.35	-3.622	-4.73	-2.334	-5.796	-6.336	-5.834	-5.843
t169	-5.639	-4.087	-6.099	-3.826	-3.895	-4.769	-3.077	-5.145	-4.192	-4.495	-3.351	-3.783	-2.874	-1.371	-5.573	-2.911	-2.562	-4.757	-5.003	-3.649	-4.716	-5.249	-5.448	-3.037	-3.052	-2.536	-5.586	-3.253	-3.842	-3.055
t51	-5.491	-4.07	-4.917	-2.911	-2.96	-3.698	-4.315	-4.487	-3.773	-4.198	-2.764	-2.843	-5.048	-1.064	-4.589	-4.488	-3.52	-5.973	-5.461	-4.805	-6.255	-5.814	-4.209	-3.103	-3.654	-2.22	-5.478	-4.525	-4.594	-4.206
t140	-5.526	-4.133	-4.752	-2.781	-2.824	-3.535	-4.646	-4.403	-3.751	-4.2	-2.699	-2.707	-5.589	-1.062	-4.501	-4.888	-3.79	-6.302	-5.626	-5.118	-6.651	-6.015	-3.986	-3.183	-3.85	-2.219	-5.521	-4.911	-4.82	-4.509
t179	-5.998	-4.374	-6.958	-4.563	-4.648	-5.595	-2.731	-5.758	-4.684	-4.924	-3.934	-4.551	-2.019	-1.806	-6.318	-2.389	-2.354	-4.415	-5.05	-3.338	-4.21	-5.205	-6.37	-3.283	-3.027	-2.976	-5.924	-2.866	-3.739	-2.76
t108	-5.897	-4.672	-4.009	-2.328	-2.325	-2.862	-6.593	-4.238	-3.823	-4.422	-2.58	-2.151	-8.717	-1.275	-3.923	-7.244	-5.441	-8.245	-6.7	-7.001	-8.968	-7.319	-3.156	-3.816	-5.083	-2.412	-5.935	-6.881	-6.235	-6.36
