V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t141	-1.204	0.167	-0.338	1.593	1.562	0.877	-0.462	-0.065	0.597	0.126	1.656	1.709	-1.555	3.262	-0.025	-0.755	0.409	-2.125	-1.371	-0.942	-2.517	-1.81	0.391	1.108	0.394	2.114	-1.201	-0.668	-0.6	-0.331
t27	-1.564	-0.037	-1.797	0.387	0.313	-0.534	0.751	-0.99	-0.07	-0.396	0.789	0.42	0.824	2.726	-1.273	0.856	1.318	-0.918	-1.036	0.197	-0.931	-1.265	-1.21	0.999	0.891	1.567	-1.521	0.648	0.072	0.778
t46	-1.244	0.145	-0.457	1.485	1.442	0.738	-0.355	-0.145	0.527	0.075	1.568	1.57	-1.297	3.209	-0.155	-0.603	0.494	-2.013	-1.343	-0.834	-2.361	-1.732	0.252	1.096	0.436	2.058	-1.24	-0.55	-0.538	-0.23
t121	-1.279	0.123	-0.651	1.335	1.296	0.576	-0.202	-0.257	0.454	0.015	1.473	1.434	-1.047	3.148	-0.315	-0.408	0.604	-1.868	-1.299	-0.698	-2.175	-1.701	0.064	1.086	0.501	1.998	-1.269	-0.398	-0.455	-0.087
t82	-0.972	0.297	0.614	2.376	2.37	1.787	-1.251	0.543	1.024	0.463	2.216	2.534	-3.079	3.608	0.75	-1.796	-0.179	-2.908	-1.59	-1.678	-3.537	-2.159	1.45	1.178	0.07	2.466	-0.997	-1.537	-1.035	-1.044
t169	-1.612	-0.06	-2.072	0.202	0.133	-0.741	0.951	-1.117	-0.164	-0.467	0.677	0.244	1.153	2.657	-1.546	1.117	1.466	-0.73	-0.975	0.379	-0.688	-1.221	-1.42	0.991	0.976	1.492	-1.559	0.774	0.186	0.973
t51	-1.31	0.111	-0.736	1.27	1.221	0.483	-0.134	-0.306	0.408	-0.017	1.417	1.338	-0.867	3.117	-0.408	-0.307	0.661	-1.792	-1.281	-0.624	-2.074	-1.633	-0.028	1.078	0.527	1.961	-1.297	-0.344	-0.413	-0.025
t140	-1.243	0.15	-0.469	1.502	1.46	0.748	-0.363	-0.12	0.532	0.083	1.584	1.576	-1.306	3.221	-0.217	-0.605	0.493	-2.019	-1.343	-0.835	-2.369	-1.732	0.297	1.101	0.433	2.065	-1.238	-0.628	-0.537	-0.226
t179	-1.773	-0.149	-2.734	-0.337	-0.423	-1.369	1.494	-1.533	-0.458	-0.699	0.292	-0.325	2.206	2.42	-2.093	1.836	1.872	-0.189	-0.824	0.888	0.016	-0.98	-2.145	0.943	1.199	1.25	-1.699	1.359	0.486	1.466
t108	-0.878	0.348	1.012	2.693	2.695	2.158	-1.574	0.783	1.198	0.598	2.44	2.87	-3.703	3.745	1.097	-2.225	-0.421	-3.229	-1.68	-1.982	-3.956	-2.3	1.865	1.205	-0.063	2.608	-0.915	-1.862	-1.215	-1.341
t176	-1.525	-0.011	-1.611	0.543	0.471	-0.362	0.595	-0.87	0.011	-0.33	0.895	0.57	0.549	2.794	-1.121	0.656	1.204	-1.068	-1.079	0.056	-1.128	-1.308	-1.011	1.012	0.826	1.634	-1.487	0.469	-0.012	0.634
t32	-0.903	0.332	0.932	2.614	2.611	2.063	-1.499	0.718	1.152	0.562	2.378	2.781	-3.538	3.707	1.04	-2.124	-0.365	-3.151	-1.661	-1.91	-3.852	-2.252	1.753	1.195	-0.034	2.57	-0.939	-1.755	-1.174	-1.275
t19	-1.229	0.154	-0.494	1.489	1.461	0.762	-0.349	-0.132	0.544	0.086	1.595	1.611	-1.372	3.224	-0.198	-0.607	0.493	-2.02	-1.336	-0.839	-2.378	-1.793	0.285	1.104	0.442	2.073	-1.221	-0.607	-0.535	-0.216
t66	-0.833	0.371	1.261	2.867	2.868	2.355	-1.761	0.904	1.288	0.667	2.549	3.04	-4.02	3.813	1.349	-2.469	-0.56	-3.406	-1.736	-2.153	-4.187	-2.344	2.064	1.214	-0.142	2.68	-0.878	-1.994	-1.321	-1.523
t104	-1.037	0.26	0.335	2.147	2.135	1.526	-1.02	0.364	0.902	0.366	2.055	2.3	-2.648	3.508	0.53	-1.495	-0.008	-2.682	-1.525	-1.466	-3.243	-2.068	1.14	1.158	0.165	2.365	-1.053	-1.279	-0.909	-0.835
t134	-1.334	0.092	-0.871	1.147	1.102	0.36	-0.016	-0.407	0.352	-0.066	1.338	1.24	-0.689	3.064	-0.477	-0.165	0.742	-1.683	-1.248	-0.525	-1.935	-1.619	-0.197	1.068	0.577	1.914	-1.317	-0.174	-0.354	0.078
t22	-1.125	0.21	-0.007	1.858	1.835	1.186	-0.731	0.142	0.741	0.24	1.845	1.987	-2.07	3.378	0.24	-1.11	0.208	-2.392	-1.446	-1.193	-2.862	-1.929	0.753	1.131	0.283	2.233	-1.132	-0.956	-0.749	-0.573
t78	-0.969	0.296	0.627	2.374	2.368	1.792	-1.253	0.532	1.027	0.462	2.213	2.541	-3.096	3.605	0.804	-1.806	-0.184	-2.912	-1.591	-1.686	-3.546	-2.165	1.426	1.176	0.069	2.467	-0.995	-1.496	-1.04	-1.055
t153	-1.329	0.101	-0.818	1.206	1.156	0.411	-0.069	-0.355	0.375	-0.043	1.372	1.273	-0.748	3.09	-0.469	-0.222	0.709	-1.728	-1.262	-0.564	-1.993	-1.607	-0.117	1.073	0.554	1.934	-1.312	-0.276	-0.378	0.033
t122	-1.192	0.175	-0.279	1.645	1.613	0.93	-0.513	-0.018	0.62	0.147	1.69	1.75	-1.631	3.285	-0.009	-0.815	0.375	-2.173	-1.385	-0.984	-2.574	-1.821	0.472	1.113	0.373	2.134	-1.192	-0.745	-0.625	-0.371
t48	-1.335	0.096	-0.844	1.184	1.131	0.381	-0.046	-0.365	0.358	-0.054	1.357	1.242	-0.69	3.079	-0.534	-0.186	0.729	-1.705	-1.256	-0.54	-1.954	-1.597	-0.122	1.072	0.563	1.921	-1.321	-0.268	-0.362	0.064
t90	-1.161	0.191	-0.121	1.759	1.727	1.061	-0.633	0.062	0.681	0.194	1.765	1.866	-1.847	3.331	0.148	-0.974	0.285	-2.289	-1.42	-1.096	-2.726	-1.858	0.608	1.12	0.322	2.183	-1.166	-0.838	-0.693	-0.487
