feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t44	0.036	0.084	0.033	0.033	0.02	0.026	0.035	0.029	0.013	0.038	0.026	0.026	0.04	0.033	0.035	0.026	0.02	0.018	0.046	0.03	0.048	0.032	0.042	0.029	0.057	0.033	0.029	0.033	0.029	0.02
t13	0.027	0.081	0.049	0.036	0.019	0.022	0.028	0.039	0.03	0.037	0.028	0.025	0.03	0.058	0.031	0.03	0.025	0.016	0.039	0.03	0.044	0.039	0.031	0.026	0.03	0.032	0.016	0.031	0.039	0.036
t5	0.031	0.067	0.027	0.031	0.018	0.029	0.013	0.032	0.025	0.036	0.031	0.026	0.031	0.043	0.034	0.04	0.022	0.023	0.032	0.028	0.053	0.054	0.052	0.03	0.022	0.034	0.042	0.033	0.03	0.033
t47	0.028	0.065	0.055	0.037	0.021	0.035	0.033	0.031	0.031	0.039	0.031	0.025	0.033	0.038	0.036	0.025	0.032	0.019	0.038	0.032	0.04	0.033	0.036	0.028	0.042	0.034	0.017	0.026	0.034	0.027
t11	0.027	0.064	0.041	0.033	0.03	0.027	0.023	0.029	0.019	0.042	0.028	0.028	0.031	0.037	0.034	0.041	0.028	0.016	0.036	0.027	0.047	0.05	0.036	0.023	0.033	0.033	0.026	0.048	0.039	0.023
t10	0.028	0.073	0.039	0.033	0.029	0.033	0.016	0.037	0.023	0.035	0.029	0.031	0.035	0.036	0.036	0.044	0.027	0.017	0.03	0.032	0.039	0.043	0.043	0.027	0.032	0.034	0.017	0.039	0.041	0.023
t2	0.026	0.052	0.032	0.029	0.027	0.025	0.017	0.029	0.022	0.035	0.029	0.021	0.029	0.06	0.034	0.042	0.017	0.022	0.025	0.04	0.041	0.057	0.045	0.026	0.024	0.033	0.031	0.063	0.038	0.03
t36	0.025	0.065	0.052	0.033	0.027	0.029	0.014	0.026	0.022	0.043	0.029	0.028	0.046	0.026	0.034	0.022	0.015	0.024	0.037	0.034	0.055	0.044	0.039	0.026	0.029	0.034	0.023	0.052	0.03	0.037
t32	0.026	0.065	0.04	0.025	0.029	0.029	0.036	0.037	0.018	0.04	0.028	0.029	0.039	0.033	0.035	0.029	0.015	0.025	0.037	0.032	0.042	0.05	0.047	0.026	0.023	0.036	0.014	0.042	0.044	0.027
t45	0.023	0.052	0.038	0.027	0.024	0.028	0.04	0.035	0.017	0.033	0.039	0.026	0.033	0.07	0.035	0.037	0.022	0.02	0.032	0.029	0.037	0.051	0.043	0.028	0.025	0.033	0.022	0.039	0.039	0.025
t41	0.028	0.058	0.047	0.036	0.018	0.034	0.02	0.038	0.03	0.041	0.027	0.03	0.031	0.042	0.037	0.045	0.022	0.022	0.034	0.03	0.042	0.044	0.039	0.028	0.027	0.033	0.017	0.032	0.041	0.027
t50	0.027	0.051	0.05	0.031	0.016	0.038	0.024	0.034	0.016	0.035	0.032	0.025	0.034	0.065	0.035	0.039	0.032	0.018	0.029	0.032	0.037	0.073	0.035	0.025	0.026	0.034	0.013	0.028	0.041	0.024
