V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t20	-0.716	-0.144	-0.631	-0.461	-2.16	0.217	1.127	0.6	-2	-1.582	1.126	-0.626	2.088	-0.062	-0.553	1.142	-1.552	0.545	2.729	0.739	-0.648	0.792	1.945	0.363	-0.054	-0.57	-1.035	-0.924	-0.819	1.122
t138	-0.844	0.065	0.408	-0.905	2.598	0.604	2.273	1.695	-0.064	-1.079	0.613	-0.785	1.291	-1.733	-1.695	-0.259	-0.473	0.426	0.872	0.854	-0.137	-0.396	2.617	-0.519	-0.814	-0.206	-1.891	-1.622	-0.943	0.044
t39	-2.008	1.001	3.229	-1.851	1.617	2.185	-0.862	4.022	-0.997	1.225	-0.653	-0.689	0.109	-2.489	-3.682	-0.969	2.631	1.658	2.362	1.656	1.451	-1.922	4.508	-2.078	-2.243	1.023	-2.51	-3.356	-0.756	-1.648
t122	-1.283	0.372	1.369	-1.275	2.397	1.095	0.793	2.457	-0.953	0.595	0.138	-0.757	0.88	-1.973	-2.319	-0.448	0.451	0.637	1.823	1.088	0.295	-0.852	3.185	-1.121	-1.282	0.29	-2.111	-2.142	-0.905	-0.447
t23	-1.474	0.542	2.074	-1.508	2.226	1.436	0.113	3.074	-0.907	1.166	-0.122	-0.759	0.58	-2.317	-2.809	-0.447	1.079	0.801	1.923	1.253	0.741	-1.127	3.555	-1.503	-1.645	0.662	-2.254	-2.59	-0.902	-0.872
t150	0.164	-0.9	-3.226	0.411	-1.947	-1.185	3.151	-1.689	-2.926	-3.149	2.243	-0.63	3.319	1.067	1.476	1.966	-4.274	-0.715	2.436	0.05	-2.216	2.266	0.258	1.79	1.407	-1.699	-0.31	0.839	-0.907	2.906
t81	-0.478	-0.309	-1.432	-0.175	-1.56	-0.177	1.851	-0.11	-2.338	-2.393	1.439	-0.601	2.482	0.277	0.074	1.183	-2.202	0.196	2.303	0.559	-1.163	1.107	1.534	0.782	0.427	-0.987	-0.849	-0.313	-0.802	1.669
t110	-0.07	-0.644	-2.277	0.078	-0.017	-0.738	3.288	-0.811	-2.183	-2.822	1.831	-0.677	2.781	0.193	0.643	1.228	-3.243	-0.563	1.749	0.248	-1.686	1.467	0.889	1.161	0.847	-1.353	-0.789	0.24	-0.92	2.141
t146	-0.732	-0.301	-0.832	-0.598	0.409	-0.036	2.032	0.429	-2.24	-0.209	1.041	-0.77	1.972	-0.528	-0.613	0.743	-1.882	-0.082	3.109	0.519	-0.955	0.538	1.721	0.165	-0.13	-0.652	-1.306	-0.857	-0.99	1.033
t164	-0.946	0.029	0.031	-0.825	1.697	0.416	1.386	1.197	-2.033	-0.055	0.692	-0.72	1.597	-1.117	-1.188	0.172	-0.856	0.073	2.22	0.767	-0.524	-0.054	2.348	-0.352	-0.48	-0.305	-1.625	-1.202	-0.907	0.557
t131	-1.98	0.925	3.394	-2.006	3.323	2.175	0.072	4.265	-0.295	1.691	-0.771	-0.812	-0.186	-3.054	-4.059	-1.474	2.602	1.511	2.31	1.588	1.524	-2.218	4.535	-2.318	-2.529	1.096	-2.824	-3.64	-0.885	-2.021
t78	-1.732	0.645	2.279	-1.584	0.523	1.666	-0.252	3.183	-1.461	1.262	-0.265	-0.722	0.5	-1.84	-3.007	-0.571	1.345	1.369	3.428	1.377	0.886	-1.211	3.794	-1.528	-1.817	0.686	-2.204	-2.894	-0.837	-1.033
t103	-1.874	0.721	2.585	-1.758	1.656	1.798	-0.096	3.466	-0.866	1.688	-0.471	-0.782	0.28	-2.272	-3.366	-0.841	1.803	1.434	3.016	1.41	1.036	-1.645	4.021	-1.808	-2.073	0.758	-2.44	-3.13	-0.878	-1.394
t88	-0.771	-0.049	-0.095	-0.721	0.992	0.358	1.56	1.156	-1.183	-0.699	0.833	-0.719	1.647	-1.061	-1.117	0.288	-1.122	0.23	1.763	0.755	-0.495	0.177	2.231	-0.174	-0.427	-0.326	-1.553	-1.193	-0.911	0.625
