feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t16	0.022	0.025	0.019	0.026	0.036	0.035	0.042	0.035	0.024	0.035	0.05	0.041	0.031	0.036	0.03	0.028	0.005	0.029	0.04	0.031	0.036	0.038	0.021	0.029	0.06	0.034	0.035	0.063	0.035	0.029
t26	0.023	0.019	0.024	0.028	0.08	0.031	0.03	0.031	0.031	0.034	0.049	0.03	0.026	0.035	0.05	0.032	0.006	0.033	0.021	0.031	0.035	0.028	0.02	0.035	0.036	0.032	0.037	0.067	0.033	0.032
t44	0.022	0.016	0.025	0.038	0.043	0.03	0.041	0.035	0.017	0.031	0.037	0.036	0.022	0.033	0.059	0.027	0.002	0.032	0.029	0.031	0.034	0.032	0.019	0.041	0.036	0.031	0.031	0.102	0.037	0.03
t14	0.033	0.029	0.024	0.028	0.06	0.028	0.028	0.038	0.025	0.031	0.031	0.051	0.025	0.036	0.055	0.028	0.003	0.033	0.022	0.033	0.035	0.04	0.019	0.028	0.031	0.034	0.034	0.066	0.037	0.033
t27	0.028	0.022	0.023	0.034	0.04	0.034	0.029	0.042	0.025	0.027	0.039	0.041	0.028	0.034	0.051	0.03	0.007	0.034	0.026	0.033	0.032	0.029	0.025	0.031	0.03	0.034	0.038	0.092	0.03	0.034
t35	0.02	0.023	0.022	0.022	0.07	0.03	0.035	0.039	0.028	0.028	0.034	0.036	0.029	0.034	0.054	0.027	0.003	0.028	0.033	0.032	0.032	0.037	0.03	0.028	0.034	0.029	0.036	0.082	0.035	0.03
t12	0.032	0.013	0.019	0.029	0.033	0.03	0.044	0.03	0.014	0.029	0.031	0.041	0.023	0.033	0.052	0.029	0.003	0.029	0.033	0.031	0.035	0.038	0.013	0.029	0.045	0.03	0.032	0.141	0.029	0.03
t13	0.027	0.016	0.023	0.039	0.066	0.025	0.036	0.034	0.03	0.028	0.028	0.046	0.024	0.034	0.05	0.031	0.003	0.032	0.037	0.032	0.035	0.034	0.019	0.041	0.035	0.033	0.037	0.059	0.033	0.034
t48	0.026	0.023	0.025	0.023	0.058	0.028	0.024	0.033	0.024	0.03	0.04	0.044	0.026	0.035	0.062	0.029	0.005	0.033	0.032	0.031	0.034	0.031	0.02	0.034	0.039	0.033	0.033	0.082	0.033	0.03
t40	0.023	0.019	0.027	0.054	0.058	0.031	0.043	0.048	0.02	0.029	0.047	0.04	0.028	0.034	0.054	0.034	0.002	0.027	0.023	0.032	0.032	0.041	0.015	0.029	0.042	0.034	0.038	0.032	0.035	0.03
t38	0.026	0.017	0.018	0.052	0.058	0.029	0.034	0.043	0.043	0.031	0.036	0.041	0.026	0.034	0.058	0.023	0.003	0.031	0.031	0.031	0.031	0.029	0.014	0.031	0.037	0.031	0.036	0.06	0.033	0.031
t17	0.028	0.02	0.024	0.043	0.065	0.027	0.036	0.03	0.021	0.029	0.039	0.043	0.025	0.035	0.035	0.025	0.005	0.035	0.042	0.032	0.037	0.038	0.018	0.036	0.034	0.033	0.037	0.065	0.028	0.032
t2	0.028	0.022	0.02	0.057	0.042	0.025	0.029	0.033	0.022	0.033	0.04	0.046	0.027	0.033	0.061	0.028	0.003	0.038	0.031	0.03	0.031	0.042	0.021	0.03	0.031	0.031	0.039	0.063	0.034	0.031
t1	0.033	0.018	0.025	0.025	0.036	0.036	0.029	0.04	0.032	0.032	0.038	0.037	0.025	0.039	0.043	0.036	0.002	0.032	0.028	0.034	0.035	0.047	0.023	0.036	0.036	0.035	0.043	0.066	0.03	0.031
t3	0.021	0.016	0.021	0.042	0.023	0.035	0.032	0.048	0.029	0.031	0.049	0.044	0.025	0.036	0.08	0.031	0.005	0.029	0.033	0.033	0.034	0.038	0.02	0.031	0.028	0.034	0.04	0.058	0.027	0.028
t46	0.029	0.021	0.026	0.015	0.084	0.039	0.027	0.047	0.045	0.029	0.04	0.042	0.026	0.033	0.049	0.03	0.005	0.029	0.016	0.03	0.034	0.04	0.023	0.03	0.031	0.031	0.034	0.057	0.027	0.03
t11	0.028	0.014	0.029	0.037	0.035	0.031	0.024	0.053	0.028	0.03	0.034	0.045	0.024	0.033	0.066	0.03	0.003	0.029	0.023	0.03	0.034	0.038	0.018	0.029	0.056	0.032	0.033	0.064	0.036	0.032
t49	0.04	0.022	0.022	0.034	0.043	0.031	0.029	0.036	0.025	0.03	0.047	0.048	0.026	0.035	0.036	0.027	0.003	0.031	0.03	0.033	0.037	0.034	0.024	0.039	0.031	0.035	0.04	0.067	0.032	0.032
t15	0.028	0.027	0.026	0.035	0.05	0.032	0.034	0.04	0.037	0.032	0.032	0.049	0.023	0.037	0.053	0.027	0.003	0.03	0.035	0.034	0.036	0.032	0.018	0.032	0.047	0.035	0.033	0.04	0.034	0.031
t50	0.023	0.025	0.023	0.037	0.032	0.031	0.03	0.035	0.027	0.029	0.035	0.043	0.025	0.037	0.045	0.029	0.001	0.028	0.017	0.035	0.033	0.04	0.021	0.03	0.056	0.037	0.04	0.091	0.031	0.033
t28	0.022	0.018	0.028	0.027	0.081	0.026	0.043	0.039	0.038	0.029	0.04	0.035	0.031	0.034	0.055	0.026	0.002	0.031	0.024	0.031	0.028	0.029	0.014	0.034	0.058	0.032	0.034	0.049	0.032	0.029
t5	0.028	0.017	0.02	0.029	0.053	0.037	0.029	0.03	0.014	0.024	0.031	0.042	0.024	0.033	0.052	0.026	0.003	0.026	0.025	0.031	0.03	0.041	0.018	0.027	0.046	0.029	0.032	0.145	0.031	0.026
t10	0.029	0.018	0.029	0.03	0.055	0.034	0.035	0.039	0.023	0.031	0.038	0.036	0.023	0.037	0.065	0.029	0.004	0.031	0.037	0.03	0.035	0.037	0.021	0.032	0.035	0.034	0.037	0.054	0.031	0.029
t7	0.029	0.018	0.022	0.044	0.067	0.029	0.034	0.036	0.023	0.027	0.034	0.038	0.024	0.034	0.053	0.029	0.005	0.028	0.015	0.032	0.033	0.037	0.025	0.03	0.034	0.033	0.037	0.086	0.032	0.031
t30	0.027	0.018	0.024	0.02	0.055	0.032	0.033	0.034	0.029	0.026	0.03	0.041	0.023	0.035	0.047	0.027	0.004	0.037	0.034	0.033	0.03	0.043	0.021	0.027	0.054	0.032	0.031	0.092	0.03	0.031
t39	0.028	0.019	0.025	0.033	0.091	0.025	0.03	0.03	0.026	0.031	0.041	0.035	0.028	0.033	0.054	0.028	0.003	0.032	0.029	0.029	0.032	0.04	0.014	0.032	0.041	0.032	0.03	0.071	0.033	0.027
