feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t84	1.351	0.816	0.921	-0.043	1.532	-1.748	-1.066	-1.176	0.661	-0.519	1.052	0.688	0.852	-1.624	-0.016	-0.388	1.353	-0.161	-0.08	-2.075	-0.237	1.058	-2.099	0.82	-0.282	0.531	-0.084	-1.347	-0.092	1.391
t139	0.928	0.798	0.87	-0.422	0.841	-1.774	-0.798	-0.874	-0.218	-0.217	1.029	0.418	0.67	-1.73	-0.206	0.318	0.905	-0.109	0.292	-1.562	0.158	1.045	-0.68	0.626	0.094	0.083	0.152	-1.797	0.383	0.767
t192	1.548	1.688	0.658	0.828	1.209	-1.874	-1.991	-2.184	-0.362	-0.981	1.846	0.967	1.131	-1.592	0.154	0.243	2.109	-0.469	-0.88	-3.035	-0.307	1.406	-1.418	1.383	-0.011	0.346	-0.733	-0.855	-0.293	1.37
t88	1.049	0.89	0.882	-0.414	0.318	-1.807	-0.751	-0.992	-0.175	0.007	0.943	0.676	0.698	-1.73	-0.396	0.077	0.617	-0.175	0.292	-1.184	0.143	1.801	-1.657	0.616	0.362	0.45	0.062	-1.744	0.389	0.749
t121	1.209	0.593	0.961	-0.458	0.695	-1.78	-0.917	-0.916	0.005	0.11	0.858	0.599	0.673	-1.635	-0.426	-0.245	0.475	-0.112	-0.109	-0.73	0.108	1.743	-1.149	0.49	0.008	0.461	0.147	-1.888	0.262	0.966
t110	1.603	0.812	0.893	-0.277	1.606	-1.755	-1.521	-1.44	-0.596	-0.351	1.368	1.334	0.891	-1.532	-0.153	0.219	1.532	-0.163	-0.283	-1.983	-0.486	1.168	-1.163	0.224	0.218	0.18	0.034	-1.499	-0.141	1.25
t113	1.373	1.07	0.829	0.019	0.592	-1.819	-1.249	-1.531	-0.311	-0.331	1.283	0.999	0.929	-1.629	-0.186	0.071	1.161	-0.27	-0.299	-1.825	-0.034	1.795	-1.889	0.77	0.442	0.48	-0.18	-1.467	0.054	1.145
t96	1.172	0.597	0.955	-0.665	1.542	-1.721	-0.925	-0.756	-0.222	-0.094	0.977	0.78	0.621	-1.642	-0.296	0.223	1.033	-0.035	0.293	-1.362	-0.324	0.847	-0.61	0.228	-0.315	0.105	0.291	-1.786	0.211	0.873
t108	1.152	0.661	0.921	-0.432	0.438	-1.778	-1.002	-1.031	-0.5	0.036	0.996	0.803	0.743	-1.631	-0.384	0.07	0.614	-0.119	-0.094	-0.79	0.138	1.693	-0.925	0.365	0.29	0.315	0.186	-1.968	0.33	0.899
t98	1.337	0.224	1.06	-0.886	1.722	-1.703	-0.896	-0.591	0.215	0.113	0.749	0.74	0.567	-1.602	-0.397	-0.207	0.692	0.033	0.22	-0.905	-0.29	1.023	-1	0.03	-0.208	0.275	0.439	-1.915	0.116	1.039
t107	0.943	0.391	0.999	-1.081	0.689	-1.751	-0.538	-0.442	-0.229	0.308	0.744	0.347	0.475	-1.734	-0.484	0.129	0.218	0.027	0.527	-0.787	0.375	1.311	-0.568	0.15	0.5	0.038	0.52	-2.207	0.568	0.554
t168	1.618	0.899	0.881	-0.202	0.729	-1.825	-1.406	-1.642	-0.232	-0.279	1.344	1.009	0.976	-1.589	-0.132	-0.188	1.087	-0.238	-0.486	-2.137	0.228	1.9	-2.112	0.542	1.235	0.372	-0.096	-1.532	-0.068	1.318
t155	1.321	0.754	0.925	-0.3	0.727	-1.802	-0.973	-1.185	0.226	-0.119	1.003	0.59	0.798	-1.653	-0.239	-0.339	0.736	-0.172	-0.161	-1.582	0.261	1.748	-1.869	0.676	0.51	0.474	-0.002	-1.655	0.132	1.164
t63	1.51	0.724	0.943	-0.291	1.278	-1.774	-1.388	-1.247	-0.194	-0.092	1.143	0.91	0.784	-1.536	-0.299	-0.309	0.964	-0.15	-0.49	-1.257	-0.138	1.587	-1.004	0.411	0.006	0.355	0.026	-1.663	-0.004	1.188
t181	1.135	0.64	0.958	-0.482	0.745	-1.754	-0.904	-0.895	-0.21	0.028	0.907	0.723	0.7	-1.622	-0.355	-0.168	0.66	-0.083	0.006	-0.873	0.066	1.524	-0.978	0.348	-0.017	0.34	0.206	-1.915	0.319	0.943
t143	1.072	0.128	1.081	-1.028	0.909	-1.68	-0.539	-0.413	-0.232	0.321	0.586	0.832	0.559	-1.608	-0.498	-0.133	0.326	0.093	0.395	-0.242	-0.027	1.285	-0.878	-0.173	-0.091	0.281	0.642	-2.291	0.433	0.885
t100	1.48	0.783	0.898	-0.187	0.507	-1.804	-1.23	-1.452	-0.344	-0.136	1.175	1.09	0.917	-1.587	-0.275	-0.072	0.888	-0.213	-0.378	-1.415	0.042	1.98	-1.957	0.516	0.683	0.515	-0.02	-1.68	0.041	1.227
t77	1.22	0.645	0.95	-0.403	1.235	-1.75	-0.999	-0.9	0.181	-0.15	0.933	0.621	0.698	-1.64	-0.261	-0.181	0.884	-0.095	0.071	-1.256	-0.099	1.204	-1.191	0.492	-0.205	0.361	0.136	-1.708	0.153	1.048
t35	1.131	0.74	0.928	-0.155	1.208	-1.735	-1.018	-0.966	0.118	-0.304	0.979	0.657	0.757	-1.613	-0.167	-0.177	1.084	-0.109	-0.063	-1.287	-0.172	1.093	-1.103	0.632	-0.554	0.387	0.068	-1.657	0.162	1.128
t89	1.221	0.775	0.926	-0.481	1.069	-1.758	-1.113	-0.979	-0.315	-0.085	1.075	0.79	0.705	-1.628	-0.305	0.004	0.927	-0.103	0.058	-1.269	-0.074	1.295	-0.818	0.322	0.031	0.202	0.154	-1.767	0.239	0.897
t112	1.473	0.272	1.048	-0.569	1.45	-1.727	-0.944	-0.879	0.615	-0.055	0.794	0.673	0.728	-1.581	-0.26	-0.545	0.709	-0.036	-0.14	-1.169	-0.072	1.314	-1.778	0.339	0.028	0.51	0.256	-1.799	-0.042	1.378
t60	1.413	0.356	1.007	-0.894	1.384	-1.737	-1.023	-0.852	-0.322	0.118	0.968	0.891	0.645	-1.601	-0.382	0.07	0.741	-0.016	0.102	-1.211	-0.111	1.238	-0.852	-0.03	0.414	0.108	0.396	-1.951	0.133	0.99
t71	1.045	0.336	1.049	-0.861	1.78	-1.669	-0.62	-0.372	0.272	-0.008	0.682	0.551	0.515	-1.641	-0.296	-0.179	0.82	0.078	0.521	-1.088	-0.248	0.617	-0.722	0.126	-0.633	0.159	0.487	-1.923	0.293	0.922
t21	1.144	0.618	0.953	-0.602	1.633	-1.72	-1.018	-0.724	-0.092	-0.14	0.952	0.74	0.605	-1.645	-0.292	0.065	1.059	-0.038	0.344	-1.268	-0.339	0.817	-0.674	0.242	-0.388	0.146	0.272	-1.727	0.215	0.854
t39	1.247	1.012	0.884	-0.136	1.398	-1.766	-1.031	-1.156	0.279	-0.444	1.118	0.706	0.802	-1.657	-0.079	-0.141	1.346	-0.179	0.094	-2.152	-0.204	1.087	-1.701	0.759	-0.21	0.385	-0.092	-1.36	0.049	1.134
t23	1.152	0.415	1.024	-0.878	1.451	-1.704	-0.722	-0.598	-0.108	0.076	0.821	0.628	0.575	-1.618	-0.318	-0.114	0.725	0.037	0.285	-1.223	-0.014	0.964	-0.598	0.086	-0.104	0.073	0.446	-1.992	0.299	0.925
t131	1.041	0.85	0.868	-0.191	0.506	-1.812	-0.947	-1.021	-0.032	-0.097	0.973	0.438	0.702	-1.704	-0.343	0.026	0.648	-0.188	-0.047	-1.013	0.153	1.638	-1.062	0.835	-0.056	0.429	-0.02	-1.739	0.318	0.84
t18	1.504	0.164	1.075	-0.774	1.445	-1.692	-1.067	-0.831	-0.057	0.103	0.825	1.117	0.716	-1.517	-0.377	-0.328	0.737	0.021	-0.079	-0.726	-0.294	1.313	-1.326	-0.14	0.037	0.384	0.443	-1.987	0.028	1.274
t169	0.943	0.902	0.896	-0.388	1.133	-1.739	-0.845	-0.829	-0.027	-0.331	1.032	0.508	0.694	-1.706	-0.123	0.096	1.133	-0.085	0.414	-1.782	0.012	0.825	-0.931	0.542	-0.137	0.122	0.146	-1.672	0.348	0.846
t145	1.121	1.263	0.786	0.044	0.355	-1.848	-1.061	-1.408	-0.189	-0.328	1.246	0.614	0.85	-1.718	-0.192	0.094	1.037	-0.294	-0.073	-1.897	0.194	1.767	-1.556	0.984	0.354	0.406	-0.258	-1.457	0.249	0.907
t124	1.188	0.28	1.057	-0.86	1.307	-1.704	-0.766	-0.513	0.032	0.232	0.667	0.737	0.542	-1.603	-0.486	-0.27	0.489	0.033	0.257	-0.428	-0.199	1.255	-0.834	0.031	-0.402	0.343	0.452	-2.042	0.285	0.91
t10	1.046	0.637	0.939	-0.568	0.705	-1.773	-0.749	-0.806	-0.002	0.021	0.861	0.473	0.644	-1.699	-0.349	-0.055	0.562	-0.086	0.209	-1.093	0.216	1.443	-1.078	0.486	0.193	0.293	0.213	-1.895	0.37	0.837
t75	0.993	1.032	0.848	-0.112	1.203	-1.765	-1.08	-0.966	-0.088	-0.358	1.096	0.583	0.692	-1.688	-0.203	0.155	1.221	-0.165	0.196	-1.486	-0.26	0.983	-0.744	0.749	-0.638	0.263	-0.04	-1.514	0.264	0.819
t154	1.485	1.051	0.848	-0.01	1.56	-1.797	-1.411	-1.453	0.004	-0.474	1.351	0.824	0.862	-1.606	-0.075	-0.009	1.496	-0.238	-0.316	-2.321	-0.282	1.206	-1.368	0.786	-0.038	0.296	-0.215	-1.274	-0.127	1.236
t122	1.397	-0.244	1.157	-1.417	1.146	-1.7	-0.693	-0.418	-0.07	0.56	0.57	0.759	0.511	-1.581	-0.594	-0.277	-0.003	0.139	0.156	-0.201	0.169	1.472	-0.875	-0.425	0.671	0.187	0.787	-2.45	0.267	0.991
t105	1.355	0.448	0.991	-0.715	1.689	-1.754	-1.109	-0.77	0.091	0.079	0.906	0.603	0.554	-1.621	-0.417	-0.123	0.73	-0.052	0.016	-1.05	-0.223	1.181	-0.636	0.281	-0.171	0.215	0.254	-1.782	0.101	0.921
t4	1.175	0.464	0.975	-0.585	1.136	-1.734	-0.924	-0.774	-0.208	0.042	0.88	0.7	0.636	-1.616	-0.379	0.065	0.697	-0.042	0.029	-0.81	-0.138	1.216	-0.595	0.29	-0.295	0.251	0.298	-1.954	0.242	0.95
t14	1.043	0.614	0.957	-0.511	0.883	-1.73	-0.85	-0.775	-0.153	-0.062	0.879	0.708	0.676	-1.649	-0.308	-0.048	0.777	-0.051	0.24	-0.961	-0.025	1.239	-1.044	0.322	-0.105	0.296	0.275	-1.892	0.349	0.9
t49	1.006	1.028	0.845	-0.278	0.795	-1.825	-0.882	-0.982	0.028	-0.128	1.048	0.257	0.63	-1.744	-0.302	0.063	0.774	-0.198	0.12	-1.548	0.185	1.45	-0.835	0.916	-0.054	0.256	-0.076	-1.607	0.345	0.704
t30	1.204	0.981	0.849	-0.254	0.532	-1.818	-1.14	-1.247	-0.406	-0.144	1.161	0.806	0.788	-1.679	-0.303	0.105	0.897	-0.213	0.025	-1.462	0.099	1.723	-1.384	0.575	0.516	0.334	-0.034	-1.637	0.254	0.865
t146	1.042	0.837	0.904	-0.64	0.957	-1.754	-0.787	-0.854	-0.345	-0.128	1.039	0.737	0.663	-1.712	-0.258	0.26	0.973	-0.084	0.516	-1.708	0.015	1.117	-1.152	0.34	0.337	0.097	0.235	-1.752	0.372	0.727
t26	1.615	0.555	0.954	-0.241	0.86	-1.778	-1.474	-1.401	-0.38	-0.036	1.142	1.166	0.888	-1.501	-0.344	-0.234	0.837	-0.162	-0.697	-0.903	-0.115	1.924	-1.406	0.304	0.364	0.499	0.066	-1.79	-0.055	1.337
t42	0.783	0.48	1.01	-0.951	0.834	-1.711	-0.38	-0.277	-0.065	0.255	0.562	0.548	0.445	-1.726	-0.519	-0.063	0.375	0.039	0.852	-0.46	-0.012	1.207	-0.889	0.115	-0.308	0.272	0.502	-2.081	0.629	0.524
t114	1.2	0.605	0.949	-0.658	0.985	-1.765	-0.912	-0.886	-0.161	-0.01	0.983	0.615	0.664	-1.666	-0.309	0.046	0.72	-0.073	0.147	-1.384	0.135	1.322	-1.026	0.34	0.422	0.164	0.256	-1.87	0.266	0.893
t123	1.404	0.299	1.024	-0.832	1.398	-1.728	-1.091	-0.842	-0.1	0.027	0.952	0.762	0.679	-1.59	-0.298	-0.12	0.74	0.002	-0.006	-1.203	0.024	1.152	-0.93	0.007	0.497	0.124	0.411	-1.972	0.112	1.091
t196	1.267	0.579	0.955	-0.621	0.912	-1.757	-0.977	-0.928	-0.384	0.077	0.953	0.944	0.683	-1.621	-0.422	0.074	0.717	-0.085	0.088	-0.9	-0.141	1.515	-1.087	0.199	0.142	0.318	0.252	-1.885	0.229	0.898
t197	1.157	0.909	0.9	-0.135	1.247	-1.771	-0.947	-1.027	0.512	-0.359	0.999	0.456	0.739	-1.677	-0.135	-0.304	1.089	-0.163	0.057	-1.8	-0.049	1.191	-1.609	0.87	-0.305	0.444	-0.066	-1.456	0.124	1.099
t7	1.153	0.781	0.91	-0.343	0.893	-1.736	-1.118	-1.054	-0.707	-0.161	1.111	1.043	0.778	-1.584	-0.267	0.182	1.071	-0.1	-0.007	-1.111	-0.192	1.27	-0.692	0.253	-0.142	0.203	0.185	-1.839	0.27	0.946
t101	1.244	0.72	0.926	-0.204	0.79	-1.779	-0.937	-1.112	0.243	-0.196	0.978	0.567	0.803	-1.637	-0.202	-0.276	0.81	-0.152	-0.191	-1.394	0.138	1.535	-1.58	0.723	0.048	0.482	0.012	-1.7	0.135	1.196
t191	0.791	0.31	1.033	-0.967	0.695	-1.69	-0.347	-0.311	-0.228	0.216	0.611	0.478	0.523	-1.684	-0.405	0.001	0.338	0.089	0.585	-0.531	0.237	1.062	-0.493	0.06	-0.125	0.111	0.609	-2.31	0.629	0.703
t142	1.163	0.658	0.946	-0.519	0.958	-1.725	-0.951	-0.915	-0.433	-0.083	0.976	1.075	0.732	-1.615	-0.326	0.113	0.972	-0.069	0.217	-1.046	-0.268	1.271	-1.163	0.155	-0.058	0.304	0.265	-1.837	0.265	0.932
t57	1.242	0.616	0.959	-0.499	1.021	-1.761	-0.947	-0.928	0.025	-0.019	0.927	0.672	0.692	-1.634	-0.327	-0.191	0.728	-0.094	0.004	-1.167	0.021	1.441	-1.201	0.423	0.05	0.348	0.171	-1.798	0.203	1.016
t125	1.486	1.286	0.768	0.2	0.693	-1.853	-1.617	-1.806	-0.455	-0.497	1.513	1.103	1.008	-1.628	-0.115	0.128	1.448	-0.349	-0.413	-2.209	-0.084	1.829	-1.922	0.823	0.736	0.425	-0.352	-1.251	-0.05	1.145
t6	1.29	0.176	1.087	-0.854	1.432	-1.685	-0.83	-0.594	0.209	0.108	0.696	0.732	0.631	-1.573	-0.338	-0.448	0.598	0.064	0.154	-0.792	-0.05	1.113	-1.144	-0.05	-0.048	0.307	0.497	-2.041	0.187	1.161
t76	1.375	0.514	0.967	-0.607	1.131	-1.748	-1.075	-1.05	-0.216	-0.116	1.066	0.823	0.776	-1.605	-0.209	-0.009	0.902	-0.064	-0.047	-1.576	0.085	1.257	-1.229	0.215	0.608	0.162	0.27	-1.855	0.111	1.138
t158	1.274	0.788	0.898	-0.288	1.012	-1.794	-1.13	-1.164	-0.032	-0.209	1.124	0.552	0.769	-1.64	-0.194	-0.112	0.927	-0.158	-0.204	-1.65	0.162	1.401	-1.042	0.648	0.276	0.239	0.014	-1.676	0.136	1.066
t54	1.106	0.545	0.992	-0.483	1.085	-1.726	-0.822	-0.734	0.187	-0.035	0.797	0.586	0.655	-1.625	-0.308	-0.334	0.703	-0.043	0.089	-0.9	-0.023	1.262	-1.122	0.419	-0.349	0.394	0.245	-1.86	0.276	1.017
t5	1.1	0.836	0.901	-0.231	1.161	-1.78	-0.882	-0.97	0.443	-0.301	0.964	0.341	0.709	-1.697	-0.147	-0.251	0.964	-0.147	0.103	-1.775	0.105	1.194	-1.424	0.853	-0.096	0.358	-0.01	-1.546	0.189	1.03
t150	1.535	0.103	1.083	-1.121	1.69	-1.698	-0.963	-0.749	-0.136	0.163	0.88	1.009	0.643	-1.56	-0.355	-0.154	0.731	0.064	0.13	-1.271	-0.129	1.104	-1.167	-0.278	0.6	0.095	0.567	-2.026	0.053	1.149
t92	1.208	0.801	0.895	-0.406	0.654	-1.794	-1.039	-1.102	-0.287	-0.081	1.065	0.785	0.749	-1.672	-0.32	0.066	0.809	-0.157	0.072	-1.325	0.078	1.623	-1.426	0.478	0.486	0.331	0.089	-1.73	0.253	0.89
t198	1.52	0.913	0.882	0.038	1.068	-1.79	-1.438	-1.525	-0.032	-0.404	1.273	0.991	0.952	-1.562	-0.11	-0.251	1.278	-0.229	-0.498	-1.832	-0.12	1.592	-1.807	0.666	0.25	0.483	-0.153	-1.443	-0.103	1.375
t86	1.085	0.473	1.008	-0.757	1.765	-1.687	-0.739	-0.519	0.132	-0.093	0.81	0.599	0.562	-1.643	-0.259	-0.042	0.97	0.033	0.465	-1.292	-0.294	0.61	-0.606	0.185	-0.609	0.117	0.388	-1.84	0.25	0.919
t120	1.515	0.888	0.882	-0.217	1.184	-1.803	-1.371	-1.402	-0.235	-0.232	1.262	0.931	0.838	-1.592	-0.222	-0.023	1.148	-0.211	-0.347	-1.794	-0.139	1.563	-1.401	0.567	0.332	0.336	-0.081	-1.497	-0.042	1.155
t157	1.03	0.362	1.024	-1.053	0.71	-1.776	-0.365	-0.441	0.35	0.396	0.574	0.231	0.45	-1.754	-0.548	-0.261	0.019	-0.01	0.516	-0.773	0.394	1.647	-1.336	0.357	0.441	0.331	0.411	-2.072	0.479	0.659
t194	1.298	0.811	0.914	-0.312	1.06	-1.775	-1.083	-1.129	-0.154	-0.144	1.082	0.778	0.759	-1.612	-0.261	-0.094	0.965	-0.15	-0.136	-1.46	-0.075	1.454	-1.157	0.533	-0.015	0.333	0.035	-1.66	0.133	1.053
t50	1.04	0.709	0.956	-0.579	1.311	-1.74	-0.748	-0.639	0.104	-0.017	0.844	0.473	0.552	-1.674	-0.354	-0.078	0.774	-0.056	0.311	-1.084	-0.148	1.062	-0.672	0.472	-0.608	0.257	0.207	-1.78	0.32	0.78
t177	1.092	0.204	1.057	-1.031	1.467	-1.689	-0.646	-0.391	0.121	0.13	0.678	0.58	0.515	-1.657	-0.376	-0.12	0.584	0.084	0.527	-0.86	-0.066	0.855	-0.769	-0.036	-0.071	0.125	0.568	-2.077	0.332	0.861
t37	1.344	0.778	0.934	-0.459	1.127	-1.749	-1.141	-1.102	-0.487	-0.065	1.09	1.15	0.756	-1.581	-0.334	0.001	1.052	-0.118	0.025	-1.31	-0.297	1.461	-1.228	0.204	0.033	0.31	0.145	-1.695	0.155	0.995
t138	1.667	0.95	0.857	0.261	1.286	-1.802	-1.676	-1.747	0.054	-0.584	1.414	1.003	1.041	-1.527	0.002	-0.243	1.508	-0.275	-0.813	-2.125	-0.195	1.507	-1.802	0.828	0.21	0.493	-0.284	-1.303	-0.291	1.575
t166	1.165	0.662	0.955	-0.705	1.328	-1.745	-0.876	-0.802	-0.14	-0.056	0.976	0.638	0.622	-1.66	-0.277	-0.005	0.893	-0.049	0.295	-1.561	-0.007	1.083	-0.877	0.28	0.161	0.093	0.27	-1.787	0.271	0.848
t115	1.139	0.661	0.944	-0.557	0.93	-1.747	-0.832	-0.902	-0.24	-0.068	0.974	0.722	0.704	-1.646	-0.269	0.033	0.833	-0.071	0.152	-1.385	0.058	1.274	-1.048	0.347	0.17	0.2	0.24	-1.86	0.294	0.945
t32	1.402	1.095	0.848	0.014	1.252	-1.802	-1.308	-1.405	0.043	-0.391	1.248	0.888	0.845	-1.623	-0.166	-0.138	1.34	-0.252	-0.223	-1.975	-0.274	1.482	-1.72	0.812	-0.077	0.469	-0.221	-1.287	-0.033	1.145
t147	0.96	-0.007	1.117	-1.195	0.773	-1.659	-0.365	-0.219	-0.119	0.376	0.452	0.764	0.522	-1.635	-0.51	-0.206	0.166	0.152	0.631	-0.05	0.094	1.21	-1.003	-0.308	0.05	0.275	0.787	-2.433	0.54	0.832
t109	1.382	0.548	0.982	-0.298	1.54	-1.729	-1.019	-1.015	0.469	-0.274	0.941	0.699	0.787	-1.58	-0.142	-0.401	1.065	-0.086	-0.185	-1.532	-0.195	1.095	-1.486	0.533	-0.351	0.446	0.099	-1.629	-0.041	1.373
t174	1.267	1.311	0.753	0.308	0.598	-1.838	-1.402	-1.688	-0.362	-0.597	1.468	0.836	0.995	-1.656	-0.022	0.213	1.464	-0.328	-0.377	-2.275	0.038	1.56	-1.574	1.027	0.375	0.351	-0.348	-1.316	0.063	1.137
t59	1.219	0.75	0.92	-0.561	0.723	-1.786	-0.923	-1.031	-0.274	-0.021	1.045	0.708	0.718	-1.669	-0.312	0.038	0.731	-0.122	0.091	-1.462	0.192	1.555	-1.27	0.412	0.579	0.231	0.165	-1.816	0.274	0.887
t170	1.439	0.685	0.923	-0.132	0.726	-1.789	-1.328	-1.308	-0.077	-0.141	1.074	0.942	0.865	-1.57	-0.304	-0.285	0.832	-0.187	-0.456	-0.927	-0.056	1.831	-1.58	0.525	0.174	0.581	-0.016	-1.705	0.023	1.235
t15	0.91	0.422	1.043	-0.815	1.398	-1.692	-0.452	-0.276	0.397	0.135	0.562	0.35	0.455	-1.678	-0.41	-0.292	0.52	0.051	0.562	-0.696	-0.122	0.914	-0.694	0.302	-0.874	0.3	0.424	-1.973	0.432	0.79
t1	0.946	0.946	0.853	-0.458	0.53	-1.787	-0.79	-0.93	-0.499	-0.1	1.061	0.686	0.671	-1.741	-0.327	0.45	0.856	-0.147	0.428	-1.428	0.042	1.374	-1.05	0.552	0.24	0.186	0.127	-1.763	0.447	0.618
t97	1.256	0.785	0.875	-0.253	0.856	-1.801	-1.105	-1.17	-0.235	-0.146	1.123	0.7	0.754	-1.648	-0.298	0.177	0.891	-0.183	-0.213	-1.315	-0.053	1.507	-0.954	0.676	0.04	0.317	-0.001	-1.703	0.143	0.972
t36	1.15	0.956	0.862	-0.057	0.926	-1.788	-1.149	-1.151	-0.072	-0.273	1.103	0.664	0.768	-1.649	-0.238	-0.03	1.047	-0.197	-0.138	-1.347	-0.109	1.404	-1.066	0.774	-0.315	0.398	-0.088	-1.564	0.186	0.985
t91	1.436	0.648	0.939	-0.368	1.666	-1.757	-1.307	-1.08	0.142	-0.258	1.104	0.741	0.735	-1.604	-0.202	-0.087	1.142	-0.118	-0.146	-1.625	-0.267	1.083	-1.173	0.477	-0.038	0.283	0.082	-1.557	-0.05	1.153
t175	1.305	0.523	0.948	-0.745	0.901	-1.786	-1.092	-0.934	-0.484	0.182	1.008	0.772	0.628	-1.639	-0.482	0.172	0.552	-0.088	-0.036	-0.859	0.032	1.588	-0.646	0.191	0.47	0.168	0.272	-1.963	0.248	0.788
t149	1.317	0.412	0.999	-0.853	1.111	-1.753	-0.954	-0.808	-0.218	0.165	0.911	0.725	0.62	-1.631	-0.417	-0.022	0.565	-0.031	0.104	-1.033	0.054	1.411	-0.95	0.1	0.463	0.179	0.366	-1.974	0.228	0.906
t87	1.194	0.759	0.919	-0.452	0.686	-1.777	-0.905	-1.092	-0.217	-0.132	1.076	0.648	0.783	-1.651	-0.199	-0.049	0.827	-0.118	-0.009	-1.652	0.295	1.463	-1.24	0.463	0.569	0.202	0.14	-1.825	0.264	1.023
t81	1.193	0.393	1.044	-0.697	1.611	-1.674	-0.819	-0.585	0.085	-0.011	0.76	0.846	0.613	-1.578	-0.326	-0.232	0.874	0.035	0.267	-0.88	-0.376	0.899	-0.929	0.079	-0.669	0.307	0.41	-1.9	0.198	1.055
t184	1.32	0.947	0.873	-0.22	1.228	-1.796	-1.209	-1.202	0.028	-0.27	1.163	0.732	0.757	-1.656	-0.228	-0.035	1.133	-0.198	-0.049	-1.764	-0.159	1.367	-1.383	0.681	0.046	0.346	-0.079	-1.455	0.068	1.006
t165	1.299	0.646	0.942	-0.468	1.027	-1.764	-1.013	-1.045	-0.098	-0.109	1.02	0.772	0.749	-1.628	-0.258	-0.075	0.87	-0.108	-0.008	-1.45	0.016	1.408	-1.374	0.413	0.311	0.303	0.158	-1.753	0.148	1.064
t129	1.371	-0.122	1.139	-1.108	1.149	-1.682	-0.618	-0.525	0.042	0.378	0.562	0.881	0.611	-1.552	-0.485	-0.362	0.236	0.106	0.12	-0.358	0	1.415	-1.239	-0.25	0.174	0.363	0.664	-2.31	0.199	1.195
t70	1.264	0.813	0.906	-0.113	0.87	-1.779	-1.072	-1.174	0.056	-0.215	1.041	0.718	0.808	-1.617	-0.234	-0.183	0.943	-0.176	-0.224	-1.308	-0.065	1.542	-1.417	0.692	-0.181	0.494	-0.042	-1.63	0.114	1.16
t9	1.509	0.574	0.979	-0.455	1.364	-1.757	-1.113	-1.152	0.271	-0.204	1.077	0.687	0.813	-1.583	-0.136	-0.353	0.969	-0.098	-0.287	-1.836	0.087	1.293	-1.526	0.439	0.401	0.298	0.122	-1.691	-0.047	1.347
