V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t106	-5.212	-3.655	-3.92	-5.884	-6.898	-3.866	-4.39	-1.865	-2.384	-2.972	-3.712	-3.284	-2.006	-4.28	-3.894	-3.428	-6.857	-5.687	-2.67	-2.917	-5.032	-4.951	-6.756	-4.428	-4.591	-6.559	-4.786	-2.104	-3.845	-3.42
t112	-5.192	-4.244	-4.312	-4.751	-5.417	-1.524	-5.783	-2.709	-3.087	-2.368	-2.958	-4.352	-3.488	-5.103	-4.942	-3.851	-4.563	-5.15	-4.014	-3.508	-3.316	-3.341	-4.432	-1.963	-3.324	-3.951	-5.205	-3.798	-4.019	-4.881
t195	-5.058	-3.657	-3.845	-5.559	-6.543	-2.93	-4.93	-1.899	-2.308	-2.781	-3.423	-3.409	-2.05	-4.462	-4.996	-3.339	-6.181	-5.499	-2.844	-3.034	-4.296	-4.294	-6.203	-3.974	-3.983	-5.963	-4.75	-2.632	-3.542	-3.504
t94	-5.229	-3.724	-3.883	-6.126	-7.237	-3.493	-5.318	-1.849	-2.141	-3.231	-3.678	-3.368	-1.658	-4.186	-6.678	-3.349	-6.819	-5.944	-2.701	-3.267	-4.415	-4.593	-7.121	-5.26	-3.985	-6.984	-4.851	-2.897	-3.394	-3.166
t14	-4.977	-3.766	-3.872	-5.185	-6.071	-2.388	-5.391	-2.066	-2.39	-2.558	-3.052	-3.652	-2.353	-4.352	-5.725	-3.372	-5.397	-5.31	-3.152	-3.179	-3.539	-3.678	-5.497	-3.384	-3.342	-5.185	-4.806	-3.181	-3.46	-3.814
t30	-5.194	-3.753	-3.89	-6.046	-7.198	-2.694	-5.778	-1.893	-2.141	-3.234	-3.78	-3.467	-1.653	-5.044	-7.42	-3.328	-6.639	-5.905	-2.856	-3.413	-4.244	-4.313	-6.956	-5.028	-3.93	-6.805	-4.867	-3.226	-3.176	-3.194
t199	-5.194	-3.686	-3.911	-5.788	-6.721	-4.167	-4.31	-1.896	-2.379	-2.88	-3.41	-3.318	-2.125	-3.444	-3.956	-3.443	-6.605	-5.65	-2.685	-2.896	-4.716	-4.833	-6.586	-4.429	-4.221	-6.369	-4.798	-2.183	-3.935	-3.51
t123	-5.164	-4.004	-4.176	-4.858	-5.448	-3.296	-4.297	-2.438	-3.006	-2.25	-2.801	-3.909	-3.386	-3.458	-2.253	-3.779	-5.122	-5.098	-3.47	-2.942	-4.027	-4.118	-4.798	-2.273	-3.753	-4.35	-5.008	-2.57	-4.49	-4.657
t168	-5.521	-4.773	-4.78	-4.589	-5.004	-1.877	-5.958	-3.336	-3.734	-2.338	-2.74	-4.992	-4.574	-4.632	-4.394	-4.381	-4.026	-5.212	-4.737	-3.837	-3.111	-3.306	-3.812	-1.326	-3.142	-3.201	-5.664	-4.331	-4.762	-5.853
t45	-5.16	-3.656	-3.87	-5.874	-6.925	-3.412	-4.85	-1.847	-2.261	-3.004	-3.642	-3.326	-1.859	-4.374	-5.125	-3.356	-6.673	-5.711	-2.705	-3.054	-4.64	-4.645	-6.736	-4.572	-4.246	-6.552	-4.779	-2.495	-3.577	-3.325
t100	-5.163	-4.133	-4.247	-4.863	-5.619	-1.4	-5.698	-2.582	-2.996	-2.439	-3.197	-4.208	-3.239	-5.613	-4.763	-3.766	-4.876	-5.173	-3.856	-3.436	-3.635	-3.504	-4.687	-2.095	-3.657	-4.243	-5.122	-3.572	-3.895	-4.664
t157	-5.966	-5.22	-5.308	-4.838	-5.24	-1.595	-6.138	-3.873	-4.413	-2.647	-3.415	-5.509	-5.277	-6.102	-3.269	-4.914	-4.431	-5.47	-5.316	-4.179	-4.018	-3.853	-3.906	-0.902	-4.175	-3.246	-6.115	-4.483	-5.391	-6.552
