V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t106	-1.004	0.553	0.288	-1.675	-2.69	0.342	-0.181	2.343	1.825	1.236	0.496	0.925	2.202	-0.071	0.315	0.781	-2.65	-1.478	1.538	1.291	-0.824	-0.743	-2.548	-0.22	-0.382	-2.351	-0.577	2.105	0.364	0.788
t112	-1.207	-0.259	-0.327	-0.767	-1.433	2.461	-1.798	1.276	0.898	1.616	1.027	-0.368	0.496	-1.118	-0.957	0.133	-0.578	-1.165	-0.029	0.477	0.669	0.644	-0.447	2.022	0.661	0.034	-1.22	0.187	-0.034	-0.896
t195	-0.995	0.406	0.218	-1.496	-2.481	1.133	-0.867	2.164	1.755	1.282	0.64	0.654	2.013	-0.399	-0.933	0.724	-2.118	-1.436	1.219	1.029	-0.233	-0.231	-2.14	0.089	0.08	-1.901	-0.687	1.431	0.521	0.559
t94	-0.878	0.628	0.469	-1.775	-2.887	0.859	-0.967	2.503	2.21	1.12	0.674	0.983	2.693	0.165	-2.327	1.003	-2.469	-1.593	1.651	1.084	-0.064	-0.241	-2.771	-0.908	0.366	-2.633	-0.499	1.454	0.957	1.185
t14	-1.041	0.171	0.065	-1.249	-2.135	1.548	-1.455	1.871	1.546	1.379	0.884	0.284	1.584	-0.416	-1.789	0.565	-1.461	-1.374	0.785	0.757	0.397	0.258	-1.561	0.552	0.595	-1.249	-0.869	0.755	0.477	0.122
t30	-0.826	0.616	0.479	-1.677	-2.83	1.675	-1.409	2.476	2.228	1.135	0.588	0.901	2.716	-0.675	-3.053	1.041	-2.271	-1.536	1.512	0.956	0.125	0.056	-2.589	-0.66	0.439	-2.438	-0.498	1.143	1.193	1.175
t199	-1.06	0.449	0.224	-1.653	-2.587	-0.032	-0.175	2.239	1.756	1.255	0.724	0.817	2.009	0.691	0.178	0.692	-2.471	-1.515	1.45	1.239	-0.582	-0.698	-2.452	-0.294	-0.087	-2.235	-0.664	1.952	0.2	0.625
t123	-1.324	-0.165	-0.337	-1.018	-1.609	0.544	-0.457	1.402	0.834	1.59	1.039	-0.069	0.454	0.382	1.587	0.061	-1.282	-1.258	0.37	0.898	-0.187	-0.278	-0.958	1.567	0.087	-0.51	-1.168	1.27	-0.65	-0.817
t168	-1.39	-0.642	-0.649	-0.457	-0.873	2.254	-1.827	0.795	0.397	1.794	1.392	-0.86	-0.443	-0.501	-0.263	-0.25	0.106	-1.081	-0.606	0.295	1.02	0.826	0.319	2.806	0.99	0.93	-1.533	-0.2	-0.631	-1.722
t45	-0.952	0.552	0.339	-1.666	-2.718	0.797	-0.642	2.362	1.947	1.205	0.566	0.883	2.35	-0.166	-0.917	0.852	-2.466	-1.503	1.503	1.155	-0.432	-0.437	-2.529	-0.364	-0.038	-2.344	-0.57	1.714	0.632	0.883
t100	-1.152	-0.121	-0.236	-0.852	-1.608	2.611	-1.687	1.429	1.015	1.573	0.814	-0.196	0.772	-1.602	-0.752	0.245	-0.865	-1.162	0.155	0.575	0.376	0.507	-0.676	1.917	0.354	-0.232	-1.111	0.439	0.117	-0.652
t157	-1.441	-0.695	-0.782	-0.313	-0.715	2.93	-1.613	0.652	0.112	1.879	1.111	-0.984	-0.752	-1.577	1.256	-0.389	0.095	-0.945	-0.791	0.347	0.508	0.672	0.62	3.624	0.35	1.279	-1.591	0.043	-0.866	-2.027
t198	-0.94	0.626	0.348	-1.675	-2.775	0.915	-0.43	2.413	1.913	1.211	0.34	0.964	2.413	-0.747	-0.118	0.871	-2.679	-1.454	1.574	1.259	-0.825	-0.62	-2.581	-0.172	-0.472	-2.404	-0.518	2.018	0.612	0.93
t172	-1.437	-0.781	-0.804	-0.237	-0.601	3.008	-1.978	0.57	0.114	1.898	1.29	-1.11	-0.85	-1.394	0.334	-0.408	0.403	-0.951	-0.943	0.2	0.951	0.965	0.8	3.607	0.776	1.48	-1.649	-0.354	-0.784	-2.12
t53	-0.952	0.496	0.289	-1.552	-2.591	1.136	-0.83	2.273	1.853	1.253	0.531	0.773	2.201	-0.66	-0.968	0.809	-2.285	-1.439	1.339	1.082	-0.36	-0.287	-2.292	-0.038	-0.044	-2.077	-0.61	1.562	0.645	0.737
t67	-0.896	0.504	0.344	-1.542	-2.623	1.572	-1.275	2.301	1.977	1.223	0.581	0.744	2.359	-0.82	-2.151	0.887	-2.121	-1.458	1.311	0.955	0.002	0.007	-2.278	-0.173	0.269	-2.075	-0.595	1.2	0.92	0.844
t55	-1.245	-0.226	-0.272	-0.952	-1.56	1.13	-1.341	1.382	1.021	1.561	1.284	-0.2	0.58	0.414	-0.836	0.155	-0.812	-1.299	0.217	0.607	0.689	0.356	-0.814	1.31	0.905	-0.366	-1.193	0.454	-0.216	-0.735
t84	-0.9	0.649	0.426	-1.74	-2.855	0.886	-0.661	2.488	2.084	1.16	0.476	1.01	2.587	-0.374	-1.182	0.957	-2.628	-1.523	1.642	1.192	-0.5	-0.461	-2.719	-0.567	-0.099	-2.565	-0.488	1.791	0.804	1.102
t66	-1.109	0.205	0.07	-1.412	-2.233	0.54	-0.733	1.947	1.552	1.347	0.972	0.449	1.543	0.628	-0.667	0.528	-1.821	-1.458	1.004	0.965	0.019	-0.222	-1.885	0.182	0.421	-1.59	-0.85	1.279	0.139	0.185
t115	-0.854	0.641	0.461	-1.702	-2.845	1.241	-1.07	2.49	2.166	1.149	0.523	0.963	2.675	-0.581	-2.185	1.012	-2.444	-1.523	1.579	1.071	-0.168	-0.18	-2.647	-0.619	0.18	-2.496	-0.484	1.457	1.03	1.155
t171	-0.926	0.843	0.474	-1.936	-3.109	0.313	0.321	2.684	2.075	1.12	0.122	1.328	2.771	-0.488	1.112	0.988	-3.377	-1.526	2.018	1.567	-1.543	-1.214	-3.174	-0.629	-1.044	-3.066	-0.355	2.794	0.532	1.313
t11	-1.492	-1.045	-0.981	0.041	-0.215	3.435	-2.622	0.237	-0.131	2.008	1.557	-1.527	-1.33	-1.395	-0.554	-0.592	1.135	-0.879	-1.428	-0.098	1.643	1.499	1.453	4.138	1.333	2.214	-1.855	-1.095	-0.847	-2.619
t78	-0.913	0.742	0.504	-1.928	-3.037	-0.197	-0.186	2.639	2.215	1.1	0.568	1.227	2.771	0.644	-0.799	1.015	-2.973	-1.623	1.931	1.362	-0.675	-0.797	-3.116	-1.158	-0.101	-3.006	-0.416	2.177	0.692	1.327
t140	-1.034	-0.031	-0.103	-0.878	-1.747	3.518	-2.287	1.558	1.262	1.505	0.739	-0.144	1.142	-2.278	-2.359	0.424	-0.789	-1.179	0.203	0.44	0.708	0.868	-0.773	1.714	0.601	-0.366	-1.023	0.048	0.616	-0.36
t193	-1.202	0.21	-0.053	-1.378	-2.162	0.255	0.063	1.878	1.254	1.422	0.685	0.478	1.248	0.179	1.931	0.375	-2.156	-1.359	1.01	1.211	-0.864	-0.776	-1.82	0.769	-0.464	-1.493	-0.869	2.016	-0.339	-0.055
t197	-1.488	-0.754	-0.795	-0.37	-0.69	1.987	-1.47	0.628	0.133	1.871	1.408	-0.987	-0.837	-0.344	1.03	-0.429	0.154	-1.03	-0.754	0.351	0.765	0.625	0.542	3.222	0.744	1.201	-1.636	0.004	-1.026	-2.06
t149	-0.731	1.331	0.969	-2.563	-3.964	-1.189	0.661	3.411	2.937	0.808	0.156	2.116	4.097	1.063	-0.545	1.522	-4.36	-1.846	3.02	1.859	-1.577	-1.602	-4.59	-2.744	-0.747	-4.691	0.051	3.319	1.163	2.584
t141	-0.874	0.786	0.568	-1.982	-3.125	-0.066	-0.327	2.714	2.342	1.058	0.588	1.282	2.941	0.692	-1.41	1.091	-2.997	-1.661	2.005	1.335	-0.547	-0.718	-3.24	-1.387	0.04	-3.153	-0.376	2.077	0.853	1.48
t19	-1.144	0.043	-0.111	-1.108	-1.896	1.621	-1.086	1.668	1.213	1.481	0.807	0.122	1.094	-0.729	-0.183	0.356	-1.396	-1.276	0.562	0.812	0.01	0.053	-1.236	1.231	0.179	-0.858	-0.983	0.993	0.051	-0.292
t166	-1.36	-0.701	-0.689	-0.308	-0.749	3.028	-2.329	0.692	0.333	1.835	1.334	-1.026	-0.508	-1.282	-0.892	-0.265	0.415	-1.005	-0.822	0.135	1.276	1.17	0.631	3.196	1.088	1.268	-1.576	-0.587	-0.455	-1.855
t8	-1.161	-0.126	-0.212	-0.916	-1.65	2.146	-1.664	1.454	1.084	1.545	0.974	-0.168	0.827	-0.886	-1.109	0.259	-0.861	-1.228	0.225	0.573	0.557	0.503	-0.789	1.587	0.61	-0.36	-1.115	0.389	0.102	-0.594
t62	-1	0.348	0.179	-1.418	-2.383	1.38	-1.047	2.088	1.696	1.311	0.668	0.554	1.896	-0.595	-1.151	0.687	-1.943	-1.406	1.089	0.952	-0.094	-0.086	-1.967	0.274	0.174	-1.705	-0.73	1.25	0.532	0.444
t33	-1.161	-0.076	-0.18	-0.988	-1.729	1.913	-1.445	1.525	1.13	1.522	0.946	-0.07	0.9	-0.728	-0.808	0.287	-1.04	-1.253	0.341	0.654	0.387	0.342	-0.951	1.432	0.496	-0.538	-1.075	0.593	0.065	-0.495
t192	-1.193	-0.461	-0.361	-0.622	-1.208	2.849	-2.73	1.097	0.953	1.632	1.486	-0.666	0.325	-0.543	-3.441	0.104	0.157	-1.212	-0.36	0.103	1.795	1.372	-0.085	1.873	1.752	0.434	-1.359	-0.837	0.208	-1.07
t175	-1.469	-1.19	-1	0.16	-0.048	3.966	-3.382	0.108	-0.08	2.018	1.861	-1.755	-1.445	-1.199	-2.5	-0.601	1.693	-0.903	-1.691	-0.394	2.476	2.082	1.739	4.086	2.12	2.53	-1.952	-1.896	-0.617	-2.738
t132	-1.034	0.161	0.087	-1.271	-2.143	1.443	-1.528	1.886	1.605	1.363	0.983	0.29	1.606	-0.137	-2.225	0.584	-1.414	-1.407	0.794	0.725	0.562	0.323	-1.601	0.376	0.799	-1.292	-0.87	0.65	0.518	0.164
t146	-1.333	-0.23	-0.414	-0.872	-1.455	1.121	-0.625	1.283	0.681	1.653	0.929	-0.21	0.254	-0.397	1.835	-0.01	-1.101	-1.164	0.164	0.831	-0.226	-0.15	-0.656	2.086	-0.067	-0.168	-1.22	1.155	-0.671	-1.025
t186	-0.955	0.568	0.334	-1.672	-2.738	0.828	-0.577	2.367	1.928	1.205	0.51	0.895	2.367	-0.26	-0.66	0.848	-2.522	-1.494	1.526	1.184	-0.539	-0.496	-2.543	-0.309	-0.162	-2.363	-0.563	1.795	0.611	0.883
t58	-0.703	1.359	1.002	-2.581	-4.019	-0.788	0.522	3.447	3	0.781	0.11	2.129	4.205	0.832	-0.892	1.566	-4.367	-1.855	3.043	1.829	-1.541	-1.531	-4.636	-2.771	-0.74	-4.751	0.074	3.232	1.289	2.664
t98	-1.082	0.184	0.01	-1.236	-2.109	1.513	-1.035	1.85	1.403	1.413	0.706	0.314	1.443	-0.773	-0.426	0.496	-1.66	-1.319	0.794	0.89	-0.103	-0.038	-1.544	0.873	0.094	-1.216	-0.869	1.157	0.246	0.019
t26	-1.092	0.121	-0.06	-1.108	-1.971	1.95	-1.2	1.739	1.271	1.469	0.633	0.183	1.27	-1.37	-0.271	0.433	-1.481	-1.241	0.612	0.824	-0.095	0.089	-1.273	1.302	0.002	-0.912	-0.919	1.031	0.228	-0.168
t40	-1.337	-0.678	-0.695	-0.262	-0.748	3.776	-2.422	0.689	0.3	1.843	1.143	-1.048	-0.493	-2.117	-0.707	-0.255	0.396	-0.948	-0.87	0.123	1.1	1.204	0.706	3.509	0.82	1.348	-1.561	-0.581	-0.372	-1.867
t69	-1.168	-0.213	-0.287	-0.775	-1.491	2.932	-1.932	1.326	0.96	1.595	0.923	-0.337	0.619	-1.578	-1.214	0.19	-0.614	-1.154	-0.004	0.459	0.639	0.707	-0.486	2.053	0.586	-0.017	-1.182	0.143	0.117	-0.799
t1	-1.37	-0.564	-0.634	-0.465	-0.938	2.581	-1.668	0.851	0.375	1.794	1.143	-0.785	-0.361	-1.214	0.441	-0.223	-0.101	-1.03	-0.542	0.384	0.63	0.671	0.268	3.024	0.544	0.87	-1.477	0.068	-0.613	-1.663
