V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t187	-1.728	0.048	0.383	0.289	0.735	0.015	0.067	-0.291	0.827	1.607	-1.064	0.479	0.489	-0.166	0.22	-1.008	-0.513	0.312	-1.568	0.694	-2.007	-0.164	0.379	0.346	-0.387	1.457	1.148	0.99	-0.543	-1.048
t152	-1.186	-0.331	-0.543	0.506	0.432	-0.534	0.959	0.912	2.413	0.919	-2.493	0.066	0.561	2.75	0.422	-0.664	-1.166	0.977	-0.454	-0.968	-0.989	0.261	-0.027	-0.584	-1.771	1.425	0.966	0.106	-0.724	-1.243
t175	1.418	0.47	0.473	0.375	1.412	-0.587	-0.258	-0.422	0.992	-0.927	0.296	0.485	1.244	0.732	0.654	-1.237	-0.871	0.037	-0.565	-1.555	-0.064	-1.224	-0.331	-0.271	-1.905	0.825	0.212	-0.166	0.64	0.118
t25	0.645	1.192	0.724	0.537	1.439	-0.561	-0.96	0.165	0.958	1.503	-0.311	0.465	1.029	-0.586	0.577	-1.97	-0.777	0.061	-1.255	-1.167	-2.554	-0.671	0.769	-0.966	-0.341	1.776	-0.674	0.424	-0.136	0.664
t137	0.185	0.711	0.971	0.219	1.397	-0.198	-0.509	-0.989	-0.093	0.82	0.775	0.623	0.611	-1.223	0.346	-1.397	-0.35	-0.284	-1.658	0.286	-2.036	-0.988	0.341	0.575	-0.333	1.257	0.258	0.672	0.061	-0.048
t144	-0.576	0.19	0.571	0.256	1.015	-0.412	0.108	-0.294	0.643	0.224	-0.312	0.419	0.398	0.226	0.292	-1.032	-0.62	0.174	-1.277	-0.281	-1.511	-0.602	0.248	0.972	-0.741	1.223	1.124	0.605	-0.325	-0.707
t160	-0.903	0.242	0.123	0.117	0.848	-0.795	-0.062	0.423	1.092	2.804	-0.766	0.233	0.067	0.204	0.206	-0.696	-0.91	-0.363	-1.43	1.042	-2.678	-0.242	0.186	0.774	-0.376	1.652	0.471	0.314	-1.197	-0.381
t178	-0.623	0.552	0.333	0.391	0.986	-0.572	-0.027	0.315	1.016	2.597	-0.863	0.253	0.588	-0.01	0.377	-1.281	-0.727	0.116	-1.431	-0.072	-2.297	-0.243	0.356	-0.693	-0.519	1.762	-0.116	0.564	-0.635	-0.098
t88	-2.569	0.537	0.765	0.124	1.01	-0.097	-0.588	-0.303	0.136	4.234	-1.327	0.491	0.131	-2.35	0.088	-1.334	-0.378	-0.122	-2.506	1.904	-3.767	0.184	1.475	0.236	1.183	2.115	0.638	1.416	-1.035	-0.301
t105	-1.771	-0.051	0.601	-0.215	0.752	-0.146	-0.873	-0.746	0.275	1.521	-0.513	0.462	0.038	-0.971	0.045	-0.755	-0.442	0.089	-1.726	2.032	-1.786	-0.205	0.443	1.625	-0.047	1.332	1.717	0.774	-0.55	-0.911
t123	-0.92	0.563	-0.005	0.676	0.739	-0.549	-0.196	0.988	2.056	2.477	-2.325	0.174	0.625	1.367	0.504	-1.61	-0.834	0.907	-0.883	-1.497	-2.762	0.295	0.75	-1.274	-0.789	2.1	-0.143	0.528	-0.761	-0.205
t107	-1.763	0.22	0.223	0.479	0.755	-0.354	0.268	0.4	1.547	1.433	-2.543	0.237	0.588	0.522	0.348	-1.497	-0.787	0.929	-1.295	-0.738	-2.287	0.203	1.306	-0.154	-0.278	1.838	0.925	0.863	-0.614	-0.777
t60	-0.959	0.153	0.116	0.476	0.88	-0.166	0.14	0.026	1.507	1.031	-1.565	0.411	0.912	0.734	0.429	-1.277	-0.817	0.538	-1.033	-0.253	-1.555	-0.32	0.434	-0.448	-0.852	1.33	0.657	0.449	-0.337	-0.639
t130	1.23	0.891	0.33	0.441	1.248	-0.773	-0.74	0.474	1.289	1.156	0.213	0.321	0.663	0.981	0.528	-1.53	-0.884	-0.1	-0.694	-0.992	-2.353	-0.803	-0.191	-0.378	-0.998	1.487	-0.605	-0.121	-0.493	0.401
t110	-0.717	1.044	1.582	0.143	1.626	-0.182	-1.197	-0.868	-0.632	2.275	0.512	0.769	0.661	-3.456	0.283	-1.959	-0.202	-0.471	-2.4	0.889	-3.474	-0.809	1.438	0.376	1.075	1.685	0.221	1.389	-0.042	0.436
t92	0.438	0.456	-0.078	0.481	0.982	-1.527	0.59	1.39	1.775	1.463	-1.183	-0.044	0.029	2.178	0.448	-0.898	-1.143	0.307	-0.552	-1.874	-2.594	-0.136	0.076	0.214	-1.368	1.807	0.033	0.021	-1.043	-0.25
t80	-2.808	0.661	1.39	-0.151	1.108	-0.091	-1.227	-0.887	-0.481	3.267	-1.02	0.651	0.165	-3.988	-0.001	-1.689	-0.211	0.085	-2.937	2.297	-3.709	0.05	2.232	1.222	1.767	2.07	1.254	1.796	-0.598	-0.234
t84	0.22	0.303	1.028	0.176	1.542	0.283	-0.368	-1.922	-0.289	-1.96	1.02	0.9	1.273	-1.347	0.447	-1.208	-0.358	-0.105	-1.327	0.142	0.39	-1.619	0.044	0.696	-1.131	0.367	1.403	0.564	1.245	-0.411
t189	-0.446	0.312	0.537	0.261	1.052	-0.241	-0.632	-0.525	0.846	0.622	-0.646	0.51	0.847	-0.081	0.44	-1.181	-0.605	0.333	-1.135	-0.368	-0.876	-0.502	0.296	-0.172	-1.084	1.254	0.763	0.449	0.22	-0.25
t76	-2.51	0.583	0.752	0.184	1.073	0.27	-0.449	-0.833	0.351	3.747	-1.804	0.632	0.973	-3.065	0.267	-1.82	-0.391	0.294	-2.513	1.623	-2.574	0.097	1.742	-1.036	0.842	2.001	0.328	1.469	-0.151	-0.09
