feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t187	-1.218	0.273	0.413	0.296	0.875	-0.337	0.038	0.023	0.89	1.77	-1.031	0.371	0.392	-0.126	0.267	-1.167	-0.623	0.251	-1.49	0.25	-2.388	-0.191	0.578	0.303	-0.315	1.619	0.738	0.82	-0.624	-0.664
t152	-1.025	0.134	0.113	0.359	0.775	-0.524	0.338	0.41	1.404	1.467	-1.472	0.236	0.408	0.852	0.331	-1.036	-0.842	0.465	-1.112	-0.298	-2.017	-0.064	0.432	0.048	-0.788	1.588	0.715	0.519	-0.676	-0.744
t175	-0.108	0.372	0.485	0.291	1.117	-0.541	-0.062	-0.11	0.862	0.663	-0.423	0.389	0.629	0.156	0.402	-1.192	-0.731	0.119	-1.143	-0.47	-1.601	-0.619	0.287	0.289	-0.87	1.325	0.548	0.418	-0.172	-0.317
t25	-0.435	0.678	0.591	0.36	1.128	-0.529	-0.359	0.139	0.847	1.692	-0.68	0.381	0.538	-0.403	0.37	-1.502	-0.691	0.129	-1.436	-0.305	-2.654	-0.385	0.753	-0.005	-0.208	1.727	0.173	0.667	-0.5	-0.086
t137	-0.519	0.524	0.776	0.219	1.189	-0.302	-0.42	-0.508	0.353	1.072	-0.162	0.525	0.504	-0.862	0.308	-1.342	-0.505	0.017	-1.576	0.217	-2.238	-0.601	0.634	0.604	-0.229	1.424	0.64	0.761	-0.208	-0.3
t144	-1.037	0.315	0.51	0.257	0.959	-0.428	0.014	-0.048	0.758	1.461	-0.821	0.373	0.349	-0.23	0.262	-1.179	-0.638	0.182	-1.507	0.172	-2.315	-0.305	0.63	0.575	-0.276	1.561	0.799	0.765	-0.59	-0.575
t160	-0.572	0.333	0.34	0.256	0.974	-0.589	-0.087	0.149	0.983	1.503	-0.659	0.326	0.368	0.246	0.312	-1.026	-0.784	0.034	-1.257	0.088	-2.125	-0.388	0.301	0.415	-0.609	1.499	0.57	0.434	-0.634	-0.402
t178	-0.852	0.461	0.516	0.291	1.02	-0.458	-0.233	0.036	0.812	1.805	-0.84	0.372	0.497	-0.367	0.321	-1.297	-0.662	0.185	-1.481	0.066	-2.349	-0.292	0.644	0.075	-0.303	1.633	0.487	0.718	-0.493	-0.318
t88	-1.227	0.389	0.426	0.269	0.954	-0.361	-0.211	0.02	0.813	2.307	-1.01	0.374	0.357	-0.378	0.266	-1.169	-0.644	0.126	-1.58	0.474	-2.536	-0.141	0.643	0.094	-0.145	1.706	0.557	0.749	-0.715	-0.414
t105	-0.996	0.306	0.535	0.12	0.946	-0.381	-0.393	-0.195	0.625	1.697	-0.544	0.398	0.271	-0.473	0.22	-1.105	-0.592	0.05	-1.531	0.752	-2.318	-0.322	0.489	0.724	-0.202	1.527	0.812	0.681	-0.602	-0.504
