feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t42	-0.362	-1.89	-0.24	0.106	-0.082	-1.249	0.843	-0.044	1.247	0.491	1.584	0.987	-0.683	0.043	-0.114	-0.234	-1.213	1.613	0.377	0.884	-1.785	0.14	0.581	1.651	0.003	-0.42	0.296	-1.815	-0.578	-0.143
t77	-0.188	-1.567	-0.438	-0.473	0.513	-0.815	1.145	-0.443	0.753	-0.043	1.104	1.751	-0.042	-0.481	0.05	0.918	-2.798	2.07	-0.115	-0.081	-1.405	1.033	-0.101	0.572	0.808	0.139	0.9	-0.298	-1.546	-0.934
t11	-0.329	-1.845	-0.168	0.094	0.038	-1.095	0.996	-0.124	1.227	0.444	1.347	1.196	-0.364	-0.046	-0.021	0.284	-1.512	1.871	0.476	0.62	-2.381	0.552	0.426	1.393	0.128	-0.419	0.202	-1.468	-0.796	-0.732
t35	-0.327	-1.807	-0.265	-0.048	-0.021	-0.588	1.084	-0.242	1.061	0.117	1.036	1.397	0.512	-0.686	-0.118	0.363	-2.761	1.916	0.369	0.173	-1.488	0.654	0.458	0.583	0.762	0.076	0.37	-0.58	-1.035	-0.974
t154	-0.205	-1.592	-0.432	0.172	0.598	-1.205	0.889	-0.43	0.862	0.256	1.541	1.579	-0.703	-0.048	0.06	0.731	-1.728	1.815	-0.183	0.551	-1.913	0.895	-0.093	1.216	0.095	0.046	0.891	-1.866	-1.227	-0.579
t185	-0.213	-1.5	-0.543	0.057	0.751	-1.046	0.834	-0.655	0.688	0.14	1.453	1.6	-0.683	-0.216	0.04	0.716	-1.789	1.69	-0.348	0.475	-1.537	1.047	-0.329	1.299	0.636	0.265	1.11	-1.954	-1.331	-0.661
t33	-0.268	-1.645	-0.466	-0.1	0.354	-0.631	0.993	-0.489	0.778	-0.009	1.092	1.647	0.23	-0.65	-0.074	0.764	-2.688	1.884	0.002	0.164	-1.232	0.964	-0.036	0.508	1.014	0.309	0.868	-0.674	-1.435	-1.179
t64	-0.238	-1.698	-0.22	0.16	0.303	-1.035	1.02	-0.264	1.074	0.339	1.4	1.377	-0.335	-0.269	0.01	0.419	-1.959	1.858	0.19	0.41	-1.899	0.735	0.316	1.316	0.045	-0.129	0.147	-1.583	-0.982	-0.508
t37	-0.409	-1.777	-0.38	0.013	0.118	-0.918	0.838	-0.356	0.956	0.274	1.29	1.229	0.042	-0.325	-0.151	0.237	-1.693	1.639	0.27	0.542	-1.559	0.711	0.146	1.134	0.766	0.077	0.593	-1.075	-1.209	-1.026
t32	-0.034	-1.427	-0.408	-0.045	0.927	-1.105	1.073	-0.519	0.728	0.056	1.443	2.002	-0.458	-0.315	0.194	1.262	-2.518	2.076	-0.432	0.128	-1.792	1.187	-0.211	0.803	-0.154	0.116	1.124	-1.627	-1.517	-0.568
t147	-0.454	-1.948	-0.19	0.02	-0.18	-0.847	0.91	-0.117	1.284	0.527	1.32	0.844	-0.231	-0.093	-0.147	-0.086	-1.317	1.661	0.669	0.828	-2.116	0.307	0.596	1.574	0.394	-0.482	0.04	-1.548	-0.431	-0.792
t45	-0.267	-1.712	-0.207	0.135	0.322	-1.072	0.908	-0.319	1.077	0.329	1.494	1.411	-0.151	-0.357	-0.041	0.257	-1.853	1.749	0.112	0.511	-1.817	0.712	0.296	1.481	-0.087	-0.048	0.044	-1.837	-0.934	-0.138
t68	-0.165	-1.556	-0.418	0.189	0.694	-1.136	1	-0.415	0.81	0.248	1.534	1.576	-0.778	-0.137	0.071	0.823	-1.936	1.902	-0.219	0.395	-1.667	0.929	-0.112	1.226	0.021	0.032	0.575	-1.528	-1.417	-0.546
t120	-0.321	-1.714	-0.409	-0.28	0.234	-0.971	0.944	-0.386	0.896	0.137	1.12	1.45	-0.248	-0.227	-0.027	0.562	-1.777	1.855	0.184	0.394	-1.836	0.803	-0.044	0.954	1.026	-0.081	1.139	-0.856	-1.288	-1.239
t15	-0.046	-1.293	-0.685	0.635	1.228	-0.777	1.009	-0.848	0.448	-0.016	1.549	2.027	-0.627	-0.497	0.117	1.407	-2.915	1.918	-0.915	0.127	-1.258	1.44	-0.632	0.848	0.323	0.79	0.598	-2.011	-1.66	-0.297
t184	-0.309	-1.802	-0.268	0.057	0.12	-1.258	0.932	-0.164	1.124	0.397	1.424	1.181	-0.736	0.058	-0.015	0.216	-1.268	1.78	0.321	0.72	-2.045	0.46	0.282	1.493	0.208	-0.42	0.655	-1.557	-0.942	-0.649
t180	-0.334	-1.795	-0.292	-0.158	0.083	-1.056	0.912	-0.221	1.028	0.194	1.226	1.366	-0.114	-0.329	-0.085	0.219	-1.8	1.814	0.274	0.462	-1.666	0.54	0.298	0.978	0.582	-0.103	0.919	-0.943	-1.134	-0.87
t90	-0.179	-1.503	-0.636	0.471	0.742	-0.455	1.084	-0.665	0.594	-0.047	1.166	1.8	-0.227	-0.592	0.013	1.268	-3.088	2.02	-0.404	0.107	-1.351	1.216	-0.337	0.364	0.974	0.634	0.733	-1.052	-1.511	-1.151
t56	-0.149	-1.55	-0.497	0.129	0.73	-1.1	1.01	-0.432	0.758	0.159	1.508	1.634	-0.892	-0.121	0.085	0.858	-2.051	1.947	-0.368	0.395	-1.633	0.853	-0.182	1.076	0.166	0.072	0.928	-1.511	-1.39	-0.44
t149	-0.357	-1.795	-0.251	0.117	0.151	-1.219	0.818	-0.225	1.127	0.474	1.532	1.146	-0.477	0.003	-0.066	0.14	-1.132	1.636	0.318	0.799	-2.044	0.532	0.313	1.617	0.029	-0.289	0.434	-1.846	-0.877	-0.612
t152	-0.435	-1.827	-0.242	-0.663	-0.005	-0.971	0.845	-0.306	1.043	0.264	1.137	1.22	0.27	-0.348	-0.144	0.131	-1.461	1.674	0.563	0.459	-1.7	0.746	0.218	1.288	0.924	-0.259	0.636	-0.654	-1.197	-1.212
