V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t75	-9.318	-2.573	-3.72	-6.935	-4.375	-5.63	-1.964	-2.529	-7.777	-3.952	-3.202	-5.347	-4.438	-8.575	-5.669	-7.682	-3	-2.684	-5.438	-3.432	-1.41	-8.358	-3.718	-7.482	-8.065	-4.822	-2.402	-2.866	-7.733	-6.982
t92	-6.073	-3.192	-4.096	-5.115	-4.404	-3.793	-2.739	-2.201	-5.221	-4.108	-3.104	-3.547	-4.247	-6.305	-4.738	-6.166	-2.384	-2.517	-3.636	-3.225	-2.995	-6.259	-3.68	-6.504	-6.869	-5.194	-1.465	-3.257	-5.966	-5.352
t168	-3.092	-5.024	-5.308	-3.864	-4.988	-1.753	-4.277	-3.161	-2.075	-5.757	-4.145	-2.531	-4.799	-4.029	-4.306	-4.374	-2.459	-3.562	-2.269	-3.794	-5.863	-4.617	-4.965	-5.324	-4.887	-6.696	-2.543	-4.512	-4.092	-3.508
t173	-3.738	-4.328	-4.78	-4.02	-4.678	-2.122	-3.676	-2.658	-2.759	-5.135	-3.694	-2.685	-4.463	-4.439	-4.231	-4.638	-2.252	-3.062	-2.362	-3.441	-4.946	-4.896	-4.418	-5.502	-5.096	-6.105	-2.02	-3.994	-4.405	-3.837
t62	-6.635	-3	-3.801	-5.34	-4.263	-3.689	-2.375	-2.125	-5.211	-4.246	-3.182	-4.079	-4.119	-6.316	-4.672	-5.806	-2.336	-2.461	-3.438	-3.06	-2.829	-6.582	-3.708	-6.33	-5.796	-5.09	-1.9	-3.061	-5.849	-5.254
t183	-2.548	-6.365	-6.406	-4.129	-5.505	-1.486	-5.273	-4.508	-1.232	-6.988	-5.045	-2.43	-5.538	-3.879	-4.747	-4.375	-3.072	-4.781	-2.921	-4.63	-7.179	-4.577	-6.158	-5.067	-5.315	-7.874	-4.147	-5.544	-3.956	-3.202
t157	-2.302	-7.084	-7.043	-4.266	-5.945	-1.522	-5.94	-5.119	-1.037	-7.599	-5.553	-2.464	-6.011	-3.89	-5.058	-4.539	-3.46	-5.374	-3.209	-5.132	-7.983	-4.6	-6.752	-5.207	-5.688	-8.509	-4.706	-6.149	-4.035	-3.249
t13	-2.669	-5.681	-5.864	-3.946	-5.087	-1.576	-4.714	-3.956	-1.542	-6.267	-4.473	-2.198	-5.109	-3.978	-4.495	-4.465	-2.715	-4.214	-2.855	-4.203	-6.297	-4.472	-5.536	-5.024	-5.574	-7.227	-3.414	-4.959	-4.011	-3.257
t108	-4.703	-3.586	-4.204	-4.462	-3.946	-2.566	-2.753	-2.662	-3.439	-4.45	-3.099	-2.623	-4.043	-5.238	-4.242	-5.18	-2.065	-2.829	-3.38	-3.12	-3.322	-5.334	-3.981	-5.249	-6.219	-5.414	-2.252	-3.283	-4.877	-4.077
t7	-3.659	-4.679	-4.972	-4.008	-4.987	-1.899	-3.986	-2.771	-2.458	-5.641	-4.105	-3.064	-4.671	-4.143	-4.267	-4.251	-2.395	-3.268	-1.921	-3.594	-5.679	-4.93	-4.762	-5.53	-4.088	-6.46	-2.327	-4.281	-4.174	-3.7
t162	-3.592	-4.634	-4.972	-3.984	-4.943	-1.944	-3.965	-2.749	-2.5	-5.528	-4.015	-2.919	-4.641	-4.186	-4.262	-4.354	-2.368	-3.231	-2.016	-3.579	-5.559	-4.877	-4.689	-5.54	-4.397	-6.406	-2.222	-4.256	-4.222	-3.728
t56	-4.376	-3.857	-4.34	-4.327	-4.135	-2.192	-2.967	-2.668	-2.929	-4.833	-3.373	-2.747	-4.133	-4.78	-4.149	-4.676	-2.082	-2.934	-2.831	-3.162	-3.973	-5.192	-4.201	-5.131	-5.21	-5.698	-2.455	-3.53	-4.5	-3.785
t150	-4.613	-4.085	-4.422	-4.437	-4.605	-2.079	-3.222	-2.486	-2.874	-5.367	-3.862	-3.534	-4.341	-4.5	-4.197	-4.176	-2.242	-2.97	-1.998	-3.24	-4.855	-5.453	-4.46	-5.423	-3.513	-6.03	-2.574	-3.84	-4.321	-3.827
t31	-3.053	-5.583	-5.707	-4.052	-5.394	-1.568	-4.698	-3.496	-1.712	-6.472	-4.708	-2.925	-5.134	-3.8	-4.46	-4.044	-2.736	-3.982	-1.997	-4.088	-6.784	-4.766	-5.499	-5.357	-3.993	-7.281	-3.212	-5.045	-3.914	-3.395
t23	-3.24	-4.821	-5.15	-4.049	-4.476	-1.718	-3.816	-3.43	-1.947	-5.526	-3.846	-2.15	-4.567	-4.26	-4.249	-4.518	-2.334	-3.637	-2.96	-3.667	-5.072	-4.646	-4.881	-4.838	-5.632	-6.481	-3.067	-4.258	-4.123	-3.321
t195	-7.716	-2.968	-3.692	-5.79	-4.869	-4.083	-2.488	-1.721	-5.97	-4.676	-3.702	-5.517	-4.37	-6.526	-4.915	-5.609	-2.618	-2.335	-2.657	-3.123	-3.473	-7.373	-3.85	-7.104	-3.98	-5.256	-1.822	-3.231	-6.114	-5.824
t102	-11.227	-2.295	-3.431	-7.865	-4.986	-6.465	-1.799	-2.046	-9.19	-4.32	-3.736	-7.343	-4.685	-9.296	-6.097	-7.751	-3.393	-2.492	-4.895	-3.464	-1.678	-9.716	-3.794	-8.538	-6.187	-4.852	-2.47	-2.919	-8.396	-7.967
t155	-1.921	-7.164	-7.23	-4.076	-6.116	-1.668	-6.226	-5.031	-1.177	-7.431	-5.474	-2.121	-6.105	-3.892	-5.108	-4.837	-3.487	-5.315	-3.223	-5.227	-8.148	-4.383	-6.648	-5.475	-6.416	-8.548	-4.159	-6.292	-4.17	-3.424
