V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t75	-4.26	2.496	1.349	-1.866	0.694	-0.561	3.105	2.541	-2.71	1.117	1.867	-0.278	0.631	-3.511	-0.6	-2.615	2.069	2.385	-0.369	1.637	3.66	-3.293	1.351	-2.414	-2.999	0.247	2.667	2.204	-2.666	-1.914
t92	-1.795	1.086	0.182	-0.837	-0.126	0.486	1.54	2.078	-0.943	0.171	1.174	0.731	0.031	-2.028	-0.46	-1.889	1.895	1.762	0.642	1.053	1.284	-1.982	0.599	-2.226	-2.591	-0.916	2.814	1.022	-1.688	-1.074
t168	0.994	-0.938	-1.222	0.222	-0.902	2.333	-0.191	0.924	2.011	-1.672	-0.059	1.555	-0.713	0.057	-0.22	-0.289	1.626	0.524	1.817	0.292	-1.777	-0.531	-0.88	-1.238	-0.801	-2.611	1.543	-0.426	-0.006	0.578
t173	0.208	-0.383	-0.835	-0.074	-0.732	1.824	0.27	1.288	1.186	-1.189	0.252	1.261	-0.518	-0.493	-0.285	-0.692	1.694	0.884	1.584	0.505	-1.001	-0.95	-0.473	-1.556	-1.15	-2.159	1.926	-0.048	-0.459	0.109
t62	-2.417	1.218	0.417	-1.122	-0.044	0.529	1.843	2.094	-0.993	-0.027	1.037	0.139	0.099	-2.098	-0.454	-1.588	1.882	1.758	0.78	1.158	1.39	-2.364	0.51	-2.112	-1.578	-0.871	2.318	1.158	-1.631	-1.036
t183	2.081	-1.737	-1.777	0.5	-0.875	3.144	-0.644	0.121	3.398	-2.36	-0.416	2.2	-0.909	0.75	-0.118	0.254	1.557	-0.152	1.708	-0.001	-2.551	0.052	-1.53	-0.438	-0.686	-3.247	0.482	-0.915	0.673	1.427
t157	2.678	-2.104	-2.064	0.715	-0.964	3.459	-0.959	-0.138	3.944	-2.62	-0.572	2.517	-1.03	1.091	-0.078	0.441	1.521	-0.393	1.772	-0.151	-3.005	0.38	-1.772	-0.226	-0.708	-3.533	0.275	-1.169	0.945	1.731
t13	1.657	-1.356	-1.538	0.38	-0.761	2.75	-0.388	0.37	2.784	-1.942	-0.147	2.128	-0.784	0.348	-0.169	-0.139	1.611	0.112	1.471	0.123	-1.972	-0.146	-1.21	-0.698	-1.249	-2.902	0.912	-0.634	0.315	1.069
t108	-0.816	0.3	-0.317	-0.576	-0.059	1.32	1.134	1.225	0.448	-0.563	0.788	1.263	-0.157	-1.352	-0.356	-1.294	1.822	1.058	0.506	0.766	0.565	-1.447	-0.095	-1.363	-2.333	-1.528	1.635	0.603	-0.99	-0.191
t7	0.363	-0.657	-0.949	0.014	-0.965	2.124	0.036	1.251	1.564	-1.619	-0.083	0.958	-0.649	-0.121	-0.245	-0.228	1.627	0.755	2.102	0.428	-1.657	-0.908	-0.739	-1.508	-0.066	-2.438	1.696	-0.258	-0.152	0.322
t162	0.418	-0.625	-0.963	0.025	-0.934	2.065	0.044	1.261	1.509	-1.519	-0.006	1.09	-0.632	-0.177	-0.252	-0.345	1.641	0.778	1.993	0.431	-1.55	-0.868	-0.68	-1.531	-0.387	-2.398	1.787	-0.247	-0.213	0.281
t56	-0.537	-0.019	-0.502	-0.489	-0.297	1.647	0.872	1.171	0.909	-0.994	0.466	1.091	-0.294	-0.941	-0.31	-0.837	1.757	0.905	1.008	0.677	-0.134	-1.353	-0.362	-1.292	-1.371	-1.859	1.383	0.309	-0.661	0.054
t150	-0.695	-0.167	-0.504	-0.519	-0.687	1.839	0.696	1.432	1.044	-1.449	0.057	0.384	-0.423	-0.582	-0.279	-0.258	1.677	0.948	1.92	0.678	-0.937	-1.535	-0.542	-1.505	0.405	-2.112	1.345	0.079	-0.403	0.091
t31	1.242	-1.288	-1.412	0.243	-1.099	2.727	-0.403	0.799	2.584	-2.178	-0.413	1.371	-0.839	0.495	-0.165	0.251	1.56	0.313	2.298	0.208	-2.49	-0.471	-1.204	-1.062	0.302	-2.987	1.083	-0.75	0.381	0.9
t23	0.783	-0.799	-1.127	-0.027	-0.454	2.305	0.207	0.593	2.076	-1.504	0.176	1.872	-0.544	-0.238	-0.226	-0.495	1.688	0.386	1.063	0.356	-1.049	-0.624	-0.858	-0.816	-1.61	-2.459	0.955	-0.235	-0.1	0.702
t195	-3.273	1.477	0.754	-1.345	-0.423	0.362	1.958	2.725	-1.525	-0.23	0.744	-1.072	0.076	-2.081	-0.469	-1.164	1.828	2.111	1.789	1.322	0.973	-2.929	0.596	-2.66	0.466	-0.81	2.624	1.215	-1.669	-1.379
t102	-5.862	3.148	2.012	-2.424	0.457	-1.023	3.644	3.397	-3.757	1.123	1.708	-1.902	0.758	-3.864	-0.654	-2.31	2.05	2.951	0.548	1.98	3.765	-4.289	1.649	-3.1	-0.745	0.591	2.973	2.525	-2.957	-2.527
t155	3.096	-2.149	-2.215	0.941	-1.1	3.348	-1.21	-0.015	3.839	-2.417	-0.458	2.895	-1.089	1.124	-0.092	0.18	1.529	-0.299	1.793	-0.211	-3.135	0.633	-1.633	-0.459	-1.4	-3.537	0.857	-1.276	0.846	1.592
t147	1.477	-1.353	-1.504	0.407	-1.278	2.699	-0.62	0.93	2.539	-2.152	-0.439	1.432	-0.912	0.597	-0.168	0.209	1.544	0.38	2.511	0.161	-2.746	-0.336	-1.164	-1.265	0.254	-3.034	1.47	-0.843	0.376	0.821
t171	-1.292	0.857	-0.034	-0.636	-0.151	0.644	1.304	1.889	-0.627	0.108	1.156	1.121	-0.043	-1.851	-0.441	-1.904	1.884	1.614	0.55	0.941	1.08	-1.683	0.492	-2.097	-3.02	-1.065	2.797	0.873	-1.568	-0.905
t48	-0.214	-0.054	-0.615	-0.238	-0.569	1.523	0.559	1.436	0.719	-0.861	0.484	1.207	-0.389	-0.851	-0.325	-0.994	1.744	1.07	1.313	0.625	-0.452	-1.161	-0.227	-1.68	-1.595	-1.874	2.112	0.196	-0.744	-0.149
t130	-2.285	0.951	0.292	-1.052	-0.431	0.796	1.55	2.243	-0.689	-0.492	0.641	-0.312	-0.063	-1.658	-0.413	-1.045	1.801	1.721	1.601	1.101	0.51	-2.376	0.285	-2.245	-0.128	-1.199	2.273	0.845	-1.32	-0.909
t16	-2.284	1.06	0.327	-1.062	-0.247	0.672	1.665	2.157	-0.814	-0.258	0.841	-0.036	0.009	-1.859	-0.432	-1.327	1.841	1.729	1.183	1.117	0.928	-2.332	0.393	-2.177	-0.921	-1.05	2.319	0.981	-1.467	-0.96
t54	-2.01	1.09	0.261	-0.92	-0.107	0.561	1.624	2.042	-0.891	0.025	1.073	0.469	0.038	-2.002	-0.451	-1.704	1.88	1.722	0.738	1.077	1.242	-2.115	0.51	-2.139	-2.068	-0.937	2.55	1.061	-1.614	-1.009
t25	-0.038	-0.247	-0.726	-0.234	-0.543	1.757	0.503	1.22	1.099	-1.089	0.362	1.284	-0.426	-0.672	-0.295	-0.782	1.724	0.883	1.312	0.569	-0.653	-1.083	-0.42	-1.432	-1.357	-2.05	1.709	0.072	-0.544	0.092
t3	-1.631	0.653	0.029	-0.849	-0.152	1.064	1.423	1.654	-0.111	-0.519	0.739	0.474	-0.081	-1.564	-0.386	-1.185	1.82	1.352	0.908	0.943	0.693	-1.942	0.077	-1.707	-1.314	-1.322	1.812	0.798	-1.163	-0.513
t36	-3.746	1.95	1.034	-1.684	0.308	-0.012	2.642	2.415	-1.932	0.414	1.344	-0.509	0.396	-2.825	-0.523	-1.884	1.963	2.117	0.427	1.475	2.496	-3.098	0.9	-2.278	-1.496	-0.3	2.281	1.726	-2.118	-1.497
t97	0.341	-0.493	-0.896	-0.073	-0.536	1.986	0.32	0.964	1.49	-1.265	0.269	1.506	-0.496	-0.476	-0.268	-0.673	1.703	0.679	1.229	0.459	-0.846	-0.849	-0.613	-1.21	-1.475	-2.208	1.474	-0.026	-0.358	0.339
t86	1.294	-1.176	-1.381	0.179	-0.588	2.653	-0.114	0.359	2.626	-1.848	-0.052	2.025	-0.683	0.147	-0.182	-0.201	1.639	0.148	1.263	0.211	-1.613	-0.352	-1.141	-0.618	-1.283	-2.768	0.71	-0.487	0.214	1.015
t197	1.202	-1.073	-1.326	0.242	-0.814	2.482	-0.218	0.703	2.294	-1.757	-0.069	1.79	-0.722	0.139	-0.202	-0.245	1.627	0.368	1.642	0.243	-1.803	-0.416	-0.992	-1.007	-1.001	-2.712	1.255	-0.498	0.103	0.762
t131	-2.474	1.281	0.465	-1.287	0.464	0.566	2.189	1.61	-0.806	0.126	1.283	0.607	0.253	-2.367	-0.454	-1.824	1.945	1.528	-0.135	1.175	2.156	-2.342	0.467	-1.565	-2.651	-0.735	1.65	1.372	-1.686	-0.815
