feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t14	-1.777	-0.4	0.043	0.256	0.329	1.978	-0.277	-3.962	0.518	-0.931	0.766	-2.333	0.215	1.268	0.109	0.018	-0.103	-0.018	-0.009	0.714	0.293	0.474	-0.072	0.149	0.485	-0.607	-0.315	-0.294	3.14	0.344
t32	-4.222	-0.002	0.158	-0.139	0.527	-0.036	-2.5	0.717	0.99	0.952	0.982	1.97	0.128	0.502	-0.108	0.016	-0.137	1.837	-1.185	0.66	-1.121	-0.633	-0.286	0.98	1.64	-0.013	-1.063	-0.226	-0.928	0.541
t2	1.017	0.768	0.114	0.043	0.146	3.81	0.246	-2.084	0.606	-0.158	0.168	0.344	-0.548	-0.052	0.027	-0.126	0.235	-1.497	0.751	1.031	-1.178	-0.14	0.497	-0.994	0.153	0.182	-0.471	-0.644	-1.941	-0.308
t15	2.106	1.697	0.077	0.358	0.32	0.254	-1.896	-0.962	-0.316	0.62	0.287	-0.959	-0.972	0.093	0.027	0.263	-0.094	-1.56	-0.618	0.032	-0.203	-1.921	1.111	0.188	0.204	0.284	1.169	0.076	0.019	0.316
t19	-2.51	0.45	0.05	-0.092	-0.235	-1.244	1.606	-1.465	0.936	0.441	0.92	-2.415	-0.043	0.49	0.188	0.021	0.25	2.231	-0.72	1.447	0.025	0.36	0.861	-0.061	-0.911	-0.389	0.095	-0.169	-0.433	0.314
t28	0.103	1.093	-0.118	-0.124	0.552	0.498	-1.186	-0.642	-0.113	0.897	0.492	-1.099	0.071	-0.129	0.054	-0.149	0.475	-0.008	1.465	-0.051	0	-0.494	-0.6	0.837	-0.956	0.482	-0.186	-0.011	-0.996	-0.156
t49	-2.536	1.513	0.027	0.263	-0.035	-0.27	0.116	1.457	0.07	0.369	-0.148	-0.768	0.024	0.118	0.269	0.165	-0.233	0.809	-0.544	-0.275	-1.439	0.168	0.954	-1.062	1.348	0.162	-0.834	-0.183	-0.176	0.669
t40	-1.707	1.248	0.165	0.401	0.647	-0.283	0.691	-0.173	0.693	-0.492	0.959	-1.666	0.371	1.158	0.155	0.503	0.423	-1.82	-0.209	-0.264	-0.785	-1.345	0.656	-0.245	0.036	-0.402	0.603	0.098	0.261	0.321
t24	-0.319	0.972	-0.106	-0.29	0.2	-0.972	-1.136	3.846	0.619	-0.233	0.726	2.347	0.513	0.3	-0.386	0.072	-0.033	-0.85	-1.051	-0.915	-1.06	-0.712	-0.547	1.371	1.029	-0.917	-0.603	-0.044	-1.128	-0.692
t4	-0.278	-0.096	-0.02	-0.164	0.758	-2.766	2.609	2.695	-0.343	0.943	-0.273	-2.502	0.156	-0.45	-0.099	-0.064	-0.104	-1.485	-0.427	1.412	-0.78	-1.867	-0.757	-0.192	0.617	0.748	-0.053	0.205	3.063	-0.485
t30	-3.006	1.407	0.251	-0.168	-0.153	-3.122	-0.581	-0.716	-0.193	0.276	0.88	0.298	-0.108	0.419	0.113	0.024	0.683	-0.33	-0.808	0.744	0.73	0.406	-0.995	-0.116	2.108	0.012	-1.627	0.31	3.295	-0.031
t50	-1.9	0.243	-0.195	-0.185	-0.378	4.772	0.863	0.545	-0.062	-0.64	-0.596	-0.246	-0.2	0.045	-0.053	-0.227	-0.687	-2.383	-0.581	-0.141	0.347	0.276	0.566	0.518	0.636	0.083	-0.323	-0.42	-0.238	0.56
t41	-2.401	0.817	-0.246	-0.063	-0.122	-1.048	-3.837	0.118	0.1	-0.363	-0.323	-1.604	-0.278	0.159	-0.062	-0.208	0.12	0.103	-0.179	-0.691	1.994	0.24	1.421	3.45	1.865	0.005	0.159	-0.2	0.844	0.232
