V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t82	1.012	1.392	1.942	2.177	0.102	0.332	-2.178	-0.068	-0.39	1.168	0.623	-0.488	-0.094	-0.474	-0.24	-2.26	0.223	1.269	-0.672	1.484	0.417	-0.632	-1.88	-1.133	0.424	-0.465	-0.347	-0.361	-0.399	-0.485
t22	0.679	-0.883	0.038	0.985	-0.601	-0.085	-1.011	0.447	-0.801	2.186	1.355	-0.263	0.073	-0.734	0.53	-0.746	0.868	-0.088	1.744	-0.462	1.256	1.082	-2.38	0.035	-0.684	0.185	-1.013	0.139	-1.176	-0.676
t57	1.98	-0.784	2.5	2.1	-1.22	-0.605	-3.411	0.823	-0.238	1.925	1.389	0.295	0.042	0.068	0.271	-0.964	-0.371	2.705	0.256	1.228	0.685	-0.135	-2.125	-0.878	-0.346	0.196	-1.257	-1.455	-1.696	-0.986
t171	3.678	-2.022	3.108	1.615	0.18	-0.366	-2.21	0.343	-0.141	0.457	1.931	0.716	0.238	0.576	0.936	-0.918	-0.381	-0.738	0.487	0.226	1.324	0.527	-2.431	0.295	-0.371	1.38	-0.903	-0.75	-5.463	-1.355
t120	1.799	-2.18	1.042	1.378	-1.269	-0.666	-1.213	0.819	-0.432	0.697	1.926	0.741	0.237	-0.208	0.505	0.314	0.202	0.16	2.318	-0.717	1.551	1.055	-2.554	0.45	-0.983	0.092	-1.181	-1.095	-2.194	-0.6
t68	1.224	0.619	1.795	1.668	0.61	0.224	-0.786	0.236	-0.59	0.024	0.826	-0.74	0.207	-0.331	0.048	-1.969	1.099	-1.314	-0.194	0.833	0.931	0.247	-1.925	-0.481	0.337	-0.61	0.151	0.303	-1.984	-0.457
t134	0.424	2.885	0.693	1.539	1.294	0.717	-0.777	0.491	-0.76	0.502	0.829	-1.52	0.197	-0.988	0.249	-2.665	0.988	-3.111	-0.641	0.438	0.931	0.192	-1.601	-0.697	0.714	-0.145	0.088	1.729	-2.27	0.271
t66	3.78	-0.395	4.79	2.319	0.218	-0.232	-3.708	0.396	0.12	0.796	1.253	-0.214	0.106	1.184	0.544	-2.044	-0.638	1.061	-1.765	2.287	0.52	-0.672	-1.954	-0.928	0.448	0.843	-0.642	-1.07	-4.976	-1.475
t86	1.608	0.628	2.132	1.858	0.561	0.252	-1.628	0.286	-0.6	0.152	0.886	-0.633	0.211	-0.265	0.185	-2.169	0.669	-0.986	-0.221	0.81	0.898	0.093	-1.791	-0.768	0.277	-0.804	-0.011	0.306	-1.802	-0.137
t163	1.527	0.721	3.039	2.328	-0.389	-0.057	-2.027	0.296	-0.085	0.161	0.807	-0.592	0.085	0.448	-0.455	-1.598	0.438	1.486	-0.845	1.634	0.579	-0.553	-2	-1.12	0.267	-0.791	-0.032	-1.408	-1.023	-0.838
t13	1.305	0.639	1.759	1.671	0.501	0.248	-0.566	0.453	-0.567	-0.69	0.959	-0.417	0.259	-0.379	0.248	-1.75	0.793	-1.763	-0.106	0.72	1.087	0.335	-1.833	-0.165	0.484	-0.927	-0.083	0.528	-2.687	-0.057
t79	0.049	2.463	0.249	1.585	0.961	0.755	-0.239	0.637	-0.788	0.194	0.983	-0.811	0.25	-1.354	0.352	-2.429	0.963	-3.422	0.054	0.279	1.202	0.538	-1.653	-0.206	0.797	-0.877	-0.167	1.832	-2.652	0.451
t100	2.542	3.133	5.109	2.523	1.912	0.472	-2.591	-0.121	-0.356	-0.902	-0.204	-1.391	0.111	0.639	-0.438	-4.164	0.849	-0.619	-4.46	4.019	-0.359	-1.787	-1.22	-2.175	2.127	-0.528	1.105	0.329	-2.655	-0.967
t185	1.248	1.094	2.061	1.873	0.326	-0.021	-1.762	0.502	-0.362	0.312	1.156	-0.148	0.184	-0.308	0.141	-1.715	0.342	-1.5	-0.425	0.61	0.946	-0.001	-1.891	-0.658	0.367	0.505	-0.211	0.114	-2.258	-0.523
t98	3.282	-4.185	2.471	1.693	-2.82	-1.495	-3.467	1.388	-0.131	2.132	2.514	1.95	0.193	0.403	1.027	1.005	-0.937	2.866	2.401	0.073	1.412	0.794	-2.787	0.347	-1.181	0.684	-2.408	-2.427	-3.45	-1.374
t127	0.392	-0.308	1.033	1.587	-0.735	0.226	-1.167	-0.721	-0.64	1.377	0.463	-0.007	-0.212	-0.366	-0.606	-1.072	0.841	1.702	1.035	0.582	0.584	-0.228	-2.403	-0.898	-0.29	-0.964	-0.255	-1.066	2.753	-0.636
t161	2.183	-0.831	2.135	1.466	0.353	-0.061	-1.069	-0.102	-0.444	0.63	1.091	-0.22	0.081	0.017	0.321	-1.293	0.563	-0.757	0.491	0.764	0.915	0.251	-2.386	-0.084	-0.102	0.576	-0.262	-0.341	-2.689	-1.199
t146	2.307	0.562	3.732	2.283	-0.025	-0.09	-2.49	0.024	-0.221	0.178	0.612	-0.441	0.017	0.563	-0.363	-2.064	0.341	1.503	-1.552	2.398	0.253	-0.991	-1.951	-1.314	0.687	-0.41	0.003	-1.153	-1.318	-1.088
t169	1.523	0.42	2.318	2.047	-1.123	-0.291	-2.689	0.56	-0.417	1.48	0.908	-0.097	-0.034	-0.137	-0.116	-1.461	0.179	2.379	-0.429	2.035	0.316	-0.662	-2.1	-1.153	0.446	-0.774	-0.894	-1.101	-0.447	-0.692
t181	0.667	0.067	0.278	1.595	-0.759	0.15	-1.633	0.343	-0.549	2.103	1.419	0.117	0	-0.885	0.173	-1.004	0.274	0.556	1.237	-0.282	1.1	0.359	-2.274	-0.394	-0.386	-0.048	-1.115	-0.334	-0.413	-0.366
t175	4.072	-1.315	4.259	1.762	0.315	-0.463	-2.877	0.339	-0.036	0.832	1.401	-0.116	0.146	1.191	0.496	-1.246	-0.106	1.009	-1.249	1.875	0.47	-0.392	-2.317	-0.735	-0.074	1.571	-0.557	-1.572	-4.672	-2.041
t26	1.788	-3.291	-0.944	0.875	-2.74	-0.944	-2.201	1.782	-0.71	4.095	2.705	0.994	0.109	-1.16	1.541	0.969	-0.479	1.988	3.583	-1.213	1.703	1.61	-2.735	0.978	-1.467	0.887	-3.245	-0.561	-3.363	-0.578
t67	-0.011	3.609	1.967	2.12	1.325	0.859	-1.188	0.13	-0.58	-0.366	0.202	-1.288	0.125	-0.618	-0.313	-3.3	0.959	-2.804	-1.872	1.504	0.626	-0.528	-1.254	-1.299	1.427	-0.981	0.64	1.551	-0.963	0.314
t84	1.197	-0.839	1.132	1.588	-0.799	-0.339	-1.867	0.58	-0.291	1.925	1.569	0.134	0.069	-0.393	0.414	-0.428	0.038	0.862	1.439	0.09	1.046	0.585	-2.444	-0.21	-0.792	0.542	-1.127	-1.082	-1.714	-0.888
t74	1.616	-0.324	1.083	1.255	0.559	0.032	-0.891	-0.08	-0.752	1.085	0.993	-0.459	0.046	-0.617	0.31	-1.515	0.832	-0.717	0.831	0.35	0.866	0.398	-2.308	-0.195	-0.247	0.612	-0.274	0.171	-1.777	-0.882
t194	3.008	-0.094	3.477	1.996	0.736	-0.116	-2.649	0.397	-0.268	0.234	1.246	-0.253	0.211	0.393	0.55	-2.024	-0.091	-0.728	-0.792	1.264	0.811	-0.111	-1.887	-0.647	0.228	0.627	-0.306	-0.196	-4.173	-0.852
t49	1.229	0.19	2.36	2.115	-0.085	0.01	-1.691	-0.149	-0.221	0.349	0.836	0.008	-0.005	-0.02	-0.4	-1.387	0.318	0.713	0.084	1.142	0.676	-0.33	-2.186	-0.792	0.007	-0.218	-0.086	-1.142	-0.422	-0.905
t63	1.428	3.735	4.353	2.737	1.695	0.607	-2.663	-0.159	-0.249	-0.548	-0.196	-1.696	0.073	0.345	-0.698	-4.056	0.79	-0.216	-3.59	3.316	-0.191	-1.558	-1.237	-2.348	1.633	-0.969	1.199	0.065	-1.115	-0.519
t179	1.41	-0.067	1.941	1.738	0.137	0.288	-1.096	-0.295	-0.447	0.829	0.773	-0.375	0.01	-0.122	-0.103	-1.642	0.778	0.147	0.269	0.993	0.744	-0.035	-2.286	-0.591	0.05	-0.528	-0.093	-0.597	-0.888	-0.947
