feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t82	1.393	0.742	2.368	2.076	-0.088	0.047	-2.247	0.232	-0.318	0.961	0.861	-0.332	0.028	-0.125	-0.068	-1.845	0.258	0.865	-0.58	1.386	0.568	-0.385	-1.951	-1.004	0.284	-0.25	-0.38	-0.611	-1.205	-0.689
t22	1.247	-0.022	1.646	1.638	-0.3	-0.08	-1.808	0.392	-0.471	1.361	1.108	-0.286	0.081	-0.238	0.198	-1.326	0.504	0.368	0.269	0.682	0.855	0.219	-2.13	-0.6	-0.116	0.014	-0.604	-0.413	-1.435	-0.761
t57	1.709	0.058	2.569	2.06	-0.514	-0.257	-2.688	0.519	-0.265	1.249	1.097	-0.105	0.067	0.06	0.087	-1.439	0.062	1.415	-0.317	1.339	0.631	-0.247	-2.025	-0.957	0.029	-0.024	-0.673	-0.994	-1.59	-0.867
t171	2.389	-0.506	2.857	1.901	-0.109	-0.233	-2.374	0.407	-0.194	0.791	1.353	0.111	0.143	0.293	0.357	-1.332	-0.013	0.334	-0.207	0.982	0.869	0.004	-2.158	-0.529	-0.03	0.472	-0.62	-0.862	-3.062	-1.057
t120	1.834	-1.05	1.954	1.719	-0.775	-0.465	-1.979	0.651	-0.321	0.979	1.5	0.317	0.157	-0.041	0.335	-0.629	0.128	0.667	0.841	0.417	1.057	0.38	-2.285	-0.263	-0.426	0.179	-0.893	-1.025	-2.141	-0.83
t68	1.437	0.529	2.378	1.936	0.042	-0.012	-1.849	0.378	-0.365	0.613	0.92	-0.452	0.133	-0.049	0.004	-1.747	0.561	0.147	-0.499	1.24	0.71	-0.116	-1.953	-0.85	0.254	-0.327	-0.208	-0.469	-1.693	-0.704
t134	1.295	0.737	1.714	1.762	0.097	0.031	-1.788	0.534	-0.447	0.977	1.126	-0.488	0.135	-0.369	0.247	-1.655	0.407	-0.449	-0.12	0.764	0.851	0.098	-1.963	-0.643	0.144	0.094	-0.478	-0.018	-2.103	-0.501
t66	2.589	-0.449	3.308	2.058	-0.271	-0.318	-2.912	0.537	-0.113	1.055	1.29	-0.035	0.112	0.472	0.391	-1.458	-0.22	1.007	-0.601	1.509	0.7	-0.222	-2.072	-0.726	0.082	0.46	-0.755	-1.007	-3.297	-1.143
t86	1.621	0.438	2.452	1.949	0.098	-0.012	-2.031	0.302	-0.403	0.59	0.909	-0.392	0.117	-0.058	0.045	-1.793	0.428	0.195	-0.411	1.234	0.679	-0.178	-1.945	-0.894	0.218	-0.31	-0.23	-0.443	-1.565	-0.619
t163	1.798	0.064	2.859	2.11	-0.405	-0.24	-2.358	0.448	-0.165	0.739	1.056	-0.21	0.102	0.275	-0.041	-1.394	0.207	1.23	-0.482	1.398	0.657	-0.274	-2.061	-0.908	0.07	-0.141	-0.423	-1.196	-1.761	-0.966
t13	1.502	0.535	2.443	1.964	-0.027	-0.024	-1.81	0.505	-0.34	0.274	0.984	-0.306	0.166	-0.036	0.087	-1.657	0.423	0.01	-0.518	1.231	0.771	-0.09	-1.899	-0.739	0.328	-0.493	-0.305	-0.415	-2.039	-0.537
t79	1.038	1.238	1.734	1.845	0.36	0.249	-1.501	0.434	-0.463	0.617	0.965	-0.521	0.145	-0.453	0.13	-1.964	0.552	-0.926	-0.395	0.942	0.825	0.014	-1.864	-0.7	0.416	-0.292	-0.257	0.218	-2.02	-0.38
t100	1.661	1.787	3.406	2.262	0.681	0.231	-2.251	0.143	-0.347	0.026	0.44	-0.734	0.098	0.149	-0.218	-2.767	0.565	-0.139	-2.029	2.32	0.297	-0.842	-1.625	-1.423	1.068	-0.566	0.28	-0.1	-1.74	-0.666
t185	1.332	1.025	2.389	1.985	0.221	0.041	-1.982	0.347	-0.326	0.554	0.932	-0.385	0.118	-0.114	-0.011	-1.867	0.401	-0.353	-0.72	1.151	0.7	-0.242	-1.892	-0.93	0.379	0.056	-0.167	-0.281	-1.719	-0.65
t98	2.265	-1.396	2.577	1.903	-1.222	-0.635	-2.764	0.753	-0.22	1.389	1.555	0.577	0.122	0.212	0.396	-0.619	-0.186	1.649	0.576	0.905	0.913	0.123	-2.303	-0.469	-0.331	0.138	-1.175	-1.446	-2.266	-1.04
t127	1.263	-0.296	1.799	1.744	-0.503	-0.105	-1.9	0.063	-0.411	1.352	0.975	-0.025	-0.019	-0.156	-0.059	-1.147	0.389	1.139	0.404	0.798	0.708	-0.059	-2.246	-0.739	-0.211	-0.051	-0.556	-0.947	-0.346	-0.869
t161	1.874	-0.108	2.576	1.863	-0.061	-0.155	-2.004	0.262	-0.289	0.853	1.048	-0.229	0.092	0.125	0.125	-1.447	0.331	0.408	-0.227	1.213	0.704	-0.103	-2.145	-0.696	0.045	0.188	-0.373	-0.79	-2.052	-1.036
t146	1.934	0.563	3.344	2.256	-0.243	-0.169	-2.688	0.323	-0.181	0.635	0.817	-0.336	0.061	0.387	-0.204	-1.818	0.224	1.496	-1.209	1.999	0.385	-0.701	-1.936	-1.288	0.425	-0.286	-0.245	-1.181	-1.392	-0.983
t169	1.485	0.681	2.684	2.126	-0.393	-0.078	-2.402	0.32	-0.323	0.817	0.816	-0.262	0.039	0.043	-0.157	-1.79	0.312	1.189	-0.721	1.736	0.483	-0.524	-1.969	-1.131	0.446	-0.599	-0.374	-0.826	-0.932	-0.705
t181	1.169	0.776	1.924	1.926	-0.148	0.069	-1.921	0.44	-0.372	0.924	1.031	-0.365	0.096	-0.25	0.051	-1.663	0.375	0.212	-0.257	0.982	0.777	-0.08	-1.965	-0.796	0.217	-0.308	-0.462	-0.355	-1.51	-0.523
t175	2.322	-0.158	3.01	1.923	-0.012	-0.17	-2.35	0.343	-0.208	0.772	1.153	-0.167	0.115	0.381	0.199	-1.48	0.142	0.512	-0.594	1.35	0.675	-0.216	-2.109	-0.772	0.101	0.355	-0.451	-0.913	-2.646	-1.124
t26	1.616	-1.109	1.112	1.56	-1.17	-0.392	-2.164	0.911	-0.464	2.073	1.684	0.264	0.109	-0.449	0.643	-0.619	-0.005	0.993	1.211	0.168	1.153	0.573	-2.274	-0.102	-0.476	0.204	-1.507	-0.563	-2.348	-0.65
t67	1.022	0.944	2.076	1.981	0.04	0.082	-1.875	0.363	-0.37	0.688	0.895	-0.334	0.093	-0.276	0.001	-1.812	0.39	-0.258	-0.45	1.067	0.763	-0.148	-1.859	-0.827	0.355	-0.213	-0.291	-0.14	-1.429	-0.487
t84	1.381	-0.204	1.765	1.782	-0.538	-0.172	-2.084	0.433	-0.397	1.452	1.202	-0.04	0.065	-0.258	0.207	-1.2	0.253	0.785	0.43	0.73	0.839	0.129	-2.173	-0.608	-0.171	-0.024	-0.769	-0.697	-1.387	-0.743
t74	1.626	0.108	2.175	1.789	-0.019	-0.119	-1.945	0.252	-0.413	1.054	0.98	-0.318	0.066	-0.127	0.094	-1.554	0.45	0.538	-0.133	1.112	0.658	-0.083	-2.117	-0.763	0.022	0.161	-0.379	-0.61	-1.589	-0.926
t194	2.334	0.225	3.392	2.166	0.071	-0.194	-2.84	0.495	-0.166	0.621	1.108	-0.213	0.15	0.388	0.216	-1.813	-0.019	0.532	-0.959	1.577	0.63	-0.342	-1.902	-0.993	0.263	0.168	-0.395	-0.796	-2.808	-0.91
t49	1.605	0.209	2.837	2.165	-0.305	-0.203	-2.356	0.309	-0.179	0.63	0.967	-0.091	0.075	0.184	-0.169	-1.446	0.202	1.114	-0.454	1.441	0.601	-0.365	-2.05	-1.001	0.1	-0.154	-0.308	-1.206	-1.231	-0.933
t63	1.239	1.456	2.64	2.138	0.367	0.159	-2.151	0.19	-0.355	0.626	0.624	-0.674	0.063	-0.106	-0.186	-2.303	0.506	0.171	-1.131	1.726	0.444	-0.536	-1.794	-1.254	0.585	-0.349	0.033	-0.299	-1.192	-0.638
t179	1.712	0.063	2.631	1.969	-0.19	-0.065	-2.049	0.237	-0.295	0.87	0.936	-0.288	0.085	0.138	-0.013	-1.574	0.441	0.823	-0.36	1.367	0.637	-0.211	-2.102	-0.895	0.12	-0.314	-0.31	-0.93	-1.486	-0.959
t56	1.566	-0.606	1.891	1.75	-0.61	-0.338	-2.187	0.574	-0.289	1.586	1.363	0.061	0.093	-0.119	0.279	-0.898	0.169	1.008	0.454	0.646	0.876	0.23	-2.236	-0.53	-0.387	0.445	-0.872	-1.008	-1.896	-1.02
t59	1.655	0.381	2.654	2.118	-0.347	-0.158	-2.476	0.517	-0.252	0.785	1.072	-0.102	0.116	0.06	0.048	-1.637	0.162	0.78	-0.602	1.207	0.731	-0.255	-1.914	-0.916	0.249	-0.196	-0.498	-0.722	-1.79	-0.679
t95	1.782	-0.839	2.039	1.815	-0.856	-0.372	-2.173	0.731	-0.315	1.257	1.436	0.228	0.147	-0.059	0.341	-0.873	0.137	1.018	0.449	0.7	0.987	0.256	-2.18	-0.405	-0.238	-0.024	-0.985	-0.933	-2.227	-0.857
