feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t194	-2.136	-1.651	-0.095	0.461	0.912	1.035	1.222	-1.277	-0.204	-1.284	0.058	-0.541	1.548	-1.457	0.178	-0.693	-0.702	-0.86	-0.84	0.75	-0.04	-0.786	-0.138	0.535	3.075	2.421	-1.357	0.428	1.61	-0.18
t111	-2.287	-0.137	-0.514	0.307	0.746	0.53	0.393	-0.606	-0.886	-1.939	-0.191	-0.826	0.616	-0.317	-0.769	-0.113	0.456	-0.582	-1.545	0.071	-0.151	0.199	-0.482	0.921	3.166	3.53	-1.023	-1.06	1.757	0.721
t4	-1.61	-1.741	-0.122	0.423	0.914	1.068	0.952	-1.331	-0.188	-1.237	0.067	-0.348	1.389	-1.222	0.005	-0.916	-0.421	-1.06	-0.917	0.712	-0.1	-0.493	-0.16	0.252	2.982	2.638	-1.044	0.389	1.55	-0.437
t140	-1.794	-1.925	-0.196	0.378	0.88	0.725	0.723	-1.153	-0.325	-1.245	0.034	-0.487	1.137	-1.063	-0.365	-0.748	0.103	-0.934	-1.123	0.51	-0.098	-0.314	-0.269	0.488	3.045	2.846	-0.472	0.121	1.665	-0.151
t56	-1.576	-1.918	-0.183	0.391	0.852	0.954	0.891	-1.311	-0.27	-1.37	0.02	-0.548	1.31	-1.13	-0.182	-0.865	-0.213	-0.971	-1.033	0.627	-0.011	-0.486	-0.239	0.538	3.073	2.591	-0.47	0.197	1.626	-0.3
t186	-1.621	-1.644	-0.119	0.422	0.912	1.029	0.8	-1.304	-0.2	-1.244	0.048	-0.395	1.282	-1.194	-0.055	-0.902	-0.3	-1.067	-0.933	0.69	-0.113	-0.379	-0.169	-0.016	2.966	2.919	-0.945	0.448	1.589	-0.512
t154	-1.46	-2.203	-0.068	0.44	0.94	1.248	1.241	-1.528	-0.046	-1.09	0.096	-0.304	1.743	-1.507	0.352	-1.099	-0.874	-1.156	-0.793	0.829	0.065	-0.681	-0.099	0.273	3.023	2.262	-1.181	0.661	1.455	-0.548
t34	-1.518	-1.393	-0.248	0.32	0.901	1.034	0.455	-1.052	-0.364	-1.511	0.127	-0.16	0.977	-0.665	-0.629	-0.807	0.491	-1.195	-1.22	0.441	0.151	-0.294	-0.29	0.155	2.623	3.038	-0.708	0.075	1.558	-0.3
t177	-2.224	-1.334	-0.27	0.38	0.795	0.527	0.516	-0.91	-0.575	-1.554	-0.085	-0.706	0.876	-0.864	-0.434	-0.486	0.108	-0.638	-1.416	0.326	-0.361	-0.006	-0.36	0.854	3.311	3.162	-0.148	-0.576	1.751	0.329
t144	-2.774	-0.566	-0.349	0.445	0.687	0.474	0.567	-0.808	-0.784	-1.701	-0.207	-0.983	1.046	-0.986	-0.126	-0.329	-0.421	-0.364	-1.429	0.329	-0.612	0.074	-0.373	0.996	3.529	3.475	-0.467	-0.969	1.904	0.673
t50	-1.701	-1.423	-0.183	0.444	0.856	1.124	0.842	-1.282	-0.318	-1.259	0.038	-0.333	1.537	-1.224	0.151	-0.95	-0.574	-0.946	-0.788	0.741	-0.12	-0.491	-0.184	0.049	3.057	2.835	-1.439	0.204	1.653	-0.318
t180	-2.232	-1.206	-0.203	0.45	0.863	0.766	0.739	-1.044	-0.433	-1.6	-0.03	-0.549	1.097	-1.093	-0.089	-0.512	-0.385	-0.61	-1.156	0.493	-0.382	-0.332	-0.244	0.641	3.321	2.964	-0.922	-0.264	1.699	0.245
t17	-1.69	-1.831	-0.132	0.383	0.925	0.934	1.076	-1.312	-0.209	-1.399	-0.021	-0.561	1.207	-1.206	-0.037	-0.723	-0.352	-0.974	-0.985	0.622	-0.051	-0.417	-0.202	0.59	3.153	2.615	-0.882	0.293	1.501	-0.323
t198	-1.697	-2.356	-0.09	0.404	0.874	0.908	1.149	-1.344	-0.217	-1.316	-0.028	-0.769	1.365	-1.32	0.136	-0.882	-0.532	-0.926	-0.958	0.661	-0.176	-0.279	-0.214	0.692	3.25	2.429	-0.131	0.177	1.563	-0.382
t3	-1.944	-1.639	-0.056	0.454	0.853	0.966	0.877	-1.323	-0.245	-1.338	0.011	-0.552	1.332	-1.373	0.178	-0.863	-0.556	-0.896	-0.873	0.789	-0.151	-0.557	-0.153	0.258	3.174	2.884	-0.904	0.374	1.66	-0.394
t78	-1.451	-2.139	-0.135	0.377	0.87	1.062	0.923	-1.29	-0.255	-1.1	0.044	-0.523	1.506	-1.107	0.03	-1.024	-0.29	-1.124	-0.814	0.691	0.005	-0.191	-0.228	0.11	2.976	2.536	-0.691	0.199	1.558	-0.533
t65	-1.803	-1.313	-0.189	0.438	0.85	0.946	0.613	-1.221	-0.356	-1.101	0.021	-0.277	1.323	-1.056	-0.011	-0.959	-0.377	-0.986	-1.158	0.602	-0.358	-0.164	-0.204	0.061	3.144	3.089	-0.978	-0.023	1.626	-0.186
t83	-1.119	-2.304	-0.024	0.349	0.983	1.211	0.95	-1.495	0.012	-1.122	0.135	-0.253	1.326	-1.195	-0.108	-1.108	-0.091	-1.429	-0.822	0.77	0.335	-0.504	-0.137	-0.157	2.708	2.543	-0.838	0.934	1.389	-0.946
t127	-0.738	-3.217	0.073	0.403	1.041	1.454	1.543	-1.898	0.319	-0.843	0.141	-0.332	2.022	-1.838	0.56	-1.348	-1.024	-1.521	-0.357	1.047	0.549	-0.768	-0.01	-0.262	2.826	1.898	-1.286	1.537	1.278	-1.28
t145	-1.359	-1.959	-0.08	0.341	0.999	1.422	1.158	-1.469	-0.032	-1.026	0.084	-0.319	1.592	-1.258	0.107	-1.006	-0.286	-1.36	-0.581	0.837	0.537	-0.728	-0.141	-0.398	2.786	2.481	-1.893	1.028	1.392	-0.879
t94	-1.617	-2.111	-0.066	0.449	0.873	0.959	1.065	-1.489	-0.114	-1.349	0.033	-0.465	1.436	-1.476	0.147	-0.936	-0.714	-0.971	-1.036	0.773	-0.121	-0.69	-0.134	0.795	3.217	2.42	-0.495	0.41	1.551	-0.351
t89	-1.637	-2.092	-0.131	0.361	0.956	0.951	1.179	-1.335	-0.127	-1.463	0.03	-0.625	1.215	-1.237	-0.197	-0.679	-0.18	-1.06	-0.97	0.597	0.206	-0.58	-0.201	0.614	2.939	2.454	-0.683	0.582	1.499	-0.39
t77	-1.488	-1.881	-0.238	0.375	0.896	0.784	0.742	-1.271	-0.302	-1.196	0.023	-0.302	1.197	-1.041	-0.245	-0.877	-0.084	-1.02	-1.124	0.506	-0.113	-0.237	-0.249	0.453	3.113	2.871	-0.842	0.099	1.578	-0.136
