V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t129	0.383	1.049	-1.073	-0.282	0.26	-1.144	-0.14	0.172	0.554	1.68	0.199	0.972	-0.348	-0.126	0.889	-0.168	-1.043	-0.014	-0.306	1.075	0.627	1.022	0.443	-1.241	0.366	0.446	-1.694	0.147	-1.524	-1.182
t42	0.26	0.628	-0.071	-0.37	-0.005	-0.336	-1.505	0.47	1.082	-0.62	0.278	-0.768	-1.941	1.061	0.636	0.6	-0.622	-0.398	-1.319	2.512	0.486	0.622	1.412	-1.117	-0.265	0.762	-1.537	0.505	-1.182	0.74
t74	0.394	0.162	-1.753	-0.579	0.847	2.201	-0.076	-0.041	-0.663	1.446	-0.478	2	-0.207	-1.13	-0.046	-0.807	-1.237	0.037	1.42	-1.101	0.345	0.293	-0.193	-1.389	1.01	0.717	0.12	-0.457	-1.059	0.223
t10	1.003	-0.801	-1.681	-0.547	1.692	4.78	0.391	-1.061	-0.31	-0.335	-0.878	1.263	0.537	0.787	-0.062	-0.281	-1.054	-1.365	1.469	-2.019	-0.292	0.028	-1.491	-1.052	1.889	-0.661	2.989	-0.102	-2.063	-0.785
t177	-0.084	1.105	-1.738	-0.517	-0.127	-1.695	-0.406	0.157	-0.335	4.683	0.399	2.455	-1.234	-1.837	-0.055	-0.802	-1.519	1.717	0.499	0.212	0.913	1.246	0.916	-1.702	-0.404	1.022	-2.479	-0.71	0.324	-0.014
t31	0.673	0.042	-0.583	-0.442	0.555	1.174	-0.749	-0.066	-0.167	-1.736	-0.557	0.058	-1.113	0.121	0.742	-0.484	-0.682	-0.307	1.771	0.826	0.031	-0.663	0.874	-1.081	1.002	0.934	0.514	0.165	-1.481	0.626
t125	0.74	-0.22	-0.684	-0.571	0.282	0.732	-1.139	-0.721	0.041	-0.103	-0.412	0.083	-1.512	0.627	0.472	-0.159	-0.702	0.347	1.848	1.263	0.093	-0.311	0.423	-1.057	0.282	0.464	0.341	0.007	-0.806	0.351
t148	-0.057	1.09	-0.243	-0.281	0.032	-0.804	-0.753	0.668	1.073	0.713	1.176	-0.558	-2.173	0.048	0.18	0.48	-1.099	-0.14	-2.856	1.897	0.62	1.341	2.158	-1.453	-0.03	1.398	-1.801	0.411	-1.436	0.394
t4	-0.129	0.599	-1.459	-0.527	-0.278	2.075	-0.655	-0.636	-0.586	3.549	0.399	1.14	-1.312	0.625	-0.625	-0.562	-1.384	0.282	-1.213	0.484	0.437	1.367	0.297	-1.676	0.232	-0.006	-0.013	-0.367	0.287	-0.35
t89	0.345	0.132	-1.072	-0.37	0.278	2.833	-0.666	-0.96	-0.421	-0.779	-0.689	0.447	-0.286	0.856	0.476	-0.663	-0.934	-0.303	0.613	0.763	-0.222	-0.185	0.434	-1.254	1.28	-0.13	1.958	0.165	-1.215	-0.436
t59	0.824	0.44	-1.62	-0.435	0.937	0.954	0.318	0.259	-0.778	0.649	-1.096	2.436	0.164	-0.927	0.944	-1.346	-0.895	-0.551	3.129	-1.469	0.455	-0.145	-0.684	-1.14	1.203	0.152	-0.121	-0.395	-0.937	-0.327
t70	1.144	-1.016	-1.217	-0.475	1.852	4.376	0.461	-1.288	-0.015	-2.058	-0.6	0.162	0.403	1.072	0.042	0.049	-1.024	-1.271	1.434	-1.428	-0.693	-0.546	-0.702	-0.989	2.315	-0.136	3.794	0.21	-2.968	-0.901
t5	0.289	0.355	-0.785	-0.383	0.567	1.174	-0.302	-0.124	0.428	0.507	0.517	0.082	-1.319	0.245	-0.042	0.135	-1.139	-0.35	-1.271	0.517	0.247	0.818	1.021	-1.36	0.738	0.758	0.11	0.188	-1.562	-0.063
t24	0.259	0.397	-0.329	-0.221	-0.277	1.281	-1.005	-0.931	0.555	0.228	0.231	-0.815	-1.494	2.533	0.383	0.241	-0.711	-0.811	-2.145	2.473	0.208	0.99	0.826	-1.136	0.543	-0.583	0.511	0.665	-0.865	-1.004
t51	0.975	-0.282	-0.692	-0.381	0.739	1.028	-0.334	-0.825	0.551	0.07	-0.243	-0.054	-1.276	1.472	0.639	0.302	-0.679	-0.993	0.704	0.48	0.191	0.396	-0.161	-0.903	0.665	-0.354	0.804	0.267	-1.35	-0.756
t27	0.768	-0.552	-0.999	-0.399	1.652	3.673	-0.072	-0.607	0.789	-1.523	-0.343	0.235	-0.245	0.778	0.085	0.472	-0.948	-1.489	-0.477	-0.814	-0.176	0.382	-0.224	-0.983	1.497	-0.148	2.113	0.408	-2.687	-0.171
t25	0.701	-0.682	-0.868	-0.671	0.921	3.06	-1.324	-0.402	0.351	-0.669	-0.834	0.503	-1.546	0.794	0.017	0.288	-0.626	-0.682	1.113	-0.098	0.127	0.021	-0.263	-0.981	0.206	-0.095	1.031	-0.039	-0.777	1.422
t186	-0.098	0.161	-1.127	-0.432	0.527	4.051	-0.982	-0.141	-0.249	-1.541	-0.495	0.326	0.095	0.283	-0.108	-0.223	-1.138	-0.313	-1.079	0.68	-0.268	-0.103	0.939	-1.459	1.317	0.663	1.503	0.193	-1.709	0.721
t111	0.447	-0.179	-0.988	-0.574	0.731	2.053	-0.858	-0.249	-0.002	-0.56	-0.399	0.55	-0.999	-0.242	0.045	-0.175	-0.973	0.166	0.885	0.307	0.01	-0.194	0.651	-1.241	0.739	0.899	0.655	-0.043	-1.368	0.904
t165	0.719	-0.235	-0.657	-0.562	0.421	2.27	-1.073	-0.544	-0.163	-1.028	-0.628	-0.029	-1.202	1.282	0.406	-0.254	-0.623	-0.499	1.487	0.765	-0.062	-0.392	0.08	-1.058	0.691	0.078	1.179	0.08	-0.919	0.467
t16	0.697	-0.181	-2.039	-0.333	1.17	4.095	0.831	-1.159	-1.08	-0.482	-1.16	1.602	2.104	0.533	0.453	-0.884	-1.287	-0.691	1.484	-1.329	-0.55	-0.457	-0.969	-1.307	2.577	-0.568	3.271	-0.107	-2.187	-2.054
t191	0.495	0.515	-2.442	-0.546	0.853	0.922	0.618	-0.182	-1.101	3.161	-0.798	3.43	0.664	-1.917	0.331	-1.437	-1.461	0.629	2.957	-2.026	0.443	0.337	-0.81	-1.492	1.003	0.306	-0.154	-0.88	-0.624	-0.801
t144	0.112	1.096	-2.353	-0.42	0.215	0.982	0.525	-0.033	-1.617	3.518	-0.69	3.51	0.64	-1.564	0.298	-2.015	-1.469	0.576	1.905	-1.455	0.571	0.576	-0.365	-1.669	1.19	0.113	-0.405	-0.796	0.035	-1.016
t22	0.601	0.225	-2.306	-0.59	0.767	1.879	0.444	-0.454	-1.191	4.173	-0.76	3.534	-0.384	-1.109	-0.093	-1.597	-1.236	-0.107	2.514	-2.306	0.808	0.964	-1.455	-1.335	0.847	-0.407	-0.273	-0.835	0.263	-0.589
t20	0.423	0.682	-2.019	-0.498	0.216	0.782	-0.021	-0.184	-1.391	3.506	-0.985	3.475	-0.513	-1.262	0.408	-2.009	-1.036	0.262	2.815	-1.277	0.899	0.614	-0.759	-1.337	0.671	-0.257	-0.923	-0.722	0.706	-0.272
t183	0.427	-0.104	-0.601	-0.345	0.589	2.374	-0.538	-0.742	0.655	-0.3	0.212	-0.485	-1.297	1.66	-0.054	0.493	-0.927	-0.925	-1.747	0.835	0.001	0.782	0.627	-1.18	0.868	-0.159	1.359	0.443	-1.526	-0.396
t77	0.112	0.112	-1.113	-0.195	0.759	3.469	-0.333	-0.97	0.766	-0.389	-0.109	0.205	0.119	1.342	0.052	0.395	-1.151	-1.015	-2.754	0.582	-0.133	1.079	0.434	-1.248	1.319	-0.681	1.948	0.579	-2.096	-1.09
t168	0.399	0.809	-2.74	-0.386	0.13	1.512	0.727	-1.083	-1.988	4.462	-1.155	3.991	1.484	-0.804	0.535	-2.347	-1.361	0.506	2.761	-1.389	0.543	0.652	-1.58	-1.469	1.496	-1.053	0.277	-0.764	0.239	-2.421
t107	0.54	0.673	-1.943	-0.446	0.556	0.262	0.534	-0.085	-1.093	2.54	-0.538	2.651	0.253	-1.299	0.539	-1.401	-1.282	0.418	2.404	-1.211	0.481	0.259	-0.323	-1.445	1.076	0.377	-0.381	-0.621	-0.571	-0.927
t99	0.241	0.69	-0.961	-0.467	-0.225	0.759	-1.049	0.009	-0.296	1.634	-0.357	1.084	-1.489	0.474	0.446	-0.685	-0.779	-0.17	0.335	0.998	0.669	0.714	0.28	-1.279	0.024	0.001	-0.973	-0.11	0.174	0.308
