feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t129	0.341	0.622	-1.272	-0.39	0.359	0.714	-0.252	-0.123	-0.093	1.289	-0.157	1.183	-0.376	-0.109	0.455	-0.507	-1.091	-0.05	0.274	0.38	0.384	0.604	0.264	-1.322	0.713	0.347	-0.417	-0.056	-1.124	-0.594
t42	0.289	0.458	-0.911	-0.426	0.266	1.021	-0.766	-0.02	0.114	0.437	-0.129	0.537	-0.954	0.311	0.355	-0.204	-0.945	-0.165	-0.103	0.914	0.321	0.45	0.633	-1.281	0.469	0.477	-0.341	0.071	-1.011	0.128
t74	0.412	0.184	-1.363	-0.493	0.604	1.975	-0.33	-0.255	-0.392	0.852	-0.409	1.297	-0.531	-0.205	0.141	-0.599	-1.071	-0.179	0.834	-0.283	0.256	0.302	0.064	-1.308	0.91	0.361	0.379	-0.188	-0.983	0.011
t10	0.533	-0.045	-1.431	-0.493	0.851	2.783	-0.161	-0.501	-0.341	0.422	-0.52	1.176	-0.153	0.198	0.103	-0.468	-1.086	-0.48	0.818	-0.603	0.046	0.214	-0.293	-1.262	1.182	0.051	1.194	-0.134	-1.321	-0.286
t177	0.104	0.658	-1.374	-0.461	0.173	0.582	-0.516	-0.075	-0.249	1.993	-0.014	1.415	-0.774	-0.585	0.104	-0.572	-1.237	0.544	0.131	0.417	0.45	0.689	0.653	-1.485	0.386	0.644	-0.723	-0.257	-0.596	-0.032
t31	0.442	0.286	-1.117	-0.433	0.49	1.481	-0.392	-0.209	-0.342	0.07	-0.391	0.859	-0.566	-0.077	0.41	-0.619	-0.994	-0.134	0.972	0.269	0.156	0.007	0.451	-1.277	0.999	0.562	0.385	-0.042	-1.205	-0.045
t125	0.469	0.257	-1.235	-0.477	0.402	1.268	-0.485	-0.373	-0.277	0.943	-0.398	1.101	-0.636	0.057	0.35	-0.556	-0.996	0.019	1.049	0.273	0.264	0.251	0.109	-1.259	0.686	0.274	0.125	-0.137	-0.867	-0.204
t148	0.166	0.662	-1.058	-0.394	0.235	0.819	-0.468	0.022	-0.001	1.227	0.132	0.843	-0.995	-0.112	0.187	-0.386	-1.119	-0.031	-0.521	0.607	0.429	0.763	0.784	-1.406	0.547	0.603	-0.536	-0.011	-0.927	-0.066
t4	0.035	0.53	-1.362	-0.463	0.094	2.114	-0.539	-0.358	-0.459	1.757	-0.01	1.07	-0.672	0.235	-0.16	-0.583	-1.239	0.045	-0.579	0.415	0.281	0.777	0.393	-1.522	0.692	0.264	0.203	-0.169	-0.571	-0.223
t89	0.388	0.276	-1.117	-0.398	0.44	1.875	-0.436	-0.405	-0.213	0.086	-0.405	0.755	-0.477	0.34	0.386	-0.49	-0.99	-0.302	0.397	0.395	0.106	0.192	0.361	-1.271	1.002	0.211	0.725	0.05	-1.2	-0.285
t59	0.46	0.369	-1.233	-0.423	0.618	1.555	-0.28	-0.014	-0.273	0.154	-0.522	1.176	-0.287	-0.15	0.496	-0.619	-0.989	-0.352	0.958	-0.095	0.224	0.122	0.169	-1.259	0.984	0.387	0.236	-0.075	-1.239	-0.101
t70	0.559	-0.05	-1.273	-0.457	0.819	2.469	-0.117	-0.589	-0.314	-0.049	-0.392	0.805	-0.195	0.291	0.16	-0.426	-1.089	-0.364	0.827	-0.302	-0.083	0.009	0.041	-1.265	1.337	0.26	1.404	-0.038	-1.566	-0.419
t5	0.315	0.339	-1.304	-0.437	0.471	1.696	-0.262	-0.336	-0.284	1.156	-0.151	1.13	-0.607	-0.025	0.083	-0.535	-1.143	-0.118	0.15	-0.004	0.263	0.544	0.283	-1.368	0.89	0.317	0.315	-0.109	-0.988	-0.285
t24	0.274	0.479	-1.026	-0.41	0.043	1.232	-0.619	-0.395	-0.238	1.216	-0.087	0.686	-0.998	0.621	0.238	-0.496	-0.98	-0.142	-0.113	0.892	0.344	0.61	0.431	-1.324	0.612	0.146	-0.046	0.015	-0.614	-0.358
