V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t94	-5.347	-4.31	-4.441	-3.956	-8.127	-4.476	-8.848	-1.991	-3.114	-4.329	-1.976	-8.017	-2.468	-6.256	-8.03	-6.43	-4.778	-10.412	-7.576	-4.479	-2.608	-1.543	-8.047	-6.422	-5.483	-9.231	-2.57	-9.977	-3.005	-2.559
t32	-2.937	-4.657	-5.287	-6.211	-2.644	-5.024	-2.946	-4.737	-3.525	-5.616	-2.795	-5.092	-2.428	-3.535	-3.483	-3.312	-5.466	-2.672	-4.017	-4.509	-1.78	-5.267	-3.128	-5.041	-2.798	-3.31	-4.879	-4.721	-3.413	-3.405
t19	-4.25	-4.06	-4.248	-4.294	-6.108	-4.335	-6.692	-2.488	-2.875	-4.37	-1.886	-6.766	-2.152	-5.071	-6.285	-5.146	-4.443	-7.638	-6.346	-4.137	-2	-2.288	-6.147	-5.649	-4.295	-7.109	-2.912	-7.856	-2.777	-2.466
t1	-3.265	-4.101	-4.333	-5.024	-4.078	-4.496	-4.444	-3.427	-2.937	-4.73	-2.117	-5.605	-2.108	-3.984	-4.533	-3.936	-4.265	-4.597	-5.209	-4.082	-1.612	-3.598	-4.148	-5.065	-3.216	-4.864	-3.67	-5.589	-2.843	-2.714
t92	-3.049	-5.239	-5.904	-7.108	-2.279	-5.669	-2.47	-5.726	-4.118	-6.338	-3.463	-5.119	-2.959	-3.596	-3.238	-3.305	-5.907	-1.838	-4.003	-5.049	-2.164	-6.472	-2.748	-5.338	-2.865	-2.825	-5.796	-4.312	-4.006	-4.084
t152	-3.371	-4.073	-4.342	-4.917	-4.286	-4.473	-4.688	-3.275	-2.904	-4.668	-2.063	-5.722	-2.07	-4.094	-4.721	-4.042	-4.266	-4.968	-5.223	-4.061	-1.636	-3.444	-4.362	-5.117	-3.325	-5.106	-3.561	-6.007	-2.812	-2.654
t78	-3.511	-4.056	-4.459	-4.805	-4.507	-4.35	-5.005	-3.12	-2.892	-4.628	-1.998	-5.883	-2.007	-4.242	-4.964	-4.197	-4.729	-5.514	-5.135	-4.039	-1.679	-3.189	-4.783	-5.175	-3.483	-5.4	-3.439	-6.477	-2.788	-2.586
t74	-3.493	-4.061	-4.478	-4.812	-4.521	-4.387	-4.95	-3.125	-2.903	-4.602	-2.002	-5.858	-1.979	-4.213	-4.927	-4.13	-4.492	-5.442	-4.98	-4.056	-1.675	-3.383	-4.628	-5.177	-3.466	-5.299	-3.479	-6.611	-2.792	-2.612
t116	-3.004	-5.051	-5.62	-6.821	-2.435	-5.555	-2.593	-5.407	-3.92	-6.085	-3.262	-5.094	-2.815	-3.563	-3.298	-3.282	-5.339	-1.994	-4.09	-4.889	-2.039	-6.199	-2.698	-5.254	-2.824	-2.96	-5.518	-4.465	-3.819	-3.882
t62	-2.94	-4.575	-5.145	-6.089	-2.693	-4.964	-3.048	-4.597	-3.429	-5.539	-2.711	-5.105	-2.4	-3.551	-3.544	-3.366	-5.412	-2.799	-4.208	-4.427	-1.732	-4.972	-3.243	-5.008	-2.795	-3.47	-4.727	-4.691	-3.333	-3.295
