V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t94	0.013	1.05	0.919	1.404	-2.77	0.884	-3.494	3.369	2.247	1.031	3.384	-2.66	2.892	-0.896	-2.673	-1.071	0.582	-5.085	-2.218	0.881	2.752	3.817	-2.69	-1.063	-0.123	-3.881	2.79	-4.638	2.355	2.802
t32	1.017	-0.703	-1.333	-2.257	1.31	-1.07	1.009	-0.783	0.43	-1.662	1.159	-1.137	1.526	0.42	0.471	0.642	-1.511	1.283	-0.062	-0.555	2.175	-1.313	0.827	-1.087	1.156	0.644	-0.924	-0.767	0.541	0.55
t19	0.32	0.51	0.322	0.276	-1.539	0.234	-2.123	2.082	1.695	0.2	2.683	-2.197	2.418	-0.501	-1.716	-0.577	0.126	-3.07	-1.777	0.432	2.57	2.282	-1.577	-1.08	0.274	-2.54	1.657	-3.289	1.792	2.104
t1	0.688	-0.148	-0.38	-1.071	-0.125	-0.543	-0.491	0.526	1.016	-0.777	1.836	-1.653	1.845	-0.031	-0.58	0.017	-0.312	-0.644	-1.256	-0.129	2.341	0.355	-0.195	-1.112	0.737	-0.911	0.283	-1.636	1.11	1.239
t92	1.184	-1.006	-1.671	-2.876	1.954	-1.437	1.763	-1.493	0.115	-2.106	0.77	-0.886	1.273	0.637	0.994	0.928	-1.675	2.394	0.23	-0.816	2.069	-2.24	1.485	-1.105	1.368	1.407	-1.564	-0.079	0.226	0.149
t152	0.637	-0.065	-0.334	-0.909	-0.278	-0.465	-0.679	0.733	1.104	-0.659	1.946	-1.714	1.938	-0.086	-0.712	-0.034	-0.258	-0.96	-1.215	-0.053	2.372	0.564	-0.354	-1.108	0.683	-1.097	0.448	-1.999	1.196	1.355
t78	0.59	0.045	-0.358	-0.704	-0.406	-0.249	-0.904	0.981	1.209	-0.527	2.103	-1.782	2.094	-0.141	-0.863	-0.096	-0.628	-1.413	-1.033	0.062	2.423	0.913	-0.682	-1.074	0.619	-1.299	0.662	-2.376	1.313	1.515
t74	0.591	0.024	-0.394	-0.727	-0.437	-0.303	-0.865	0.959	1.182	-0.518	2.082	-1.774	2.105	-0.129	-0.842	-0.046	-0.407	-1.358	-0.895	0.029	2.409	0.702	-0.544	-1.093	0.618	-1.215	0.605	-2.527	1.292	1.472
t116	1.122	-0.925	-1.495	-2.696	1.691	-1.43	1.532	-1.282	0.206	-1.96	0.863	-0.968	1.311	0.563	0.827	0.844	-1.213	2.131	0.036	-0.763	2.087	-2.074	1.428	-1.129	1.302	1.166	-1.392	-0.339	0.307	0.244
t62	0.987	-0.649	-1.218	-2.162	1.234	-1.037	0.879	-0.67	0.498	-1.612	1.216	-1.178	1.527	0.376	0.383	0.561	-1.485	1.128	-0.281	-0.5	2.195	-1.046	0.684	-1.082	1.132	0.457	-0.8	-0.764	0.594	0.632
t36	0.969	-0.668	-0.994	-2.14	0.998	-1.198	0.818	-0.679	0.48	-1.544	1.171	-1.215	1.429	0.345	0.326	0.529	-0.563	1.256	-0.66	-0.572	2.16	-1.271	0.959	-1.146	1.104	0.412	-0.821	-0.617	0.57	0.559
t170	0.212	0.727	0.516	0.733	-2.008	0.593	-2.671	2.58	1.905	0.535	2.976	-2.381	2.632	-0.65	-2.093	-0.777	0.02	-3.916	-1.898	0.616	2.648	2.945	-2.114	-1.053	0.111	-3.047	2.117	-3.689	2.024	2.382
t180	0.735	-0.218	-0.58	-1.207	0.038	-0.545	-0.299	0.368	0.926	-0.863	1.767	-1.588	1.86	0.035	-0.446	0.13	-0.582	-0.456	-0.897	-0.188	2.321	0.058	-0.073	-1.103	0.778	-0.649	0.119	-1.628	1.043	1.142
t110	1.028	-0.748	-1.236	-2.335	1.317	-1.216	1.078	-0.882	0.394	-1.708	1.082	-1.12	1.419	0.428	0.514	0.642	-1.113	1.506	-0.318	-0.611	2.148	-1.448	1.01	-1.117	1.18	0.678	-1.003	-0.537	0.49	0.478
t56	0.773	-0.292	-0.573	-1.357	0.172	-0.666	-0.136	0.185	0.857	-0.975	1.66	-1.535	1.748	0.076	-0.333	0.16	-0.491	-0.146	-1.049	-0.256	2.291	-0.103	0.092	-1.114	0.829	-0.521	-0.021	-1.282	0.964	1.043
t138	0.859	-0.468	-0.714	-1.722	0.537	-0.955	0.298	-0.218	0.687	-1.241	1.422	-1.391	1.57	0.194	-0.034	0.316	-0.386	0.538	-0.983	-0.407	2.226	-0.635	0.525	-1.138	0.958	-0.118	-0.389	-0.926	0.777	0.815
t183	0.516	0.169	-0.098	-0.412	-0.813	-0.114	-1.277	1.279	1.333	-0.289	2.257	-1.915	2.16	-0.251	-1.126	-0.248	-0.225	-1.857	-1.367	0.14	2.453	1.239	-0.884	-1.089	0.505	-1.651	0.94	-2.473	1.443	1.65
t184	0.586	0.017	-0.184	-0.713	-0.563	-0.378	-0.922	0.936	1.181	-0.495	2.051	-1.801	1.998	-0.156	-0.886	-0.118	0.047	-1.26	-1.356	-0.005	2.391	0.722	-0.454	-1.122	0.606	-1.309	0.622	-2.16	1.282	1.44
t50	0.848	-0.444	-0.868	-1.69	0.568	-0.895	0.295	-0.144	0.704	-1.219	1.473	-1.386	1.682	0.201	-0.036	0.372	-0.622	0.388	-0.576	-0.37	2.245	-0.664	0.465	-1.122	0.951	-0.077	-0.371	-1.375	0.805	0.86
t67	0.74	-0.242	-0.563	-1.27	0.113	-0.639	-0.234	0.313	0.915	-0.92	1.724	-1.565	1.807	0.046	-0.402	0.138	-0.482	-0.33	-0.987	-0.202	2.312	0.033	-0.004	-1.111	0.806	-0.632	0.073	-1.577	1.014	1.121
t75	0.996	-0.694	-1.131	-2.219	1.171	-1.163	0.928	-0.757	0.451	-1.622	1.147	-1.172	1.444	0.383	0.409	0.575	-0.99	1.324	-0.463	-0.571	2.163	-1.277	0.909	-1.119	1.139	0.52	-0.883	-0.588	0.545	0.544
t130	0.723	-0.196	-0.555	-1.194	0.093	-0.55	-0.324	0.407	0.965	-0.883	1.785	-1.59	1.852	0.023	-0.459	0.095	-0.707	-0.504	-0.99	-0.147	2.336	0.252	-0.179	-1.09	0.786	-0.741	0.171	-1.643	1.063	1.197
t57	0.853	-0.455	-0.793	-1.71	0.568	-0.927	0.3	-0.181	0.699	-1.237	1.448	-1.386	1.623	0.198	-0.032	0.341	-0.528	0.464	-0.787	-0.384	2.237	-0.626	0.483	-1.128	0.958	-0.105	-0.378	-1.15	0.791	0.844
t118	1.336	-1.283	-1.898	-3.464	2.595	-1.815	2.455	-2.163	-0.155	-2.554	0.396	-0.653	0.976	0.827	1.478	1.141	-1.825	3.471	0.236	-1.042	1.973	-2.93	2.045	-1.119	1.579	2.026	-2.129	0.751	-0.066	-0.2
t123	0.744	-0.236	-0.583	-1.242	0.066	-0.569	-0.26	0.325	0.909	-0.889	1.743	-1.575	1.837	0.046	-0.419	0.139	-0.563	-0.385	-0.922	-0.204	2.314	0.014	-0.031	-1.106	0.79	-0.616	0.085	-1.558	1.025	1.119
t72	0.229	0.683	0.538	0.678	-2.045	0.522	-2.609	2.493	1.852	0.524	2.92	-2.368	2.584	-0.633	-2.056	-0.744	0.319	-3.755	-1.939	0.552	2.621	2.705	-1.927	-1.078	0.118	-2.947	2.028	-3.562	1.979	2.298
t65	0.585	0.042	-0.239	-0.679	-0.527	-0.279	-0.953	0.979	1.203	-0.486	2.091	-1.806	2.048	-0.159	-0.902	-0.13	-0.288	-1.379	-1.261	0.033	2.409	0.867	-0.606	-1.097	0.599	-1.339	0.671	-2.196	1.31	1.487
t93	1.124	-0.911	-1.401	-2.664	1.657	-1.38	1.474	-1.275	0.221	-1.946	0.873	-0.988	1.274	0.544	0.791	0.779	-1.274	2.103	-0.22	-0.753	2.09	-1.907	1.332	-1.121	1.291	1.079	-1.339	-0.04	0.322	0.26
t76	0.482	0.235	-0.125	-0.299	-0.87	-0.022	-1.397	1.436	1.402	-0.221	2.349	-1.95	2.256	-0.282	-1.208	-0.274	-0.389	-2.117	-1.223	0.214	2.485	1.434	-1.052	-1.073	0.474	-1.775	1.063	-2.822	1.512	1.754
t83	0.753	-0.251	-0.622	-1.309	0.212	-0.624	-0.182	0.278	0.908	-0.966	1.714	-1.542	1.808	0.063	-0.361	0.152	-0.718	-0.297	-0.922	-0.195	2.316	0.07	-0.045	-1.095	0.826	-0.598	0.051	-1.554	1.004	1.124
t149	0.742	-0.221	-0.611	-1.254	0.181	-0.565	-0.246	0.342	0.938	-0.934	1.754	-1.562	1.839	0.047	-0.403	0.124	-0.83	-0.414	-0.925	-0.162	2.33	0.195	-0.148	-1.085	0.81	-0.668	0.115	-1.596	1.036	1.169
t186	0.663	-0.112	-0.402	-0.989	-0.225	-0.498	-0.574	0.63	1.045	-0.701	1.892	-1.682	1.921	-0.052	-0.642	0.024	-0.244	-0.812	-1.098	-0.104	2.352	0.349	-0.228	-1.115	0.704	-0.951	0.343	-1.928	1.149	1.279
t155	1.061	-0.808	-1.307	-2.453	1.434	-1.279	1.224	-1.021	0.329	-1.79	1.008	-1.072	1.375	0.472	0.615	0.7	-1.15	1.719	-0.241	-0.664	2.126	-1.645	1.143	-1.12	1.219	0.835	-1.13	-0.407	0.428	0.397
t135	0.35	0.476	0.214	0.21	-1.443	0.276	-2.03	1.995	1.649	0.153	2.654	-2.165	2.428	-0.466	-1.648	-0.531	-0.15	-2.99	-1.608	0.408	2.563	2.183	-1.569	-1.065	0.294	-2.409	1.583	-3.194	1.762	2.059
t147	0.774	-0.282	-0.705	-1.375	0.299	-0.633	-0.092	0.206	0.871	-1.014	1.681	-1.511	1.807	0.093	-0.298	0.197	-0.853	-0.205	-0.783	-0.217	2.309	-0.039	0.001	-1.09	0.849	-0.491	-0.021	-1.54	0.974	1.085
t35	0.909	-0.516	-1.043	-1.852	0.82	-0.863	0.504	-0.342	0.62	-1.353	1.393	-1.311	1.655	0.272	0.117	0.444	-1.163	0.612	-0.388	-0.415	2.231	-0.784	0.475	-1.093	1.01	0.148	-0.522	-1.078	0.734	0.776
