Actinobacteria_Actinomycetales	Bacteroidetes_Bacteroidales	Firmicutes_Bacillales	Firmicutes_Clostridiales	Firmicutes_Erysipelotrichales	Firmicutes_Lactobacillales	Fusobacteria_Fusobacteriales	Proteobacteria_Burkholderiales	Proteobacteria_Campylobacterales	Proteobacteria_Enterobacteriales	Proteobacteria_Legionellales	Proteobacteria_Pseudomonadales	Proteobacteria_Rhizobiales	Tenericutes_Mycoplasmatales
Calidris_ptilocnemis	0.074	0.131	0.06	0.236	0.047	0.007	0.118	0.003	0.047	0.078	0.062	0.007	0.057	0.074
Arenaria_interpres	0.004	0.288	0.005	0.115	0.002	0.026	0.159	0.003	0.208	0.001	0.003	0.18	0.006	0.001
Limosa_lapponica	0.013	0.005	0.046	0.179	0.004	0.249	0.032	0.007	0.293	0.013	0.015	0.006	0.016	0.123
Numenius_phaeopus	0.042	0.084	0.028	0.046	0.004	0.154	0.237	0.001	0.117	0.13	0	0.142	0.016	0.001
Aethia_pygmaea	0.006	0.031	0.047	0.75	0.001	0.017	0.004	0.003	0.113	0.014	0	0.007	0.002	0.003
Fratercula_cirrhata	0.006	0.015	0.106	0.004	0	0.517	0.105	0.013	0.013	0	0.007	0.211	0.003	0
Rhodostethia_rosea	0.006	0.028	0.01	0.322	0.003	0.563	0.016	0.002	0.006	0.03	0.001	0.006	0.001	0.006
Larus_hyperboreus	0.001	0.04	0.155	0.192	0.003	0.044	0.05	0.001	0.089	0.414	0	0	0	0.009
Larus_dominicanus	0.001	0	0.226	0.003	0.001	0.29	0.017	0	0.006	0.448	0	0.008	0	0
Larus_canus	0.045	0.004	0.005	0.008	0.001	0.278	0.001	0.001	0.003	0.043	0.529	0.006	0.013	0.064
Thalasseus_sandvicensis	0.127	0.003	0.021	0.003	0.001	0.784	0.001	0.002	0	0.005	0.006	0.007	0.041	0
Sterna_hirundo	0.02	0.011	0.081	0.017	0.001	0.656	0.031	0.004	0	0.064	0.009	0.095	0.005	0.007
Onychoprion_aleuticus	0.033	0.003	0.043	0.351	0.001	0.331	0.003	0.001	0.001	0.036	0.167	0.011	0.019	0
Glareola_pratincola	0.316	0.082	0.002	0.197	0.023	0.023	0.018	0.003	0.003	0.066	0	0.01	0.001	0.257
Turnix_suscitator	0.001	0.538	0.002	0.339	0.001	0.016	0.037	0.002	0.001	0.064	0	0.001	0	0
Charadrius_mongolus	0.052	0.18	0.011	0.126	0.001	0.057	0.133	0.002	0.187	0.044	0.184	0.016	0.004	0.002
Charadrius_obscurus	0	0	0.065	0.134	0.083	0.009	0	0	0	0.207	0	0.501	0	0
Charadrius_vociferus	0.037	0.068	0.007	0.089	0.012	0.484	0.126	0.004	0.141	0.005	0.002	0.004	0.007	0.014
Himantopus_himantopus	0.012	0.171	0.01	0.14	0	0.043	0.158	0	0.018	0.002	0.102	0.265	0.004	0.076
Recurvirostra_novaehollandiae	0	0.149	0.002	0.056	0.005	0.404	0.365	0.007	0.003	0	0.003	0	0	0.006
Pluvialis_fulva	0.021	0.222	0.012	0.336	0.013	0.043	0.24	0.011	0.01	0.035	0.001	0.001	0.051	0.005
Pluvialis_squatarola	0.05	0.142	0.021	0.044	0.003	0.114	0.602	0.002	0.001	0.001	0	0.002	0.016	0
Rollandia_rolland	0.001	0.099	0.002	0.113	0	0.027	0.114	0	0.072	0	0	0	0.001	0.571
Phoenicopterus_ruber	0.008	0.148	0.004	0.358	0.007	0.066	0.21	0.016	0.037	0.079	0	0.065	0.002	0
Phoenicopterus_chilensis	0.022	0.062	0.004	0.17	0.012	0.134	0.016	0.033	0.136	0.074	0.001	0.33	0.003	0.001
Amaurornis_phoenicurus	0.038	0.003	0.059	0.007	0	0.019	0.004	0.056	0.083	0.483	0	0.194	0.054	0
Gallirallus_australis	0.005	0.015	0.079	0.047	0.017	0.107	0.009	0.001	0.001	0.142	0.001	0.572	0.003	0
Gallirallus_torquatus	0.034	0.272	0.009	0.124	0.003	0.018	0.359	0.006	0.067	0.06	0.005	0.002	0.04	0.001
Rallus_limicola	0.059	0.023	0.001	0.272	0.031	0.099	0.265	0.004	0.071	0.125	0.004	0.013	0.018	0.015
Fulica_armillata	0	0.411	0	0.012	0.037	0.013	0.307	0.009	0.21	0.002	0	0	0	0
Porphyrio_hochstetteri	0.014	0.004	0.009	0.051	0	0.461	0	0	0.005	0.377	0.001	0.071	0.007	0
Grus_americana	0.01	0.113	0.13	0.409	0.001	0.05	0.045	0.013	0	0.109	0	0.112	0.007	0
Anthropoides_paradiseus	0.018	0.004	0.165	0.013	0.001	0.366	0	0.001	0	0.27	0.067	0.09	0.005	0
Ardeotis_kori	0.009	0.09	0.002	0.408	0.003	0.09	0.014	0.002	0	0.371	0	0.004	0.006	0
Cacomantis_merulinus	0	0.396	0	0.042	0.019	0.008	0	0.001	0.492	0.041	0	0	0	0
Phaenicophaeus_curvirostris	0	0.483	0	0.461	0.012	0.001	0.042	0	0	0.001	0	0	0	0
Centropus_superciliosus	0.02	0.203	0	0.06	0.004	0.006	0.042	0.005	0	0.001	0.541	0.001	0	0.117
Centropus_senegalensis	0.038	0.079	0.005	0.633	0.136	0.023	0.017	0.002	0	0.004	0.002	0.058	0.002	0
Centropus_unirufus	0	0.009	0	0.005	0	0.001	0	0	0	0.02	0.003	0.001	0	0.96
Crotophaga_sulcirostris	0.001	0.303	0	0.103	0.017	0.007	0.001	0	0.007	0.56	0	0	0	0.002
Guira_guira	0.04	0.177	0.029	0.389	0.004	0.204	0.004	0.002	0.001	0.129	0.012	0.002	0.009	0
Phalacrocorax_punctatus	0	0	0.081	0	0	0.015	0	0	0	0.007	0	0.895	0	0
Urile_pelagicus	0.001	0	0.001	0.294	0	0.001	0.688	0	0.011	0.003	0	0.001	0	0
Urile_urile	0.02	0	0	0.184	0.056	0.537	0.142	0	0.04	0.001	0	0	0.002	0.017
Morus_bassanus	0.061	0.003	0.007	0.147	0	0.012	0.124	0.002	0.003	0.411	0.014	0.145	0.066	0.004
Fregata_minor	0.04	0.054	0.001	0.196	0.002	0.092	0.337	0	0.001	0.27	0	0.004	0	0.002
Ardea_herodias	0.001	0	0	0.156	0.005	0	0.576	0	0.257	0.003	0.002	0	0	0
Bubulcus_ibis	0.041	0.008	0.013	0.213	0.001	0.052	0.001	0.005	0.491	0.165	0	0.008	0	0.002
Butorides_striata	0.001	0	0.001	0.332	0.004	0.048	0.455	0	0.037	0.009	0	0.001	0	0.112
Ixobrychus_sturmii	0.036	0.004	0.007	0.262	0.005	0.016	0.3	0.01	0.083	0.006	0.268	0.001	0.002	0
Platalea_ajaja	0.006	0.045	0.005	0.296	0.003	0.147	0.013	0.01	0	0.446	0	0.026	0.004	0
Plegadis_chihi	0.01	0.087	0.218	0.042	0.017	0.063	0	0	0	0.437	0	0.099	0.026	0
Eudyptula_minor	0.013	0.002	0.008	0.332	0.002	0.04	0.009	0.001	0.017	0.357	0	0.208	0.003	0.007
Pygoscelis_adeliae	0.023	0.021	0.032	0.378	0.004	0.017	0.345	0.007	0.003	0.143	0	0.02	0.006	0
Fulmarus_glacialis	0	0.002	0.006	0.286	0	0.023	0.555	0	0.001	0.001	0	0.005	0.001	0.121
Phoebastria_immutabilis	0	0.026	0	0.154	0.128	0.019	0.418	0	0.204	0.016	0	0	0	0.035
Gavia_immer	0.04	0.001	0.012	0.017	0.003	0.269	0.01	0.002	0	0.361	0.199	0.066	0.02	0
Ducula_bicolor	0.475	0.096	0.057	0.092	0.007	0.02	0.022	0.05	0	0.045	0.003	0.107	0.024	0
Treron_calvus	0.248	0.003	0.007	0.145	0	0.218	0	0.004	0	0.002	0	0.002	0	0.372
Phapitreron_amethystinus	0.043	0.007	0.112	0.034	0	0.032	0	0.025	0.001	0.25	0	0.473	0.022	0
Goura_victoria	0.003	0	0.023	0.813	0	0.021	0	0.006	0	0.118	0	0.008	0.007	0
Geopelia_cuneata	0.064	0.002	0.561	0.33	0.001	0.01	0.002	0.001	0	0.019	0.005	0.004	0.002	0
Columba_livia	0.015	0.004	0	0.117	0.001	0.008	0.136	0	0.308	0.097	0	0.001	0	0.313
Streptopelia_chinensis	0.056	0.003	0.09	0.145	0.005	0.076	0	0.001	0.001	0.04	0	0.016	0.015	0.551
Streptopelia_capicola	0.182	0.058	0.003	0.176	0.019	0.348	0.034	0.035	0.131	0.007	0	0.005	0.001	0
Zenaida_auriculata	0.027	0.007	0.013	0.128	0.003	0.533	0.088	0.021	0.003	0.099	0	0.059	0.018	0
Zenaida_graysoni	0.004	0.019	0.172	0.051	0.001	0.377	0.006	0.013	0.002	0.287	0	0.067	0.001	0
Leptotila_verreauxi	0.006	0.02	0.013	0.282	0.008	0.032	0.011	0.001	0.174	0.037	0.372	0.027	0.008	0.009
Claravis_pretiosa	0.493	0.001	0.002	0.462	0.006	0.001	0	0	0	0.001	0	0	0.017	0.017
Columbina_talpacoti	0.117	0.003	0.003	0.264	0.032	0.431	0.011	0	0.133	0.005	0	0.001	0.002	0
Columbina_passerina	0.252	0.001	0.102	0.344	0.031	0.228	0	0.001	0.001	0.005	0.001	0.001	0.033	0
Metriopelia_melanoptera	0.113	0.055	0.009	0.36	0.05	0.046	0	0.002	0	0.014	0	0.004	0.012	0.335
Amazilia_tzacatl	0.007	0	0.001	0.014	0.012	0.463	0.007	0.001	0.464	0.025	0.002	0	0.005	0
Collocalia_esculenta	0.051	0.002	0.055	0.008	0	0.02	0.001	0.015	0.006	0.433	0	0.064	0.011	0.333
Batrachostomus_javensis	0.002	0.186	0	0.182	0.002	0.065	0.007	0.002	0.493	0.059	0	0	0	0
Podargus_strigoides	0.001	0.211	0	0.387	0.022	0.008	0.337	0.012	0	0.016	0	0.001	0.004	0
Caprimulgus_pectoralis	0.042	0.017	0.012	0.646	0.108	0.045	0	0.027	0.001	0.038	0	0.008	0.053	0
Caprimulgus_macrurus	0.001	0.397	0.003	0.495	0.079	0.003	0	0	0.019	0.001	0	0.001	0	0.001
Chordeiles_minor	0.005	0.344	0.002	0.314	0.026	0.165	0.024	0.002	0.004	0.096	0	0.013	0.001	0.006
Crax_alberti	0.04	0.007	0.262	0.063	0	0.008	0	0.004	0	0.178	0.004	0.405	0.029	0
Pavo_cristatus	0.001	0.328	0.001	0.608	0.015	0.033	0.003	0.01	0	0.003	0	0	0	0
Gallus_gallus	0.003	0.432	0.028	0.43	0.012	0.017	0.013	0.008	0.003	0.03	0	0.005	0.02	0
Polyplectron_napoleonis	0.018	0.002	0.14	0.24	0.014	0.329	0	0.002	0	0.022	0.219	0.006	0.008	0
Bonasa_umbellus	0.039	0.044	0	0.373	0.003	0	0	0.004	0.537	0	0	0	0	0
Dendragapus_fuliginosus	0.06	0.011	0	0.134	0.003	0.791	0	0	0	0.001	0	0	0	0
Lagopus_lagopus	0.016	0.284	0	0.555	0.019	0	0	0.001	0.123	0	0	0	0	0.001
Lagopus_muta	0.077	0.107	0.011	0.273	0.026	0.052	0.017	0.001	0.256	0.075	0.081	0.004	0.012	0.01
Chrysolophus_pictus	0.07	0.066	0.281	0.095	0.002	0.384	0.001	0.022	0	0.019	0.011	0.01	0.04	0
Chloephaga_picta	0	0.205	0	0.398	0.022	0.371	0.001	0.002	0	0	0	0	0	0
Bucephala_clangula	0.313	0	0.011	0.074	0.002	0.555	0.002	0	0	0.028	0.002	0.001	0.012	0
Mergellus_albellus	0.026	0.037	0.02	0.446	0.032	0.088	0.009	0.002	0.152	0.167	0.001	0.011	0.008	0
Mergus_serrator	0.014	0.021	0.109	0.328	0.005	0.042	0.017	0.005	0.373	0.05	0	0.03	0.001	0.006
Histrionicus_histrionicus	0.04	0.097	0.009	0.237	0.065	0.102	0.329	0.004	0.077	0.008	0	0.019	0.011	0
Somateria_mollissima	0.067	0	0.001	0.557	0.019	0.286	0.009	0.001	0.043	0.002	0.002	0.004	0.009	0
Merganetta_armata	0.008	0	0.011	0.527	0	0.272	0.025	0.001	0.1	0.044	0.002	0.005	0.006	0
Aythya_fuligula	0.014	0.008	0.002	0.046	0.004	0.13	0.155	0.001	0.259	0.242	0	0.006	0.006	0.127
Netta_peposaca	0.042	0.038	0.017	0.185	0.002	0.012	0.416	0.003	0.03	0.016	0	0.151	0.085	0.001
Hymenolaimus_malacorhynchos	0.026	0.013	0.024	0.102	0.002	0.141	0.001	0.001	0.033	0.414	0.001	0.234	0.007	0.001
Sarkidiornis_melanotos	0.004	0.003	0.002	0.558	0.001	0.001	0.059	0	0.335	0.038	0	0	0	0
Amazonetta_brasiliensis	0	0.2	0	0.222	0.008	0.128	0	0.001	0.076	0.332	0	0	0.001	0.031
Tachyeres_patachonicus	0	0.241	0.002	0.192	0.032	0.001	0.503	0.019	0.007	0	0	0	0	0.005
Anas_aucklandica	0.011	0.259	0.151	0.2	0.01	0.045	0.001	0.013	0.074	0.037	0	0.197	0.002	0
Anas_crecca	0.062	0.146	0.02	0.283	0.043	0.147	0.038	0.037	0.162	0.013	0.017	0.006	0.017	0.01
Anas_flavirostris	0.008	0.187	0.006	0.169	0.013	0.362	0.005	0.002	0.161	0.073	0.001	0.002	0.003	0.009
Anas_rhynchotis	0	0.329	0	0.188	0.02	0.029	0.272	0.002	0.014	0.12	0	0.003	0	0.023
Oxyura_jamaicensis	0.003	0.31	0.001	0.211	0.01	0.192	0.138	0.002	0.115	0.001	0	0	0.002	0.015
Anser_caerulescens	0.008	0.308	0.003	0.406	0.066	0.169	0.016	0.018	0.002	0	0	0	0.003	0.001
Branta_canadensis	0.01	0.273	0	0.281	0.026	0.243	0.147	0.009	0.001	0.001	0.001	0	0.007	0
Cygnus_buccinator	0.004	0.212	0.002	0.332	0.002	0.032	0.366	0	0.031	0.002	0	0.016	0	0
Dendrocygna_viduata	0.012	0.02	0.089	0.348	0.002	0.198	0.006	0.006	0.005	0.238	0	0.073	0.003	0
Chauna_torquata	0.008	0.276	0.013	0.386	0	0.001	0	0.162	0.002	0.058	0	0.069	0.024	0
Apteryx_australis	0.027	0.101	0.097	0.335	0.081	0.059	0.003	0.001	0	0.198	0.029	0.067	0.002	0
Casuarius_casuarius	0.008	0.041	0.043	0.402	0.002	0.047	0.007	0.013	0.01	0.358	0	0.067	0.002	0
Dromaius_novaehollandiae	0.026	0.011	0.083	0.258	0.018	0.047	0.001	0.001	0	0.26	0	0.288	0.004	0.003
Rhea_americana	0.001	0.437	0.012	0.489	0.015	0.001	0	0.016	0	0.012	0.001	0.005	0.011	0
Struthio_camelus	0.004	0.419	0.132	0.438	0.004	0	0	0.001	0	0	0	0	0	0
Eudromia_elegans	0.001	0.337	0.003	0.552	0.013	0.014	0	0.003	0.002	0.076	0	0	0.001	0
Nothura_maculosa	0.02	0.458	0.008	0.148	0.008	0.171	0	0.046	0.001	0.136	0	0.002	0.003	0
Crocidura_denti	0.107	0.004	0.057	0.006	0.002	0.506	0	0.003	0	0.137	0.004	0.124	0.047	0.002
Crocidura_luna	0.006	0.001	0.003	0.072	0	0.069	0	0.004	0	0.786	0.001	0.039	0.007	0.013
Manis_temminckii	0.044	0.022	0.016	0.387	0.002	0.095	0.001	0.001	0.002	0.354	0	0.001	0.015	0.061
Manis_pentadactyla	0.023	0.013	0.394	0.034	0.006	0.054	0.017	0.015	0	0.341	0.001	0.096	0.006	0
Vulpes_zerda	0.006	0.452	0.001	0.165	0.025	0.082	0.001	0.01	0	0.017	0.006	0.225	0.01	0
Speothos_venaticus	0	0.001	0	0.107	0.004	0.263	0	0.111	0	0.514	0	0	0	0
Lycaon_pictus	0	0.29	0.001	0.27	0.058	0.009	0.332	0.016	0.003	0.02	0	0	0	0
Canis_lupus	0	0.276	0	0.318	0.008	0.005	0.344	0.023	0.02	0.005	0	0.001	0	0
Callorhinus_ursinus	0	0.02	0	0.532	0	0.004	0.193	0.002	0.213	0.035	0	0	0	0
Zalophus_californianus	0	0.095	0	0.785	0.002	0	0.111	0.006	0	0	0	0	0	0
Arctocephalus_forsteri	0	0.187	0	0.405	0.009	0	0.384	0.009	0.003	0.002	0	0	0	0
Arctocephalus_tropicalis	0	0.217	0	0.204	0.013	0	0.546	0.019	0	0	0	0	0	0
Neophoca_cinerea	0	0.273	0	0.489	0.003	0	0.215	0.017	0.003	0	0	0	0	0
Mephitis_mephitis	0	0.153	0	0.405	0.004	0.297	0	0.004	0	0.136	0	0	0	0
Potos_flavus	0.005	0.018	0.04	0.329	0	0.019	0	0.005	0	0.404	0.001	0.175	0.004	0
Mustela_nigripes	0.003	0.306	0.002	0.258	0.02	0.204	0.001	0.001	0	0.203	0	0.001	0	0
Ailurus_fulgens	0.081	0.219	0.004	0.268	0.012	0.032	0	0.007	0.004	0.295	0.008	0.031	0.038	0.001
Ursus_americanus	0.01	0.23	0	0.097	0.011	0.064	0.027	0	0.1	0.46	0	0	0	0
Helarctos_malayanus	0	0.01	0	0.461	0	0.331	0	0	0	0.197	0	0	0	0
Melursus_ursinus	0	0.311	0.01	0.37	0.01	0.089	0.001	0.008	0.061	0.124	0	0.017	0	0
Tremarctos_ornatus	0	0.387	0	0.421	0.024	0.073	0.043	0.017	0.014	0.016	0	0.003	0.001	0.001
Parahyaena_brunnea	0.087	0.162	0.015	0.403	0.037	0.008	0.017	0.089	0.009	0.008	0	0.136	0.03	0.001
Proteles_cristatus	0	0.122	0.001	0.521	0.178	0.151	0.004	0.003	0	0.02	0	0	0	0
Suricata_suricatta	0.002	0.353	0.001	0.336	0.042	0.028	0.085	0.013	0.042	0.093	0	0.003	0.001	0
Mungos_mungo	0	0.347	0	0.247	0.017	0.005	0.098	0.005	0.002	0.027	0	0.252	0	0
Helogale_parvula	0	0.452	0.002	0.431	0.106	0.001	0.001	0.003	0.001	0	0	0.002	0	0.001
Cynictis_penicillata	0.001	0.213	0	0.477	0.022	0.039	0.186	0.059	0.001	0.001	0	0	0	0
Panthera_tigris	0	0.315	0.001	0.387	0.056	0.003	0.22	0.014	0	0.002	0	0	0	0
Panthera_onca	0.003	0.208	0.001	0.334	0.152	0.006	0.27	0.022	0.001	0.001	0	0.001	0	0
Panthera_leo	0	0.244	0	0.434	0.057	0.007	0.2	0.013	0	0.045	0	0	0	0
Caracal_caracal	0	0.222	0	0.48	0.01	0.012	0.165	0.015	0.041	0.054	0	0	0	0
Leptailurus_serval	0.013	0.122	0.129	0.27	0.005	0.024	0.036	0.026	0	0.285	0	0.09	0	0
Felis_margarita	0.003	0.257	0.029	0.208	0.013	0.047	0.002	0.021	0.003	0.403	0	0.011	0.002	0
Acinonyx_jubatus	0.004	0.138	0.009	0.513	0.033	0.036	0.149	0.02	0.002	0.011	0	0.087	0.001	0
Equus_asinus	0.178	0.36	0.096	0.264	0.059	0.003	0	0.012	0	0.004	0	0.013	0.002	0.01
Equus_hemionus	0	0.635	0.001	0.319	0.021	0.021	0	0	0	0	0	0	0	0.002
Equus_zebra	0.002	0.53	0.002	0.408	0.038	0.011	0.001	0.001	0.002	0	0	0	0	0.005
Equus_burchellii	0	0.604	0.006	0.285	0.038	0.003	0	0	0.001	0.057	0	0.002	0	0.003
Equus_grevyi	0	0.512	0.001	0.419	0.035	0.024	0	0.001	0.002	0.001	0	0.001	0	0.003
Equus_przewalskii	0.001	0.587	0.001	0.307	0.073	0.007	0.004	0.002	0	0.005	0	0.001	0.001	0.012
Equus_caballus	0	0.576	0.001	0.29	0.121	0.002	0	0	0	0	0	0	0	0.009
Tapirus_terrestris	0.001	0.509	0.002	0.38	0.004	0.002	0.006	0.001	0	0.077	0	0.017	0	0
Diceros_bicornis	0	0.463	0.017	0.416	0.019	0.004	0.001	0.003	0.001	0.003	0	0.073	0	0
Ceratotherium_simum	0.077	0.449	0.064	0.282	0.007	0.016	0	0.057	0	0	0	0.043	0.004	0
Vicugna_vicugna	0.001	0.462	0.008	0.455	0.005	0.063	0	0	0.003	0.001	0	0	0.001	0
Lama_guanicoe	0.001	0.33	0.003	0.652	0.01	0	0.001	0	0	0	0	0	0.002	0
Camelus_dromedarius	0.037	0.247	0.158	0.213	0.004	0	0	0	0.002	0	0	0.338	0.001	0
Phacochoerus_africanus	0	0.565	0.016	0.317	0.065	0.001	0	0.003	0.032	0.001	0	0	0	0
Hippopotamus_amphibius	0.006	0.326	0.195	0.415	0.017	0	0	0.005	0	0	0	0.035	0	0
Tursiops_truncatus	0	0.018	0.006	0.522	0	0.067	0	0.019	0.022	0	0	0.13	0	0.215
Megaptera_novaeangliae	0	0.114	0	0.818	0.054	0.012	0	0.002	0	0	0	0	0	0
Eubalaena_glacialis	0	0.219	0.001	0.726	0.045	0.002	0.003	0.003	0	0	0	0.001	0	0.001
Tragulus_napu	0	0.574	0	0.311	0.08	0.001	0.019	0.007	0.002	0.003	0	0.002	0	0
Tragulus_javanicus	0.007	0.112	0.003	0.575	0.008	0	0.001	0.004	0	0.268	0	0.016	0.003	0
Okapia_johnstoni	0.015	0.285	0.042	0.509	0.008	0	0	0.001	0	0.003	0	0.135	0	0
Giraffa_camelopardalis	0	0.418	0.026	0.519	0.01	0	0	0	0	0.012	0	0.014	0	0
Cervus_nippon	0.001	0.304	0.015	0.663	0.013	0	0	0.001	0	0	0	0.001	0.002	0
Axis_porcinus	0.001	0.391	0.002	0.596	0.01	0	0	0	0	0	0	0	0	0
Axis_axis	0	0.436	0.052	0.498	0.008	0.001	0	0	0	0.005	0	0	0	0
Taurotragus_oryx	0.014	0.472	0.079	0.422	0.006	0	0	0	0	0.002	0	0.003	0	0
Tragelaphus_eurycerus	0	0.495	0.001	0.493	0.008	0	0	0	0	0.001	0	0.001	0.001	0
Tragelaphus_strepsiceros	0.002	0.421	0.004	0.52	0.026	0.022	0.002	0	0	0.001	0	0	0	0
Bos_indicus	0	0.498	0.002	0.491	0.006	0	0	0	0	0	0	0.002	0	0
Syncerus_caffer	0.001	0.366	0.006	0.611	0.015	0.001	0	0	0	0	0	0	0	0
Nanger_granti	0	0.371	0.001	0.619	0.005	0.001	0	0	0	0.001	0	0.001	0	0
Gazella_spekei	0.001	0.356	0.006	0.623	0.009	0	0	0.002	0.002	0	0	0	0	0
Antilope_cervicapra	0.041	0.362	0.047	0.498	0.008	0.033	0	0.002	0.001	0	0	0.009	0	0
Antidorcas_marsupialis	0.002	0.374	0.034	0.532	0.008	0.002	0	0	0	0.042	0	0.005	0	0
Budorcas_taxicolor	0	0.526	0.001	0.463	0.006	0.003	0	0	0	0.001	0	0	0	0
Pseudois_nayaur	0.001	0.327	0.002	0.66	0.007	0	0	0.001	0	0	0	0.002	0	0
Ovis_canadensis	0	0.314	0.004	0.672	0.008	0	0	0.001	0	0	0	0	0	0
Hippotragus_niger	0.001	0.428	0.053	0.5	0.009	0.001	0	0	0.001	0.007	0	0	0	0
Oryx_gazella	0	0.43	0.001	0.551	0.008	0.008	0	0	0	0	0	0.001	0	0
Addax_nasomaculatus	0.011	0.371	0.007	0.6	0.009	0	0	0	0.001	0.001	0	0	0	0
Connochaetes_taurinus	0.042	0.379	0.027	0.432	0.01	0.001	0	0	0	0.089	0	0.019	0	0
Alcelaphus_buselaphus	0	0.439	0.001	0.534	0.009	0.001	0.015	0.001	0	0	0	0	0	0
Aepyceros_melampus	0	0.42	0.001	0.567	0.007	0.001	0	0	0.001	0	0	0.001	0	0
Rhinolophus_clivosus	0.001	0	0	0.022	0	0.078	0.152	0	0.025	0.67	0	0.002	0	0.05
Rhinolophus_eloquens	0.003	0	0.008	0.076	0	0.09	0.047	0	0	0.765	0	0.003	0.001	0.007
Rhinolophus_landeri	0.044	0	0.074	0.161	0	0.27	0.002	0.002	0.005	0.373	0	0.013	0.056	0
Triaenops_afer	0.002	0	0.003	0.158	0	0.081	0	0	0.509	0.185	0	0.001	0.001	0.059
Hipposideros_vittatus	0.006	0	0.007	0.45	0	0.02	0.024	0.004	0.246	0.231	0	0.005	0.004	0.002
Hipposideros_caffer	0.009	0	0.016	0.116	0	0.102	0.023	0	0.001	0.698	0	0.001	0.001	0.031
Hipposideros_ruber	0.033	0	0.002	0.133	0	0.104	0.014	0.001	0.001	0.709	0	0.001	0.001	0
Pteropus_poliocephalus	0.007	0	0.012	0	0	0.221	0	0.003	0	0.335	0	0.42	0.001	0
Rousettus_aegyptiacus	0.019	0.003	0.002	0.38	0	0.183	0.007	0.003	0.016	0.295	0	0.005	0.004	0.083
Rousettus_lanosus	0.003	0.001	0	0.351	0	0.15	0.001	0.001	0	0.472	0	0.002	0.002	0.016
Myonycteris_angolensis	0.003	0.061	0	0.042	0.001	0.112	0	0.001	0.02	0.506	0	0.002	0.002	0.252
Epomophorus_wahlbergi	0	0	0.003	0.018	0	0.079	0	0	0	0.877	0	0.021	0	0.002
Micropteropus_pusillus	0	0	0	0.243	0	0.071	0	0	0.002	0.682	0	0.002	0	0.001
Mystacina_tuberculata	0.012	0.09	0.085	0.054	0.006	0.274	0.015	0.001	0	0.331	0	0.131	0.001	0
Pteronotus_parnellii	0.012	0.076	0.012	0.012	0.003	0.023	0	0.13	0.009	0.555	0.001	0.1	0.064	0.002
Pteronotus_davyi	0.005	0.081	0.002	0.347	0.019	0.05	0	0.008	0	0.433	0.003	0.01	0.041	0
Mormoops_megalophylla	0.011	0	0.006	0.001	0	0.022	0	0.011	0	0.911	0	0.007	0.03	0
Desmodus_rotundus	0.031	0.006	0.021	0.371	0.002	0.03	0.001	0.029	0.09	0.339	0.001	0.041	0.014	0.024
Micronycteris_microtis	0.072	0.07	0.06	0.441	0.115	0.115	0	0.03	0	0.017	0.001	0.055	0.023	0
Trachops_cirrhosus	0.043	0.002	0.002	0.061	0.002	0.028	0.428	0.032	0	0.384	0	0.005	0.011	0.001
Carollia_perspicillata	0.054	0.001	0.372	0	0	0.002	0	0.011	0	0.369	0	0.055	0.134	0
Carollia_sowelli	0.012	0.01	0.004	0.003	0	0.017	0	0.012	0	0.588	0	0.011	0.343	0.001
Sturnira_erythromos	0	0	0	0.014	0	0.434	0	0	0.002	0.545	0	0	0	0.004
Sturnira_lilium	0.011	0.002	0.01	0.054	0.001	0.322	0	0.016	0.079	0.442	0	0.007	0.006	0.05
Artibeus_lituratus	0.003	0	0	0.298	0.015	0.101	0.002	0.001	0	0.512	0.061	0.006	0	0.001
Artibeus_jamaicensis	0.1	0.001	0.001	0.001	0	0.103	0	0.004	0	0.626	0	0.147	0.015	0.002
Glossophaga_soricina	0.039	0.008	0.187	0.19	0.006	0.042	0.003	0.012	0.053	0.448	0	0.007	0.003	0.001
Choeroniscus_minor	0.016	0	0.048	0	0.002	0.039	0	0.101	0	0.731	0	0.044	0.008	0.01
Noctilio_leporinus	0	0	0	0.023	0	0.007	0	0	0	0.97	0	0	0	0
Otomops_harrisoni	0.01	0	0.003	0.04	0	0.092	0	0.007	0	0.827	0	0.005	0.003	0.012
Miniopterus_inflatus	0.02	0	0.01	0.257	0.001	0.071	0.001	0.001	0.038	0.503	0.001	0.007	0.016	0.076
Miniopterus_minor	0.014	0	0.273	0.207	0	0.097	0.001	0	0.003	0.369	0	0.003	0.005	0.027
Miniopterus_natalensis	0.017	0.007	0.125	0.064	0.001	0.087	0.009	0.001	0.056	0.539	0	0.019	0.007	0.067
Myotis_elegans	0.014	0.087	0.017	0.109	0.005	0.251	0.024	0.03	0.012	0.399	0	0.012	0.031	0.009
Myotis_lucifugus	0.177	0.002	0.221	0.078	0	0.001	0	0.019	0	0.25	0.011	0.158	0.085	0
Antrozous_dubiaquercus	0.024	0	0.384	0.001	0	0.075	0	0.008	0.324	0.146	0.002	0.009	0.027	0
Neoromicia_nanus	0.065	0	0	0.108	0.001	0.067	0.085	0.002	0.01	0.539	0.102	0.001	0.003	0.017
Scotoecus_hirundo	0.031	0.003	0.202	0.04	0	0.102	0.004	0.001	0.001	0.349	0	0.018	0.004	0.247
Scotophilus_dinganii	0.002	0.001	0.017	0.059	0	0.11	0.139	0	0.081	0.56	0	0	0	0.032
