V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t20	-0.288	-0.281	0.286	2.363	-1.602	-1.022	-1.84	-1.967	2.315	0.706	1.56	-1.056	1.012	-1.205	0.213	1.669	0.232	0.19	0.386	1.615	0.177	1.776	-0.602	-0.868	-0.153	-1.692	-1.576	-0.764	1.81	-1.399
t60	0.362	1.464	-0.928	1.261	-1.675	-0.468	-1.244	-0.491	3.181	-0.515	3.128	-1.086	1.322	-1.217	-0.003	2.267	0.259	-0.696	-0.65	1.233	-0.882	2.213	0.173	-1.163	-1.189	-1.961	-1.711	-0.844	0.207	-0.352
t188	-0.684	-0.81	0.174	2.217	-1.321	0.784	-2.097	-0.649	-0.134	0.801	-0.456	-1.632	0.344	-0.748	0.004	0.595	1.093	1.075	1.095	0.422	1.342	1.983	-2.383	0.527	-0.056	-0.82	-0.663	-0.336	2.492	-2.164
t83	-0.132	0.602	-0.906	1.175	-1.795	-0.817	-1.516	-0.984	3.633	0.087	2.3	-1.045	1.194	-1.262	0.079	2.061	0.228	0.086	-0.278	1.659	-0.561	1.797	0.091	-1.068	-1.054	-2.126	-1.295	-0.723	1.121	-0.555
t115	-0.233	-0.014	-1.089	0.936	-1.894	-1.654	-1.806	-0.606	3.982	-0.046	2.185	-0.887	0.605	-0.922	0.057	0.847	-0.212	1.18	0.067	0.965	-0.117	2.172	-0.301	-0.551	-0.374	-1.91	-0.326	-0.584	1.075	-0.549
t14	-0.056	0.241	-1.42	1.12	-1.565	1.328	-1.582	-0.536	1.538	0.225	0.799	-1.653	0.975	-1.127	-0.122	1.783	0.777	-0.148	0.261	1.08	0.172	2.024	-1.015	-0.197	-0.743	-1.095	-1.467	-0.588	1.894	-0.904
t82	-0.565	-0.306	-0.07	1.584	-1.43	-1.132	-1.746	-0.746	3.297	1.068	0.786	-0.715	1.19	-1.282	0.272	2.099	0.821	0.442	0.306	1.216	-0.105	1.043	-0.45	-0.781	-1.514	-2.804	-1.057	-0.44	2.404	-1.389
t184	-1.135	-1.89	-0.642	1.147	-1.067	0.519	-2.389	0.654	1.88	1.725	-1.948	-1.096	0.377	-0.854	0.124	0.286	1.606	1.884	1.576	0.031	1.228	1.025	-2.519	0.859	-0.958	-2.144	0.127	0.09	3.714	-2.219
t73	-0.852	-1.655	-0.311	1.362	-1.049	1.016	-2.125	0.235	-0.128	1.589	-1.47	-1.142	0.634	-1.038	0.055	0.589	1.489	0.828	1.798	-0.164	1.472	1.22	-2.441	0.699	-0.488	-1.199	-0.399	-0.25	3.854	-2.137
t130	0.239	1.291	-0.556	1.207	-1.67	-0.287	-1.507	-0.888	3.007	-0.193	2.709	-1.16	1.18	-1.053	-0.063	2.824	0.325	-0.052	-0.83	1.236	-0.758	1.999	-0.008	-1.186	-1.585	-2.127	-1.154	-0.654	0.206	-0.5
