feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t20	-0.307	-0.244	-0.027	2.004	-1.445	0.063	-1.805	-1.081	1.169	0.6	0.973	-1.263	0.912	-1.107	0.07	1.369	0.67	0.167	0.641	0.957	0.512	1.865	-1.276	-0.354	-0.265	-1.202	-1.35	-0.665	1.943	-1.526
t60	-0.147	0.28	-0.481	1.776	-1.593	0.121	-1.641	-0.972	1.695	0.166	1.52	-1.362	0.936	-1.09	0.01	1.511	0.492	0.038	0.245	1.124	0.184	2.089	-0.924	-0.483	-0.456	-1.251	-1.389	-0.703	1.452	-1.153
t188	-0.434	-0.201	-0.084	2.095	-1.486	0.257	-1.807	-1.062	1.199	0.54	0.559	-1.496	0.727	-0.975	0.109	1.247	0.81	0.425	0.538	1.04	0.662	1.962	-1.454	-0.11	-0.348	-1.221	-1.302	-0.521	1.987	-1.661
t83	-0.309	-0.156	-0.403	1.633	-1.575	-0.237	-1.78	-1.034	1.987	0.471	1.277	-1.167	0.94	-1.144	0.039	1.402	0.462	0.306	0.5	1.131	0.255	1.841	-0.905	-0.496	-0.432	-1.398	-1.156	-0.676	1.823	-1.203
t115	-0.348	-0.218	-0.558	1.63	-1.682	-0.372	-1.843	-1.058	2.203	0.314	1.228	-1.284	0.687	-0.991	0.042	1.027	0.298	0.719	0.454	1.093	0.398	2.08	-1.021	-0.298	-0.213	-1.292	-0.908	-0.607	1.701	-1.188
t14	-0.317	-0.283	-0.766	1.438	-1.485	0.658	-1.817	-0.678	1.455	0.558	0.546	-1.415	0.843	-1.078	-0.053	1.37	0.755	0.365	0.634	0.916	0.469	1.837	-1.306	-0.127	-0.563	-1.208	-1.092	-0.544	2.175	-1.292
t82	-0.406	-0.167	0.057	2.087	-1.528	-0.229	-1.784	-1.362	1.729	0.63	1.003	-1.242	0.95	-1.142	0.124	1.59	0.601	0.277	0.472	1.269	0.377	1.756	-1.031	-0.511	-0.522	-1.48	-1.334	-0.642	1.98	-1.527
t184	-0.47	-0.541	-0.426	1.616	-1.37	0.186	-1.897	-0.463	1.744	0.804	0.21	-1.234	0.79	-1.044	0.091	1.156	0.931	0.604	0.747	0.741	0.559	1.662	-1.476	-0.04	-0.607	-1.6	-0.99	-0.433	2.34	-1.595
t73	-0.377	-0.425	-0.388	1.61	-1.409	0.307	-1.829	-0.63	1.257	0.706	0.442	-1.266	0.842	-1.085	0.034	1.297	0.823	0.377	0.751	0.727	0.585	1.744	-1.378	-0.119	-0.522	-1.322	-1.041	-0.534	2.31	-1.493
t130	-0.136	0.343	-0.371	1.704	-1.592	0.141	-1.697	-1.122	1.844	0.227	1.517	-1.367	0.945	-1.058	-0.006	1.83	0.507	0.164	0.085	1.183	0.103	2.011	-0.86	-0.579	-0.704	-1.386	-1.271	-0.651	1.319	-1.129
t21	-0.414	-0.382	0.13	2.172	-1.437	0.485	-1.963	-1.339	0.861	0.733	0.405	-1.492	0.729	-0.984	0.044	1.412	0.766	0.555	0.633	1.024	0.742	1.89	-1.609	-0.156	-0.34	-1.12	-1.126	-0.535	2.086	-1.779
t107	-0.31	-0.155	-0.074	2.055	-1.577	0.019	-1.732	-1.275	0.95	0.359	1.23	-1.363	0.831	-1.082	0.07	1.09	0.475	0.151	0.663	0.981	0.672	2.119	-1.312	-0.305	0.078	-0.76	-1.376	-0.764	1.807	-1.468
