feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t190	-0.666	-1.405	0.743	0.675	-1.495	-1.911	0.163	-0.837	0.29	0.084	0.755	-1.246	-0.73	0.853	-0.438	1.386	1.153	1.489	1.184	0.337	-0.773	-0.234	-0.434	0.5	-0.305	-0.499	-1.263	1.127	1.002	0.487
t170	-0.368	-1.66	1.093	0.102	-1.634	-2.046	-0.309	-0.928	-0.003	0.081	0.186	-0.242	-0.399	1.079	-0.422	1.628	1.655	1.592	0.706	0.567	-1.039	-0.226	-0.214	0.766	-0.265	-0.474	-1.377	0.915	0.823	0.407
t114	-0.283	-1.503	1.053	0.308	-1.634	-2.02	-0.169	-0.917	0.058	0.057	0.23	-0.594	-0.889	1.062	-0.384	1.632	1.549	1.634	0.816	0.474	-1.002	-0.33	-0.313	0.718	-0.244	-0.352	-1.154	0.945	0.731	0.514
t127	-0.757	-1.734	0.533	0.88	-1.384	-1.743	-0.238	-0.631	0.565	0.85	1.708	-1.484	-0.336	0.123	-0.592	0.874	0.657	1.305	1.974	0.373	-0.746	-0.21	-0.674	-0.006	-0.404	-0.525	-0.6	1.484	0.68	0.04
t7	-0.47	-1.573	0.856	0.426	-1.526	-1.905	-0.29	-0.723	0.169	0.273	0.666	-1.108	-0.456	0.777	-0.391	1.334	1.303	1.446	1.319	0.493	-0.928	-0.3	-0.49	0.393	-0.291	-0.463	-0.801	1.14	0.8	0.317
t192	-0.132	-0.732	1.389	-0.198	-1.786	-2.15	-0.498	-0.874	-0.207	-0.545	-0.569	-0.131	-0.682	1.396	-0.486	1.908	1.891	1.594	0.391	0.708	-1.171	-0.434	-0.278	0.881	-0.173	-0.427	-0.939	0.943	0.678	0.627
t79	-0.318	-1.804	1.063	0.342	-1.606	-2.006	-0.122	-0.94	0.079	0.202	0.346	-0.646	-0.684	1.021	-0.324	1.546	1.548	1.607	0.848	0.442	-0.99	-0.278	-0.272	0.703	-0.277	-0.376	-1.261	0.915	0.788	0.449
t17	-0.003	-0.348	1.414	-0.186	-1.811	-2.219	-0.643	-0.844	-0.327	-0.596	-0.873	-0.028	-0.942	1.308	-0.431	2.086	2.105	1.677	0.259	0.642	-1.308	-0.55	-0.248	0.968	-0.156	-0.283	-0.907	0.771	0.598	0.867
t193	-0.511	-1.577	1.083	0.035	-1.563	-2.01	-0.393	-0.831	0.012	-0.039	0.197	-0.452	-0.16	1.099	-0.521	1.639	1.649	1.436	0.717	0.637	-0.997	-0.179	-0.226	0.716	-0.254	-0.603	-1.424	0.973	1.067	0.476
t171	-0.131	-1.843	1.289	-0.43	-1.697	-2.097	-0.47	-0.877	-0.314	-0.425	-0.651	-0.098	-0.672	1.784	-0.331	2.056	2.173	1.615	0.314	0.81	-1.126	-0.25	-0.075	1.035	-0.096	-0.501	-1.42	0.708	1.101	0.61
