V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t142	1.904	-0.201	-1.689	-0.677	0.642	0.556	-0.531	-0.119	-0.619	2.04	0.218	-2.374	0.039	2.797	1.042	-1.93	-2.382	1.411	-0.268	-0.379	1.222	0.696	-1.208	-0.595	1.332	-0.687	-0.134	1.124	-0.359	-0.873
t197	2.794	0.707	0.674	1.8	-1.302	-0.39	1.285	-0.231	0.459	0.645	2.61	-2.513	1.565	0.52	-0.468	-1.629	-2.672	0.341	0.092	-0.962	1.977	0.355	-0.541	-4.754	0.778	-1.488	-1.166	1.526	-0.109	0.082
t150	2.344	0.444	-0.032	0.573	-0.431	0.171	0.058	-0.645	-0.071	1.173	1.44	-2.365	1.028	1.22	-0.493	-1.45	-2.523	0.949	0.028	-0.693	1.871	0.762	-0.642	-2.823	1.029	-0.894	-0.303	1.34	-0.032	-1.035
t112	2.366	0.479	0.494	0.485	-0.277	0.156	0.355	-1.339	0.179	1.253	0.312	-2.298	1.512	-0.363	0.035	-0.718	-2.171	0.702	0.153	-1.249	1.685	0.578	-0.88	-2.101	0.75	-0.153	-0.113	1.496	-0.597	-0.734
t149	1.921	-0.279	-2.97	-0.391	0.838	0.577	-0.379	0.61	-0.822	2.082	0.413	-2.521	-0.159	3.522	2.089	-2.955	-2.543	1.45	-0.389	-0.183	0.993	0.586	-1.658	-0.377	1.253	-0.527	-0.303	1.099	-0.978	-0.009
t139	1.313	-0.654	-4.18	-1.878	1.918	1.341	-2.283	0.701	-1.814	2.577	-0.232	-2.495	-1.588	5.641	2.178	-3.73	-2.624	2.619	-0.644	0.739	0.98	1.26	-1.559	1.649	1.901	-0.089	0.567	0.71	-0.699	-1.689
t115	2.535	0.942	-1.927	1.84	-0.776	0.131	0.132	0.61	-0.126	0.965	2.794	-2.27	1.579	1.997	-1.849	-1.498	-2.967	0.913	0.425	-0.51	2.809	1.343	-0.253	-4.295	1.032	-1.357	-0.411	1.482	-1.552	-1.751
t8	1.813	-0.422	0.069	-1.429	1.001	0.754	-0.753	-1.492	-0.435	1.77	-0.677	-2.535	-0.09	1.659	1.951	-2.518	-2.228	2.214	-0.33	-0.099	0.715	0.472	-1.526	-0.195	1.276	0.45	0.204	1.01	0.037	-0.67
t67	2.017	-0.007	-1.747	-0.646	0.618	0.638	-0.49	-0.477	-0.95	1.885	0.483	-2.329	0.303	2.551	0.705	-1.987	-2.403	1.524	-0.179	-0.236	1.474	0.85	-1.18	-0.884	1.282	-0.504	0.075	1.196	-0.368	-1.219
t51	1.595	-0.856	-1.767	-2.331	1.559	0.904	-0.937	-0.964	-1.331	2.521	-0.791	-2.473	-0.716	3.486	2.482	-2.726	-2.124	1.82	-0.69	-0.027	0.19	0.362	-1.899	1.421	1.443	0.158	0.266	0.892	0.594	-0.071
