feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t142	2.035	-0.039	-1.288	-0.483	0.438	0.488	-0.322	-0.529	-0.668	1.825	0.429	-2.355	0.411	2.222	0.657	-1.771	-2.35	1.246	-0.199	-0.502	1.295	0.686	-1.13	-0.977	1.196	-0.446	-0.083	1.206	-0.254	-0.745
t197	2.334	0.267	-0.495	0.351	-0.215	0.171	0.287	-0.569	-0.309	1.356	1.238	-2.401	0.926	1.451	0.144	-1.666	-2.447	0.882	-0.075	-0.7	1.549	0.572	-0.903	-2.371	1.009	-0.713	-0.428	1.342	-0.17	-0.427
t150	2.189	0.176	-0.765	0.008	0.061	0.349	-0.116	-0.63	-0.431	1.508	0.899	-2.373	0.729	1.766	0.184	-1.725	-2.437	1.132	-0.103	-0.573	1.514	0.706	-0.951	-1.821	1.096	-0.529	-0.181	1.269	-0.212	-0.751
t112	2.225	0.208	-0.35	-0.048	0.048	0.303	0.075	-1.014	-0.352	1.527	0.469	-2.326	0.977	0.999	0.277	-1.265	-2.256	0.928	-0.058	-0.864	1.446	0.6	-0.997	-1.591	0.972	-0.295	-0.125	1.352	-0.243	-0.626
t149	2.077	-0.046	-1.614	-0.275	0.409	0.434	-0.16	-0.235	-0.649	1.805	0.557	-2.411	0.394	2.395	1.002	-2.065	-2.411	1.192	-0.235	-0.49	1.235	0.607	-1.259	-1.079	1.15	-0.479	-0.236	1.215	-0.462	-0.374
t139	1.828	-0.222	-2.105	-0.954	0.879	0.751	-0.916	-0.27	-1.124	2.029	0.253	-2.399	-0.187	3.256	1.084	-2.394	-2.418	1.636	-0.365	-0.125	1.164	0.851	-1.257	-0.151	1.401	-0.251	0.137	1.056	-0.258	-0.96
t115	2.305	0.401	-1.23	0.497	-0.172	0.278	0.025	-0.305	-0.469	1.4	1.437	-2.311	1.05	1.839	-0.491	-1.524	-2.553	0.969	0.052	-0.612	1.878	0.884	-0.747	-2.47	1.062	-0.746	-0.244	1.357	-0.589	-0.983
t8	1.999	-0.135	-0.776	-0.693	0.562	0.552	-0.412	-0.86	-0.534	1.728	0.159	-2.443	0.291	2.045	1.112	-2.203	-2.36	1.601	-0.265	-0.311	1.107	0.6	-1.3	-0.929	1.19	-0.117	-0.027	1.143	-0.142	-0.59
t67	2.009	-0.054	-1.614	-0.541	0.559	0.589	-0.475	-0.45	-0.816	1.803	0.589	-2.382	0.303	2.556	0.698	-2.117	-2.443	1.505	-0.188	-0.272	1.337	0.784	-1.164	-0.987	1.259	-0.357	-0.002	1.163	-0.399	-0.902
t51	1.892	-0.325	-1.512	-1.105	0.817	0.631	-0.535	-0.643	-0.923	2.041	0.071	-2.421	-0.016	2.808	1.377	-2.306	-2.311	1.472	-0.421	-0.262	0.884	0.561	-1.454	-0.203	1.275	-0.225	0.017	1.084	0.111	-0.386
