V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t118	-0.438	0.321	1.114	0.63	-1.689	-0.53	-0.09	-0.129	1.339	0.332	-1.7	-1.008	1.577	-2.085	1.154	-0.562	-0.709	-0.885	0.824	0.725	0.153	1.104	2.056	0.087	-2.65	0.812	1.788	-2.057	1.142	-0.63
t109	-1.485	-0.12	-0.162	0.483	-1.946	0.993	0.179	0.187	1.284	1.12	-1.082	-1.104	-2.182	-1.441	1.715	-0.665	-0.747	-1.072	0.869	0.896	2.102	-0.045	0.943	2.374	-1.995	0.862	1.035	0.035	0.529	-1.564
t126	-1.14	0.153	1.624	0.248	-2.39	0	0.432	0.393	1.398	1.327	-1.202	-2.343	-1.431	-1.924	1.464	0.188	-1.378	-1.155	1.355	0.839	2.83	-0.162	2.089	0.908	-1.404	0.723	0.988	-0.911	0.341	-1.865
t72	-1.455	0.397	1.07	0.42	-3.208	-0.24	0.044	0.771	2.331	0.968	-1.127	-2.228	-2.859	-1.025	2.129	-0.619	-1.221	-0.899	2.159	1.031	3.501	0.127	1.799	2.858	-2.805	0.331	1.034	-1.326	-1.025	-0.944
t53	-1.65	0.258	0.409	0.604	-4.066	1.008	0.06	0.713	2.119	0.672	-1.694	-1.933	-3.029	-0.047	2.785	-2.726	-0.643	-0.704	2.113	1.091	3.669	0.857	4.025	3.455	-4.061	-0.059	0.893	-1.287	-2.072	-0.793
t165	-1.692	0.426	0.647	0.928	-0.292	0.818	-0.742	-0.484	2.139	-0.064	-2.96	-1.637	-1.103	-0.577	1.953	-1.865	-0.277	-0.883	0.515	1.086	1.335	1.588	2.119	5.245	-4.57	0.335	1.572	-2.551	-0.892	-0.16
t140	-0.823	-0.355	-0.851	1.11	1.254	-0.028	-0.568	-0.301	1.87	-0.252	-3.008	-0.673	-0.027	-0.312	2.468	-3.05	-2.07	-0.845	1.742	0.324	0.361	2.322	3.697	2.804	-3.144	0.256	1.693	-0.321	-1.66	-1.625
t35	-0.29	0.423	0.246	0.174	-1.186	0.216	-0.032	-0.673	-0.31	0.732	-1.202	0.013	2.485	-3.41	-0.258	2.734	0.52	-1.295	-1.18	0.974	-0.11	-0.369	-0.903	-0.531	-0.631	1.736	1.663	-2.673	3.767	-0.641
t82	-0.716	0.174	0.779	0.516	-0.23	0.226	0.86	-0.351	0.897	0.902	-1.911	-1.837	0.9	-3.163	0.981	0.257	-1.416	-1.223	-0.55	0.781	1.066	0.766	2.167	0.533	-1.168	1.302	1.292	-2.428	1.663	-1.072
t51	-0.495	-0.182	1.473	0.658	2.085	-0.8	0.313	-0.194	1.326	0.365	-2.314	-1.741	1.334	-2.491	1.333	-0.099	-2.344	-1.224	0.657	0.308	-0.078	1.551	2.435	-0.017	-0.814	0.581	1.655	-1.508	0.476	-2.256
t12	-0.996	0.09	1.073	0.306	-1.689	-0.166	0.006	0.41	1.347	1.116	-0.74	-1.517	-0.968	-1.899	1.286	0.691	-0.804	-1.106	1.216	0.912	1.791	-0.248	-0.008	0.925	-1.226	0.86	1.3	-1.246	1.171	-1.889
