feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t118	-0.416	0.331	0.806	0.513	-1.406	-0.468	0.193	0.176	1.226	0.704	-1.27	-1.017	0.763	-2.095	1.276	0.001	-1.233	-0.942	0.905	0.72	0.795	0.74	1.22	-0.071	-1.843	0.899	1.599	-2.031	1.138	-1.222
t109	-0.741	0.05	0.194	0.541	-1.066	-0.073	0.268	0.276	1.259	0.884	-1.091	-0.917	-0.411	-1.778	1.583	-0.286	-1.363	-0.986	1.092	0.711	1.184	0.517	0.96	0.591	-1.533	0.854	1.394	-1.26	0.845	-1.705
t126	-0.665	0.097	0.65	0.532	-0.847	-0.479	0.34	0.276	1.392	0.839	-1.296	-1.285	-0.109	-1.934	1.548	-0.123	-1.605	-1.009	1.232	0.679	1.266	0.646	1.507	0.364	-1.454	0.771	1.406	-1.756	0.676	-1.669
t72	-0.68	0.167	0.466	0.574	-1.074	-0.673	0.165	0.414	1.636	0.738	-1.154	-1.117	-0.416	-1.676	1.684	-0.172	-1.538	-0.929	1.527	0.73	1.334	0.668	1.044	0.79	-1.763	0.697	1.469	-1.908	0.443	-1.453
t53	-0.713	0.175	0.353	0.624	-1.461	-0.218	0.198	0.391	1.526	0.652	-1.346	-1.063	-0.399	-1.373	1.887	-0.892	-1.334	-0.858	1.44	0.761	1.431	0.924	1.841	0.881	-2.193	0.571	1.423	-1.947	0.104	-1.404
t165	-0.746	0.182	0.364	0.689	-0.314	-0.109	-0.042	-0.055	1.39	0.45	-1.739	-0.953	0.286	-1.626	1.542	-0.565	-1.122	-0.951	0.814	0.754	0.662	1.063	1.304	1.319	-2.231	0.748	1.613	-2.128	0.631	-1.25
t140	-0.499	0.143	0.326	0.624	-0.677	-0.185	0.154	0.099	1.246	0.568	-1.702	-0.919	0.463	-1.67	1.64	-0.886	-1.61	-0.935	0.984	0.563	0.867	1.103	2.038	0.417	-1.888	0.745	1.535	-1.315	0.345	-1.581
t35	-0.263	0.271	0.346	0.415	-0.794	-0.387	0.168	-0.055	0.625	0.727	-1.123	-0.447	1.431	-2.537	0.801	1.072	-0.846	-1.07	0.299	0.744	0.307	0.378	0.189	-0.564	-1.003	1.195	1.648	-2.326	2.126	-1.338
t82	-0.446	0.164	0.575	0.562	-0.383	-0.382	0.551	0.083	1.144	0.801	-1.428	-1.243	0.75	-2.431	1.333	0.008	-1.678	-1.039	0.57	0.661	0.812	0.866	1.509	-0.107	-1.233	1.009	1.488	-2.221	1.222	-1.523
t51	-0.399	0.16	1.095	0.482	-0.114	-0.438	0.361	0.095	1.023	0.679	-1.532	-1.106	0.989	-2.354	1.223	0.258	-1.705	-1.081	0.634	0.524	0.434	0.882	1.458	-0.375	-1.124	0.813	1.567	-1.754	1.078	-1.781
t12	-0.569	0.177	0.436	0.525	-0.933	-0.414	0.285	0.337	1.293	0.867	-1.069	-1.012	0.012	-1.892	1.526	-0.054	-1.392	-0.96	1.083	0.744	1.183	0.57	0.837	0.22	-1.397	0.867	1.466	-1.998	0.965	-1.711
t71	-0.629	-0.037	0.212	0.523	-0.757	-0.403	-0.128	0.19	1.256	0.576	-1.241	-0.697	0.174	-1.785	1.336	0.285	-1.24	-1.03	1.386	0.613	0.463	0.573	0.661	0.572	-1.572	0.772	1.59	-1.079	0.915	-1.507
t37	-0.44	0.327	0.736	0.44	-1.3	-0.582	0.249	0.337	1.303	0.837	-1.101	-1.222	0.371	-2.204	1.301	0.311	-1.511	-0.988	1.078	0.679	1.094	0.554	0.968	-0.195	-1.409	0.896	1.519	-1.559	0.96	-1.452
t81	-0.308	0.178	0.394	0.415	-0.806	-0.766	0.532	0.238	0.956	1.074	-0.635	-0.762	0.713	-2.741	0.994	1.08	-1.31	-1.065	0.71	0.727	0.742	0.161	-0.076	-0.955	-0.564	1.237	1.518	-2.266	2.211	-1.634
t128	-0.415	0.319	0.579	0.512	-0.815	-0.436	0.346	0.162	1.07	0.836	-1.173	-0.825	0.681	-2.192	1.274	0.2	-1.3	-0.971	0.616	0.714	0.813	0.615	0.667	-0.178	-1.331	1.02	1.555	-2.282	1.438	-1.509
t185	-0.3	0.228	0.566	0.525	-0.671	-0.49	0.393	0.247	1.065	0.788	-1.146	-0.852	0.779	-2.179	1.356	0.1	-1.634	-0.975	0.873	0.626	0.653	0.815	1.054	-0.539	-1.251	0.916	1.57	-2.023	1.201	-1.704
t188	-0.635	0.196	0.459	0.515	-1.212	0.15	0.231	-0.021	0.901	0.69	-1.37	-0.882	0.739	-2.153	1.223	-0.094	-0.726	-1.003	0.388	0.798	0.663	0.629	1.286	0.18	-1.624	0.949	1.509	-1.857	1.368	-1.304
t76	-0.268	0.32	0.377	0.474	-0.661	-0.491	0.473	0.221	0.898	0.868	-1.074	-0.735	1.084	-2.392	1.178	0.494	-1.331	-0.983	0.55	0.698	0.613	0.61	0.715	-0.84	-0.984	1.056	1.578	-2.484	1.666	-1.641
t145	-0.582	0.089	0.22	0.639	-0.37	-0.43	0.427	0.329	1.422	0.647	-1.488	-0.943	0.081	-1.774	1.807	-0.675	-1.907	-0.926	1.226	0.549	0.891	1.093	1.946	0.302	-1.589	0.65	1.463	-1.781	0.291	-1.616
t174	-0.654	0.147	0.522	0.582	-0.727	-0.439	-0.031	0.186	1.415	0.629	-1.212	-0.941	0.048	-1.836	1.389	0.224	-1.288	-0.996	1.161	0.743	0.639	0.656	0.394	0.937	-1.757	0.837	1.597	-1.812	0.974	-1.394
t143	-0.084	0.37	0.566	0.266	-1.345	-0.785	0.439	0.425	0.885	1.142	-0.636	-1.013	0.927	-2.725	0.877	1.539	-1.732	-1.072	0.896	0.672	1.029	0.133	-0.104	-1.222	-0.617	1.286	1.529	-2.053	1.993	-1.61
t105	-0.381	0.306	1.02	0.519	-1.088	-0.656	0.344	0.385	1.281	0.822	-1.016	-1.056	0.458	-2.018	1.469	0.025	-1.514	-0.926	1.101	0.706	0.946	0.689	0.85	-0.33	-1.376	0.818	1.558	-2.269	1.031	-1.706
t162	-0.57	0.322	0.872	0.499	-0.866	-0.077	0.285	0.16	1.098	0.737	-1.365	-0.996	0.393	-1.966	1.407	-0.107	-1.406	-0.984	0.67	0.679	0.826	0.733	1.165	0.215	-1.595	0.819	1.523	-1.834	0.934	-1.575
t64	-0.464	0.449	0.681	0.445	-2.185	-0.141	0.578	0.391	1.115	0.974	-0.934	-1.124	0.339	-2.19	1.403	-0.144	-1.073	-0.897	0.738	0.846	1.385	0.58	1.521	-0.473	-1.747	0.909	1.4	-2.375	1.217	-1.242
t151	0.026	0.539	0.88	0.26	-0.737	-0.481	0.371	0.264	0.538	1.039	-0.91	-0.673	1.384	-2.615	0.809	1.499	-1.746	-1.078	0.312	0.594	0.642	0.239	-0.406	-1.243	-0.456	1.283	1.622	-2.079	2.022	-1.915
t24	-0.311	0.137	0.619	0.632	0.308	-0.983	0.461	0.274	1.346	0.756	-1.111	-0.826	0.655	-2.262	1.48	0.181	-1.997	-0.977	1.02	0.573	0.431	0.899	0.564	-0.381	-0.95	0.903	1.631	-2.444	1.205	-1.844
t1	-0.95	0.357	0.94	0.646	-0.81	-0.536	0.117	0.193	1.927	0.65	-1.564	-1.809	-0.513	-1.831	1.632	-0.28	-1.322	-0.958	1.103	0.916	1.552	0.906	1.441	1.756	-2.361	0.668	1.462	-2.609	0.262	-1.011
t95	-0.731	0.336	0.636	0.466	-2.152	-0.227	0.201	0.393	1.435	0.876	-1.048	-1.33	-0.411	-1.765	1.518	-0.16	-1.02	-0.925	1.25	0.876	1.681	0.467	1.318	0.552	-2.029	0.758	1.388	-1.786	0.673	-1.252
t129	-0.294	0.431	0.787	0.452	-0.886	-0.93	0.44	0.442	1.374	1.078	-0.878	-1.495	0.321	-2.342	1.301	0.732	-1.767	-0.989	1.005	0.831	1.591	0.501	0.316	-0.312	-1.074	1.078	1.498	-2.803	1.281	-1.698
t171	-0.089	0.62	0.963	0.423	-0.644	-0.921	0.392	0.412	1.162	0.927	-0.974	-0.887	0.83	-2.256	1.19	1.08	-1.963	-0.951	0.812	0.7	0.981	0.603	-0.247	-0.415	-1.221	1.073	1.661	-3.285	1.505	-1.501
t49	-0.308	0.335	0.737	0.46	-1.001	-0.914	0.506	0.423	1.209	1.058	-0.774	-1.207	0.502	-2.367	1.311	0.512	-1.46	-0.97	0.966	0.818	1.349	0.455	0.574	-0.774	-0.873	1.026	1.481	-2.734	1.466	-1.816
t6	-0.71	0.179	0.554	0.589	-0.892	0.05	-0.075	0.145	1.358	0.548	-1.671	-0.982	-0.175	-1.348	1.636	-0.589	-1.548	-0.962	1.21	0.616	0.917	0.959	1.51	1.274	-2.304	0.641	1.53	-1.179	0.194	-1.494
t121	-0.867	0.127	0.304	0.669	-0.942	0.184	-0.08	0.159	1.455	0.43	-1.886	-0.874	-0.313	-1	1.935	-1.351	-1.299	-0.871	1.229	0.647	1.078	1.163	2.113	1.612	-2.625	0.471	1.488	-1.441	-0.22	-1.406
t199	-0.491	0.339	0.046	0.647	-0.587	-0.235	0.435	0.183	1.269	0.731	-1.439	-1.046	0.512	-1.976	1.602	-0.531	-1.424	-0.894	0.614	0.78	1.085	1.053	1.457	0.297	-1.717	0.936	1.516	-2.676	0.877	-1.369
t40	-0.553	0.16	1.346	0.501	-0.436	-0.757	0.148	0.27	1.501	0.672	-1.446	-1.425	0.095	-2.019	1.41	0.353	-2.012	-1.069	1.313	0.539	0.89	0.768	1.115	0.491	-1.439	0.673	1.54	-1.407	0.463	-1.694
t120	-0.637	0.011	-0.117	0.76	-0.303	-0.386	0.331	0.159	1.467	0.564	-1.517	-0.862	0.224	-1.697	1.857	-1.155	-1.441	-0.878	1.125	0.652	0.804	1.19	1.965	0.461	-1.766	0.713	1.514	-1.985	0.461	-1.526
t107	-0.635	0.139	0.086	0.59	-0.993	-0.065	0.187	0.073	1.124	0.702	-1.271	-0.867	0.32	-1.923	1.399	-0.19	-0.971	-0.973	0.795	0.809	0.832	0.73	1.137	0.463	-1.74	0.926	1.508	-1.985	1.154	-1.367
t79	-0.329	0.395	1.296	0.357	-1.355	-0.522	0.28	0.354	1.154	0.91	-1.2	-1.277	0.547	-2.154	1.233	0.436	-1.811	-1.014	1.037	0.574	1.123	0.548	1.078	-0.465	-1.393	0.866	1.522	-1.471	0.944	-1.674
t183	-0.132	0.1	0.477	0.478	0.463	-0.741	0.781	0.081	0.69	0.872	-1.073	-0.601	1.715	-3.055	0.994	0.925	-1.72	-1.102	0.225	0.521	-0.043	0.657	0.663	-1.564	-0.12	1.189	1.595	-2.71	2.251	-1.839
