V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t146	0.568	-0.274	0.256	-0.012	0.421	1.159	-2.862	3.084	-0.754	0.644	-3.006	-0.523	-0.319	2.513	-0.994	-0.107	1.665	0.626	0.657	-1.639	-2.777	1.067	-0.356	-0.375	-0.338	0.371	1.849	-1.101	0.747	-0.198
t115	2.189	1.676	-3.562	1.204	-5.683	-4.384	3.957	-5.294	0.663	-0.076	2.109	0.018	0.288	-1.638	3.479	2.336	-2.09	2.441	3.627	5.001	0.731	-3.482	2.735	-2.993	-2.209	-2.962	-3.046	4.236	4.335	-3.973
t116	0.654	-0.164	0.06	0.067	0.172	0.977	-2.726	2.8	-0.546	0.632	-2.682	-0.502	-0.085	2.397	-0.87	-0.024	1.952	0.629	0.468	-1.473	-2.936	0.703	-0.237	-0.152	-0.642	0.182	2.093	-1.206	0.88	-0.426
t128	1.05	0.306	-0.856	0.362	-1.359	-0.437	-0.876	0.654	-0.305	0.442	-1.494	-0.36	-0.113	1.314	0.31	0.606	0.639	1.134	1.466	0.254	-1.807	-0.295	0.549	-1.063	-0.903	-0.608	0.5	0.39	1.803	-1.305
t7	1.285	0.569	-1.415	0.502	-2.342	-1.425	0.422	-0.806	-0.27	0.299	-0.803	-0.27	-0.369	0.574	1.119	1.04	-0.697	1.528	2.519	1.552	-0.788	-0.768	1.069	-2.016	-0.886	-1.056	-0.958	1.801	2.406	-1.819
t108	0.851	0.068	-0.403	0.205	-0.601	0.247	-1.812	1.701	-0.429	0.532	-2.074	-0.431	-0.125	1.849	-0.272	0.301	1.233	0.884	1.033	-0.56	-2.342	0.211	0.163	-0.642	-0.767	-0.21	1.262	-0.352	1.347	-0.871
t121	0.835	0.046	-0.333	0.215	-0.53	0.344	-1.83	1.803	-0.454	0.545	-2.168	-0.431	-0.182	1.895	-0.307	0.27	1.201	0.846	1.003	-0.718	-2.359	0.28	0.128	-0.642	-0.666	-0.164	1.268	-0.422	1.327	-0.8
t106	0.87	0.085	-0.421	0.232	-0.689	0.176	-1.596	1.561	-0.472	0.52	-2.074	-0.417	-0.242	1.767	-0.17	0.341	0.941	0.927	1.205	-0.488	-2.154	0.228	0.212	-0.84	-0.642	-0.231	0.973	-0.152	1.422	-0.875
t97	0.969	0.203	-0.646	0.311	-1.028	-0.117	-1.275	1.11	-0.317	0.487	-1.731	-0.386	-0.151	1.562	0.058	0.476	0.868	0.989	1.292	-0.154	-2.083	-0.1	0.385	-0.869	-0.834	-0.434	0.876	0.033	1.623	-1.119
t80	0.959	0.191	-0.631	0.29	-1.063	-0.184	-1.179	1.01	-0.477	0.466	-1.815	-0.382	-0.309	1.49	0.135	0.502	0.483	1.059	1.54	-0.02	-1.776	0.045	0.406	-1.123	-0.622	-0.405	0.479	0.338	1.651	-1.06
t102	0.327	-0.566	0.828	-0.187	1.331	1.994	-3.821	4.34	-0.954	0.753	-3.78	-0.604	-0.425	3.133	-1.662	-0.475	2.218	0.357	0.206	-2.662	-3.316	1.74	-0.819	-0.012	-0.063	0.866	2.566	-1.911	0.213	0.363
t54	0.515	-0.341	0.389	-0.048	0.627	1.35	-3.092	3.364	-0.782	0.669	-3.168	-0.54	-0.361	2.66	-1.145	-0.188	1.77	0.546	0.576	-1.877	-2.914	1.207	-0.458	-0.278	-0.275	0.485	2.032	-1.287	0.632	-0.074
t88	1.317	0.624	-1.495	0.543	-2.403	-1.426	0.286	-0.824	-0.135	0.308	-0.648	-0.267	-0.109	0.581	1.103	1.041	-0.233	1.472	2.168	1.501	-1.049	-0.987	1.087	-1.65	-1.121	-1.148	-0.532	1.494	2.423	-1.921
t189	1.009	0.248	-0.784	0.299	-1.278	-0.434	-0.945	0.692	-0.433	0.431	-1.613	-0.37	-0.308	1.333	0.29	0.598	0.294	1.155	1.765	0.34	-1.608	-0.099	0.519	-1.282	-0.724	-0.515	0.233	0.637	1.76	-1.214
t86	1.495	0.843	-1.92	0.677	-3.047	-2.002	1.037	-1.676	0.043	0.238	-0.094	-0.211	0.056	0.149	1.557	1.289	-0.437	1.687	2.337	2.179	-0.758	-1.507	1.408	-1.862	-1.414	-1.522	-0.951	1.958	2.784	-2.342
t111	1.139	0.413	-1.081	0.415	-1.704	-0.773	-0.495	0.171	-0.236	0.398	-1.199	-0.331	-0.075	1.073	0.563	0.748	0.415	1.256	1.666	0.687	-1.583	-0.539	0.726	-1.241	-1.024	-0.794	0.193	0.737	1.998	-1.524
t12	1.288	0.597	-1.456	0.51	-2.28	-1.32	0.074	-0.627	-0.125	0.325	-0.704	-0.284	0.017	0.678	0.978	0.98	0.1	1.442	1.944	1.382	-1.235	-0.962	1.016	-1.451	-1.227	-1.11	-0.251	1.264	2.32	-1.886
t123	1.287	0.593	-1.404	0.549	-2.197	-1.17	-0.032	-0.465	-0.009	0.355	-0.711	-0.284	0.095	0.78	0.89	0.935	0.385	1.334	1.693	1.104	-1.515	-1.033	0.972	-1.219	-1.3	-1.098	0.11	0.926	2.293	-1.871
t147	0.747	-0.059	-0.17	0.113	-0.277	0.505	-2.091	2.101	-0.647	0.555	-2.448	-0.46	-0.306	2.023	-0.464	0.181	1.103	0.851	1.098	-0.822	-2.272	0.605	0.002	-0.748	-0.478	0.008	1.17	-0.38	1.161	-0.604
t68	0.772	-0.028	-0.204	0.153	-0.311	0.521	-2.134	2.09	-0.529	0.565	-2.348	-0.454	-0.201	2.04	-0.471	0.185	1.324	0.79	0.927	-0.898	-2.457	0.458	0.016	-0.544	-0.604	-0.041	1.435	-0.574	1.187	-0.666
t169	1.063	0.319	-0.894	0.36	-1.44	-0.535	-0.788	0.511	-0.348	0.424	-1.458	-0.353	-0.184	1.241	0.389	0.648	0.417	1.175	1.636	0.409	-1.641	-0.289	0.594	-1.195	-0.842	-0.63	0.288	0.595	1.854	-1.328
t199	1.49	0.839	-1.897	0.688	-2.975	-1.899	0.816	-1.545	0.153	0.259	-0.056	-0.217	0.168	0.245	1.462	1.252	-0.12	1.584	2.117	2.013	-1.031	-1.593	1.369	-1.577	-1.541	-1.517	-0.547	1.661	2.743	-2.352
t160	1.248	0.538	-1.312	0.506	-2.108	-1.129	-0.073	-0.403	-0.139	0.351	-0.859	-0.29	-0.107	0.806	0.872	0.919	0.045	1.341	1.946	1.105	-1.328	-0.831	0.937	-1.428	-1.081	-1.001	-0.148	1.122	2.259	-1.758
t87	0.51	-0.336	0.386	-0.048	0.669	1.413	-3.313	3.456	-0.729	0.681	-3.136	-0.548	-0.202	2.715	-1.215	-0.218	2.101	0.485	0.332	-1.967	-3.105	1.139	-0.489	-0.009	-0.391	0.473	2.357	-1.529	0.593	-0.086
t141	0.727	-0.084	-0.113	0.103	-0.202	0.581	-2.171	2.201	-0.673	0.564	-2.522	-0.465	-0.339	2.073	-0.512	0.152	1.104	0.82	1.081	-0.922	-2.297	0.673	-0.036	-0.731	-0.42	0.054	1.207	-0.436	1.125	-0.547
t161	0.978	0.223	-0.711	0.295	-1.105	-0.224	-1.227	0.999	-0.371	0.468	-1.69	-0.387	-0.103	1.486	0.113	0.504	0.843	1.062	1.329	0.028	-1.957	-0.111	0.418	-0.916	-0.86	-0.473	0.737	0.171	1.64	-1.159
t184	0.572	-0.266	0.249	-0.002	0.428	1.186	-3.022	3.105	-0.69	0.65	-2.946	-0.524	-0.252	2.548	-1.025	-0.113	1.821	0.556	0.553	-1.686	-2.912	0.988	-0.361	-0.176	-0.41	0.357	2.083	-1.241	0.745	-0.222
t181	0.356	-0.514	0.759	-0.141	1.294	2.034	-4.112	4.363	-0.779	0.768	-3.6	-0.604	-0.121	3.178	-1.713	-0.487	2.793	0.233	-0.229	-2.776	-3.679	1.483	-0.816	0.506	-0.327	0.776	3.175	-2.337	0.222	0.262
t3	1.085	0.35	-0.954	0.377	-1.484	-0.562	-0.838	0.482	-0.241	0.427	-1.338	-0.352	-0.045	1.246	0.38	0.657	0.667	1.154	1.485	0.425	-1.806	-0.433	0.613	-1.022	-1.023	-0.687	0.532	0.45	1.865	-1.411
t175	1.071	0.33	-0.919	0.364	-1.442	-0.532	-0.823	0.53	-0.277	0.43	-1.4	-0.355	-0.099	1.263	0.362	0.644	0.596	1.163	1.535	0.395	-1.77	-0.365	0.594	-1.093	-0.966	-0.653	0.461	0.482	1.843	-1.371
t120	1.335	0.635	-1.508	0.569	-2.438	-1.442	0.391	-0.871	-0.071	0.31	-0.601	-0.259	-0.147	0.573	1.129	1.059	-0.287	1.462	2.215	1.486	-1.081	-1.043	1.111	-1.691	-1.143	-1.167	-0.534	1.499	2.461	-1.954
t153	0.594	-0.243	0.223	0.03	0.382	1.171	-2.856	3.066	-0.641	0.654	-2.915	-0.516	-0.231	2.523	-0.992	-0.101	1.853	0.577	0.503	-1.713	-2.941	0.929	-0.338	-0.212	-0.453	0.322	2.069	-1.271	0.777	-0.257
