feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t52	1.131	0.864	-0.448	1.428	-0.053	2.414	1.237	0.035	-0.45	-1.311	-0.873	0.348	1.406	1.798	2.126	-1.579	-2.193	-1.3	-0.641	0.271	-1.416	-0.059	0.472	-0.051	-2.27	-0.657	0.672	0.218	-0.532	-0.595
t79	0.93	0.764	-0.454	1.293	-0.186	1.919	1.106	0.46	-0.446	-1.226	-0.799	0.374	1.597	1.557	1.606	-1.494	-2.143	-1.173	-0.579	0.274	-1.489	-0.41	0.869	-0.061	-2.123	-0.56	0.716	0.227	0.21	-0.767
t48	1.177	-0.154	-0.186	1.818	-0.299	1.869	1.182	0.001	-0.355	-0.803	-0.799	0.556	1.156	2.244	1.024	-1.529	-2.114	-1.171	-0.192	0.63	-1.364	-0.858	0.729	-0.049	-2.173	-0.433	0.437	0.226	-0.212	-0.365
t75	1.259	1.003	-0.535	1.422	-0.28	1.704	0.963	0.621	-0.616	-0.926	-0.661	0.507	1.613	1.782	1.535	-1.576	-2.22	-0.601	-0.642	-0.043	-1.266	-0.337	0.697	0.125	-2.129	-0.73	0.221	0.179	-0.193	-0.885
t91	1.201	0.569	-0.382	1.542	0.099	1.459	1.253	0.752	-0.605	-2.01	-1.051	0.419	1.201	2.25	0.807	-1.327	-2.177	-1.394	-0.227	0.43	-1.284	-0.877	0.877	-0.075	-2.185	-0.556	0.628	0.362	0.565	-0.27
t101	0.649	-0.631	-0.094	1.295	-0.785	1.54	0.548	1.164	-0.444	-1.213	-0.379	0.181	1.492	2.584	1.11	-1.832	-2.067	-0.878	-0.048	0.522	-1.544	-0.499	0.328	0.87	-2.068	-0.479	0.381	0.445	1.01	-1.166
t87	0.893	0.987	-0.391	1.284	0.164	1.38	1.133	1.116	-0.53	-1.52	-0.869	0.5	1.565	1.661	0.979	-1.46	-2.128	-1.143	-0.525	0.27	-1.346	-0.98	0.795	-0.123	-2.096	-0.441	0.58	0.345	0.407	-0.515
t73	1.185	-0.316	-0.354	1.206	-0.836	1.227	0.612	0.782	-0.401	-0.272	-0.606	0.13	1.555	2.147	1.817	-1.798	-2.126	-0.517	0.171	0.25	-1.424	-1.007	0.679	0.424	-1.893	-0.664	0.338	0.235	0.577	-1.132
t80	1.251	1.329	-0.543	1.35	0.552	1.415	1.296	0.468	-0.59	-1.58	-1.051	0.519	1.251	1.856	1.411	-1.543	-2.196	-1.051	-0.693	0.227	-1.16	-0.839	0.736	-0.476	-2.199	-0.427	0.583	0.26	0.072	-0.234
t115	0.865	-0.067	-0.392	1.36	-0.133	1.316	0.763	0.716	-0.532	-1.605	-0.738	0.305	1.162	2.589	1.247	-1.656	-2.173	-0.795	-0.258	0.394	-1.205	-0.488	0.615	0.488	-2.11	-0.407	0.431	0.323	0.741	-0.762
t109	1.123	-0.085	-0.403	1.386	-0.067	1.136	0.812	0.389	-0.491	-1.29	-0.88	0.269	1.017	2.644	1.545	-1.709	-2.161	-0.774	-0.119	0.441	-1.173	-0.784	0.6	0.219	-2.084	-0.348	0.451	0.283	0.623	-0.575
