V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t170	-0.373	-1.198	-1.244	1.417	-1.904	0.017	1.346	0.636	0.137	-0.642	1.281	-2.265	-1.854	1.636	1.889	0.907	1.726	0.379	1.031	0.341	-1.893	0.311	1.353	-1.079	-1.742	-0.036	0.792	1.079	-1.048	-1.003
t54	-0.867	0.273	-0.508	-2.525	-1.277	-0.382	1.621	0.231	0.103	-0.011	0.039	-1.097	-0.593	1.293	1.335	-0.541	1.158	0.412	1.334	-0.04	-0.267	-0.052	2.038	-0.44	-0.825	-0.699	0.609	1.889	-1.192	-1.022
t200	-0.489	-0.947	-1.085	0.003	-1.997	-0.042	1.632	0.772	0.085	-0.491	1.105	-2.058	-1.945	1.346	1.891	0.999	1.955	0.408	1.2	0.312	-1.55	-0.03	1.483	-0.966	-1.547	-0.063	0.883	0.912	-0.89	-0.889
t96	-1.312	0.955	-0.018	0.198	-1.06	-1.121	1.727	0.486	-0.136	0.203	-0.562	-0.618	-0.503	-0.359	0.723	-0.996	0.601	0.08	1.012	-0.242	0.793	-0.764	2.369	-0.19	-0.418	-1.738	0.43	1.671	0.127	-1.339
t198	-1.69	2.014	0.477	-2.111	-0.519	-1.512	1.304	-0.482	0.077	0.643	-1.767	0.185	0.916	0.157	0.474	-2.278	-0.033	0.101	1.212	-0.7	1.72	-1.254	2.734	0.344	0.177	-2.003	0.186	2.806	0.167	-1.35
t159	-0.991	0.223	-0.465	0.015	-1.163	-0.779	1.593	0.322	-0.002	-0.076	-0.447	-1.08	-0.412	0.573	1.225	-0.638	1.087	0.291	0.972	-0.097	-0.143	0.303	1.868	-0.535	-0.884	-1.18	0.579	1.74	-0.657	-1.245
t16	-0.538	-0.156	-0.699	-3.475	-1.68	-0.155	1.79	0.319	0.115	-0.142	1.245	-1.565	-1.481	1.714	1.624	0.532	1.726	0.46	1.584	0.284	-0.783	-0.875	1.852	-0.559	-1.073	-0.094	0.798	0.878	-0.871	-0.781
t63	-2.44	3.28	1.222	-0.084	0.211	-2.429	1.455	-0.581	-0.209	1.067	-2.953	1.182	1.816	-1.655	-0.533	-3.876	-1.108	-0.232	0.832	-1.011	3.462	-1.156	3.34	0.809	0.948	-3.539	-0.195	3.352	0.861	-1.86
t132	-1.51	1.271	0.165	0.099	-0.913	-1.361	1.647	0.093	-0.136	0.33	-0.473	-0.446	-0.373	-0.4	0.531	-1.254	0.404	0.004	1.063	-0.245	1.118	-1.073	2.512	-0.004	-0.227	-1.859	0.324	1.754	0.352	-1.395
t34	-1.143	0.85	-0.172	-0.573	-0.761	-0.96	1.659	0.202	-0.048	0.131	-0.935	-0.591	0.265	0.261	0.84	-1.538	0.567	0.251	0.925	-0.234	0.62	0.421	2.139	-0.31	-0.524	-1.719	0.406	2.09	-0.742	-1.378
t73	-0.225	-1.233	-1.305	-0.932	-2.04	0.284	1.387	0.573	0.225	-0.598	1.608	-2.322	-1.943	2.261	2.105	1.232	2.015	0.514	1.345	0.389	-2.094	-0.007	1.38	-1.053	-1.75	0.448	0.899	0.905	-1.303	-0.769
t21	-0.219	-0.758	-1.091	-2.282	-1.631	0.195	1.474	0.381	0.219	-0.423	1.275	-1.935	-1.265	2.354	1.848	0.519	1.653	0.56	1.369	0.317	-1.566	0.202	1.548	-0.876	-1.484	0.145	0.79	1.134	-1.608	-0.851
t58	-0.346	-0.907	-1.155	-0.463	-1.712	0.095	1.552	0.62	0.128	-0.523	1.043	-2.009	-1.406	1.732	1.816	0.524	1.716	0.48	1.151	0.32	-1.573	0.589	1.444	-1.001	-1.567	-0.129	0.785	1.213	-1.464	-0.957
t105	-2.224	3.407	1.239	-3.316	0.342	-2.284	1.501	-1.032	-0.065	1.172	-2.889	1.279	2.253	-0.651	-0.32	-3.937	-0.89	-0.018	1.143	-0.964	3.442	-1.23	3.262	0.91	1.012	-3.125	-0.112	3.311	0.418	-1.66
t154	-1.378	1.343	0.135	-1.959	-0.897	-1.187	1.492	-0.101	0.053	0.401	-1.016	-0.331	0.172	0.343	0.813	-1.4	0.512	0.181	1.242	-0.428	1.008	-1.039	2.441	0.041	-0.209	-1.556	0.387	2.125	0.019	-1.21
t164	-0.86	0.342	-0.392	-1.162	-1.226	-0.759	1.62	0.018	0.022	-0.014	0.677	-1.201	-0.889	0.986	1.129	-0.261	1.075	0.249	1.253	0.123	-0.138	-0.787	1.991	-0.373	-0.82	-0.874	0.541	1.205	-0.344	-1.132
t128	-1.609	1.476	0.17	-0.729	-0.697	-1.319	1.123	-0.389	0.116	0.419	-1.525	-0.2	0.624	0.364	0.681	-1.978	0.09	0.11	1.095	-0.613	1.082	-0.641	2.519	0.107	-0.148	-1.755	0.214	2.904	-0.133	-1.363
t84	-0.222	-1.135	-1.282	-0.199	-2.04	0.3	1.353	0.587	0.198	-0.613	1.967	-2.348	-2.089	2.057	1.926	1.155	1.807	0.422	1.311	0.427	-2.002	-0.355	1.476	-1.019	-1.717	0.307	0.787	0.879	-1.129	-0.813
t122	-0.609	-0.593	-0.963	-0.438	-1.75	-0.132	1.466	0.6	0.138	-0.375	0.365	-1.748	-1.212	1.388	1.808	0.421	1.701	0.432	1.165	0.057	-1.267	0.146	1.585	-0.859	-1.379	-0.284	0.786	1.476	-0.998	-0.931
t49	-0.311	-0.369	-0.867	-2.06	-1.641	-0.077	1.688	0.409	0.094	-0.32	1.54	-1.79	-1.422	1.694	1.607	0.646	1.68	0.428	1.392	0.339	-1.083	-0.83	1.671	-0.739	-1.289	-0.176	0.744	0.637	-0.747	-0.853
t113	-1.397	1.232	0.134	-1.56	-0.921	-1.36	1.72	0.005	-0.053	0.365	-1.069	-0.378	0.047	0.011	0.865	-1.147	0.806	0.182	1.154	-0.346	1.015	-0.851	2.29	-0.046	-0.267	-1.658	0.491	1.742	0.234	-1.243
t47	-2.407	3.502	1.358	-2.366	0.238	-2.617	1.623	-0.863	-0.156	1.213	-3.337	1.364	2.174	-1.337	-0.313	-3.71	-0.686	-0.101	1.041	-1.075	3.655	-1.558	3.214	0.92	1.064	-3.38	-0.045	3.104	1.137	-1.683
t97	-1.249	0.452	-0.353	0.954	-1.232	-0.898	1.335	0.29	0.03	0.002	-0.71	-0.952	-0.405	0.26	1.111	-0.826	0.809	0.165	0.951	-0.29	0.05	-0.114	2.07	-0.409	-0.75	-1.331	0.465	2.113	-0.274	-1.267
t179	-2.279	3.254	1.193	-0.625	0.16	-2.381	1.415	-0.704	-0.153	1.055	-2.628	1.089	1.787	-1.363	-0.451	-3.65	-1	-0.205	0.92	-0.955	3.341	-1.592	3.265	0.812	0.897	-3.36	-0.175	3.034	1.052	-1.77
t134	-0.905	0.119	-0.549	-0.561	-1.211	-0.499	1.439	0.312	0.103	-0.095	-0.364	-1.131	-0.459	1.055	1.297	-0.741	0.941	0.349	1.064	-0.118	-0.339	0.407	1.942	-0.528	-0.92	-0.929	0.561	2.085	-1.137	-1.19
t98	0.406	-1.9	-1.692	-3.078	-2.296	0.953	1.751	0.874	0.253	-0.828	2.822	-2.841	-2.623	3.173	2.462	1.988	2.546	0.749	1.583	0.824	-2.831	0.274	1.113	-1.33	-2.121	1.158	1.126	0.161	-2.153	-0.535
t136	-1.356	1.477	0.146	-0.809	-0.713	-1.196	1.332	-0.235	0.019	0.359	-0.545	-0.353	0.263	0.243	0.518	-1.692	0.1	0.064	1.13	-0.369	1.1	-1.202	2.543	0.066	-0.188	-1.784	0.187	2.126	0.114	-1.346
t13	-1.194	1.055	-0.072	-0.859	-0.905	-1.068	1.328	-0.145	0.078	0.215	-0.74	-0.595	0.212	0.547	0.891	-1.244	0.567	0.181	1.115	-0.368	0.598	-0.918	2.231	-0.139	-0.448	-1.471	0.358	2.037	-0.009	-1.24
