feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t170	-0.833	0.058	-0.572	-0.379	-1.348	-0.551	1.483	0.282	0.071	-0.138	0.203	-1.303	-0.807	1.001	1.324	-0.29	1.126	0.297	1.122	0.002	-0.439	-0.218	1.88	-0.545	-0.986	-0.822	0.589	1.558	-0.644	-1.126
t54	-0.848	0.273	-0.484	-1.846	-1.244	-0.508	1.584	0.209	0.086	-0.029	0.036	-1.114	-0.562	1.163	1.297	-0.513	1.116	0.368	1.248	-0.036	-0.23	-0.172	1.981	-0.45	-0.845	-0.809	0.594	1.708	-0.908	-1.074
t200	-0.709	-0.179	-0.697	-0.901	-1.51	-0.383	1.587	0.41	0.079	-0.207	0.427	-1.47	-1.061	1.18	1.503	0.056	1.411	0.366	1.197	0.093	-0.704	-0.161	1.775	-0.645	-1.112	-0.576	0.695	1.347	-0.795	-1.026
t96	-1.005	0.52	-0.305	-0.957	-1.177	-0.771	1.634	0.302	0.001	0.052	-0.168	-0.943	-0.545	0.576	1.086	-0.653	0.937	0.252	1.145	-0.106	0.153	-0.458	2.1	-0.358	-0.696	-1.169	0.538	1.607	-0.423	-1.177
t198	-0.929	0.373	-0.417	-1.276	-1.248	-0.615	1.449	0.142	0.105	0.002	-0.034	-1.071	-0.553	1.053	1.232	-0.565	0.975	0.3	1.222	-0.108	-0.138	-0.484	2.043	-0.385	-0.794	-0.885	0.539	1.779	-0.619	-1.103
t159	-0.899	0.262	-0.453	-0.852	-1.238	-0.669	1.567	0.231	0.044	-0.048	-0.008	-1.13	-0.608	0.881	1.242	-0.464	1.092	0.301	1.138	-0.038	-0.181	-0.242	1.942	-0.466	-0.86	-0.959	0.581	1.566	-0.595	-1.146
t16	-0.756	0.182	-0.517	-2.294	-1.35	-0.461	1.655	0.219	0.087	-0.049	0.383	-1.226	-0.808	1.287	1.375	-0.205	1.29	0.385	1.337	0.061	-0.337	-0.452	1.936	-0.467	-0.895	-0.638	0.654	1.385	-0.793	-0.998
t63	-1.424	1.366	0.14	-0.918	-0.693	-1.253	1.497	-0.1	-0.019	0.361	-1.094	-0.283	0.353	0.112	0.622	-1.754	0.275	0.135	1.058	-0.404	1.115	-0.536	2.45	0.002	-0.204	-1.844	0.295	2.287	-0.179	-1.383
t132	-1.019	0.489	-0.321	-0.838	-1.183	-0.787	1.581	0.194	0.012	0.039	-0.012	-0.993	-0.602	0.659	1.086	-0.611	0.934	0.238	1.159	-0.069	0.093	-0.5	2.089	-0.352	-0.716	-1.112	0.522	1.59	-0.4	-1.18
t34	-0.966	0.531	-0.328	-1.106	-1.066	-0.747	1.594	0.178	0.025	0.041	-0.228	-0.919	-0.313	0.748	1.08	-0.851	0.872	0.285	1.117	-0.1	0.145	-0.187	2.056	-0.37	-0.706	-1.19	0.507	1.722	-0.632	-1.202
t73	-0.551	-0.446	-0.863	-1.145	-1.627	-0.178	1.507	0.398	0.136	-0.307	0.799	-1.697	-1.252	1.591	1.664	0.347	1.549	0.418	1.264	0.177	-1.091	-0.152	1.677	-0.742	-1.28	-0.261	0.74	1.241	-0.981	-0.946
t21	-0.549	-0.234	-0.767	-1.747	-1.444	-0.218	1.545	0.312	0.133	-0.229	0.651	-1.525	-0.95	1.633	1.549	0.03	1.387	0.439	1.274	0.145	-0.855	-0.059	1.752	-0.663	-1.161	-0.395	0.691	1.343	-1.117	-0.983
t58	-0.612	-0.251	-0.765	-1.057	-1.489	-0.278	1.547	0.363	0.104	-0.25	0.65	-1.55	-1.055	1.402	1.514	0.065	1.383	0.387	1.218	0.146	-0.831	-0.111	1.747	-0.677	-1.17	-0.483	0.676	1.333	-0.953	-1.015
t105	-1.097	0.747	-0.215	-1.504	-0.992	-0.836	1.494	-0.026	0.066	0.143	-0.433	-0.758	-0.124	0.819	1.019	-1.081	0.737	0.273	1.177	-0.192	0.331	-0.338	2.172	-0.241	-0.569	-1.219	0.455	1.987	-0.611	-1.203
t154	-1.203	0.964	-0.079	-1.38	-0.985	-1.003	1.502	-0.011	0.04	0.228	-0.568	-0.627	-0.098	0.528	0.921	-1.114	0.662	0.208	1.184	-0.267	0.592	-0.736	2.27	-0.142	-0.444	-1.376	0.428	1.92	-0.212	-1.213
t164	-0.694	-0.066	-0.641	-1.309	-1.42	-0.409	1.631	0.341	0.064	-0.163	0.583	-1.415	-1.026	1.228	1.409	-0.026	1.321	0.361	1.24	0.131	-0.591	-0.244	1.84	-0.586	-1.048	-0.607	0.662	1.293	-0.825	-1.041
t128	-1.189	0.849	-0.152	-1.115	-0.967	-0.94	1.418	-0.043	0.067	0.18	-0.596	-0.689	-0.063	0.677	0.955	-1.173	0.616	0.223	1.148	-0.266	0.444	-0.451	2.232	-0.188	-0.511	-1.321	0.413	2.105	-0.436	-1.239
t84	-0.628	-0.219	-0.758	-0.929	-1.485	-0.273	1.465	0.321	0.124	-0.243	0.647	-1.541	-1.026	1.439	1.497	0.019	1.308	0.372	1.218	0.111	-0.839	-0.195	1.78	-0.657	-1.16	-0.48	0.645	1.421	-0.927	-1.018
