V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t67	-1.076	0.551	0.65	0.401	0.723	0.642	-4.32	-0.443	-1.462	0.136	-0.655	0.965	0.144	-1.165	-0.445	-1.34	0.751	1.237	-0.116	-0.67	0.064	-1.205	2.061	0.037	2.288	-0.548	-2.212	-1.322	2.925	3.395
t83	-1.315	-0.046	-0.666	-1.558	2.211	1.546	-2.259	-1.412	-1.288	1.89	0.033	-0.706	1.98	-0.849	-2.535	-1.783	-0.38	1.848	-2.291	-0.413	-0.207	-0.219	2.194	1.067	2.787	1.471	-3.579	-1.825	0.95	5.322
t143	-1.138	0.69	2.331	0.876	0.18	-0.934	-0.659	1.439	-0.937	-1.261	-1.695	2.254	-2.132	-1.487	1.233	0.137	0.853	-0.498	2.164	-0.589	-0.128	-0.984	1.591	-1.138	0.768	-2.617	-0.987	-0.52	2.674	0.512
t153	-1.238	0.908	0.928	-0.618	1.046	1.212	-4.022	-0.859	-2.399	0.302	-1.162	0.372	0.847	-1.39	-1.081	-0.94	0.955	2.02	-0.982	-0.615	0.271	-1.149	2.803	0.264	2.041	-0.168	-3.037	-1.819	2.832	4.656
t141	-1.062	-0.089	0.892	0.732	1.008	-0.806	0.055	1.073	0.627	-0.117	-0.607	1.529	-1.31	-0.984	0.305	-0.498	-0.357	-0.78	0.732	-0.42	-0.592	-0.327	0.87	-0.431	1.558	-1.087	-1.325	-0.531	1.127	0.811
t171	-1.104	-0.476	0.157	0.581	1.377	-0.571	0.243	0.713	0.943	0.463	-0.048	1.074	-0.72	-0.777	-0.273	-1.061	-0.819	-0.688	0.255	-0.418	-0.73	-0.144	0.666	-0.056	1.963	-0.349	-1.675	-0.622	0.822	1.272
t85	-1.284	-0.414	-0.305	-1.698	2.385	0.474	0.969	-0.256	-0.018	1.746	0	-0.18	0.771	-0.724	-1.937	-1.128	-1.033	0.365	-1.474	-0.176	-0.649	0.526	1.405	0.623	2.215	0.785	-2.625	-1.11	-0.601	3.342
t174	-1.236	1.178	2.478	0.124	0.514	-0.111	-1.172	0.819	-1.573	-1.178	-2.22	1.446	-0.979	-1.741	0.498	0.55	0.994	0.653	0.241	-0.559	0.128	-1.171	2.467	-0.609	0.68	-1.645	-2.375	-1.404	2.78	2.415
t108	-1.223	0.012	0.495	0.063	1.391	0.038	-0.519	0.219	-0.247	0.454	-0.606	0.701	-0.206	-1.055	-0.774	-0.792	-0.324	0.277	-0.51	-0.45	-0.401	-0.25	1.483	0.02	1.868	-0.137	-2.266	-1.093	1.339	2.49
t47	-1.261	-0.336	0.193	-0.399	1.823	-0.137	1.054	0.364	0.373	0.863	-0.326	0.475	-0.134	-0.889	-1.044	-0.77	-0.9	-0.148	-0.673	-0.314	-0.653	0.207	1.151	0.157	1.843	0.165	-2.277	-0.949	0.321	2.221
t69	-1.051	0.167	1.074	1.569	0.624	-0.71	-1.15	0.984	0.457	-0.636	-0.851	1.645	-1.287	-1.165	0.563	-0.475	-0.075	-0.408	0.453	-0.581	-0.417	-0.799	1.087	-0.459	1.565	-0.991	-1.646	-0.832	2.252	1.093
t10	-1.062	0.453	1.6	1.595	0.449	-0.792	-1.033	1.223	0.213	-1.03	-1.302	1.819	-1.552	-1.343	0.818	-0.044	0.185	-0.35	0.45	-0.585	-0.307	-0.905	1.325	-0.639	1.241	-1.346	-1.646	-0.903	2.463	1.003
t53	-1.097	-0.203	0.785	0.468	1.26	-0.837	0.985	1.146	0.925	0.077	-0.558	1.331	-1.215	-0.946	0.045	-0.423	-0.68	-0.866	0.203	-0.339	-0.7	-0.024	0.797	-0.323	1.539	-0.777	-1.457	-0.562	0.584	0.859
t162	-1.276	0.139	-0.216	-0.963	2.034	1.111	-1.665	-0.905	-0.896	1.391	-0.45	-0.39	1.33	-1.013	-2.13	-1.045	-0.38	1.49	-2.401	-0.367	-0.258	-0.093	2.114	0.763	2.427	1.225	-3.378	-1.753	0.936	4.605
