V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t172	-0.173	0.834	0.265	-1.578	-2.034	-0.607	0.188	3.612	-1.005	0.036	-0.488	1.423	-0.085	-0.22	-1.06	0.749	0.57	1.444	0.453	-0.581	-2.468	0.759	0.036	-1.769	3.553	1.219	-2.914	-0.706	0.906	-0.365
t39	-0.071	0.542	1.08	0.66	0.932	0.1	3.055	0.906	1.033	-0.407	0.45	-0.94	-2.716	-0.739	-1.15	0.072	-0.836	0.068	1.226	-1.628	-0.373	-0.045	0.069	-0.575	0.452	-0.927	0.081	3.017	-2.013	-1.329
t189	-0.114	1.135	1.282	1.011	3.899	-0.511	0.167	0.857	1.302	-0.853	0.66	-1.051	-3.218	-0.456	-0.093	0.154	-0.18	2.202	-0.04	-3.18	-0.222	-0.062	0.89	-0.063	-0.319	-1.647	0.52	1.155	-2.291	-0.944
t48	-0.508	0.625	-0.023	-0.04	1.011	0.971	1.079	0.685	-0.298	-0.09	0.002	-0.169	0.537	-0.294	-0.899	0.116	-0.999	0.173	0.83	-1.471	0.112	-0.086	0.359	-0.907	0.893	-0.497	-0.243	0.323	-0.301	-0.892
t63	-0.829	-0.212	0.643	-0.456	0.043	-0.212	6.087	1.475	-0.083	0.256	0.288	-0.642	-2.544	-1.025	-1.096	-0.936	-0.806	-0.387	2.784	0.74	-2.036	-0.246	-0.43	-0.819	2.208	-1.885	0.578	3.218	-2.235	-1.479
t111	-0.301	0.379	0.655	-0.129	-0.761	0.831	4.254	1.129	-0.684	0.42	-0.035	-0.901	-0.265	-0.214	-0.706	-0.178	-0.914	-1.069	1.52	0.088	-0.981	0.012	-0.673	-1.25	0.722	-0.3	-0.6	2.114	-1.016	-1.153
t13	-0.391	0.382	-0.237	-0.597	-2.808	0.387	1.745	1.01	-0.517	-0.196	0.033	0.441	1.62	0.254	-1.799	0.596	-0.997	-0.231	1.202	0.408	-1.38	0.362	0.222	-1.284	2.05	0.743	-0.463	1.21	-0.828	-0.94
t130	0.359	1.072	0.725	1.09	-0.042	1.378	1.439	0.379	-0.143	-0.553	0.073	-0.905	-0.156	0.509	-0.531	0.764	-0.684	-0.563	-0.221	-2.666	-0.501	0.035	0.369	-1.28	0.927	1.72	-1.432	0.806	-1.064	-0.906
t87	-0.454	0.43	0.118	-0.872	-0.281	0.2	0.451	2.484	-0.213	0.011	-0.188	0.936	-0.986	-0.394	-1.287	0.332	-0.165	0.839	1.248	-1.552	-1.229	0.251	0.364	-1.268	3.087	0.14	-1.258	0.263	-0.148	-0.861
t25	-0.712	0.241	0.28	-0.324	0.182	0.183	0.59	0.775	0.052	-0.244	0.16	0.462	0.179	0.004	-1.247	-0.129	-0.72	0.567	1.209	-1.346	-0.542	0.031	0.561	-0.893	1.899	-0.079	0.124	0.625	-0.998	-0.892
