feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t172	-0.317	0.705	0.404	-0.751	-0.52	-0.332	0.668	2.166	-0.269	-0.206	-0.107	0.673	-0.472	-0.259	-1.019	0.395	0.002	1.157	0.641	-1.137	-1.448	0.401	0.26	-1.237	2.363	0.35	-1.427	0.153	-0.217	-0.626
t39	-0.25	0.658	0.698	0.088	0.663	-0.094	1.388	1.191	0.501	-0.408	0.233	-0.146	-1.399	-0.438	-1.038	0.21	-0.484	0.758	0.794	-1.696	-0.585	0.129	0.335	-0.788	1.199	-0.362	-0.399	1.369	-1.196	-0.939
t189	-0.28	0.828	0.754	0.135	1.596	-0.232	0.611	1.313	0.489	-0.491	0.261	-0.159	-1.64	-0.354	-0.652	0.205	-0.22	1.435	0.439	-2.135	-0.697	0.115	0.555	-0.682	1.105	-0.595	-0.352	0.702	-1.242	-0.821
t48	-0.44	0.656	0.312	-0.273	0.466	0.075	0.907	1.168	0.015	-0.28	0.068	0.164	-0.194	-0.28	-0.973	0.197	-0.484	0.852	0.736	-1.338	-0.608	0.15	0.364	-0.93	1.384	-0.285	-0.5	0.472	-0.638	-0.767
t63	-0.557	0.354	0.522	-0.363	0.315	-0.238	2.58	1.422	0.068	-0.152	0.173	-0.013	-1.345	-0.556	-1.024	-0.193	-0.464	0.603	1.419	-0.753	-1.261	0.05	0.147	-0.88	1.92	-0.754	-0.19	1.444	-1.294	-0.998
t111	-0.336	0.602	0.527	-0.226	-0.022	0.2	1.812	1.277	-0.184	-0.083	0.037	-0.121	-0.39	-0.215	-0.86	0.124	-0.509	0.317	0.889	-1.026	-0.819	0.158	0.046	-1.06	1.297	-0.089	-0.684	0.981	-0.784	-0.861
t13	-0.494	0.504	0.18	-0.483	-0.657	-0.043	1.078	1.225	-0.14	-0.262	0.097	0.351	0.278	-0.077	-1.27	0.268	-0.589	0.67	0.972	-0.612	-1.058	0.248	0.353	-1.009	1.752	-0.007	-0.371	0.762	-0.846	-0.825
t130	-0.074	0.816	0.681	0.384	0.421	0.376	1.404	0.911	0.148	-0.477	0.155	-0.353	-0.815	-0.051	-0.769	0.367	-0.467	0.404	0.366	-2.016	-0.74	0.095	0.387	-0.997	1.289	0.443	-0.831	0.91	-1.106	-0.864
t87	-0.43	0.535	0.415	-0.474	0.316	-0.139	0.972	1.831	0.118	-0.23	0.041	0.452	-1.178	-0.446	-1.099	0.178	-0.241	1.017	1.008	-1.529	-1.057	0.189	0.384	-0.992	2.233	-0.247	-0.755	0.672	-0.706	-0.844
t25	-0.515	0.507	0.433	-0.399	0.093	-0.256	0.676	1.213	0.159	-0.344	0.128	0.434	-0.317	-0.147	-1.117	0.112	-0.357	1.025	0.877	-1.282	-0.881	0.207	0.445	-0.933	1.795	-0.097	-0.365	0.576	-0.917	-0.76
