feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t144	-0.826	0.681	-0.312	0.416	-0.1	-0.653	1.488	-0.183	-0.832	0.227	-0.551	-0.396	0.158	1.378	-0.36	0.321	0.671	-1.139	0.007	-0.39	-1.46	0.53	0.085	0.651	-0.156	0.744	-0.404	0.864	-0.934	0.465
t196	-1.144	0.603	-0.461	0.779	0.605	-0.436	1.366	-0.751	-0.817	0.27	-0.075	0.372	0.054	1.223	-1.047	0.318	0.581	-2.124	-0.79	0.059	-1.648	1.57	0.01	0.14	-0.013	0.826	-0.009	1.214	-0.598	-0.092
t200	-0.928	0.575	-0.431	0.904	0.416	-0.24	1.025	-0.72	-0.772	0.278	-0.024	-0.302	-0.076	1.14	-1.171	1.079	0.276	-1.857	-1.065	0.556	-1.627	0.986	-0.093	0.343	0.243	1.027	-0.051	1.441	-0.741	-0.2
t71	-0.901	0.699	-0.436	0.357	0.211	-0.705	1.819	-0.231	-0.827	0.229	-0.532	0.122	0.092	1.328	-0.365	-0.07	0.55	-1.333	0.12	-0.604	-1.385	0.831	0.141	0.535	-0.319	0.573	-0.416	0.82	-0.835	0.525
t67	-0.752	0.714	-0.279	0.357	-0.311	-0.76	1.389	-0.16	-0.74	0.228	-0.478	-0.767	0.195	1.607	-0.421	0.701	0.668	-0.828	-0.359	-0.281	-1.457	-0.049	0.017	0.856	-0.039	0.845	-0.439	0.955	-0.954	0.534
t8	-0.982	0.706	-0.18	0.707	-0.279	-0.764	1.179	-0.268	-0.761	0.245	-0.334	-1.094	0.054	1.721	-0.722	0.888	1.148	-0.833	-0.444	-0.184	-1.649	0.128	-0.058	0.508	0.154	0.896	-0.267	1.061	-0.744	0.163
t154	-0.615	0.673	-0.213	0.697	-0.093	-0.555	1.06	-0.201	-0.741	0.268	-0.516	-1.344	0.014	1.439	-0.555	1.383	0.524	-0.659	-0.731	0.002	-1.594	-0.1	-0.077	0.661	0.178	0.967	-0.318	1.105	-0.841	0.174
t96	-1.394	0.624	-0.102	0.826	0.164	-0.339	1.095	-0.487	-0.863	0.245	-0.278	-1.145	0.433	1.515	-1.399	0.759	1.832	-1.386	-0.85	0.092	-2.06	0.583	-0.293	0.46	0.482	1.114	0.034	1.124	-0.749	-0.048
t79	-1.115	0.695	-0.254	0.477	-0.134	-0.723	1.504	-0.289	-0.824	0.216	-0.548	-0.663	0.248	1.648	-0.616	0.5	1.119	-0.864	0.016	-0.451	-1.621	0.322	-0.068	0.556	0.027	0.818	-0.368	0.821	-0.881	0.445
t168	-0.734	0.73	-0.425	0.29	-0.243	-1.021	1.665	-0.352	-0.751	0.211	-0.591	-0.115	-0.002	1.676	-0.129	0.591	0.068	-0.685	0.293	-0.55	-1.208	0.217	0.132	0.641	-0.316	0.646	-0.624	0.833	-0.946	0.689
