feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t25	-0.888	-0.275	-1.308	0.326	0.685	0.279	-1.821	0.46	0.486	-0.204	-0.738	1.426	-0.639	1.443	2.33	-0.422	1.301	-0.086	-0.046	-0.093	0.275	0.894	-0.966	-0.368	-0.231	-1.368	0.008	-1.188	0.966	-0.246
t92	-0.574	-0.113	-1.166	0.451	1.098	0.169	-1.85	0.538	0.54	0.467	-0.928	1.204	-0.907	1.522	1.56	-0.094	1.065	0.005	0.084	-0.229	0.078	0.827	-1.089	-0.515	-0.438	-1.148	-0.222	-1.03	0.871	-0.184
t86	-0.775	-0.402	-1.542	0.301	0.32	-0.001	-1.483	0.393	0.515	0.179	-1.082	1.296	-0.695	1.361	2.72	-0.501	1.343	0.003	-0.413	-0.129	0.563	0.876	-0.982	-0.38	0.167	-1.196	-0.052	-1.233	1.049	-0.236
t38	-0.583	-0.263	-1.213	0.449	0.76	0.44	-1.983	0.457	0.511	0.393	-1.565	1.752	-0.554	1.596	1.637	-0.28	1.036	-0.137	0.185	-0.02	0.317	0.962	-1.026	-0.488	-0.301	-1.296	-0.36	-0.905	0.549	-0.078
t141	-0.771	0.015	-1.087	0.62	1.103	0.277	-1.681	0.482	0.531	0.516	-1.195	1.06	-0.819	1.327	1.577	-0.284	1.078	0.022	-0.036	-0.175	0.204	0.765	-1.076	-0.573	-0.407	-0.857	-0.544	-0.738	0.707	-0.052
t94	-0.934	-0.216	-1.429	0.634	0.346	0.39	-1.562	0.398	0.568	0.083	-1.832	1.913	-0.498	1.715	2.309	-0.359	1.016	-0.149	-0.249	0.127	0.659	0.957	-1.024	-0.111	-0.164	-1.397	-0.54	-1.067	0.536	-0.131
t51	-1.579	0.105	-1.459	0.344	0.053	0.114	-1.165	0.328	0.484	-0.408	-1.255	1.509	-0.462	1.144	3.382	-0.775	1.441	-0.09	-0.522	0.052	0.693	0.834	-0.856	-0.303	0.159	-1.235	-0.085	-1.087	0.879	-0.26
t3	-0.536	-0.15	-1.217	0.563	1.226	0.388	-2.072	0.566	0.546	0.041	-1.111	1.346	-0.884	1.842	1.273	-0.104	1.095	0.038	0.121	-0.22	0.136	0.896	-1.154	-0.483	-0.38	-1.256	-0.334	-0.838	0.77	-0.115
t20	-0.497	-0.352	-0.975	0.642	1.1	0.781	-2.254	0.547	0.515	0.107	-1.407	2.113	-0.706	2.003	1.073	0.019	0.728	-0.181	0.624	0.006	0.291	1.029	-1.151	-0.471	-0.786	-1.401	-0.511	-1.166	0.453	-0.185
t36	-0.9	-0.411	-1.264	0.707	0.872	0.428	-2.268	0.461	0.601	0.186	-1.551	1.804	-0.57	1.886	1.704	-0.203	0.95	-0.089	-0.054	-0.075	0.509	0.96	-1.078	-0.266	-0.253	-1.187	-0.607	-0.928	0.679	-0.055
